,CAPG (822)
ACH-000004,-0.234781746828
ACH-000007,-0.110213647673
ACH-000009,-0.15108642283
ACH-000011,0.100712032196
ACH-000012,-0.09592413350060001
ACH-000013,-0.00433700278195
ACH-000014,-0.0430687780958
ACH-000015,-0.07742579213619999
ACH-000017,-0.0512678052665
ACH-000018,-0.0832519415042
ACH-000019,-0.08986629131269999
ACH-000021,-0.306497795646
ACH-000022,0.027051343399
ACH-000025,-0.0172555203255
ACH-000028,-0.0179277504085
ACH-000030,-0.0229078449615
ACH-000035,-0.179365446206
ACH-000036,-0.061858672233999996
ACH-000037,0.0518427374529
ACH-000039,-0.111055007271
ACH-000040,0.0547230127706
ACH-000041,0.0880596727555
ACH-000042,-0.10364908993
ACH-000045,-0.012725508229100001
ACH-000047,0.062323006638699996
ACH-000052,0.17574923665999997
ACH-000053,-0.073290304383
ACH-000054,-0.0581300538379
ACH-000055,-0.0217438800254
ACH-000060,0.0417871822604
ACH-000067,0.0885538559465
ACH-000070,-0.086464151305
ACH-000075,0.047463107126
ACH-000078,-0.147407876269
ACH-000082,0.126710524114
ACH-000085,-0.207649834089
ACH-000086,-8.00269750831e-05
ACH-000087,-0.19104909776299997
ACH-000092,-0.324775474452
ACH-000095,-0.07939194465919999
ACH-000097,-0.043568727245500004
ACH-000098,0.0271638887889
ACH-000099,-0.09771435127360001
ACH-000108,-0.140467083335
ACH-000113,-0.049278709919499994
ACH-000115,0.0243259457571
ACH-000116,-0.0435998049877
ACH-000118,-0.0636603890216
ACH-000120,-0.161242355579
ACH-000123,-0.32816339653
ACH-000127,-0.049881134563300004
ACH-000128,-0.0295028463265
ACH-000132,0.0033404592258000003
ACH-000133,0.029884288053799998
ACH-000137,0.022776188883599998
ACH-000138,0.040069416117199996
ACH-000142,0.159944727274
ACH-000143,-0.109969203349
ACH-000146,-0.029249071858099995
ACH-000148,-0.10763048968399999
ACH-000150,-0.00496570106901
ACH-000152,-0.144464855999
ACH-000153,-0.10099541392000001
ACH-000159,-0.12415999893799999
ACH-000160,-0.0700248957053
ACH-000163,0.054559403169300004
ACH-000167,0.187005429766
ACH-000168,-0.0633831928406
ACH-000169,-0.033626801831799995
ACH-000178,0.071519816372
ACH-000182,-0.15145660905
ACH-000183,-0.0666368383328
ACH-000188,-0.123407444898
ACH-000189,-0.165352540434
ACH-000190,-0.21647881949900002
ACH-000198,-0.0758055426444
ACH-000204,0.168901547907
ACH-000206,0.0961511851957
ACH-000207,2.94022929661e-05
ACH-000211,0.00100693400528
ACH-000215,-0.128507150275
ACH-000221,-0.367588212802
ACH-000222,-0.08966134256889999
ACH-000223,0.014178318401299999
ACH-000226,-0.151550781414
ACH-000227,0.024604579232700003
ACH-000228,-0.17847155027699999
ACH-000231,0.101766396008
ACH-000232,0.0148372532911
ACH-000233,-0.0384534558424
ACH-000234,0.17536614745200002
ACH-000235,0.0357641638959
ACH-000237,0.0763323989063
ACH-000238,-0.0850875059637
ACH-000243,-0.0590232420185
ACH-000244,0.178086137699
ACH-000246,0.0612520998649
ACH-000248,0.118198265917
