,ITPKA (3706)
ACH-000004,-0.192188916706
ACH-000007,-0.10954748477399999
ACH-000009,-0.185206262328
ACH-000011,-0.36675083983999995
ACH-000012,-0.261201573732
ACH-000013,-0.00686681168612
ACH-000014,-0.340272670721
ACH-000015,-0.0191585251034
ACH-000017,-0.14732521626800002
ACH-000018,0.0663543162569
ACH-000019,-0.00111520691418
ACH-000021,0.0910426578929
ACH-000022,-0.0357864194802
ACH-000025,-0.224025556342
ACH-000028,0.088472186077
ACH-000030,-0.38215630142800006
ACH-000035,-0.276270113367
ACH-000036,-0.146449710054
ACH-000037,-0.470710112997
ACH-000039,-0.10098294901699999
ACH-000040,-0.30228617102600003
ACH-000041,0.0688691353454
ACH-000042,-0.212767623947
ACH-000045,-0.160740366224
ACH-000047,-0.268765709454
ACH-000052,-0.238084823122
ACH-000053,-0.15813240773700002
ACH-000054,-0.218874335116
ACH-000055,0.0799816716718
ACH-000060,-0.26135467847399996
ACH-000067,-0.52406772249
ACH-000070,-0.309509068511
ACH-000075,-0.19673115559300003
ACH-000078,0.0035720728681799996
ACH-000082,-0.33386817526900003
ACH-000085,-0.0658126691024
ACH-000086,-0.25432935341999996
ACH-000087,-0.454758809473
ACH-000092,-0.34579988567500003
ACH-000095,-0.11158809127999998
ACH-000097,-0.394276151445
ACH-000098,-0.222635488619
ACH-000099,0.029060963683599998
ACH-000108,-0.11692718648700001
ACH-000113,-0.17589073712699999
ACH-000115,-0.311278683487
ACH-000116,-0.21359131706700002
ACH-000118,-0.242380334054
ACH-000120,0.0180630610973
ACH-000123,-0.156498031054
ACH-000127,-0.216341774087
ACH-000128,-0.36881520475900004
ACH-000132,-0.11249620558000001
ACH-000133,-0.28871325346099996
ACH-000137,0.07435479632460001
ACH-000138,-0.0478448228265
ACH-000142,-0.301109967837
ACH-000143,-0.23477348760000002
ACH-000146,-0.245509168222
ACH-000148,-0.201461795528
ACH-000150,-0.187203267905
ACH-000152,-0.268035374265
ACH-000153,0.13554062524
ACH-000159,-0.35586882438600004
ACH-000160,-0.371710181835
ACH-000163,-0.21966387769999998
ACH-000167,-1.02449361004
ACH-000168,0.181155750705
ACH-000169,-0.0998348605213
ACH-000178,-0.267315520081
ACH-000182,-0.10160091082900001
ACH-000183,0.0025990907538899996
ACH-000188,-0.38592370997599995
ACH-000189,0.0019433761896199997
ACH-000190,0.121080659377
ACH-000198,-0.044667249375
ACH-000204,-0.26020996250100004
ACH-000206,-0.538716196721
ACH-000207,-0.335657459433
ACH-000211,-0.119797790242
ACH-000215,-0.28221941772
ACH-000221,-0.37044688306699997
ACH-000222,-0.165707782358
ACH-000223,-0.337673998494
ACH-000226,-0.401808969864
ACH-000227,-0.2192551459
ACH-000228,-0.339112566559
ACH-000231,-0.480985803614
ACH-000232,-0.3848754248
ACH-000233,-0.359249532617
ACH-000234,-0.327439048091
ACH-000235,-0.211598678211
ACH-000237,-0.126032114623
ACH-000238,-0.0571877633154
ACH-000243,-0.207029638661
ACH-000244,-0.166574613871
ACH-000246,-0.09345077046039998
ACH-000248,-0.312452503836
ACH-000250,-0.298775018735
ACH-000251,-0.385211280282
ACH-000253,-0.0690288036005
ACH-000255,-0.344544433168
ACH-000256,-0.348821064313
ACH-000257,-0.29739562757
ACH-000258,-0.08881290483560002
ACH-000259,-0.131273515398
ACH-000260,-0.210384960112
ACH-000261,-0.308804987456
ACH-000262,-0.0484788464704
ACH-000263,-0.0683588900384
ACH-000264,-0.248453592986
ACH-000265,-0.251088937312
ACH-000266,-0.13041039222200002
ACH-000272,-0.230967273461
ACH-000273,-0.0869354045647
ACH-000274,-0.383776336225
ACH-000277,-0.242545831437
ACH-000278,-0.03510898109780001
ACH-000279,-0.22368123644000001
ACH-000280,-0.013809590120200001
ACH-000281,0.21381239181699999
ACH-000288,-0.252543035209
ACH-000291,-0.23590514659000003
ACH-000293,-0.13305724483
ACH-000294,-0.133222214835
ACH-000295,0.1191806793
ACH-000296,-0.36931881405699996
ACH-000302,-0.276389074457
ACH-000304,-0.050967021140400005
ACH-000307,-0.315976043901
ACH-000308,-0.154802943976
ACH-000310,-0.113487831674
ACH-000311,-0.19072081291200002
ACH-000312,-0.0671383791103
ACH-000315,-0.64760855522
ACH-000316,0.179676847894
ACH-000317,-0.0788188850007
ACH-000318,-0.290337418058
ACH-000319,-0.454242230261
ACH-000320,-0.256732586958
ACH-000322,-0.233393783535
ACH-000323,-0.269904291653
ACH-000324,-0.301715453195
ACH-000329,-0.163991806616
ACH-000330,0.020670436172900004
ACH-000331,-0.517473644789
ACH-000332,-0.081243711158
ACH-000334,-0.20554204833
ACH-000335,-0.376645896889
ACH-000336,0.0678086374666
ACH-000337,-0.165989347584
ACH-000339,-0.424216319523
ACH-000341,-0.278004710546
ACH-000348,-0.11796657403
ACH-000350,-0.103778814923
ACH-000352,-0.11312590302100001
ACH-000356,-0.189077809894
ACH-000361,-0.40553844828100005
ACH-000362,-0.271401089762
ACH-000363,-0.11055712233500001
ACH-000364,-0.145677865425
ACH-000365,-0.024106598237999998
ACH-000366,-0.06990414314610001
ACH-000368,-0.46233760703500004
ACH-000374,-0.35233467047300004
ACH-000375,-0.31399077344099996
ACH-000376,-0.21064769331099997
ACH-000381,-0.302801223539
ACH-000383,-0.348816964635
ACH-000387,-0.19979405247999998
ACH-000389,-0.244713443031
ACH-000390,-0.277429063837
ACH-000393,-0.10627489297
ACH-000395,-0.38894403327699995
ACH-000397,-0.06342934519719999
ACH-000401,-0.361185815104
ACH-000402,-0.0128978803914
ACH-000403,-0.266397241203
ACH-000404,0.31357999166
ACH-000406,-0.12713740137
ACH-000407,-0.28035715407
ACH-000408,0.042325275896800005
ACH-000410,-0.208648193105
ACH-000411,-0.292483839357
ACH-000414,-0.10369116173000001
ACH-000415,-0.15328733864299998
ACH-000416,-0.221079306957
ACH-000420,-0.0698704044481
ACH-000421,-0.533769093321
ACH-000424,-0.37281922955799995
ACH-000425,-0.21769185574799998
ACH-000426,-0.164404247503
ACH-000427,-0.29588546196
ACH-000433,-0.24012371426399998
ACH-000436,-0.253900640788
ACH-000444,-0.136109218254
ACH-000445,-0.456061330739
ACH-000448,-0.291092472915
ACH-000450,-0.409736084823
ACH-000452,-0.276743704374
ACH-000454,-0.32179903654500003
ACH-000458,-0.27601503732500005
ACH-000459,-0.0908546361182
ACH-000460,-0.384069635152
ACH-000461,-0.00795330202168
ACH-000463,-0.206694553906
ACH-000464,-0.390979075563
ACH-000466,-0.291244274187
ACH-000467,-0.32393680716
ACH-000468,-0.376487468552
ACH-000469,-0.14991783601
ACH-000470,-0.17122574035399998
ACH-000471,-0.0449273636213
ACH-000472,-0.102982933706
ACH-000473,-0.0930929711529
ACH-000475,-0.0102052704567
ACH-000476,-0.20704572505399998
ACH-000477,-0.273450171225
ACH-000480,-0.153727388712
ACH-000481,-0.435909144572
ACH-000483,-0.424797101978
ACH-000484,-0.056497732686599994
ACH-000485,-0.48624668275
ACH-000486,-0.238228312692
ACH-000487,-0.253472046796
ACH-000488,-0.260875143019
ACH-000490,-0.23084930155000002
ACH-000491,-0.29949568374
ACH-000495,-0.481292922463
ACH-000496,-0.18706961761500002
ACH-000499,4.58860091151e-05
ACH-000500,-0.393938231124
ACH-000502,-0.0820604022376
ACH-000503,-0.293723831509
ACH-000505,-0.300676348513
ACH-000507,-0.0847301487557
ACH-000510,-0.240575086981
ACH-000511,-0.391521129688
ACH-000512,-0.260609000293
ACH-000516,-0.44623333111999997
ACH-000517,-0.400152701655
ACH-000518,-0.286874688584
ACH-000520,-0.573113087522
ACH-000521,-0.0578003580571
ACH-000522,-0.370834058871
ACH-000524,-0.106841835246
ACH-000527,-0.213646788668
ACH-000528,-0.13502675131300002
ACH-000537,-0.325374826454
ACH-000541,-0.0262129651939
ACH-000542,-0.34929135592200006
ACH-000544,-0.18582410864399998
ACH-000545,-0.279426885969
ACH-000547,-0.077235256041
ACH-000548,-0.301357701672
ACH-000549,-0.142508305058
ACH-000550,-0.111440670442
ACH-000552,-0.216602911508
ACH-000556,-0.09065003511479999
ACH-000557,-0.09076104253910001
ACH-000570,-0.20416112561900002
ACH-000571,-0.152674344779
ACH-000573,-0.22866172588000003
ACH-000576,-0.332438214821
ACH-000580,-0.0585091311173
ACH-000584,-0.176448795663
ACH-000585,-0.20191831800299997
ACH-000588,-0.0802898455473
ACH-000589,-0.11141426463099999
ACH-000591,-0.375448691593
ACH-000593,-0.232568750222
ACH-000600,-0.23463048936099998
ACH-000601,-0.25747796589
ACH-000604,0.007597438023279999
ACH-000605,-0.271412619451
ACH-000606,-0.310619657943
ACH-000608,-0.41955128413599996
ACH-000614,-0.09631347160369999
ACH-000616,-0.409374122337
ACH-000618,-0.35447688349699996
ACH-000619,-0.334971206704
ACH-000620,-0.40675712434
ACH-000621,-0.0522592457565
ACH-000622,-0.479821385943
ACH-000623,-0.44137288381399997
ACH-000624,-0.297692546038
ACH-000627,-0.19463019670499998
ACH-000630,-0.174660903213
ACH-000632,-0.397145947806
ACH-000633,-0.128842609026
ACH-000637,-0.313920044909
ACH-000638,-0.274396455929
ACH-000646,0.061357179759099996
ACH-000647,-0.43741217030699997
ACH-000648,-0.346445772024
ACH-000649,-0.158686700821
ACH-000651,-0.12640008010700002
ACH-000652,-0.0795959362517
ACH-000653,-0.00228536852519
ACH-000657,-0.125730516713
ACH-000658,-0.133976490088
ACH-000661,-0.0356901270136
ACH-000662,0.109264816981
ACH-000663,-0.143432656301
ACH-000665,-0.388552517272
ACH-000671,0.0024369109191199998
ACH-000673,-0.367794057992
ACH-000676,-0.20045830391
ACH-000677,-0.395260223142
ACH-000681,-0.037071156540900006
ACH-000682,-0.0335722120791
ACH-000683,-0.070654278231
ACH-000684,-0.35572454391
ACH-000688,-0.297293192621
ACH-000693,-0.294971227921
ACH-000694,-0.172151839471
ACH-000695,-0.312941177157
ACH-000696,-0.389628317891
ACH-000697,-0.0336647224406
ACH-000699,-0.178699975069
ACH-000701,-0.226524045713
ACH-000706,-0.13440411670299998
ACH-000711,-0.227690003764
ACH-000713,-0.378777196248
ACH-000714,-0.110067862367
ACH-000718,-0.34773823916100005
ACH-000720,-0.204644889244
ACH-000721,-0.406107473526
ACH-000724,-0.322093346946
ACH-000725,-0.305783194305
ACH-000732,-0.339657302602
ACH-000734,-0.10911146317999999
ACH-000735,-0.273262546474
ACH-000736,-0.549802071103
ACH-000738,-0.206601549976
ACH-000746,-0.207072677791
ACH-000747,-0.137351033532
ACH-000748,-0.135079730284
ACH-000753,-0.282127006904
ACH-000756,-0.329144663572
ACH-000757,-0.306795838697
ACH-000758,-0.212467007893
ACH-000760,-0.306061729108
ACH-000763,-0.28874100219
ACH-000764,-0.26792080618700004
ACH-000765,-0.171011629351
ACH-000766,-0.37088143403000007
ACH-000767,0.0614842719044
ACH-000768,-0.301463865814
ACH-000769,-0.106320401541
ACH-000770,-0.355160970542
ACH-000771,-0.281860784891
ACH-000773,-0.267374418702
ACH-000776,-0.389541538728
ACH-000777,-0.107496939075
ACH-000778,-0.32013059671599997
ACH-000781,-0.137229922518
ACH-000782,-0.285853095503
ACH-000783,-0.20902839858199998
ACH-000784,-0.161841607133
ACH-000785,-0.12070744533399999
ACH-000787,-0.318448500317
ACH-000788,-0.10000912886600001
ACH-000791,-0.145857733228
ACH-000792,-0.0786360519715
ACH-000794,-0.349740173555
ACH-000796,-0.21349180447799998
ACH-000799,-0.36926533904299996
ACH-000800,-0.174044354922
ACH-000802,-0.124888762182
ACH-000804,-0.21956358746500002
ACH-000805,-0.362633123586
ACH-000809,-0.212066028526
ACH-000810,-0.0907031830159
ACH-000811,-0.138241274462
ACH-000817,-0.320499851108
ACH-000819,-0.326763262644
ACH-000820,-0.339633488491
ACH-000821,-0.19504929364
ACH-000822,-0.13611134960899998
ACH-000823,-0.0818760660317
ACH-000824,-0.43754546794699994
ACH-000827,-0.118052233331
ACH-000829,-0.3507501105
ACH-000831,-0.16867867265099998
ACH-000832,-0.532348672559
ACH-000833,-0.40652900639
ACH-000834,-0.21385897495499998
ACH-000835,0.07242691132199999
ACH-000836,-0.550277853146
ACH-000837,-0.227686454349
ACH-000838,0.0400093984343
ACH-000839,-0.350593479579
ACH-000840,-0.485572691653
ACH-000841,-0.320150507917
ACH-000843,-0.34716532726599997
ACH-000846,-0.31228960849599996
ACH-000847,-0.136548628274
ACH-000848,-0.06517709035830001
ACH-000849,-0.14339524585400001
ACH-000851,-0.0663179784328
ACH-000855,-0.285093904673
ACH-000856,-0.27572245863899997
ACH-000858,-0.304042365028
ACH-000859,-0.38972514493199995
ACH-000861,-0.376059012222
ACH-000862,-0.0313702067857
ACH-000865,-0.256276394008
ACH-000866,-0.237782716462
ACH-000867,-0.146350539123
ACH-000869,-0.0625831745339
ACH-000872,-0.36367985623300003
ACH-000873,-0.0675150757758
ACH-000876,-0.28075543754
ACH-000878,-0.21293462883
ACH-000880,-0.33468138833
ACH-000881,-0.357829717566
ACH-000882,-0.25426082003
ACH-000884,-0.33606236615199997
ACH-000885,-0.182469981201
ACH-000887,-0.0975726770022
ACH-000888,-0.17080081819
ACH-000889,-0.08700722473400001
ACH-000890,-0.1748269424
ACH-000896,-0.305701931974
ACH-000898,-0.279753408193
ACH-000900,-0.412111976299
ACH-000901,-0.144575585306
ACH-000905,-0.415940406901
ACH-000906,-0.215479851739
ACH-000907,-0.301830589486
ACH-000910,-0.445314143517
ACH-000911,-0.205800797795
ACH-000912,-0.46394747388199997
ACH-000913,0.0326332866991
ACH-000915,-0.1613647085
ACH-000916,-0.796092868704
ACH-000917,-0.173517717848
ACH-000921,-0.277929015319
ACH-000924,-0.239932549115
ACH-000926,-0.143852825363
ACH-000928,-0.247080311864
ACH-000929,-0.34387661986100004
ACH-000932,-0.21602882913000002
ACH-000935,-0.101210753003
ACH-000936,-0.10844268375600001
ACH-000937,-0.247421743761
ACH-000938,-0.22881850121300001
ACH-000939,-0.408664810159
ACH-000941,-0.0878733825687
ACH-000943,-0.102084523291
ACH-000946,-0.167219906284
ACH-000947,-0.156975112983
ACH-000948,-0.165194622135
ACH-000950,-0.101786765503
ACH-000953,-0.16079552464000002
ACH-000957,-0.220635197439
ACH-000958,-0.41674820720600003
ACH-000960,-0.409277763917
ACH-000963,-0.408777748474
ACH-000968,-0.27510599331
ACH-000969,-0.296368816511
ACH-000973,-0.41340768642700004
ACH-000974,-0.274572760105
ACH-000975,-0.188443376566
ACH-000976,-0.177781212144
ACH-000978,-0.158163397699
ACH-000980,-0.0536696532784
ACH-000984,-0.28751167320500004
ACH-000986,-0.563356385837
ACH-000988,-0.368657125282
ACH-000993,-0.393998958106
ACH-000994,-0.22435597040199998
ACH-000996,-0.6813805063580001
ACH-001001,-0.152759846663
ACH-001020,0.023828710906700003
ACH-001028,-0.284970633393
ACH-001031,-0.195030366959
ACH-001038,-0.065573342238
ACH-001048,-0.00933215276419
ACH-001050,-0.244130752798
ACH-001053,-0.168257922053
ACH-001054,0.0174894928668
ACH-001061,-0.210881067332
ACH-001067,-0.275990374363
ACH-001075,-0.40504545295500005
ACH-001096,-0.141266104946
ACH-001128,-0.026081799298099995
ACH-001134,0.0215412148687
ACH-001151,-0.156213115197
ACH-001163,-0.510531172201
ACH-001164,0.046482632512699996
ACH-001173,-0.268617698769
ACH-001183,0.059944062746599996
ACH-001184,-0.09556438384770001
ACH-001190,-0.239979477203
ACH-001192,-0.07774573046330001
ACH-001193,-0.141768080223
ACH-001196,-0.433366343392
ACH-001197,-0.371297341006
ACH-001205,-0.0860842333868
ACH-001211,-0.22870591340799998
ACH-001212,-0.0358079843961
ACH-001228,-0.38439815574600006
ACH-001232,-0.34994302626900003
ACH-001239,-0.15766157875
ACH-001274,-0.259119448872
ACH-001275,0.0995538224462
ACH-001277,-0.24588957792399999
ACH-001278,-0.296897095782
ACH-001280,-0.0778017834077
ACH-001283,-0.22295573723200002
ACH-001289,-0.228399191749
ACH-001295,-0.116612324076
ACH-001300,0.051707542014800004
ACH-001301,-0.22974025724
ACH-001302,-0.127977722968
ACH-001303,0.239390262787
ACH-001306,-0.261220483073
ACH-001318,-0.154599560265
ACH-001322,-0.43242676271499997
ACH-001328,-0.5424758103840001
ACH-001332,-0.19042607454799998
ACH-001333,-0.28681159466600004
ACH-001336,-0.269924996536
ACH-001340,-0.123126025577
ACH-001346,-0.512105764245
ACH-001353,-0.215272190342
ACH-001354,-0.27861887576
ACH-001367,-0.0356732466098
ACH-001368,-0.300379062159
ACH-001374,-0.530893742845
ACH-001375,-0.219271919337
ACH-001377,-0.273119277495
ACH-001380,-0.169948279751
ACH-001391,-0.441716852199
ACH-001407,-0.144758752148
ACH-001408,-0.188462755729
ACH-001413,-0.192515233585
ACH-001430,-0.534891112661
ACH-001431,-0.235520150365
ACH-001450,-0.132170862479
ACH-001496,-0.241699788336
ACH-001500,-0.0907814875921
ACH-001521,-0.213830688827
ACH-001523,-0.143543405482
ACH-001532,-0.123670058274
ACH-001536,-0.33235468386399997
ACH-001550,-0.196136662467
ACH-001552,-0.24854960423
ACH-001554,-0.221477317502
ACH-001645,-0.418408439838
ACH-001654,-0.524695233686
ACH-001715,-0.33886888414099997
ACH-001735,-0.19299242793299998
ACH-001736,-0.280469952638
ACH-001737,-0.905212656674
ACH-001740,-0.057495472783900006
ACH-001745,-0.157550605055
ACH-001750,-0.20393002803100002
ACH-001765,-0.167635993859
ACH-001956,-0.24147128778700003
ACH-001957,-0.044792706967199995
