,SRGAP3 (9901)
ACH-000004,-0.012785171055
ACH-000007,-0.0317862786856
ACH-000009,-0.0329775439915
ACH-000011,-0.106083783721
ACH-000012,-0.103085682955
ACH-000013,-0.0769140456527
ACH-000014,-0.284026703884
ACH-000015,-0.0337624819615
ACH-000017,0.128663065107
ACH-000018,-0.25435475394699997
ACH-000019,0.259323843627
ACH-000021,-0.156115675295
ACH-000022,0.0355111387868
ACH-000025,-0.139457636019
ACH-000028,-0.0798510966774
ACH-000030,-0.0786687297004
ACH-000035,-0.112418013114
ACH-000036,0.0286778674095
ACH-000037,0.0743318653961
ACH-000039,-0.095163318303
ACH-000040,-0.199164758261
ACH-000041,0.22868294922899998
ACH-000042,-0.18671333298300002
ACH-000045,-0.00979993225511
ACH-000047,-0.134975582232
ACH-000052,-0.004676282285479999
ACH-000053,-0.0303792801224
ACH-000054,-0.24333139031599998
ACH-000055,-0.030759405633200003
ACH-000060,0.014285536569100001
ACH-000067,-0.143769984421
ACH-000070,-0.128200566442
ACH-000075,-0.0879049403981
ACH-000078,-0.17977598634199998
ACH-000082,-0.042949819495400006
ACH-000085,-0.39760095055399997
ACH-000086,0.0405635131728
ACH-000087,0.151768594619
ACH-000092,-0.0638233003679
ACH-000095,-0.128317987616
ACH-000097,-0.0908721330342
ACH-000098,0.101843540132
ACH-000099,-0.0326087901811
ACH-000108,-0.28421338475900004
ACH-000113,-0.124910420623
ACH-000115,0.00938480425211
ACH-000116,0.009843352287950002
ACH-000118,-0.104788912688
ACH-000120,0.048018257628100004
ACH-000123,-0.077253644233
ACH-000127,0.013116540558599999
ACH-000128,-0.10244934248
ACH-000132,-0.0229210650447
ACH-000133,-0.0495472960958
ACH-000137,-0.08967330350889999
ACH-000138,-0.0721077965891
ACH-000142,0.05559076948530001
ACH-000143,-0.101474840193
ACH-000146,-0.11968378350600001
ACH-000148,-0.0316153932735
ACH-000150,-0.279742285523
ACH-000152,-0.17990973237500002
ACH-000153,-0.37322114523100003
ACH-000159,0.0731977706653
ACH-000160,0.0045495143214
ACH-000163,0.159370393039
ACH-000167,-0.17304031614
ACH-000168,-0.145947486574
ACH-000169,-0.154310819196
ACH-000178,-0.110925589136
ACH-000182,-0.067743131865
ACH-000183,-0.046529090745599994
ACH-000188,-0.15866377105499999
ACH-000189,0.00747741834039
ACH-000190,-0.23145536253000001
ACH-000198,-0.184684217893
ACH-000204,-0.618917201096
ACH-000206,-0.00934747893436
ACH-000207,0.08978712974469999
ACH-000211,0.013509347727700002
ACH-000215,-0.110174590482
ACH-000221,0.042353245972499995
ACH-000222,-0.0638465018699
ACH-000223,-0.15099391564
ACH-000226,0.00734336063465
ACH-000227,-0.047083785696999995
ACH-000228,0.19312067513199999
ACH-000231,-0.0621398202872
ACH-000232,-0.10033634396800001
ACH-000233,-0.016607005539799997
ACH-000234,-0.09162572553510001
ACH-000235,-0.09338890735300001
ACH-000237,-0.0611235503153
ACH-000238,-0.251989906833
ACH-000243,-0.06910450159180001
ACH-000244,-0.395939350247
ACH-000246,-0.18610156316799997
ACH-000248,-0.020465693584900004
ACH-000250,2.8507671441500003e-07
ACH-000251,0.141575336402
ACH-000253,-0.165786311263
ACH-000255,-0.203600522512
ACH-000256,-0.178740677081
ACH-000257,-0.277533020028
ACH-000258,-0.384724926364
ACH-000259,-0.24943235183600002
ACH-000260,-0.145208122823
ACH-000261,0.108399545142
ACH-000262,-0.0409237071878
ACH-000263,-0.177465353952
ACH-000264,-0.115179970502
ACH-000265,0.025376811234300002
ACH-000266,-0.0536207260393
ACH-000272,-0.17333799121
ACH-000273,-0.08308573415180001
ACH-000274,-0.208299953182
ACH-000277,-0.0899705864896
ACH-000278,-0.180033747007
ACH-000279,-0.169005268984
ACH-000280,-0.242566662489
ACH-000281,-0.0352126869391
ACH-000288,-0.172307833193
ACH-000291,-0.07716585285180001
ACH-000293,-0.048427203620600004
ACH-000294,-0.04844310830680001
ACH-000295,-0.393676619678
ACH-000296,-0.13279989395199998
ACH-000302,-0.0842933024127
ACH-000304,-0.263453200152
ACH-000307,-0.0684722341584
ACH-000308,-0.037870090354
ACH-000310,-0.09537817242280001
ACH-000311,-0.177046459172
ACH-000312,0.006459321019380001
ACH-000315,0.21591749398899998
ACH-000316,-0.22444873022
ACH-000317,-0.364446052618
ACH-000318,0.105332810624
ACH-000319,-0.108617722993
ACH-000320,-0.020826255503599997
ACH-000322,-0.12144706110600001
ACH-000323,-0.031421268817
ACH-000324,-0.0766444008736
ACH-000329,-0.18689024818799999
ACH-000330,0.0602587371552
ACH-000331,-0.0910543425966
ACH-000332,-0.05146679870180001
ACH-000334,-0.222440012831
ACH-000335,-0.173180270094
ACH-000336,0.12095760980699999
ACH-000337,0.0827233833181
ACH-000339,-0.0223260984132
ACH-000341,-0.34859364973800006
ACH-000348,-0.12156313568
ACH-000350,-0.005667110849520001
ACH-000352,-0.148372350293
ACH-000356,-0.32339162998599996
ACH-000361,-0.231751307379
ACH-000362,0.00339397309739
ACH-000363,-0.034766635378
ACH-000364,0.08478948875360001
ACH-000365,-0.0663424491765
ACH-000366,-0.24009008395
ACH-000368,-0.17238484528200002
ACH-000374,0.028156562011500002
ACH-000375,-0.130348749027
ACH-000376,-0.029732827053700003
ACH-000381,-0.280734904031
ACH-000383,-0.111226151339
ACH-000387,0.0151487595271
ACH-000389,-0.0953637330421
ACH-000390,-0.24604278865499998
ACH-000393,-0.0786127240122
ACH-000395,-0.324962624605
ACH-000397,-0.08684558130239999
ACH-000401,-0.273762548578
ACH-000402,-0.18546503475900003
ACH-000403,-0.122077298694
ACH-000404,-0.0410944196864
ACH-000406,-0.0755138643142
ACH-000407,0.014422194084399998
ACH-000408,-0.0526160436419
ACH-000410,-0.118869540511
ACH-000411,0.0495024511291
ACH-000414,0.0416650300053
ACH-000415,-0.0955415020522
ACH-000416,-0.050108022205099995
ACH-000420,-0.366767405203
ACH-000421,-0.051278217364999996
ACH-000424,-0.047964032376
ACH-000425,-0.111149558388
ACH-000426,-0.017283170099
ACH-000427,0.00407924887483
ACH-000433,-0.0414184561577
ACH-000436,-0.024806531896099996
ACH-000444,-0.22071966894900003
ACH-000445,0.07022295872619999
ACH-000448,-0.0951423386314
ACH-000450,-0.117328599881
ACH-000452,0.0270160679392
ACH-000454,-0.237231093522
ACH-000458,0.12416310125600001
ACH-000459,0.134298969128
ACH-000460,-0.18443909193500002
ACH-000461,0.053917906883500004
ACH-000463,-0.10243451468
ACH-000464,-0.282139403014
ACH-000466,-0.062268121158099994
ACH-000467,-0.104681888379
ACH-000468,0.027664054186400003
ACH-000469,-0.0551246324104
ACH-000470,0.0021216093895099998
ACH-000471,-0.0527921919426
ACH-000472,-0.0614852608124
ACH-000473,-0.17951885100499998
ACH-000475,-0.121730406678
ACH-000476,-0.15020587829
ACH-000477,-0.0949347936639
ACH-000480,0.0800051858511
ACH-000481,-0.0294878010298
ACH-000483,-0.216579037463
ACH-000484,-0.406789368205
ACH-000485,-0.170410980409
ACH-000486,-0.07129086760310001
ACH-000487,-0.0463462915073
ACH-000488,-0.34879666393700004
ACH-000490,-0.102166947989
ACH-000491,-0.020290986796500002
ACH-000495,-0.39618219751
ACH-000496,-0.0418802089318
ACH-000499,-0.0126598792179
ACH-000500,-0.629780638959
ACH-000502,-0.00965009529176
ACH-000503,-0.563322797003
ACH-000505,-0.0269802941035
ACH-000507,-0.282408268653
ACH-000510,-0.0490158627989
ACH-000511,-0.193292794411
ACH-000512,-0.21462561954599998
ACH-000516,0.011984788880100001
ACH-000517,0.0158063987067
ACH-000518,0.0822021268957
ACH-000520,-0.273412752497
ACH-000521,-0.12273685000600001
ACH-000522,0.0668604998261
ACH-000524,-0.0451581295844
ACH-000527,-0.18696899894000002
ACH-000528,-0.0362440199705
ACH-000537,-0.0970988359169
ACH-000541,-0.007200294332689999
ACH-000542,-0.160287515672
ACH-000544,0.07514590185980001
ACH-000545,0.06048800991830001
ACH-000547,0.402928870418
ACH-000548,-0.013425287834700001
ACH-000549,-0.178783908698
ACH-000550,-0.385720688921
ACH-000552,-0.13914726994
ACH-000556,-0.150965804972
ACH-000557,0.0297189002038
ACH-000570,-0.17052803817099998
ACH-000571,-0.17873417275800002
ACH-000573,-0.0639389899444
ACH-000576,-0.0740566587207
ACH-000580,-0.16127884105499998
ACH-000584,-0.290859509928
ACH-000585,0.0211184689822
ACH-000588,0.157580958751
ACH-000589,-0.147074338295
ACH-000591,0.038004356868
ACH-000593,0.0860875165793
ACH-000600,-0.086123824966
ACH-000601,-0.0957716552311
ACH-000604,0.0275867653573
ACH-000605,-0.0137788609442
ACH-000606,-0.055898015622300005
ACH-000608,-0.09320692557119999
ACH-000614,-0.0331095107771
ACH-000616,0.130334736145
ACH-000618,-0.00967221657097
ACH-000619,-0.102873520624
ACH-000620,-0.0787593749388
ACH-000621,0.0901282564206
ACH-000622,0.217954856045
ACH-000623,-0.124892909585
ACH-000624,-0.123920799695
ACH-000627,-0.159847193839
