,GLB1L3 (112937)
ACH-000004,-0.17383029003800002
ACH-000007,-0.11952017968
ACH-000009,-0.165071308207
ACH-000011,0.13111380673
ACH-000012,0.0106374446951
ACH-000013,-0.0391968201937
ACH-000014,0.198671253567
ACH-000015,0.03994627078580001
ACH-000017,-0.032658439503299996
ACH-000018,-0.122477936678
ACH-000019,0.125458865373
ACH-000021,0.052673164364200005
ACH-000022,-0.143099425207
ACH-000025,-0.00283012037885
ACH-000028,-0.005097418249859999
ACH-000030,0.029137239437599997
ACH-000035,0.0183157022147
ACH-000036,-0.0243794171402
ACH-000037,-0.212019276649
ACH-000039,0.10741395027
ACH-000040,-0.0672738044951
ACH-000041,0.132731235843
ACH-000042,-0.012897170283899998
ACH-000045,-0.222293574096
ACH-000047,-0.0404639534541
ACH-000052,-0.18554140442400002
ACH-000053,-0.0667097020073
ACH-000054,-0.07768003522080001
ACH-000055,0.0707499245593
ACH-000060,-0.0204178393545
ACH-000067,0.06627841237649999
ACH-000070,-0.114300975644
ACH-000075,0.0399122598671
ACH-000078,-0.04775378259330001
ACH-000082,-0.0174486998343
ACH-000085,-0.164782599793
ACH-000086,0.0265484583041
ACH-000087,0.027537836044400004
ACH-000092,0.010132991922
ACH-000095,-0.09634601583319999
ACH-000097,-0.030637909451799998
ACH-000098,-0.05000126154069999
ACH-000099,-0.033660403292400005
ACH-000108,-0.119683900399
ACH-000113,-0.12298105511600001
ACH-000115,-0.047116628617
ACH-000116,0.126792694421
ACH-000118,0.007371240050660001
ACH-000120,-0.127254458924
ACH-000123,0.0157866642217
ACH-000127,-0.108322172477
ACH-000128,-0.182445066536
ACH-000132,-0.061172575121
ACH-000133,0.0699545453658
ACH-000137,0.10185146173000001
ACH-000138,-0.227195708405
ACH-000142,0.0674497450011
ACH-000143,0.0149107757178
ACH-000146,0.052520163911499995
ACH-000148,-0.0509472611027
ACH-000150,0.0700708547023
ACH-000152,0.0288516079229
ACH-000153,-0.06748516339430001
ACH-000159,0.06408360577290001
ACH-000160,0.13421939878
ACH-000163,0.0329471915652
ACH-000167,0.0116923268788
ACH-000168,-0.18808992054
ACH-000169,-0.102567009254
ACH-000178,-0.0803250699872
ACH-000182,-0.0555882888554
ACH-000183,-0.17436369864700002
ACH-000188,-0.08675315197589999
ACH-000189,0.178939026981
ACH-000190,0.141022840967
ACH-000198,-0.12391824875
ACH-000204,-0.0821249302563
ACH-000206,-0.0833068559995
ACH-000207,-0.199378443415
ACH-000211,0.0237563114187
ACH-000215,-0.0492982167626
ACH-000221,0.0222157561939
ACH-000222,0.06435339411180001
ACH-000223,-0.0818035458245
ACH-000226,0.137813170695
ACH-000227,-0.293104333246
ACH-000228,-0.0452047399643
ACH-000231,0.00651202462354
ACH-000232,-0.035032018120300004
ACH-000233,-0.0275231102226
ACH-000234,0.075154890258
ACH-000235,-0.0630642034155
ACH-000237,0.11146196814
ACH-000238,-0.170311616794
ACH-000243,0.050659464523099995
ACH-000244,-0.0828626892089
ACH-000246,0.129535372283
ACH-000248,0.155246563156
ACH-000250,-0.0784106891609
ACH-000251,0.179238134543
ACH-000253,-0.08738536621120001
ACH-000255,0.08742366216849999
ACH-000256,-0.0925016065133
ACH-000257,-0.09384930953819999
ACH-000258,-0.18746260820099997
ACH-000259,0.008897392888209999
ACH-000260,-0.010153306689
ACH-000261,-0.0018517213068699999
ACH-000262,0.0331215498163
ACH-000263,0.0212740036442
ACH-000264,0.021407874344200002
ACH-000265,0.0801539355139
ACH-000266,-0.06276033839390001
ACH-000272,-0.11059726703600001
ACH-000273,-0.043042098630400004
ACH-000274,0.020754815098900002
ACH-000277,-0.0395995539031
ACH-000278,0.0779562695165
ACH-000279,-0.0127022615616
ACH-000280,-0.0328583805098
ACH-000281,-0.18712638711500001
ACH-000288,-0.050583223723999995
ACH-000291,-0.0503217402324
ACH-000293,-0.0158959227261
ACH-000294,-0.147347575039
ACH-000295,0.030159746187800002
ACH-000296,0.013304085541600001
ACH-000302,-0.005691722950329999
ACH-000304,0.109299173505
ACH-000307,-0.0396488083579
ACH-000308,0.00095202820568
ACH-000310,-0.036532668970300004
ACH-000311,0.0188427604213
ACH-000312,-0.156151373889
ACH-000315,-0.192966396294
ACH-000316,-0.0405499259743
ACH-000317,0.08178614030180001
ACH-000318,0.0372097281461
ACH-000319,-0.21526477066
ACH-000320,-0.058399796934
ACH-000322,-0.168287487216
ACH-000323,-0.00011084886047299999
ACH-000324,-0.0610349414506
ACH-000329,0.0330483933852
ACH-000330,-0.06571053024109999
ACH-000331,0.05211006423219999
ACH-000332,0.020131910671099998
ACH-000334,-0.052617177314300004
ACH-000335,0.13879314763800002
ACH-000336,-0.209934703767
ACH-000337,0.0697124013158
ACH-000339,0.11659565227499999
ACH-000341,-0.00230029375685
ACH-000348,0.0207399862029
ACH-000350,-0.310280940894
ACH-000352,-0.0458115935927
ACH-000356,0.0657728203029
ACH-000361,0.105618111534
ACH-000362,0.015081503029799999
ACH-000363,-0.15606046719
ACH-000364,0.0727507963689
ACH-000365,-0.044548500531699994
ACH-000366,-0.161506619526
ACH-000368,0.0022936197120700004
ACH-000374,-0.168262839036
ACH-000375,0.179992782099
ACH-000376,-0.0162194269966
ACH-000381,-0.0715372663616
ACH-000383,-0.0700078900391
ACH-000387,-0.109520454625
ACH-000389,0.11670080682600001
ACH-000390,-0.0254464209962
ACH-000393,-0.12947398953
ACH-000395,0.007615787606510001
ACH-000397,0.07622818764150001
ACH-000401,-0.040791063084999996
ACH-000402,-0.0983794466068
ACH-000403,-0.0713683385458
ACH-000404,0.0926709394942
ACH-000406,-0.041570424228599995
ACH-000407,-0.034823810200699995
ACH-000408,0.0614751155444
ACH-000410,0.0539968003995
ACH-000411,-0.07001093196569999
ACH-000414,-0.0526676602365
ACH-000415,0.055580708153300004
ACH-000416,-0.0469868940312
ACH-000420,-3.75377978646e-05
ACH-000421,-0.0820934206513
ACH-000424,-0.0053913512464300005
ACH-000425,-0.063386086597
ACH-000426,-0.025404311217299996
ACH-000427,-0.199477280583
ACH-000433,-0.0541361654027
ACH-000436,-0.060515770729599995
ACH-000444,0.13941087599500002
ACH-000445,-0.024130848692099995
ACH-000448,-0.0334435136774
ACH-000450,0.0301810531916
ACH-000452,-0.044073644633599994
ACH-000454,0.0142734031968
ACH-000458,0.0918511418613
ACH-000459,-0.07910886601929999
ACH-000460,0.0180684317228
ACH-000461,0.046575204888399994
ACH-000463,0.03577649030880001
ACH-000464,-0.156933967616
ACH-000466,-0.057385543649900006
ACH-000467,-0.0768450116848
ACH-000468,-0.0275859682932
ACH-000469,-0.042259682488
ACH-000470,0.012107846783399998
ACH-000471,-0.0575353500397
ACH-000472,-0.14898127259000002
ACH-000473,0.0770007024118
ACH-000475,-0.0600767161589
ACH-000476,-0.015534656949499999
ACH-000477,-0.0822532501771
ACH-000480,0.048168724847
ACH-000481,0.11433028687699999
ACH-000483,0.0804315754989
ACH-000484,-0.10661100603700001
ACH-000485,-0.09116650724889999
ACH-000486,-0.051968830001099996
ACH-000487,-0.0416258418054
ACH-000488,0.023383467857
ACH-000490,0.0383140105327
ACH-000491,0.0315335105302
ACH-000495,-0.162653778718
ACH-000496,0.08408239048869999
ACH-000499,-0.011357049777899999
ACH-000500,0.214653977756
ACH-000502,0.0421124987146
ACH-000503,0.123433825695
ACH-000505,-0.0230312077685
ACH-000507,-0.094988050267
ACH-000510,0.00185380789386
ACH-000511,-0.0777991898185
ACH-000512,-0.260131773053
ACH-000516,0.0569667682165
ACH-000517,0.0130318724737
ACH-000518,0.0333713303652
ACH-000520,0.0994103459309
ACH-000521,0.057718800395099995
ACH-000522,0.08373017311599999
ACH-000524,0.0768809704475
ACH-000527,0.009538689267200001
ACH-000528,-0.018556882480799997
ACH-000537,-0.0995205836706
ACH-000541,0.167804670799
ACH-000542,0.00499263025488
ACH-000544,0.0774332124047
ACH-000545,-0.008938443877200001
ACH-000547,0.123175872612
ACH-000548,-0.108717545841
ACH-000549,-0.0152750125225
ACH-000550,-0.042041411394699996
ACH-000552,-0.095392370693
ACH-000556,0.0741304078618
ACH-000557,-0.10894191764399999
ACH-000570,-0.171082531432
ACH-000571,-0.0635356849972
ACH-000573,-0.00546998602248
ACH-000576,-0.24699800734700003
ACH-000580,0.0232084160311
ACH-000584,-0.00210500436709
ACH-000585,0.053728275892
ACH-000588,-0.202438362249
ACH-000589,0.0132270043646
ACH-000591,0.1312178664
ACH-000593,-0.00212394084837
ACH-000600,0.0504455642435
ACH-000601,-0.10816664377999999
ACH-000604,0.00251052195015
ACH-000605,-0.046255604358900006
ACH-000606,0.0429891848051
ACH-000608,-0.0168670368316
ACH-000614,-0.128576929202
ACH-000616,-0.04774474980190001
ACH-000618,0.0835751033007
ACH-000619,-0.009775637030379999
ACH-000620,0.038316845949800005
ACH-000621,0.0394447341041
ACH-000622,-0.141205850767
ACH-000623,-0.159986222095
ACH-000624,0.040921902391
ACH-000627,-0.0586951474857
ACH-000630,-0.0307732998805
ACH-000632,0.0133849576786
ACH-000633,-0.050667615914099996
ACH-000637,0.156544991452
ACH-000638,0.22284108184700002
ACH-000646,-0.141369345679
ACH-000647,0.113954206311
ACH-000648,-0.120691830875
ACH-000649,0.011889110383899998
ACH-000651,-0.178735476527
ACH-000652,-0.165590373499
ACH-000653,-0.013365802937300001
ACH-000657,-0.00381208211328
ACH-000658,-0.14001466705499999
ACH-000661,-0.048274797543299997
ACH-000662,0.13952815727700002
ACH-000663,0.139953656675
ACH-000665,0.0300225103707
ACH-000671,-0.0525238880062
ACH-000673,0.00250321546635
ACH-000676,0.025109522994300002
ACH-000677,0.000490693505341
ACH-000681,0.0601659543676
ACH-000682,-0.05581508343230001
ACH-000683,0.0700313762162
ACH-000684,0.0720970586961
ACH-000688,-0.0192312967824
ACH-000693,-0.0193253115728
ACH-000694,0.12570507433800002
ACH-000695,-0.018491451705
ACH-000696,0.0151984052599
ACH-000697,0.074557392048
ACH-000699,0.000571047123125
ACH-000701,-0.154789889999
ACH-000706,-0.038659792391199994
ACH-000711,0.0405242560228
ACH-000713,0.119088432096
ACH-000714,0.015345089803299999
ACH-000718,0.12491353654899999
ACH-000720,0.00319757925366
ACH-000721,0.0415887459674
ACH-000724,-0.069855980183
ACH-000725,-0.0006790211609219999
ACH-000732,-0.00946855118034
ACH-000734,-0.126985953484
ACH-000735,0.0778225790169
ACH-000736,-0.005779621585939999
ACH-000738,-0.0297752699565
ACH-000746,-0.17317674684300002
ACH-000747,-0.00100053138523
ACH-000748,-0.0525351398948
ACH-000753,-0.0497058757187
ACH-000756,-0.0342225974053
ACH-000757,0.12440648494899999
ACH-000758,-0.0654737531504
ACH-000760,-0.0940894448365
ACH-000763,0.015112340596200003
ACH-000764,0.0712544874087
ACH-000765,-0.0865465113448
ACH-000766,0.13397981650000002
ACH-000767,-0.152944015855
ACH-000768,-0.017686040772599998
ACH-000769,-0.0910997490996
ACH-000770,-0.036854325256
ACH-000771,-0.0832039627062
ACH-000773,0.0183886582438
ACH-000776,0.0466621638892
ACH-000777,0.0480799729699
ACH-000778,-0.0846314658354
ACH-000781,-0.00854219322195
ACH-000782,0.122112672047
ACH-000783,-0.04667037927230001
ACH-000784,-0.0632634914966
ACH-000785,-0.0418202189938
ACH-000787,-0.0153055610854
ACH-000788,-0.0014870109550699998
ACH-000791,0.120783355204
ACH-000792,0.08897451062839999
ACH-000794,-0.0646167886251
ACH-000796,-0.0139907434984
ACH-000799,0.25058505085099997
ACH-000800,0.201835057997
ACH-000802,0.036707410527
ACH-000804,0.0228696715123
ACH-000805,0.0340917699168
ACH-000809,-0.0470868640192
ACH-000810,-0.121865335088
ACH-000811,0.00696847442757
ACH-000817,0.0675714936294
ACH-000819,-0.0975173259282
ACH-000820,0.32191810676399996
ACH-000821,0.180499506019
ACH-000822,-0.0953522146744
ACH-000823,0.023106171800799997
ACH-000824,-0.09256111315889999
ACH-000827,0.0257947383704
ACH-000829,0.0060790661874399994
ACH-000831,0.13241361728599998
ACH-000832,0.014215988389200001
ACH-000833,-0.122340856242
ACH-000834,0.126663246823
ACH-000835,0.047510324828900004
ACH-000836,0.0447294166209
ACH-000837,0.0142999659198
ACH-000838,0.0795768128463
ACH-000839,0.109836115111
ACH-000840,0.03802150238680001
ACH-000841,-0.031629510456900004
ACH-000843,0.101583405451
ACH-000846,-0.18359689552499997
ACH-000847,0.186369162995
ACH-000848,-0.011687988780399998
ACH-000849,-0.214006838906
ACH-000851,-0.125802192908
ACH-000855,0.0708064658482
ACH-000856,-0.144416815824
ACH-000858,-0.0169652077446
ACH-000859,0.124659770132
ACH-000861,0.10024493268300001
ACH-000862,-0.20317559596299997
ACH-000865,-0.0200014924559
ACH-000866,0.00968264369732
ACH-000867,0.00305078202811
ACH-000869,0.0186695122956
ACH-000872,-0.00880696769401
ACH-000873,-0.0211359775104
ACH-000876,0.008825848750450001
ACH-000878,0.134033753859
ACH-000880,-0.0038182785576999995
