,SLURP1 (57152)
ACH-000004,-0.100063534242
ACH-000007,-0.195414167975
ACH-000009,-0.0205822024691
ACH-000011,-0.128370414402
ACH-000012,-0.215022640676
ACH-000013,-0.08728741214880001
ACH-000014,0.10782820418700001
ACH-000015,-0.0188639170003
ACH-000017,-0.209907241193
ACH-000018,0.129918163621
ACH-000019,-0.43189905444700005
ACH-000021,-0.0175141660102
ACH-000022,-0.131573888091
ACH-000025,-0.19002119593800001
ACH-000028,-0.169826309161
ACH-000030,-0.0594104101728
ACH-000035,0.00426908592521
ACH-000036,-0.059099135764499995
ACH-000037,-0.197132457101
ACH-000039,-0.0517441046073
ACH-000040,-0.10072100894899999
ACH-000041,-0.00997724105429
ACH-000042,-0.160375325921
ACH-000045,-0.06775922045180001
ACH-000047,-0.236387621485
ACH-000052,-0.0328955962471
ACH-000053,-0.113296575524
ACH-000054,-0.13129186170399998
ACH-000055,-0.298545253791
ACH-000060,-0.25171103889400004
ACH-000067,-0.301359982205
ACH-000070,0.00498822218175
ACH-000075,-0.27920438195
ACH-000078,-0.140455437274
ACH-000082,0.09578551639739999
ACH-000085,-0.1487311233
ACH-000086,0.07702932000469999
ACH-000087,0.0322737402094
ACH-000092,-0.0928330346515
ACH-000095,0.0588909800904
ACH-000097,-0.199046425699
ACH-000098,-0.191827880793
ACH-000099,-0.110231599496
ACH-000108,-0.124921061068
ACH-000113,-0.0184274916174
ACH-000115,-0.0883649277015
ACH-000116,-0.127797079592
ACH-000118,-0.157189833651
ACH-000120,-0.0351378932372
ACH-000123,-0.198822317646
ACH-000127,-0.05312161065169999
ACH-000128,-0.127975082466
ACH-000132,0.11637746465299999
ACH-000133,-0.00405967609503
ACH-000137,-0.0708750545947
ACH-000138,-0.09511515410710002
ACH-000142,-0.0809706169886
ACH-000143,-0.11030149020400001
ACH-000146,0.0029493245169099997
ACH-000148,-0.09505725431939999
ACH-000150,-0.547623092182
ACH-000152,-0.139580794479
ACH-000153,-0.479481277935
ACH-000159,-0.04952068081949999
ACH-000160,0.015122262687399999
ACH-000163,-0.108023790117
ACH-000167,-0.43789444045299997
ACH-000168,-0.30500553809000003
ACH-000169,-0.181908832215
ACH-000178,-0.15375909568
ACH-000182,-0.104981096368
ACH-000183,-0.0771080686312
ACH-000188,-0.100456678352
ACH-000189,-0.344481944481
ACH-000190,0.08686800241139998
ACH-000198,-0.0998420197721
ACH-000204,0.048531167489800006
ACH-000206,0.0882268700578
ACH-000207,-0.193912027006
ACH-000211,-0.144193624194
ACH-000215,0.00233609912899
ACH-000221,0.08902910749239999
ACH-000222,-0.0891222855519
ACH-000223,-0.146048177579
ACH-000226,-0.302902830839
ACH-000227,0.0471168934932
ACH-000228,-0.029594299817900002
ACH-000231,-0.13414087992100002
ACH-000232,-0.165065668321
ACH-000233,-0.260868350916
ACH-000234,-0.33812802070299997
ACH-000235,-0.0981825638844
ACH-000237,-0.16837128884799998
ACH-000238,-0.264222614791
ACH-000243,-0.027953146691799997
ACH-000244,0.188330905913
ACH-000246,-0.0959945067485
ACH-000248,-0.252256284645
ACH-000250,-0.179302471912
ACH-000251,-0.140093990151
ACH-000253,-0.276565449611
ACH-000255,0.129398688376
ACH-000256,-0.282984783444
ACH-000257,0.188602773532
ACH-000258,-0.256735928321
ACH-000259,-0.127289669097
ACH-000260,-0.15456699513699998
ACH-000261,-0.0769931949487
ACH-000262,-0.060560012588099996
ACH-000263,0.20512404937800002
ACH-000264,-0.196279150746
ACH-000265,-0.052480190721000006
ACH-000266,-0.22547551560600002
ACH-000272,-0.0343891339716
ACH-000273,-0.275711365681
ACH-000274,-0.0496114189248
ACH-000277,-0.615555453712
ACH-000278,0.0811278632593
ACH-000279,-0.025648103824499998
ACH-000280,-0.324041302007
ACH-000281,-0.12757332685699999
ACH-000288,-0.0135112443016
ACH-000291,-0.218799355301
ACH-000293,-0.307134046578
ACH-000294,0.004391006746
ACH-000295,-0.0556140538717
ACH-000296,-0.053903779576900006
ACH-000302,0.0543161609079
ACH-000304,0.187439695495
ACH-000307,-0.235256743156
ACH-000308,-0.22466660814800002
ACH-000310,-0.014022813913399998
ACH-000311,-0.101421905626
ACH-000312,-0.08557594885269999
ACH-000315,0.104279579977
ACH-000316,-0.104925628974
ACH-000317,0.259958768097
ACH-000318,0.09421069550439999
ACH-000319,0.161716010624
ACH-000320,-0.200482271022
ACH-000322,-0.115599472034
ACH-000323,0.0037878007069099997
ACH-000324,-0.146586107474
ACH-000329,-0.18305680624899998
ACH-000330,-0.038813984389900004
ACH-000331,-0.0173708072242
ACH-000332,-0.15796319954500002
ACH-000334,-0.222176052905
ACH-000335,-0.206165140974
ACH-000336,-0.0617767955274
ACH-000337,-0.169523671609
ACH-000339,0.0403943171339
ACH-000341,0.0226411520065
ACH-000348,-0.130658063707
ACH-000350,-0.0108216996505
ACH-000352,-0.258869331718
ACH-000356,0.030135301651400003
ACH-000361,-0.446564961655
ACH-000362,-0.11385999401699999
ACH-000363,0.026708344499800002
ACH-000364,-0.301101190383
ACH-000365,0.056216284264699996
ACH-000366,-0.0330016803505
ACH-000368,-0.30077466623300003
ACH-000374,0.00379399437509
ACH-000375,-0.22813574171300002
ACH-000376,-0.0619807062452
ACH-000381,0.0259302728695
ACH-000383,-0.055160081660099995
ACH-000387,-0.0307166647119
ACH-000389,-0.0654267613565
ACH-000390,-0.20136603476
ACH-000393,-0.014584652361299999
ACH-000395,-0.0999387181673
ACH-000397,-0.149014301415
ACH-000401,-0.267867312362
ACH-000402,-0.0548307380755
ACH-000403,-0.203487956218
ACH-000404,-0.552040706253
ACH-000406,-0.0606963756592
