,SRPK1 (6732)
ACH-000004,-0.13853741838300002
ACH-000007,0.00916624394341
ACH-000009,0.09512304277389999
ACH-000011,-0.00366503213696
ACH-000012,-0.0775101858021
ACH-000013,-0.0129800494292
ACH-000014,0.12976203816
ACH-000015,0.021539904521699998
ACH-000017,-0.00232983154217
ACH-000018,-0.199107659665
ACH-000019,-0.17684904499200002
ACH-000021,-0.060945365430199995
ACH-000022,-0.0929351343103
ACH-000025,-0.013667901835199999
ACH-000028,-0.243455130858
ACH-000030,0.000385917747393
ACH-000035,0.181858034134
ACH-000036,-0.07708751786389999
ACH-000037,-0.280220676346
ACH-000039,-0.170302079856
ACH-000040,-0.074288525418
ACH-000041,-0.0486232914547
ACH-000042,-0.25081165103
ACH-000045,-0.5662292038710001
ACH-000047,0.06184387922040001
ACH-000052,0.0937820533459
ACH-000053,-0.014499779680999999
ACH-000054,-0.0341450136346
ACH-000055,-0.436319292983
ACH-000060,-0.0275680015851
ACH-000067,-0.111399692206
ACH-000070,-0.0809741839422
ACH-000075,-0.36207953501100004
ACH-000078,-0.245571674291
ACH-000082,-0.225241276072
ACH-000085,-0.31117590358
ACH-000086,0.0470806017958
ACH-000087,-0.13965897738
ACH-000092,-0.0554666341011
ACH-000095,0.054331786436099996
ACH-000097,0.0423638323152
ACH-000098,0.032877323300900006
ACH-000099,-0.056555891410999995
ACH-000108,-0.427263038679
ACH-000113,-0.251984583935
ACH-000115,-0.379313034125
ACH-000116,-0.30828675063
ACH-000118,-0.060693882381699996
ACH-000120,-0.18833388054000003
ACH-000123,-0.07798018328919999
ACH-000127,-0.46103546310099996
ACH-000128,-0.135184261805
ACH-000132,-0.21848525059
ACH-000133,-0.171585184523
ACH-000137,-0.0822022498709
ACH-000138,-0.0574559054847
ACH-000142,0.004137993960729999
ACH-000143,-0.267291384746
ACH-000146,0.0997746053748
ACH-000148,0.0985909969733
ACH-000150,-0.0621127924048
ACH-000152,-0.0352997209884
ACH-000153,-0.0110776307418
ACH-000159,-0.0307352727692
ACH-000160,0.030307683547799998
ACH-000163,-0.250209314946
ACH-000167,-0.0530836725036
ACH-000168,-0.737565874043
ACH-000169,0.0285638156259
ACH-000178,-0.059456963870999996
ACH-000182,0.0006014983549430001
ACH-000183,0.0670595688591
ACH-000188,-0.21369842121100002
ACH-000189,-0.22240921151999998
ACH-000190,-0.17605930880600001
ACH-000198,-0.28622834126999996
ACH-000204,0.29417933979899996
ACH-000206,-0.841005018312
ACH-000207,-0.00872321109825
ACH-000211,-0.0931796336211
ACH-000215,-0.11878298508
ACH-000221,-0.195695982172
ACH-000222,-0.229305949304
ACH-000223,-0.263130755596
ACH-000226,-0.17694190466200002
ACH-000227,0.010812082184899999
ACH-000228,-0.039783581503900003
ACH-000231,-0.277808976347
ACH-000232,-0.005517499364649999
ACH-000233,0.038853393365300005
ACH-000234,-0.0231616111703
ACH-000235,-0.0833824821225
ACH-000237,-0.0554210403902
ACH-000238,-0.514969961189
ACH-000243,0.00938604109067
ACH-000244,0.31711911020100003
ACH-000246,-0.0386153568716
ACH-000248,-0.0897000065811
ACH-000250,0.111073189995
ACH-000251,-0.161118758399
ACH-000253,0.0546012218196
ACH-000255,-0.000530423870379
ACH-000256,0.042648571281000004
ACH-000257,-0.129875055394
ACH-000258,-0.0204972455481
ACH-000259,-0.08398366628319999
ACH-000260,-0.0759187225897
ACH-000261,-0.0293783614705
ACH-000262,-0.39520000757600005
ACH-000263,-0.101619988951
ACH-000264,-0.20123299053100002
ACH-000265,-0.152546095948
ACH-000266,-0.19534556014600002
ACH-000272,-0.220046322425
ACH-000273,-0.148950881505
ACH-000274,-0.18632833961599998
ACH-000277,-0.0709082797715
ACH-000278,0.081103015659
ACH-000279,-0.0624687499549
ACH-000280,-0.128641874238
ACH-000281,-0.128020789676
ACH-000288,-0.166604764437
ACH-000291,0.0196505346145
ACH-000293,-0.0073569679506000005
ACH-000294,0.09098142451369999
ACH-000295,0.0786011920989
ACH-000296,-0.21973513689899998
ACH-000302,-0.005272258666289999
ACH-000304,0.00637958010246
ACH-000307,-0.08533047191299999
ACH-000308,0.0192424676276
ACH-000310,-0.152985972557
ACH-000311,-0.404325809411
ACH-000312,-0.213689991575
ACH-000315,-0.48120362429799995
ACH-000316,-0.18407845215399998
ACH-000317,-0.00813068077046
ACH-000318,-0.16797888263500002
ACH-000319,0.164549197141
ACH-000320,-0.384508415912
ACH-000322,-0.034815395654699995
ACH-000323,-0.13598966193
ACH-000324,-0.045788470881099996
ACH-000329,-0.058950865553800004
ACH-000330,-0.273743757138
ACH-000331,-0.0132330120611
ACH-000332,-0.0222516726954
ACH-000334,-0.259081098282
ACH-000335,0.09037884386530001
ACH-000336,0.40805925361699996
ACH-000337,-0.0777841150861
ACH-000339,-0.21554004161499998
ACH-000341,-0.0741498973911
ACH-000348,-0.131029680503
ACH-000350,-0.125209889598
ACH-000352,-0.0826040803847
ACH-000356,0.0326904617465
ACH-000361,-0.26059591578
ACH-000362,-0.506915068392
ACH-000363,0.058494497503300005
ACH-000364,-0.08284213731430001
ACH-000365,-0.372055437575
ACH-000366,0.0388649738079
ACH-000368,-0.201211014744
ACH-000374,-0.263958624907
ACH-000375,-0.19804241750999999
ACH-000376,0.141855810857
ACH-000381,0.13233233605699998
ACH-000383,-0.0687875224028
ACH-000387,0.162085095589
ACH-000389,-0.0342121436154
ACH-000390,0.08541245434250001
ACH-000393,0.046083117160800005
ACH-000395,-0.0822012109373
ACH-000397,-0.103707534474
ACH-000401,-0.040820953577900006
ACH-000402,0.123925946107
ACH-000403,0.051895915841
ACH-000404,0.262839326292
ACH-000406,0.251380230669
ACH-000407,-0.261604220304
ACH-000408,-0.009847966947260001
ACH-000410,-0.07713355292669999
ACH-000411,-0.013375609529899999
ACH-000414,-0.24761410422200003
ACH-000415,-0.21494396470199997
ACH-000416,-0.0804094554821
ACH-000420,-0.17128731833500002
ACH-000421,0.156079497886
ACH-000424,0.0677904692093
ACH-000425,0.004709216909689999
ACH-000426,0.029786509069500002
ACH-000427,0.26401435210499996
ACH-000433,-0.165448257811
ACH-000436,0.026968057601099996
ACH-000444,-0.764259124526
ACH-000445,-0.243361937685
ACH-000448,-0.0223971698208
ACH-000450,-0.029676770649599997
ACH-000452,-0.0993594101313
ACH-000454,-0.12095512086400001
ACH-000458,-0.201579017823
ACH-000459,0.0196582163894
ACH-000460,-0.108446182429
ACH-000461,-0.0513785189659
ACH-000463,-0.157637362986
ACH-000464,0.16773673576099998
ACH-000466,0.151240626085
ACH-000467,-0.12649612785999997
ACH-000468,-0.009401670772540002
ACH-000469,-0.0708703181479
ACH-000470,-0.0495300633189
ACH-000471,-0.0016234461960199999
ACH-000472,0.0056278131755999996
ACH-000473,0.22340507497900003
ACH-000475,-0.0645021123367
ACH-000476,0.0461567408037
ACH-000477,0.0454746025057
ACH-000480,-0.062409646699900005
ACH-000481,-0.0128359632601
ACH-000483,0.09805934842849999
ACH-000484,0.049296707227099994
ACH-000485,-0.06509417549180001
ACH-000486,-0.235818965887
ACH-000487,0.106327691196
ACH-000488,-0.247623538921
ACH-000490,-0.240566336623
ACH-000491,0.113835052859
ACH-000495,-0.12419147381899999
ACH-000496,-0.143745112521
ACH-000499,0.0294089694506
ACH-000500,-0.253755600036
ACH-000502,-0.19157702961800002
ACH-000503,-0.201102272755
ACH-000505,-0.0651513530529
ACH-000507,0.15692542167999998
ACH-000510,-0.143364249476
ACH-000511,-0.0735980244147
ACH-000512,0.144278212397
ACH-000516,-0.17581418199499999
ACH-000517,-0.0431917038203
ACH-000518,-0.0295799567751
ACH-000520,0.0633351170165
ACH-000521,-0.24246202830699998
ACH-000522,-0.0668969785799
ACH-000524,-0.086830918945
ACH-000527,-0.00998976726542
ACH-000528,-0.0111328280696
ACH-000537,0.0592961992242
ACH-000541,0.105812855962
ACH-000542,-0.09047016102080001
ACH-000544,-0.0403630037508
ACH-000545,-0.22051607543200002
ACH-000547,-0.0213008816725
ACH-000548,-0.0476116987878
ACH-000549,-0.18364699856
ACH-000550,-0.0573271171416
ACH-000552,0.12116786993699999
ACH-000556,0.0528265670844
ACH-000557,-0.18006203773600002
ACH-000570,0.0482317121305
ACH-000571,-0.041809596749400005
ACH-000573,0.027328598101300002
ACH-000576,-0.23453317127700002
ACH-000580,-0.0596613963078
ACH-000584,-0.0543873710694
ACH-000585,-0.294618977855
ACH-000588,-0.026980970423
