,SEC61A1 (29927)
ACH-000167,-1.9362305097799999
ACH-000168,-1.6352086195500002
ACH-000169,-1.3600074214200002
ACH-000178,-1.49247045544
ACH-000182,-1.4756640049399998
ACH-000183,-1.5586303548500002
ACH-000188,-1.4613146213400001
ACH-000189,-1.2466716948899998
ACH-000190,-1.55947999331
ACH-000198,-1.49614005384
ACH-000204,-1.50278248662
ACH-000206,-1.904241615
ACH-000207,-1.09744401239
ACH-000211,-1.3640948166799998
ACH-000215,-1.42212332651
ACH-000221,-1.4500192205000002
ACH-000222,-1.27757632084
ACH-000223,-1.5576797186000002
ACH-000226,-1.51035063854
ACH-000227,-1.6010376551899999
ACH-000228,-1.4716511862000001
ACH-000231,-1.32741613488
ACH-000232,-1.67534518671
ACH-000233,-1.4393432463799998
ACH-000234,-1.8544306657
ACH-000235,-1.6098110140600002
ACH-000237,-1.37492049718
ACH-000238,-1.30594523836
ACH-000243,-1.2088999888
ACH-000244,-1.26766940311
ACH-000246,-1.25509635725
ACH-000248,-1.3840486030599999
ACH-000250,-1.56869627683
ACH-000251,-1.38487758233
ACH-000253,-1.50294413944
ACH-000255,-1.44402275895
ACH-000256,-1.1558153014399999
ACH-000257,-1.25131658941
ACH-000258,-1.08012942632
ACH-000259,-1.34178336006
ACH-000260,-1.23803430806
ACH-000261,-1.19312536091
ACH-000262,-1.41445479728
ACH-000263,-1.43337978532
ACH-000264,-1.6844417120100001
ACH-000265,-1.2832099609299998
ACH-000266,-1.32891126032
ACH-000272,-1.65617816778
ACH-000273,-1.2138157266399998
ACH-000274,-1.8190058003999998
ACH-000277,-1.79735268147
ACH-000278,-1.28797480221
ACH-000279,-1.6715744902399998
ACH-000280,-1.31252918082
ACH-000281,-1.13926831823
ACH-000288,-1.34274580689
ACH-000291,-1.5535466364700001
ACH-000293,-1.5430712988799997
ACH-000294,-1.4318537684000001
ACH-000295,-1.43379477168
ACH-000296,-1.5862658490900001
ACH-000302,-1.6221941249399998
ACH-000304,-1.9194009477200003
ACH-000307,-1.31009281302
ACH-000308,-1.36455018035
ACH-000310,-1.4407864642
ACH-000311,-1.6353831913799999
ACH-000312,-1.3560162547999999
ACH-000315,-1.45013286419
ACH-000316,-1.3673775103499999
ACH-000317,-1.48178728975
ACH-000318,-1.5528885296000001
ACH-000319,-1.3988520918599998
ACH-000320,-1.6806445018399998
ACH-000322,-1.4397663551100002
ACH-000323,-1.6035827266799998
ACH-000324,-1.43646398742
ACH-000329,-1.4333666016600002
ACH-000330,-1.02022683435
ACH-000331,-1.39744078482
ACH-000332,-1.3850838361700002
ACH-000334,-1.5281798640200002
ACH-000335,-1.54432084519
ACH-000336,-1.63089959741
ACH-000337,-1.2222404689
ACH-000339,-1.50308888147
ACH-000341,-1.1338059100799998
ACH-000348,-1.51120464584
ACH-000350,-1.5137046227000002
ACH-000352,-1.2309443233
ACH-000356,-1.35238635824
ACH-000361,-1.2790717211700002
ACH-000362,-1.7107576085499998
ACH-000363,-1.5978610505000002
ACH-000364,-1.3477756923100002
ACH-000365,-1.46083926819
ACH-000366,-1.04799658864
ACH-000368,-1.2732403843
ACH-000374,-1.2112772618899998
ACH-000375,-1.39554269871
ACH-000376,-1.37408194092
ACH-000381,-1.5121865112900001
ACH-000383,-1.7393302665500001
ACH-000387,-1.45712039663
ACH-000389,-1.19239798824
ACH-000390,-1.68343776715
ACH-000393,-1.56313451581
ACH-000395,-1.37088540625
ACH-000397,-1.12388522233
ACH-000401,-1.12678115917
ACH-000402,-1.5747230422799998
ACH-000403,-1.7084782223500001
ACH-000404,-1.1837931615700001
ACH-000406,-1.52700741741
ACH-000407,-1.4293572245
ACH-000408,-1.2719379772600001
ACH-000410,-1.3146741168
ACH-000411,-1.48793948972
ACH-000414,-1.53755542676
ACH-000415,-1.41266923655
ACH-000416,-1.32041001367
ACH-000420,-1.21514276593
ACH-000421,-1.37531574773
ACH-000424,-1.45025742065
ACH-000425,-1.07632288897
ACH-000426,-1.7585011981999998
ACH-000427,-1.7316204604599998
ACH-000433,-1.58273322042
ACH-000436,-1.3083904175499999
ACH-000444,-1.29901418608
ACH-000445,-1.12780678596
ACH-000448,-1.57328676667
ACH-000450,-1.54637321027
ACH-000452,-1.27702005313
ACH-000454,-1.4829531157799998
ACH-000458,-1.60007673474
ACH-000459,-1.22604573419
ACH-000460,-1.32598674364
ACH-000461,-1.51196232523
ACH-000463,-1.4318351637
ACH-000464,-1.38912048573
ACH-000466,-1.35088171114
ACH-000467,-1.2990838384399999
ACH-000468,-1.7763598181
ACH-000469,-1.5652597844
ACH-000470,-1.6246419029899999
ACH-000471,-1.7600528331799998
ACH-000472,-1.5958903881200002
ACH-000473,-1.1352911759
ACH-000475,-1.6119302817299999
ACH-000476,-1.3951599751600001
ACH-000477,-1.8961658957799998
ACH-000480,-1.40258022882
ACH-000481,-1.76129981313
ACH-000483,-1.9008297199200002
ACH-000484,-1.2783696786499998
ACH-000485,-1.52466155846
ACH-000486,-1.3258268717100001
ACH-000487,-1.7199683769799998
ACH-000488,-1.34146773107
ACH-000490,-1.4065821054899998
ACH-000491,-1.7970575884200002
ACH-000495,-0.9354144502689999
ACH-000496,-1.20375893693
ACH-000499,-1.4221990822
ACH-000500,-1.3654935561200001
ACH-000502,-1.3027664945100002
ACH-000503,-1.12921045815
ACH-000505,-1.7716218066299998
ACH-000507,-1.35756513153
ACH-000510,-1.2507291852700002
ACH-000511,-1.5283078800999998
ACH-000512,-1.43948670728
ACH-000516,-1.5206172445299997
ACH-000517,-1.1894654814499999
ACH-000518,-1.32606612182
ACH-000520,-1.67713384893
ACH-000521,-1.01297172232
ACH-000522,-1.29173504592
ACH-000524,-1.41974243323
ACH-000527,-1.1583502934999999
ACH-000528,-1.10966961052
ACH-000537,-1.5675603223899999
ACH-000541,-1.7288844324000001
ACH-000542,-1.58418855318
ACH-000544,-1.55572684985
ACH-000545,-1.48860083769
ACH-000547,-1.2818152033499999
ACH-000548,-1.29887039278
ACH-000549,-1.2861505014799999
ACH-000550,-1.37846996674
ACH-000552,-1.3132485436
ACH-000556,-1.5972731450600002
ACH-000557,-1.78294212515
ACH-000570,-1.32679726553
ACH-000571,-1.87113717354
ACH-000573,-1.52012802791
ACH-000576,-1.42963326102
ACH-000580,-1.5934328465399998
ACH-000584,-1.3146391716399999
ACH-000585,-1.43390001563
ACH-000588,-1.42145366314
ACH-000589,-1.45152915632
ACH-000591,-1.19874587937
ACH-000593,-1.5170865103
ACH-000600,-1.53411594109
ACH-000601,-1.2933702572799999
ACH-000604,-1.08627311964
ACH-000605,-1.5227598947
ACH-000606,-1.1876769827200002
ACH-000608,-1.8287350605200001
ACH-000614,-1.57516254216
ACH-000616,-1.51655382902
ACH-000618,-1.25915942393
ACH-000619,-1.2239772494499999
ACH-000620,-1.11657979847
ACH-000621,-1.0624883244299999
ACH-000622,-1.7873040130700002
ACH-000623,-1.3940939373299999
ACH-000624,-1.43525107602
ACH-000627,-1.3771937008700001
ACH-000630,-1.33558400097
ACH-000632,-1.45201809795
ACH-000633,-1.6073761960600002
ACH-000637,-1.57540732681
ACH-000638,-1.23379360544
ACH-000646,-1.50148985049
ACH-000647,-1.64719853057
ACH-000648,-1.4370673604700002
ACH-000649,-1.3614379802399998
ACH-000651,-1.5269151028
ACH-000652,-1.30992107471
ACH-000653,-1.5165375504299998
ACH-000657,-1.49644023526
ACH-000658,-1.54806665819
ACH-000661,-1.6536413262799998
ACH-000662,-1.5435966755000001
ACH-000663,-1.5695769040099998
ACH-000665,-1.49626849403
ACH-000671,-1.72809599825
ACH-000673,-1.41854402366
ACH-000676,-1.29094775627
ACH-000677,-1.9165457998599997
ACH-000681,-1.3515804979700001
ACH-000682,-1.56913872583
ACH-000683,-1.2211775680399999
ACH-000684,-1.38343435567
ACH-000688,-1.8516115730900002
ACH-000693,-1.26279929149
ACH-000694,-1.2802969604799999
ACH-000695,-1.3637379478
ACH-000696,-1.3818924131
ACH-000697,-1.47001713491
ACH-000699,-1.58201713853
ACH-000701,-1.56247241109
ACH-000706,-1.30952673459
ACH-000711,-1.4064178102399998
ACH-000713,-1.2458761754799998
ACH-000714,-1.3363774983499999
ACH-000718,-1.44092700041
ACH-000720,-1.40489705289
ACH-000721,-1.31780529106
ACH-000724,-1.7484383835599997
ACH-000725,-1.24367232038
ACH-000732,-1.31451713993
ACH-000734,-1.5720876037
ACH-000735,-1.5527755254700002
ACH-000736,-1.50097195215
ACH-000738,-1.2152156972700001
ACH-000746,-1.39439487652
ACH-000747,-1.17512041301
ACH-000748,-1.20568596616
ACH-000753,-1.4596631740000001
ACH-000756,-1.4859585229499999
ACH-000757,-1.24392152031
ACH-000758,-1.38962051993
ACH-000760,-1.2509381662299999
ACH-000763,-1.87441122738
ACH-000764,-1.2537933716299998
ACH-000765,-1.44120558217
ACH-000766,-1.4577135082700001
ACH-000767,-1.0739823798700001
ACH-000768,-1.5463577036899998
ACH-000769,-1.26737531817
ACH-000770,-1.4840654493099998
ACH-000771,-1.27009295854
ACH-000773,-1.1916858800599999
ACH-000776,-1.6063443386200003
ACH-000777,-1.5825246369200001
ACH-000778,-2.0010243991900003
ACH-000781,-1.44314226331
ACH-000782,-1.58080161253
ACH-000783,-1.21534559739
ACH-000784,-1.48094986395
ACH-000785,-1.43852310592
ACH-000787,-1.31386408674
ACH-000788,-1.4822475712099998
ACH-000791,-1.23230361707
ACH-000792,-1.4943289790099998
ACH-000794,-1.42786476465
ACH-000796,-1.5253252362
ACH-000799,-1.34827695715
ACH-000800,-1.67122120005
ACH-000802,-1.51969661982
ACH-000804,-1.6597186601299998
ACH-000805,-1.3086049771700001
ACH-000809,-1.59733683375
ACH-000810,-0.941230452645
ACH-000811,-1.50037890589
ACH-000817,-1.4670025889200002
ACH-000819,-1.40234250232
ACH-000820,-1.39861817393
ACH-000821,-1.70497511572
ACH-000822,-1.89596685347
ACH-000823,-1.22551143826
ACH-000824,-1.61149500153
ACH-000827,-1.37103088299
ACH-000829,-1.60189630084
ACH-000831,-1.3813257158599999
ACH-000832,-1.38873955705
ACH-000833,-1.54602240283
ACH-000834,-1.0424396499600002
ACH-000835,-1.2971629839399998
ACH-000836,-1.6120242401299998
ACH-000837,-1.4317175958500001
ACH-000838,-1.2434067849700001
ACH-000839,-1.16563876443
ACH-000840,-1.43061237508
ACH-000841,-1.24536274393
ACH-000843,-1.2608097836799999
ACH-000846,-1.59341025792
ACH-000847,-1.32523916188
ACH-000848,-1.31123768656
ACH-000849,-1.4533843496799999
ACH-000851,-1.2080745845899998
ACH-000855,-1.1469476865500001
ACH-000856,-1.2870709871
ACH-000858,-1.364007376
ACH-000859,-1.19749659173
ACH-000861,-1.4266187294200001
ACH-000862,-1.52962477187
ACH-000865,-1.4374489791799998
ACH-000866,-1.26669123045
ACH-000867,-1.33552130146
ACH-000869,-1.1564294556
ACH-000872,-1.2872941362
ACH-000873,-1.36795542712
ACH-000876,-1.51700147245
ACH-000878,-1.6568509575200001
ACH-000880,-1.44378090635
ACH-000881,-1.31237002514
ACH-000882,-1.56338317671
ACH-000884,-1.26659359611
ACH-000885,-1.33096718006
ACH-000887,-1.56376268349
ACH-000888,-1.44375414185
ACH-000889,-1.53354922743
ACH-000890,-1.27137534329
ACH-000896,-1.4863840643200001
ACH-000898,-1.45270696907
ACH-000900,-1.2024047606100001
ACH-000901,-1.38797644405
ACH-000905,-1.37246159159
ACH-000906,-1.4098314306900002
ACH-000907,-1.25366662318
ACH-000910,-1.33909555599
ACH-000911,-1.5377642719600002
ACH-000912,-1.30738214354
ACH-000913,-1.46424774083
ACH-000915,-1.47783729796
ACH-000916,-1.1015955229899999
ACH-000917,-1.3765314485100002
ACH-000921,-1.47437346739
ACH-000924,-1.15619159119
ACH-000926,-1.3999421095299998
ACH-000928,-1.34955878086
ACH-000929,-1.3990948351199999
ACH-000932,-1.3134348969399998
ACH-000935,-1.44416587643
ACH-000936,-1.40790178771
ACH-000937,-1.5434948010799998
ACH-000938,-1.37578756698
ACH-000939,-1.2962857592200001
ACH-000941,-1.2356742781299999
ACH-000943,-1.47381603808
ACH-000946,-1.23016300823
ACH-000947,-1.31716652052
ACH-000948,-1.30068888877
ACH-000950,-1.18404584515
ACH-000953,-1.40701203558
ACH-000957,-1.1038278692299999
ACH-000958,-1.30947916514
ACH-000960,-1.58541140028
ACH-000963,-1.4376006824899998
ACH-000968,-1.28875374602
ACH-000969,-1.4217173904499998
ACH-000973,-1.4991326222799999
ACH-000974,-1.42279394109
ACH-000975,-1.2577206863700001
ACH-000976,-1.3905016974700002
ACH-000978,-1.26511585662
ACH-000980,-1.39827973245
ACH-000984,-1.42663542728
ACH-000986,-1.23249627702
ACH-000988,-1.6009646663100001
ACH-000993,-1.29581258344
ACH-000994,-1.24450867146
ACH-000996,-1.33805742437
ACH-001001,-1.26583442975
ACH-001020,-1.6174467804100001
ACH-001028,-1.4641448943200002
ACH-001031,-1.06897060796
ACH-001038,-1.4711383449899997
ACH-001048,-1.5145976649000001
ACH-001050,-1.3138151603000001
ACH-001053,-1.35078891537
ACH-001054,-1.1820233817299999
ACH-001061,-1.38840227544
ACH-001067,-1.53676695768
ACH-001075,-1.47662526062
ACH-001096,-1.40491979681
ACH-001128,-1.6134998585
ACH-001134,-1.39642461176
ACH-001151,-1.4116431034499999
ACH-001163,-1.58585302956
ACH-001164,-1.41419452523
ACH-001173,-1.4135946065399998
ACH-001183,-1.38882539566
ACH-001184,-1.24090655099
ACH-001190,-1.3742654346899998
ACH-001192,-1.285287008
ACH-001193,-1.7691171241599999
ACH-001196,-1.31845441268
ACH-001197,-1.2897184100599999
ACH-001205,-1.5354309380899998
ACH-001211,-1.43841070524
ACH-001212,-1.22987630747
ACH-001228,-1.2899405080700002
ACH-001232,-1.4081844235499998
ACH-001239,-1.63277130514
ACH-001274,-1.16086140925
ACH-001275,-1.3430715054799998
ACH-001277,-1.19681320059
ACH-001278,-1.4266227517200003
ACH-001280,-1.4130108544
ACH-001283,-1.24484600112
ACH-001289,-1.23029927546
ACH-001295,-1.39545710493
ACH-001300,-1.42741294829
ACH-001301,-1.38627757428
ACH-001302,-1.40250649407
ACH-001303,-1.21744832278
ACH-001306,-1.44526118088
ACH-001318,-1.4994587425600001
ACH-001322,-1.35692747532
ACH-001328,-1.15370950053
ACH-001332,-1.39279982082
ACH-001333,-1.17768972871
ACH-001336,-1.37166515694
ACH-001340,-1.31258317384
ACH-001346,-0.995156693741
ACH-001353,-1.40951536651
ACH-001354,-1.6577317463999999
ACH-001367,-1.23791121487
ACH-001368,-1.32103096401
ACH-001374,-1.4498708048700002
ACH-001375,-1.3392123960200002
ACH-001377,-1.39195273075
ACH-001380,-1.35074419882
ACH-001391,-1.73642107252
ACH-001407,-1.6191100625900001
ACH-001408,-1.63772704319
ACH-001413,-1.36474917493
ACH-001430,-1.30011617512
ACH-001431,-1.62189623598
ACH-001450,-1.16061354046
ACH-001496,-1.3655840269100001
ACH-001500,-1.16976358062
ACH-001521,-1.36747206681
ACH-001523,-1.33648845165
ACH-001532,-1.363763744
ACH-001536,-1.5385609191299998
ACH-001550,-1.3858536400900001
ACH-001552,-1.30310084465
ACH-001554,-1.4884638927399998
ACH-001645,-1.48824874079
ACH-001654,-1.48615397379
ACH-001715,-1.5904117954499999
ACH-001735,-1.5440018736899999
ACH-001736,-1.60469477057
ACH-001737,-1.56146052246
ACH-001740,-1.23301832019
ACH-001745,-1.34203491297
ACH-001750,-1.40848663105
ACH-001765,-1.2853873041500001
ACH-001956,-1.51723726979
ACH-001957,-1.5523943320299998
