,FLNB (2317)
ACH-000502,-0.0175099056204
ACH-000503,0.0295929336945
ACH-000505,-0.08332612422170001
ACH-000507,0.09718470227510001
ACH-000510,-0.09997877547499999
ACH-000511,-0.08745323862320001
ACH-000512,-0.275382828946
ACH-000516,-0.164228603676
ACH-000517,-0.14182320505
ACH-000518,-0.132368419541
ACH-000520,-0.105961114548
ACH-000521,-0.207259492532
ACH-000522,0.00221361951307
ACH-000524,-0.160424600445
ACH-000527,-0.130048406175
ACH-000528,-0.271837993189
ACH-000537,-0.17879534275199999
ACH-000541,0.18370375964299998
ACH-000542,-0.0583257822317
ACH-000544,-0.030001088610799996
ACH-000545,-0.19338581548300002
ACH-000547,-0.14821053524
ACH-000548,-0.10591352693600001
ACH-000549,-0.146001978249
ACH-000550,-0.150858462028
ACH-000552,-0.119221269514
ACH-000556,-0.109575252675
ACH-000557,-0.125314546773
ACH-000570,-0.15348612837300002
ACH-000571,0.137147955895
ACH-000573,0.104613030133
ACH-000576,0.017973122281599998
ACH-000580,-0.0190342793989
ACH-000584,-0.155040581822
ACH-000585,0.0037902897514
ACH-000588,-0.171950078676
ACH-000589,-0.08665791440089998
ACH-000591,-0.026772507587
ACH-000593,-0.07847956720860001
ACH-000600,0.00279624907092
ACH-000601,-0.16982169285999998
ACH-000604,-0.22268599947099998
ACH-000605,-0.25935428943300004
ACH-000606,-0.0849706258045
ACH-000608,-0.263491148757
ACH-000614,0.023517739665900005
ACH-000616,-0.130421814369
ACH-000618,-0.242063902223
ACH-000619,-0.08256769089480001
ACH-000620,-0.106962310767
ACH-000621,-0.127532812031
ACH-000622,-0.16219207176300002
ACH-000623,0.0068577650488000005
ACH-000624,-0.305352910809
ACH-000627,-0.31540503903
ACH-000630,-0.139085843441
ACH-000632,0.0112558147129
ACH-000633,-0.10922470001800001
ACH-000637,-0.0429450997664
ACH-000638,-0.205832492849
ACH-000646,0.09392900333560002
ACH-000647,-0.171052452784
ACH-000648,-0.124507018604
ACH-000649,-0.0684898159237
ACH-000651,-0.291893557913
ACH-000652,-0.512710272902
ACH-000653,-0.0793193761835
ACH-000657,-0.0891561958239
ACH-000658,-0.142466236032
ACH-000661,-0.13155585629
ACH-000662,-0.543000580037
ACH-000663,0.08640940103849999
ACH-000665,-0.13282722089500001
ACH-000671,-0.127230435546
ACH-000673,-0.139922194458
ACH-000676,-0.047584697686300005
ACH-000677,-0.246426891554
ACH-000681,-0.12528522764299999
ACH-000682,-0.232443204494
ACH-000683,-0.133426343093
ACH-000684,-0.018459878572499998
ACH-000688,-0.410050792043
ACH-000693,-0.109689470962
ACH-000694,-0.216904597224
ACH-000695,0.13794352928200002
ACH-000696,-0.0839419633574
ACH-000697,-0.129181983452
ACH-000699,-0.09663298094100001
ACH-000701,-0.059398841949
ACH-000706,-0.298821263913
ACH-000711,-0.0309426333373
ACH-000713,-0.129187817718
ACH-000714,-0.0759085168236
ACH-000718,-0.17123332969500002
ACH-000720,-0.114204537641
ACH-000721,-0.109239020254
ACH-000724,0.148004599702
ACH-000725,-0.053864952250699996
ACH-000732,-0.0182947668565
ACH-000734,-0.127301714372
ACH-000735,-0.156964250766
ACH-000736,-0.11546487140900001
ACH-000738,-0.103626828775
ACH-000746,0.0965661799718
ACH-000747,-0.17013087330600002
ACH-000748,-0.102870446407
ACH-000753,-0.113235863831
ACH-000756,-0.253347693494
ACH-000757,-0.330523709287
ACH-000758,-0.07780058124860001
ACH-000760,0.0368612742999
ACH-000763,-0.150873697402
ACH-000764,-0.167406107009
ACH-000765,-0.341927384718
ACH-000766,-0.133697397832
ACH-000767,-0.136699186715
ACH-000768,-0.07955072753110001
ACH-000769,-0.37425238871600003
ACH-000770,-0.036731626965099996
ACH-000771,-0.105375308166
ACH-000773,-0.0165369658837
ACH-000776,0.158215806582
ACH-000777,0.041984315353
ACH-000778,-0.266985637303
ACH-000781,-0.147778415394
ACH-000782,-0.039257645658
ACH-000783,-0.101774945073
ACH-000784,-0.152597460401
ACH-000785,-0.143193601433
ACH-000787,-0.0675024893719
ACH-000788,-0.052605864620000005
ACH-000791,-0.0993914018557
ACH-000792,-0.14809732518
ACH-000794,-0.09455817769500001
ACH-000796,-0.14475184351
ACH-000799,-0.122497616884
ACH-000800,0.049035328086900004
ACH-000802,-0.144458746891
ACH-000804,-0.0583465014342
ACH-000805,0.0419121878226
ACH-000809,-0.273142355639
ACH-000810,0.175177715176
ACH-000811,-0.19386212564199998
ACH-000817,-0.0203031688167
ACH-000819,-0.0628760972891
ACH-000820,0.17408645879
ACH-000821,-0.0124777278366
ACH-000822,-0.339761679567
ACH-000823,-0.22865448329799998
ACH-000824,0.0523259392739
ACH-000827,0.0305960617652
ACH-000829,-0.08515047501710002
ACH-000831,-0.08885999198149999
ACH-000832,-0.05674722215030001
ACH-000833,0.06327570408250001
ACH-000834,-0.0386294882424
ACH-000835,-0.126937795531
ACH-000836,-0.202174844808
ACH-000837,-0.17198454092999998
ACH-000838,0.107427392468
ACH-000839,0.036081669080599996
ACH-000840,-0.242237147396
ACH-000841,-0.09455407966080001
ACH-000843,-0.20330174789900002
ACH-000846,0.0342402676778
ACH-000847,-0.0154485463307
ACH-000848,-0.0606694948498
ACH-000849,-0.216299222797
ACH-000851,-0.276147939854
ACH-000855,-0.0398562114605
ACH-000856,-0.29081015732500004
ACH-000858,-0.231992981543
ACH-000859,-0.319081430129
ACH-000861,-0.164790567336
ACH-000862,-0.07752847598460001
ACH-000865,-0.30004477750999997
ACH-000866,-0.0570191877228
ACH-000867,-0.0821324458026
ACH-000869,-0.13411996408500002
ACH-000872,-0.00600543523254
ACH-000873,-0.118158600792
ACH-000876,-0.269134992462
ACH-000878,-0.38205011800099997
ACH-000880,-0.0986662779553
ACH-000881,-0.116610765017
ACH-000882,-0.0499637305575
ACH-000884,-0.072534568574
ACH-000885,-0.15258254835500001
ACH-000887,-0.22940195481800002
ACH-000888,-0.0958890614768
ACH-000889,-0.0778456129252
ACH-000890,-0.23534201929
ACH-000896,-0.030603250513299998
ACH-000898,-0.036488923850800006
ACH-000900,-0.232749152929
ACH-000901,-0.143911550694
ACH-000905,-0.200262747726
ACH-000906,-0.230363449061
ACH-000907,0.103599976563
ACH-000910,-0.054842758113000004
ACH-000911,-0.151141526904
ACH-000912,0.0202566899492
ACH-000913,-0.072825656367
ACH-000915,-0.011290194198200001
ACH-000916,-0.334716182747
ACH-000917,-0.326764465097
ACH-000921,-0.228463051473
ACH-000924,-0.08683885973330001
ACH-000926,0.0546624417919
ACH-000928,-0.0017970553377400001
ACH-000929,-0.0792908306843
ACH-000932,-0.302588515755
ACH-000935,0.05254657985780001
ACH-000936,-0.27159407692800003
ACH-000937,-0.0295674356596
ACH-000938,0.0638342642839
ACH-000939,-0.131912485211
ACH-000941,-0.17885916357700002
ACH-000943,-0.223060272141
ACH-000946,-0.19995213179299998
ACH-000947,-0.0384980068529
ACH-000948,-0.0970557594715
ACH-000950,-0.175569781564
ACH-000953,0.0435783566368
ACH-000957,-0.181094276793
ACH-000958,0.033866381504900005
ACH-000960,-0.17172980765
ACH-000963,-0.380343914472
ACH-000968,-0.203574965376
ACH-000969,-0.132123835519
ACH-000973,-0.164572731658
ACH-000974,-0.120521938259
ACH-000975,-0.137619036614
ACH-000976,-0.0565262030026
ACH-000978,-0.0152131418493
ACH-000980,-0.287836116934
ACH-000984,-0.196750787478
ACH-000986,-0.428262362145
ACH-000988,0.0256149623255
ACH-000993,-0.00709620791859
ACH-000994,-0.172815539146
ACH-000996,-0.0550360529928
ACH-001001,-0.0678972746623
ACH-001020,-0.133238117594
ACH-001028,-0.23686686701200002
ACH-001031,-0.129403664027
ACH-001038,-0.192906340848
ACH-001048,-0.252805630196
ACH-001050,0.061906522470500006
ACH-001053,-0.14352873252599999
ACH-001054,0.00103758023154
ACH-001061,-0.230903588058
ACH-001067,-0.0698890040278
ACH-001075,-0.0760434610045
ACH-001096,-0.0562267785596
ACH-001128,-0.19313018165399998
ACH-001134,-0.0508186567279
ACH-001151,-0.202991991052
ACH-001163,-0.18275344732700002
ACH-001164,0.027801040071400003
ACH-001173,-0.0252395879515
ACH-001183,0.0162538939627
ACH-001184,-0.11780103459
ACH-001190,-0.0719162102752
ACH-001192,-0.135018734366
ACH-001193,-0.29931187903
ACH-001196,0.12359639072999999
ACH-001197,-0.199979247328
ACH-001205,-0.215995153187
ACH-001211,-0.196996752975
ACH-001212,0.111859163226
ACH-001228,-0.0504867627162
ACH-001232,-0.0973365400409
ACH-001239,-0.011376069212200001
ACH-001274,-0.167241688698
ACH-001275,0.08893556181040001
ACH-001277,0.103185454082
ACH-001278,-0.00369581980783
ACH-001280,0.216787721607
ACH-001283,-0.146447737075
ACH-001289,-0.24755347343000003
ACH-001295,-0.10395455212999999
ACH-001300,-0.0790719621996
ACH-001301,-0.20322274342799998
ACH-001302,0.18293376667800001
ACH-001303,-0.29457381369
ACH-001306,0.090291592295
ACH-001318,-0.04545237838880001
ACH-001322,-0.348781588667
ACH-001328,-0.010249688859100001
ACH-001332,-0.0423790603215
ACH-001333,-0.170827781795
ACH-001336,-0.0860014473546
ACH-001340,-0.0329385118396
ACH-001346,-0.0584008319056
ACH-001353,-0.225829443606
ACH-001354,0.139705870276
ACH-001367,-0.414118226947
ACH-001368,-0.0182057299357
ACH-001374,-0.32307468614
ACH-001375,-0.08984596325439999
ACH-001377,-0.224890146112
ACH-001380,-0.24469628357099998
ACH-001391,-0.0100834739514
ACH-001407,-0.10651963356699999
ACH-001408,-0.07402479504119999
ACH-001413,-0.184511755562
ACH-001430,-0.08158846960880001
ACH-001431,-0.117727251556
ACH-001450,-0.0154481410093
ACH-001496,-0.0383876520276
ACH-001500,-0.12359540842599999
ACH-001521,-0.25196306261999996
ACH-001523,-0.168730284287
ACH-001532,-0.110791125636
ACH-001536,0.032064645462000003
ACH-001550,-0.260250082367
ACH-001552,-0.07572167445360001
ACH-001554,-0.100318905825
ACH-001645,0.0216807473184
ACH-001654,-0.0379321059066
ACH-001715,-0.238509908241
ACH-001735,-0.126889900117
ACH-001736,-0.0107896120442
ACH-001737,0.029183360950700003
ACH-001740,0.08416500204590001
ACH-001745,-0.174411622556
ACH-001750,-0.0995358531349
ACH-001765,-0.052883599074999996
ACH-001956,-0.12642329251599999
ACH-001957,-0.203797969563
