,PREP (5550)
ACH-000004,-0.050393229735599995
ACH-000007,0.159539453887
ACH-000009,-0.192355660423
ACH-000011,-0.036668522220400006
ACH-000012,-0.186349556078
ACH-000013,0.0595621358695
ACH-000014,0.10841492038100001
ACH-000015,-0.127011204651
ACH-000017,-0.0719773156078
ACH-000018,-0.043117395275400004
ACH-000019,-0.23002951834600002
ACH-000021,-0.271175746176
ACH-000022,-0.0131166918618
ACH-000025,-0.0969333551602
ACH-000028,-0.00553495581404
ACH-000030,-0.12328929884999999
ACH-000035,0.05016951228759999
ACH-000036,-0.211468950938
ACH-000037,0.00940071644505
ACH-000039,-0.180049463442
ACH-000040,-0.0976103621233
ACH-000041,-0.24275797754999998
ACH-000042,-0.09117525359930001
ACH-000045,-0.09307462401380001
ACH-000047,0.037736975642300004
ACH-000052,0.106469211644
ACH-000053,-0.0776154809738
ACH-000054,-0.143577789344
ACH-000055,-0.048915461979400006
ACH-000060,-0.195089180099
ACH-000067,-0.0545799172418
ACH-000070,0.17276366884799998
ACH-000075,-0.16853010550099998
ACH-000078,-0.278145134979
ACH-000082,-0.0453031891816
ACH-000085,-0.018458583911099998
ACH-000086,-0.21654342242199998
ACH-000087,0.08840016209410001
ACH-000092,-0.149187196036
ACH-000095,-0.21817374262400002
ACH-000097,0.0121501433317
ACH-000098,-0.185979917259
ACH-000099,-0.111894720712
ACH-000108,-0.056736053965499994
ACH-000113,-0.253447440122
ACH-000115,-0.18675236369399997
ACH-000116,-0.235563424481
ACH-000118,-0.22126055185899998
ACH-000120,-0.165394211783
ACH-000123,-0.20796925300299998
ACH-000127,-0.14315487198
ACH-000128,-0.193439041181
ACH-000132,-0.36530626174599995
ACH-000133,0.0970275799811
ACH-000137,-0.147698600387
ACH-000138,-0.0984739313191
ACH-000142,-0.0959484355864
ACH-000143,0.0299137102561
ACH-000146,-0.171955233875
ACH-000148,-0.0664121245465
ACH-000150,-0.13449021057399999
ACH-000152,-0.12498889598200001
ACH-000153,0.26226129165999995
ACH-000159,-0.161441898852
ACH-000160,-0.254724019002
ACH-000163,-0.168057551253
ACH-000167,-0.0417119022674
ACH-000168,-0.136746334815
ACH-000169,-0.243611405442
ACH-000178,0.0102836964887
ACH-000182,-0.113324023591
ACH-000183,-0.269559450594
ACH-000188,-0.0325323797358
ACH-000189,-0.111679534167
ACH-000190,-0.141277744051
ACH-000198,-0.156679358723
ACH-000204,-0.269782320287
ACH-000206,-0.20118666374400002
ACH-000207,-0.00194807562258
ACH-000211,-0.166611219558
ACH-000215,-0.285028482379
ACH-000221,-0.20165428719599998
ACH-000222,-0.231407091036
ACH-000223,-0.152473897412
ACH-000226,-0.113943069756
