,PLCL1 (5334)
ACH-000004,0.195556397762
ACH-000007,0.087540042258
ACH-000009,0.044356963793800004
ACH-000011,0.33324890983000005
ACH-000012,0.123515016212
ACH-000013,0.29730840102
ACH-000014,0.18163163004000002
ACH-000015,0.157626949685
ACH-000017,-0.0010867284665
ACH-000018,-0.041662487856800004
ACH-000019,0.128913531705
ACH-000021,0.261158838137
ACH-000022,0.28559836634
ACH-000025,0.34336433725599996
ACH-000028,0.387676204595
ACH-000030,0.140923793353
ACH-000035,0.36245012742700006
ACH-000036,0.0702318484454
ACH-000037,0.032960227757
ACH-000039,0.210362559844
ACH-000040,0.19290616597399998
ACH-000041,0.11212825561699999
ACH-000042,0.26435910133
ACH-000045,0.261964631282
ACH-000047,0.20923314569600002
ACH-000052,0.39847435398500003
ACH-000053,0.131089829092
ACH-000054,0.303601117578
ACH-000055,0.132718705368
ACH-000060,0.005965623935660001
ACH-000067,0.381841099646
ACH-000070,0.00588187153111
ACH-000075,0.361964223155
ACH-000078,0.259880046744
ACH-000082,0.07032823982610001
ACH-000085,0.13878300374299998
ACH-000086,0.101448116405
ACH-000087,0.265495714074
ACH-000092,0.05604437201219999
ACH-000095,0.190423083499
ACH-000097,0.21985526145
ACH-000098,0.145449923711
ACH-000099,0.35666027468
ACH-000108,0.0565237244173
ACH-000113,0.24372544716999997
ACH-000115,0.256887774837
ACH-000116,0.13934845987800001
ACH-000118,0.118885782629
ACH-000120,0.11137597083699999
ACH-000123,0.242732052662
ACH-000127,0.315312915585
ACH-000128,-0.043089311338
ACH-000132,0.316968320332
ACH-000133,0.0016734340145799999
ACH-000137,0.026784329308500002
ACH-000138,0.285266447812
ACH-000142,0.41847093115199996
ACH-000143,0.272657497864
ACH-000146,0.167390421361
ACH-000148,0.124017785566
ACH-000150,0.150339277336
ACH-000152,0.16112179145
ACH-000153,0.270032545537
ACH-000159,0.23177966880800002
ACH-000160,0.193386742522
ACH-000163,0.222110935779
ACH-000167,0.143773838281
ACH-000168,0.358586692295
