,TMSB10 (9168)
ACH-000274,-0.6216567399849999
ACH-000277,-0.32734848871100003
ACH-000278,-0.45675424005599996
ACH-000279,-0.791864257263
ACH-000280,-0.5582308132399999
ACH-000281,-0.6195526387529999
ACH-000288,-0.604933777997
ACH-000291,-0.616222042588
ACH-000293,-0.6659783885980001
ACH-000294,-0.75064924234
ACH-000295,-0.418946581733
ACH-000296,-0.567979341213
ACH-000302,-0.413861087402
ACH-000304,-0.651552334017
ACH-000307,-0.701842781618
ACH-000308,-0.574388641444
ACH-000310,-0.8333908754029999
ACH-000311,-0.783358755275
ACH-000312,-0.783440495262
ACH-000315,-0.559007955406
ACH-000316,-0.44994294868
ACH-000317,-0.838152086118
ACH-000318,-0.5199875594
ACH-000319,-0.782633594794
ACH-000320,-0.891054969607
ACH-000322,-0.750680331116
ACH-000323,-0.409347815581
ACH-000324,-0.7841888782969999
ACH-000329,-0.342100304543
ACH-000330,-0.635994851084
ACH-000331,-0.728292194772
ACH-000332,-0.599543361611
ACH-000334,-0.66433986346
ACH-000335,-0.471871448873
ACH-000336,-0.476103857842
ACH-000337,-0.09188254349700001
ACH-000339,-0.6292216487460001
ACH-000341,-0.559566383059
ACH-000348,-0.577897831823
ACH-000350,-0.6763766785449999
ACH-000352,-0.802698046754
ACH-000356,-0.561567977275
ACH-000361,-0.8464171974250001
ACH-000362,-0.620551426061
ACH-000363,-0.363660220357
ACH-000364,-0.724457144838
ACH-000365,-0.49509544248099996
ACH-000366,-0.587882559238
ACH-000368,-0.590561245176
ACH-000374,-0.5463644850020001
ACH-000375,-0.6927264175229999
ACH-000376,-0.715885536355
ACH-000381,-0.9990562876829999
ACH-000383,-1.58403067615
ACH-000387,-0.599521239854
ACH-000389,-0.7114224144169999
ACH-000390,-0.761779827441
ACH-000393,-0.730734847474
ACH-000395,-0.5962925198160001
ACH-000397,-0.701107222159
ACH-000401,-0.525118758296
ACH-000402,-0.293802830834
ACH-000403,-0.5945311911869999
ACH-000404,-0.41665449535599997
ACH-000406,-0.386656850351
ACH-000407,-0.639522212613
ACH-000408,-0.54908415779
ACH-000410,-0.569112080289
ACH-000411,-0.604664577724
ACH-000414,-0.673732220116
ACH-000415,-0.715226537689
ACH-000416,-0.664016147112
ACH-000420,-0.9390819101019999
ACH-000421,-0.6940752083399999
ACH-000424,-0.878037581377
ACH-000425,-0.676777012753
ACH-000426,-0.599288723659
ACH-000427,-0.863620980866
ACH-000433,-0.6519450788800001
ACH-000436,-0.561095625653
ACH-000444,-0.669776276948
ACH-000445,-0.592757674167
ACH-000448,-0.626847441426
ACH-000450,-0.40965048811099997
ACH-000452,-0.455697334955
ACH-000454,-0.436523427476
ACH-000458,-0.568077332331
ACH-000459,-0.552358339978
ACH-000460,-0.709193358505
ACH-000461,-0.477760298399
ACH-000463,-0.690962855282
ACH-000464,-0.487949105353
ACH-000466,-1.0896816469
ACH-000467,-0.722042165279
ACH-000468,-0.5257727480309999
ACH-000469,-0.37080690953900003
ACH-000470,-0.681899027906
ACH-000471,-0.7222744393170001
ACH-000472,-0.43621505518799997
ACH-000473,-0.544316922081
ACH-000475,-0.604296350915
ACH-000476,-0.35931017410899996
ACH-000477,-0.36436787923299996
ACH-000480,-0.601851828514
ACH-000481,-0.787574192815
ACH-000483,-0.6240340979460001
ACH-000484,-0.5625085749750001
ACH-000485,-0.547757647256
ACH-000486,-0.7180664079100001
ACH-000487,-0.526082022171
ACH-000488,-0.479671613556
ACH-000490,-0.545182149968
ACH-000491,-0.465194268679
ACH-000495,-0.695340150785
ACH-000496,-0.852666605097
ACH-000499,-0.38145041029
ACH-000500,-0.0638220086809
ACH-000502,-0.525909814881
ACH-000503,-0.652243502047
ACH-000505,-0.5676097035600001
ACH-000507,-0.6999262288920001
ACH-000510,-0.47823201145099997
ACH-000511,-0.5007718170000001
ACH-000512,-0.318370077098
ACH-000516,-0.547027655757
ACH-000517,-0.426722135088
ACH-000518,-0.525617326794
ACH-000520,-0.467491851025
ACH-000521,-1.10685540266
ACH-000522,-0.742088399328
ACH-000524,-0.666174961506
ACH-000527,-0.7070882890919999
ACH-000528,-0.515887972953
ACH-000537,-0.476351738742
ACH-000541,-0.651985738125
ACH-000542,-0.515052197885
ACH-000544,-0.8919838906049999
ACH-000545,-0.634256018619
ACH-000547,-0.637256713623
ACH-000548,-0.783221826693
ACH-000549,-0.467170229491
ACH-000550,-0.457068618718
ACH-000552,-0.707476944639
ACH-000556,-0.558052899594
ACH-000557,-0.38106053995800004
ACH-000570,-0.540594670035
ACH-000571,-0.36148845274400004
ACH-000573,-0.440283248965
ACH-000576,-0.414915027118
ACH-000580,-0.8520199635100001
ACH-000584,-0.6932535983239999
ACH-000585,-0.729823233165
ACH-000588,-0.46020413455200004
ACH-000589,-0.542396979932
ACH-000591,-0.39903790940800005
ACH-000593,-0.61233539209
ACH-000600,-0.621551532847
ACH-000601,-0.622979561173
ACH-000604,-0.5331621362100001
ACH-000605,-0.558268689086
ACH-000606,-0.634306031646
ACH-000608,-0.385691747925
ACH-000614,-0.48627319690399995
ACH-000616,-0.44367588216700005
ACH-000618,-0.688330368558
ACH-000619,-0.625928096019
ACH-000620,-0.5522333806149999
ACH-000621,-0.40576213735600003
ACH-000622,-0.513868731021
ACH-000623,-0.582740041822
ACH-000624,-0.425638916638
ACH-000627,-0.7705564141529999
ACH-000630,-0.724945066012
ACH-000632,-0.745939334907
ACH-000633,-0.790285510115
ACH-000637,-0.843472056445
ACH-000638,-0.634644800907
ACH-000646,-0.220573203945
ACH-000647,-0.47154004635499996
ACH-000648,-0.796548534409
ACH-000649,-0.507320495694
ACH-000651,-0.569109812762
ACH-000652,-0.31003168475000004
ACH-000653,-0.46181879694399997
ACH-000657,-0.70127905656
ACH-000658,-0.422080125053
ACH-000661,-0.561576288187
ACH-000662,-0.361392869031
ACH-000663,-0.569340916593
ACH-000665,-0.683232320433
ACH-000671,-0.757305078833
ACH-000673,-0.647255412022
ACH-000676,-0.633900022103
ACH-000677,-0.39228492915299995
ACH-000681,-0.8265662612829999
ACH-000682,-0.673658151313
ACH-000683,-0.525940525409
ACH-000684,-0.6496470498420001
ACH-000688,-0.8382224146449999
ACH-000693,-0.547494387118
ACH-000694,-0.464622893657
ACH-000695,-0.37842811451700004
ACH-000696,-0.609305045724
ACH-000697,-0.554307167585
ACH-000699,-0.517924803629
ACH-000701,-0.5463227103230001
ACH-000706,-0.560514313571
ACH-000711,-0.505001009166
ACH-000713,-0.44405764158600003
ACH-000714,-0.692104465317
ACH-000718,-0.5205804211339999
ACH-000720,-0.5768737464429999
ACH-000721,-0.572725869159
ACH-000724,-0.373812894115
ACH-000725,-0.601062464918
ACH-000732,-0.5809803763170001
ACH-000734,-0.48740935343900005
ACH-000735,-0.507287499984
ACH-000736,-0.42997495091300003
ACH-000738,-0.6339208812680001
ACH-000746,-0.580097223797
ACH-000747,-0.8620343400120001
ACH-000748,-0.6506038268450001
ACH-000753,-0.43368621537600005
ACH-000756,-0.541663245747
ACH-000757,-0.641738715042
ACH-000758,-0.640884769138
ACH-000760,-0.435767646874
ACH-000763,-0.671770870215
ACH-000764,-0.379718443567
ACH-000765,-0.13898005921599998
ACH-000766,-0.49445333442
ACH-000767,-0.425118815075
ACH-000768,-0.457586981726
ACH-000769,-0.700942692589
ACH-000770,-0.576739297133
ACH-000771,-0.67117509216
ACH-000773,-0.483568636972
ACH-000776,-1.0413343514
ACH-000777,-0.573110421517
ACH-000778,-0.5543943517319999
ACH-000781,-0.661829510302
ACH-000782,-0.405860649739
ACH-000783,-0.581533468414
ACH-000784,-0.576835427715
ACH-000785,-0.816798187667
ACH-000787,-0.529699818227
ACH-000788,-0.6371409606499999
ACH-000791,-0.8199941062080001
ACH-000792,-0.482940177759
ACH-000794,-0.7406014005670001
ACH-000796,-0.724490640872
ACH-000799,-0.9658830166500001
ACH-000800,-0.346818083798
ACH-000802,-0.640930724486
ACH-000804,-0.749049056929
ACH-000805,-0.61802702288
ACH-000809,-0.655916700964
ACH-000810,-0.7980064079100001
ACH-000811,-0.607877368328
ACH-000817,-0.654159031461
ACH-000819,-0.416904269349
ACH-000820,-0.385835975084
ACH-000821,-0.320916751929
ACH-000822,-0.769857924954
ACH-000823,-0.5481500542809999
ACH-000824,-0.662120026092
ACH-000827,-0.597230697081
ACH-000829,-0.6046175492
ACH-000831,-0.614971489945
ACH-000832,-0.897126476415
ACH-000833,-0.570013966697
ACH-000834,-0.643675908148
ACH-000835,-0.495999051079
ACH-000836,-0.628296792677
ACH-000837,-0.811648791887
ACH-000838,-0.552291693279
ACH-000839,-0.526095482242
ACH-000840,-0.38360601191699994
ACH-000841,-0.743482772763
ACH-000843,-0.497582711775
ACH-000846,-0.973097787377
ACH-000847,-0.886007468873
ACH-000848,-0.48196737154799996
ACH-000849,-0.571483295324
ACH-000851,-0.749242092189
ACH-000855,-0.646194925053
ACH-000856,-0.592960807145
ACH-000858,-0.538613238438
ACH-000859,-0.786789614961
ACH-000861,-0.766660795169
ACH-000862,-0.5372850576739999
ACH-000865,-0.521950102394
ACH-000866,-0.627864221977
ACH-000867,-0.6269040826100001
ACH-000869,-0.517944030385
ACH-000872,-0.5582022150779999
ACH-000873,-0.632628432597
ACH-000876,-0.46572480017800005
ACH-000878,-0.599448421862
ACH-000880,-0.496231444434
ACH-000881,-0.651708749676
ACH-000882,-0.649251291844
ACH-000884,-0.542407933125
ACH-000885,-0.680545361371
ACH-000887,-0.595066555904
ACH-000888,-0.521480057181
ACH-000889,-0.761299903127
ACH-000890,-0.30825516897
ACH-000896,-0.6098441345719999
ACH-000898,-0.647144993471
ACH-000900,-1.0275438087
ACH-000901,-0.682728747691
ACH-000905,-0.589985058357
ACH-000906,-0.6165799244910001
ACH-000907,-0.7853800501549999
ACH-000910,-0.41015414251599996
ACH-000911,-0.6081008149620001
ACH-000912,-0.596866063384
ACH-000913,-0.594892798396
ACH-000915,-0.591854777679
ACH-000916,-0.505749958394
ACH-000917,-0.7264919527770001
ACH-000921,-0.6478819788710001
ACH-000924,-0.470250624454
ACH-000926,-0.6125778248229999
ACH-000928,-1.16385972851
ACH-000929,-0.523225108673
ACH-000932,-0.595407038761
ACH-000935,-0.9056815171510001
ACH-000936,-0.725928214951
ACH-000937,-0.4565100435600001
ACH-000938,-0.367018813007
ACH-000939,-0.663725918246
ACH-000941,-0.602404860017
ACH-000943,-0.715012034175
ACH-000946,-0.847282545143
ACH-000947,-0.666207880051
ACH-000948,-0.650222798128
ACH-000950,-0.569333136954
ACH-000953,-0.376448305634
ACH-000957,-0.374484715076
ACH-000958,-0.317683251471
ACH-000960,-0.306059250024
ACH-000963,-1.17678396611
ACH-000968,-0.565085544271
ACH-000969,-0.5845569656899999
ACH-000973,-0.607123916764
ACH-000974,-0.6588395013480001
ACH-000975,-0.679406554531
ACH-000976,-0.664278144776
ACH-000978,-0.7149083266399999
ACH-000980,-0.506787731036
ACH-000984,-0.6138383724459999
ACH-000986,-0.708761766474
ACH-000988,-0.561228296699
ACH-000993,-0.817752686359
ACH-000994,-0.938063355202
ACH-000996,-0.826766530288
ACH-001001,-0.711039264742
ACH-001020,-0.607445520279
ACH-001028,-0.552367100797
ACH-001031,-0.621213399304
ACH-001038,-0.7672810528659999
ACH-001048,-0.677815763625
ACH-001050,-0.654165106355
ACH-001053,-0.70156885563
ACH-001054,-0.597882083266
ACH-001061,-0.4429407389600001
ACH-001067,-0.683441408965
ACH-001075,-0.684549294314
ACH-001096,-0.38482799536300005
ACH-001128,-0.43825653696999994
ACH-001134,-0.688690734594
ACH-001151,-0.605942775234
ACH-001163,-0.63248227887
ACH-001164,-0.571884917084
ACH-001173,-0.550033044108
ACH-001183,-0.337553486687
ACH-001184,-0.637084326326
ACH-001190,-0.841310872894
ACH-001192,-0.5102836911899999
ACH-001193,-0.409168602413
ACH-001196,-0.600519710938
ACH-001197,-0.908530333089
ACH-001205,-0.517530556599
ACH-001211,-0.711409302014
ACH-001212,-0.9216059397409999
ACH-001228,-0.60476583993
ACH-001232,-0.754131075986
ACH-001239,-0.5883549003199999
ACH-001274,-0.28540300296300003
ACH-001275,-0.603872926948
ACH-001277,-0.66558708109
ACH-001278,-0.5163312988009999
ACH-001280,-0.861327001833
ACH-001283,-0.660324848995
ACH-001289,-0.555655311942
ACH-001295,-0.755490332078
ACH-001300,-0.496797828276
ACH-001301,-0.721242345565
ACH-001302,-0.824744282398
ACH-001303,-0.765214081208
ACH-001306,-0.47772266714199996
ACH-001318,-0.7967805511589999
ACH-001322,-0.513755499127
ACH-001328,-0.577683007738
ACH-001332,-0.8065413295080001
ACH-001333,-1.01856588347
ACH-001336,-0.584236387111
ACH-001340,-0.68627085492
ACH-001346,-0.734760714595
ACH-001353,-0.826934604062
ACH-001354,-0.778798053918
ACH-001367,-0.418789802152
ACH-001368,-0.675581011913
ACH-001374,-0.5440800043940001
ACH-001375,-0.51496445095
ACH-001377,-0.565159809668
ACH-001380,-0.708632823159
ACH-001391,-0.594379433546
ACH-001407,-0.770089975406
ACH-001408,-0.5801662117499999
ACH-001413,-0.75174864973
ACH-001430,-0.76380295962
ACH-001431,-0.631472877653
ACH-001450,-0.258906393867
ACH-001496,-0.503541300767
ACH-001500,-0.733304190125
ACH-001521,-0.539463744224
ACH-001523,-0.647357596439
ACH-001532,-0.369906339035
ACH-001536,-0.787031374537
ACH-001550,-0.6507768746320001
ACH-001552,-0.651061572594
ACH-001554,-0.737955043788
ACH-001645,-0.6846334030600001
ACH-001654,-0.5172838261630001
ACH-001715,-0.410742238102
ACH-001735,-0.625449704902
ACH-001736,-0.33960489769599994
ACH-001737,-0.402553549257
ACH-001740,-0.491708116004
ACH-001745,-0.581005305036
ACH-001750,-0.5183379943990001
ACH-001765,-0.465210412535
ACH-001956,-0.486704279388
ACH-001957,-0.526558477283
