,AP3S1 (1176)
ACH-000004,-0.328672722707
ACH-000007,-0.30029336956700003
ACH-000009,-0.104621086634
ACH-000011,-0.124177919454
ACH-000012,-0.21617321332199999
ACH-000013,-0.259985327245
ACH-000014,-0.33151358738200004
ACH-000015,-0.213618019122
ACH-000017,0.020121207800300002
ACH-000018,-0.40561595692100005
ACH-000019,-0.21309763506299997
ACH-000021,-0.057486830738900006
ACH-000022,-0.156118305109
ACH-000025,0.0731814399934
ACH-000028,0.0513732673033
ACH-000030,-0.083770998207
ACH-000035,-0.21153312425
ACH-000036,-0.137774181124
ACH-000037,-0.286701327553
ACH-000039,0.19325224477400002
ACH-000040,0.210659559164
ACH-000041,0.036903491774
ACH-000042,-0.311262684274
ACH-000045,-0.170809710131
ACH-000047,-0.0887159767804
ACH-000052,-0.23795994957400002
ACH-000053,-0.08809406536890001
ACH-000054,-0.182618096365
ACH-000055,-0.301914698942
ACH-000060,-0.159878254753
ACH-000067,-0.269462316553
ACH-000070,0.09078061473549999
ACH-000075,-0.308194173721
ACH-000078,-0.297640990889
ACH-000082,-0.291668342862
ACH-000085,-0.193602973764
ACH-000086,-0.232072799009
ACH-000087,-0.18574389056499999
ACH-000092,-0.16969705653900002
ACH-000095,-0.34315747147
ACH-000097,-0.165612246887
ACH-000098,-0.336506584135
ACH-000099,-0.155728858145
ACH-000108,-0.131194910445
ACH-000113,0.005937568473549999
ACH-000115,-0.273550739015
ACH-000116,-0.23691101025400002
ACH-000118,-0.073977320615
ACH-000120,-0.45371763437299995
ACH-000123,-0.00711051001482
ACH-000127,-0.238080140821
ACH-000128,-0.0443920784706
ACH-000132,-0.0592685701882
ACH-000133,-0.0555606664663
ACH-000137,-0.256305989834
ACH-000138,-0.136070209664
ACH-000142,-0.05821169926130001
ACH-000143,-0.23878124638300002
ACH-000146,-0.043330022029
ACH-000148,-0.20505749542100002
ACH-000150,0.0498678301636
ACH-000152,-0.13264435372199998
ACH-000153,-0.08517695575300001
ACH-000159,-0.0638082759024
ACH-000160,-0.150915776723
ACH-000163,-0.270484970033
ACH-000167,-0.147548161404
ACH-000168,-0.0584580189649
ACH-000169,-0.265609806648
ACH-000178,-0.21723265208700002
ACH-000182,-0.139637286651
ACH-000183,-0.398482113738
ACH-000188,-0.08184361719439999
ACH-000189,-0.29182708249600003
ACH-000190,-0.0652933752735
ACH-000198,-0.141942415596
ACH-000204,0.127178443226
ACH-000206,0.123021683281
ACH-000207,0.075703523728
ACH-000211,-0.283516991167
ACH-000215,-0.113320295941
ACH-000221,-0.238513920262
ACH-000222,-0.040548079950599995
ACH-000223,-0.271392016969
ACH-000226,-0.465500286592
ACH-000227,-0.412810286923
ACH-000228,-0.329500539001
ACH-000231,-0.0342722408256
ACH-000232,-0.38565979172200004
ACH-000233,-0.208203219955
ACH-000234,-0.0879371269005
ACH-000235,0.00156089148778
ACH-000237,-0.191765775831
ACH-000238,-0.188054029868
ACH-000243,-0.0773384390763
ACH-000244,-0.103639301258
ACH-000246,-0.248023616771
ACH-000248,-0.11215568598200001
ACH-000250,-0.128244072932
ACH-000251,-0.09406777505200001
ACH-000253,-0.18856048755399998
ACH-000255,-0.40618830915299997
ACH-000256,-0.08189206012860001
ACH-000257,-0.27374506415
ACH-000258,-0.499497718251
ACH-000259,0.0390763082131
ACH-000260,-0.162712461804
