,CNTFR (1271)
ACH-000004,-0.015543992297700001
ACH-000007,-0.07559880470619999
ACH-000009,0.026087666927900002
ACH-000011,0.044579375756199996
ACH-000012,0.0835686359754
ACH-000013,-0.0709338774671
ACH-000014,-0.148225954588
ACH-000015,-0.12246798852600001
ACH-000017,-0.007197576344569999
ACH-000018,-0.0210437455877
ACH-000019,-0.272184928328
ACH-000021,-0.225900723488
ACH-000022,-0.190282399784
ACH-000025,0.0464427549544
ACH-000028,0.0477100605715
ACH-000030,-0.140593758105
ACH-000035,0.05299316728680001
ACH-000036,-0.0827847679326
ACH-000037,0.021065778531299997
ACH-000039,0.211615616294
ACH-000040,-0.08036296151210001
ACH-000041,-0.000514788711998
ACH-000042,-0.20637951451499997
ACH-000045,-0.0160957656886
ACH-000047,0.0375081268255
ACH-000052,0.163796757762
ACH-000053,-0.0236915609093
ACH-000054,-0.0180034583558
ACH-000055,-0.122144585115
ACH-000060,0.0651968463476
ACH-000067,-0.032636967948
ACH-000070,0.216194469876
ACH-000075,-0.130607990779
ACH-000078,0.0838591551035
ACH-000082,0.00677463605358
ACH-000085,-0.259625573158
ACH-000086,-0.120188340052
ACH-000087,-0.0319914823923
ACH-000092,-0.203125324053
ACH-000095,-0.085711653728
ACH-000097,-0.013994726058100001
ACH-000098,-0.15901051211300002
ACH-000099,-0.00781543582106
ACH-000108,-0.110339101566
ACH-000113,-0.12469641794700001
ACH-000115,-0.351003471815
ACH-000116,0.00811105676809
ACH-000118,-0.161941298763
ACH-000120,0.100376890302
ACH-000123,-0.031139531261900003
ACH-000127,0.007183686416880001
ACH-000128,-0.172542533901
ACH-000132,-0.0591309614924
ACH-000133,-0.00340436619138
ACH-000137,-0.13628947933
ACH-000138,-0.07537235104060001
ACH-000142,0.130168502583
ACH-000143,-0.300030151104
ACH-000146,-0.0507001371045
ACH-000148,-0.0156213325058
ACH-000150,-0.0117001899414
ACH-000152,0.235133593911
ACH-000153,0.0874217533715
ACH-000159,-0.14279100219000002
ACH-000160,-0.13065186180900001
ACH-000163,-0.11207603408
ACH-000167,-0.102310345167
ACH-000168,-0.18086543279599998
ACH-000169,-0.10489240791400001
ACH-000178,-0.0890618542082
ACH-000182,-0.0663828609672
ACH-000183,-0.0163173243736
ACH-000188,-0.176387007003
ACH-000189,-0.456196199995
ACH-000190,-0.012359917712600001
ACH-000198,-0.010426491577299999
ACH-000204,-0.100275024243
ACH-000206,-0.05425925895280001
ACH-000207,0.0234214773146
ACH-000211,0.0190224783
ACH-000215,-0.09284344650589998
ACH-000221,-0.11752833623400001
ACH-000222,-0.31728761896499996
ACH-000223,0.041833736724199995
ACH-000226,-0.227177898854
ACH-000227,-0.00037567808691699997
ACH-000228,-0.161564536648
ACH-000231,-0.0851279173745
ACH-000232,-0.0188407310735
ACH-000233,0.0313488461177
ACH-000234,-0.00322445798058
ACH-000235,0.013204021725600002
ACH-000237,-0.0241768648155
ACH-000238,-0.152256110118
ACH-000243,-0.0997838118031
ACH-000244,-0.09667960628460001
ACH-000246,-0.12669393594
ACH-000248,-0.168859334956
ACH-000250,0.09710977404719999
ACH-000251,0.065670097151
ACH-000253,-0.04985581912690001
ACH-000255,-0.12238557144500001
ACH-000256,2.03751994218e-05
ACH-000257,-0.0221684577348
ACH-000258,0.14936415475
ACH-000259,-0.028338134831300002
ACH-000260,0.00386892070206
ACH-000261,-0.0849931964253
ACH-000262,-0.250261161611
ACH-000263,-0.19760825392099998
ACH-000264,-0.11947855448799999
ACH-000265,-0.20965009587900002
ACH-000266,-0.0414735360421
ACH-000272,0.024329754683699998
ACH-000273,0.0534699104823
ACH-000274,-0.176671267755
ACH-000277,-0.055113355171
ACH-000278,-0.162676614692
ACH-000279,-0.0868286899285
