,PKHD1 (5314)
ACH-000260,-0.13723971265999999
ACH-000261,-0.192002540236
ACH-000262,-0.06773056012350001
ACH-000263,0.053211695941599996
ACH-000264,-0.352190018921
ACH-000265,-0.18717149947700001
ACH-000266,-0.117049373904
ACH-000272,-0.016152181784000002
ACH-000273,-0.166388955929
ACH-000274,-0.16237956278100002
ACH-000277,0.0193302170554
ACH-000278,-0.194506011072
ACH-000279,-0.241128857351
ACH-000280,-0.0220804898066
ACH-000281,-0.0207614781305
ACH-000288,-0.118772579858
ACH-000291,-0.06962120787539999
ACH-000293,-0.234870670117
ACH-000294,-0.018930578822700002
ACH-000295,-0.33349690023
ACH-000296,-0.049873553058199994
ACH-000302,-0.0435849961776
ACH-000304,0.180367477442
ACH-000307,-0.0854070009659
ACH-000308,-0.0687930276408
ACH-000310,-0.335095666992
ACH-000311,0.0578088471215
ACH-000312,-0.19059597112799997
ACH-000315,-0.605361815961
ACH-000316,-0.252977967373
ACH-000317,-0.0224801689778
ACH-000318,0.018549011245
ACH-000319,-0.130774908066
ACH-000320,-0.15796246859899998
ACH-000322,-0.100497116502
ACH-000323,-0.233257536927
ACH-000324,-0.0626366477497
ACH-000329,0.0460620263142
ACH-000330,-0.338770611385
ACH-000331,-0.12513155718900001
ACH-000332,-0.131805695872
ACH-000334,-0.0005267256409410001
ACH-000335,-0.10893078509700001
ACH-000336,-0.215190778981
ACH-000337,-0.284045553304
ACH-000339,-0.319920971475
ACH-000341,0.11032030162
ACH-000348,-0.21226662715
ACH-000350,0.06649224756319999
ACH-000352,-0.272034572447
ACH-000356,-0.318521544273
ACH-000361,-0.33894340797600003
ACH-000362,-0.135466624841
ACH-000363,-0.0367161479687
ACH-000364,-0.0566910645614
ACH-000365,-0.206945294264
ACH-000366,-0.0950662781276
ACH-000368,-0.165370611026
ACH-000374,-0.119783550803
ACH-000375,-0.258021677678
ACH-000376,-0.10317996536
ACH-000381,-0.0987404517341
ACH-000383,-0.142460315931
ACH-000387,-0.174719473705
ACH-000389,-0.0634323183974
ACH-000390,-0.153207352401
ACH-000393,-0.24184050977899998
ACH-000395,0.042060195811800004
ACH-000397,-0.283685117636
ACH-000401,0.0270956225105
ACH-000402,0.0346805625111
ACH-000403,-0.0589093720654
ACH-000404,-0.18758153119600002
ACH-000406,-0.09405628328939998
ACH-000407,-0.181428088398
ACH-000408,-0.26089678491
ACH-000410,-0.242715883534
ACH-000411,0.014886463458799999
ACH-000414,-0.09697668496339999
ACH-000415,-0.252823541352
ACH-000416,-0.103419934937
ACH-000420,-0.141911113399
ACH-000421,-0.226680411022
ACH-000424,-0.0636121940405
ACH-000425,-0.061284735014500005
ACH-000426,-0.234175133441
ACH-000427,0.00706377700751
ACH-000433,0.193853273667
ACH-000436,-0.050960763700900004
ACH-000444,-0.253405978988
ACH-000445,0.179717249542
ACH-000448,-0.165939513439
ACH-000450,-0.0137688433108
ACH-000452,-0.169949465791
ACH-000454,-0.524553613567
ACH-000458,-0.253645685613
ACH-000459,0.047099894889900004
ACH-000460,-0.11560196835799999
ACH-000461,-0.180764826257
ACH-000463,-0.0609564436044
ACH-000464,-0.27494821278799997
ACH-000466,-0.06435363998259999
ACH-000467,-0.0603475906939
ACH-000468,-0.163089583438
ACH-000469,-0.179073367264
ACH-000470,-0.047842130696599997
ACH-000471,-0.126232055388
ACH-000472,-0.0941186428287
ACH-000473,-0.262564779433
ACH-000475,-0.0783644118035
ACH-000476,-0.051014079864499996
ACH-000477,0.012917863298
ACH-000480,-0.339009293467
ACH-000481,-0.20770634535399998
ACH-000483,-0.08835120424529999
ACH-000484,-0.0557784064953
ACH-000485,0.0139489710169
ACH-000486,-0.164986797359
ACH-000487,-0.162595079799
ACH-000488,-0.284674711785
ACH-000490,-0.0922255725331
ACH-000491,-0.551608841183
ACH-000495,0.00127221681605
ACH-000496,-0.373089857895
ACH-000499,-0.569433483392
ACH-000500,-0.263081048853
ACH-000502,-0.158333198989
ACH-000503,-0.0285134295988
ACH-000505,-0.272511427347
ACH-000507,0.00784761420974
ACH-000510,-0.0962126520783
ACH-000511,-0.0924655149161
ACH-000512,-0.394036696849
ACH-000516,0.0191087634305
ACH-000517,-0.131713296393
ACH-000518,-0.133751530949
ACH-000520,0.059405579818
ACH-000521,-0.0158856239963
ACH-000522,-0.125887505299
ACH-000524,-0.187728058588
ACH-000527,-0.0945907274024
ACH-000528,-0.19048967177
ACH-000537,-0.12078828987
ACH-000541,-0.107879255005
ACH-000542,-0.09067943262299999
ACH-000544,-0.310732726086
ACH-000545,-0.101372304269
ACH-000547,-0.36253963796300004
ACH-000548,-0.170559407892
ACH-000549,-0.338216106863
ACH-000550,-0.285030017423
ACH-000552,-0.139691088412
ACH-000556,-0.141274943786
ACH-000557,-0.126504551769
ACH-000570,-0.0795136002602
ACH-000571,-0.0139899629912
ACH-000573,-0.108379006625
ACH-000576,-0.12560285508
ACH-000580,-0.336163663414
ACH-000584,-0.0759432065865
ACH-000585,-0.240351181236
ACH-000588,-0.179236784547
ACH-000589,-0.13374159280099998
ACH-000591,-0.242527605175
ACH-000593,-0.199772994481
ACH-000600,-0.168158171019
ACH-000601,-0.104124250997
ACH-000604,-0.08468436851849999
ACH-000605,-0.25755441497299997
ACH-000606,-0.222923766586
ACH-000608,-0.13194909826600001
ACH-000614,-0.0273386319587
ACH-000616,-0.177757256378
ACH-000618,-0.24404558859900002
ACH-000619,-0.117068863171
ACH-000620,0.041544877968699996
ACH-000621,-0.238745595052
ACH-000622,-0.170902192442
ACH-000623,-0.303664819263
ACH-000624,-0.206888772526
ACH-000627,-0.0810675051737
ACH-000630,-0.11237695111300001
ACH-000632,0.102617260288
ACH-000633,-0.150423421155
ACH-000637,-0.183171323606
ACH-000638,-0.147149417384
ACH-000646,0.07868779787260001
ACH-000647,-0.227509191534
ACH-000648,-0.010211764343200001
ACH-000649,-0.172246302855
ACH-000651,-0.27185511557500003
ACH-000652,-0.0555111222948
ACH-000653,-0.40253409431599996
ACH-000657,-0.13718637431800002
ACH-000658,-0.22256464448399998
ACH-000661,-0.07501946746589999
ACH-000662,0.310661310609
ACH-000663,-0.12361980712300001
ACH-000665,-0.15255207179000002
ACH-000671,-0.21445586167300001
ACH-000673,-0.217069017826
ACH-000676,-0.148447355674
ACH-000677,-0.268020064398
ACH-000681,-0.19373089567000001
ACH-000682,-0.207860980836
ACH-000683,-0.412322493167
ACH-000684,-0.0568737079208
ACH-000688,-0.0816734875215
ACH-000693,-0.12192239115999999
ACH-000694,-0.115110864786
ACH-000695,-0.183333007951
ACH-000696,-0.14481107965
ACH-000697,-0.0513876818167
ACH-000699,-0.11663562963
ACH-000701,0.053974021452900006
ACH-000706,-0.17781892413
ACH-000711,-0.184661776171
ACH-000713,-0.510605028196
ACH-000714,-0.13228787730900002
ACH-000718,0.155100071695
ACH-000720,-0.189771396492
ACH-000721,-0.21248425966099999
ACH-000724,0.213418092366
ACH-000725,-0.515371171539
ACH-000732,-0.365102386489
ACH-000734,-0.24250776062899998
ACH-000735,-0.125957420505
ACH-000736,-0.126677166888
ACH-000738,0.00803715514715
ACH-000746,0.060585074909199996
ACH-000747,0.062464347443199994
ACH-000748,-0.144287946636
ACH-000753,-0.0717232731574
ACH-000756,-0.0722796716736
ACH-000757,0.0028998590503600003
ACH-000758,-0.0732088137816
ACH-000760,-0.166105568455
ACH-000763,-0.320143666613
ACH-000764,-0.593863468098
ACH-000765,-0.00750870565605
ACH-000766,-0.353968628072
ACH-000767,-0.149674853224
ACH-000768,-0.18651152474100002
ACH-000769,-0.204017116755
ACH-000770,-0.16616314744000002
ACH-000771,-0.154678274992
ACH-000773,-0.188593229604
ACH-000776,0.026725547838499997
ACH-000777,-0.09427557508510001
ACH-000778,-0.6793572670999999
ACH-000781,-0.146118994862
ACH-000782,-0.10931305965600001
ACH-000783,-0.188518414893
ACH-000784,-0.187445711457
ACH-000785,-0.143555703808
ACH-000787,-0.17821878799000002
ACH-000788,-0.14723744579700002
ACH-000791,-0.149798692363
ACH-000792,-0.12545053016
ACH-000794,-0.136368217233
ACH-000796,0.0555657097769
ACH-000799,-0.24158729492699998
ACH-000800,0.013656346839399999
ACH-000802,-0.15871289481599998
ACH-000804,-0.14570965144300002
ACH-000805,-0.15298718038599998
ACH-000809,-0.06192760426609999
ACH-000810,-0.112111070355
ACH-000811,-0.137878270716
ACH-000817,-0.198351188666
ACH-000819,-0.0309808871473
ACH-000820,0.0182121090966
ACH-000821,-0.017700881143200002
ACH-000822,-0.09484266224950001
ACH-000823,-0.175446544813
ACH-000824,-0.117105992457
ACH-000827,-0.249333235584
ACH-000829,-0.18222724598099999
ACH-000831,-0.36666825164300004
ACH-000832,-0.204225643149
ACH-000833,-0.241196030224
ACH-000834,-0.124128741613
ACH-000835,-0.14809437442099999
ACH-000836,-0.195201484095
ACH-000837,-0.18802739254599998
ACH-000838,-0.130819848002
ACH-000839,-0.363726856488
ACH-000840,0.0434304675788
ACH-000841,-0.14967928869799998
ACH-000843,-0.220515571435
ACH-000846,-0.389768437785
ACH-000847,-0.08454872516069999
ACH-000848,0.109951424735
ACH-000849,-0.15783273927799998
ACH-000851,-0.252603738796
ACH-000855,-0.43331542899
ACH-000856,-0.209632493621
ACH-000858,-0.155502484547
ACH-000859,-0.41218091389
ACH-000861,-0.08990688212510001
ACH-000862,-0.328771256857
ACH-000865,-0.17947243830899998
ACH-000866,-0.206227948387
ACH-000867,-0.2098951295
ACH-000869,-0.232581337477
ACH-000872,0.060845469898699996
ACH-000873,-0.148062944015
ACH-000876,-0.237031296928
ACH-000878,-0.279991116743
ACH-000880,-0.197550870448
ACH-000881,-0.203371528509
ACH-000882,-0.320628334422
ACH-000884,-0.12132088615
ACH-000885,-0.255521414884
ACH-000887,0.0010907270808199999
ACH-000888,-0.0726497434
ACH-000889,-0.29458595963100004
ACH-000890,0.0004926406004290001
ACH-000896,-0.296564986939
ACH-000898,-0.113808439377
ACH-000900,-0.14419536521
ACH-000901,-0.21733607011
ACH-000905,-0.24220650174400002
ACH-000906,-0.167228733091
ACH-000907,-0.0535074848217
ACH-000910,-0.301808031901
ACH-000911,-0.0607313742429
ACH-000912,-0.045608027101999994
ACH-000913,-0.004116054969530001
ACH-000915,-0.135303954725
ACH-000916,0.272328155021
ACH-000917,-0.171725872821
ACH-000921,-0.0786283230302
ACH-000924,-0.115821860228
ACH-000926,-0.096490237031
ACH-000928,-0.0698228840702
ACH-000929,-0.22119853476100002
ACH-000932,-0.008961399057389999
ACH-000935,-0.126160610291
ACH-000936,-0.140575627481
ACH-000937,-0.23388352965999998
ACH-000938,-0.201291076545
ACH-000939,-0.161980601528
ACH-000941,-0.204764666513
ACH-000943,-0.20577969208900002
ACH-000946,-0.225677844432
ACH-000947,-0.0951924901018
ACH-000948,0.00438354951597
ACH-000950,-0.28067276902800004
ACH-000953,-0.0980117016738
ACH-000957,-0.17315691173300002
ACH-000958,-0.115433666325
ACH-000960,-0.209711778049
ACH-000963,0.218025952521
ACH-000968,-0.11149075612400002
ACH-000969,-0.245326631655
ACH-000973,-0.150306257211
ACH-000974,0.12147192238700001
ACH-000975,-0.33687662761299997
ACH-000976,-0.293557836768
ACH-000978,-0.558711949014
ACH-000980,-0.0655664945
ACH-000984,0.0377746851607
ACH-000986,-0.280825115537
ACH-000988,-0.0359839533262
ACH-000993,-0.0620037867454
ACH-000994,-0.0735125328311
ACH-000996,-0.23876525818000005
ACH-001001,-0.130458710537
ACH-001020,0.0014540776193800002
ACH-001028,-0.121740626103
ACH-001031,-0.124574469794
ACH-001038,-0.0726324347689
ACH-001048,-0.27741535831999997
ACH-001050,-0.0552376648695
ACH-001053,-0.0789320980862
ACH-001054,-0.09221542851469999
ACH-001061,-0.291871956795
ACH-001067,-0.112287687534
ACH-001075,-0.15104198039
ACH-001096,-0.216827717399
ACH-001128,0.34302818682999997
ACH-001134,-0.134585517623
ACH-001151,-0.23861777910700002
ACH-001163,-0.212088975955
ACH-001164,0.17156182119000002
ACH-001173,-0.11531460522600001
ACH-001183,-0.00905225966504
ACH-001184,-0.651968722628
ACH-001190,-0.223930823302
ACH-001192,-0.196164571553
ACH-001193,-0.35050737284100003
ACH-001196,-0.246536733703
ACH-001197,-0.0793963675343
ACH-001205,0.0274338880796
ACH-001211,0.07884906350889999
ACH-001212,-0.126918684215
ACH-001228,-0.190462208917
ACH-001232,-0.145595914746
ACH-001239,0.057872160885300006
ACH-001274,-0.0709202483947
ACH-001275,-0.384722188247
ACH-001277,-0.116873303413
ACH-001278,-0.117271550591
ACH-001280,0.0457568073804
ACH-001283,-0.15318421300899998
ACH-001289,0.0608565848616
ACH-001295,-0.38044052537600004
ACH-001300,-0.174487836523
ACH-001301,-0.027719342014900002
ACH-001302,0.282553207257
ACH-001303,0.0949357283842
ACH-001306,-0.22936083211599997
ACH-001318,-0.428889764194
ACH-001322,-0.177535719705
ACH-001328,-0.34880127656599996
ACH-001332,-0.0723794823745
ACH-001333,-0.181724259499
ACH-001336,-0.293083695271
ACH-001340,-0.020246626256400002
ACH-001346,-0.0198156409643
ACH-001353,-0.241999291444
ACH-001354,-0.243734872409
ACH-001367,-0.19688974401700002
ACH-001368,-0.172553527002
ACH-001374,-0.834285894525
ACH-001375,-0.138884840143
ACH-001377,-0.267494529348
ACH-001380,0.006955573508479999
ACH-001391,-0.166648856741
ACH-001407,-0.151230865099
ACH-001408,-0.05725204856430001
ACH-001413,-0.36824078335999993
ACH-001430,-0.42308963731700006
ACH-001431,-0.327029506109
ACH-001450,-0.25665669394900004
ACH-001496,-0.08117037816839999
ACH-001500,-0.197966816256
ACH-001521,-0.040989146732099996
ACH-001523,-0.383511425197
ACH-001532,-0.0836877158422
ACH-001536,-0.033937075946200004
ACH-001550,-0.0999660174322
ACH-001552,-0.374330454759
ACH-001554,-0.0750565683735
ACH-001645,-0.027622566674599995
ACH-001654,-0.257742675535
ACH-001715,-0.16582044307399998
ACH-001735,-0.138402619108
ACH-001736,-0.187741789087
ACH-001737,-0.43526658414999997
ACH-001740,-0.0331305487117
ACH-001745,-0.17373533507599997
ACH-001750,-0.186150977867
ACH-001765,-0.280331699439
ACH-001956,-0.261598065402
ACH-001957,-0.176799828761
