,KATNA1 (11104)
ACH-000226,-0.10369479472899999
ACH-000227,-0.25908263562399997
ACH-000228,-0.10457622515000001
ACH-000231,-0.12703655752499998
ACH-000232,-0.0821883852101
ACH-000233,-0.136755309255
ACH-000234,-0.323143363814
ACH-000235,-0.10525486667199999
ACH-000237,-0.16866864165399997
ACH-000238,-0.29890667038
ACH-000243,-0.34785020626
ACH-000244,-0.195429264629
ACH-000246,-0.14142968708599998
ACH-000248,-0.6917729168160001
ACH-000250,-0.310216855991
ACH-000251,-0.046649892845099995
ACH-000253,-0.141634780258
ACH-000255,-0.0610625900579
ACH-000256,-0.105595440056
ACH-000257,-0.174052818714
ACH-000258,-0.18733045853799998
ACH-000259,-0.0813840484589
ACH-000260,-0.05547684821769999
ACH-000261,-0.133072624275
ACH-000262,-0.136100723719
ACH-000263,-0.240796057554
ACH-000264,-0.11419856225
ACH-000265,-0.148618155133
ACH-000266,-0.252740874893
ACH-000272,-0.22942813266800002
ACH-000273,-0.23285397250999998
ACH-000274,-0.221272736376
ACH-000277,-0.346439977019
ACH-000278,-0.19763219214400002
ACH-000279,-0.146940606065
ACH-000280,-0.251640271824
ACH-000281,-0.28993030905699996
ACH-000288,-0.09757113249369999
ACH-000291,-4.19119576081e-05
ACH-000293,-0.12036282856899999
ACH-000294,-0.323015521108
ACH-000295,-0.173030939894
ACH-000296,-0.19372571797899998
ACH-000302,-0.119678216711
ACH-000304,-0.382647650897
ACH-000307,0.0519614226004
ACH-000308,-0.156955226954
ACH-000310,-0.22428733263300002
ACH-000311,-0.11872626200200001
ACH-000312,-0.184744950707
ACH-000315,-0.133825186453
ACH-000316,0.0325275542261
ACH-000317,-0.171316901013
ACH-000318,-0.20318370582000003
ACH-000319,-0.301745751618
ACH-000320,-0.489506584731
ACH-000322,-0.09647353157289999
ACH-000323,-0.0867428490571
ACH-000324,-0.151724527888
ACH-000329,-0.293934372194
ACH-000330,-0.241976098714
ACH-000331,-0.293251445238
ACH-000332,-0.08351477122060001
ACH-000334,-0.0358843521516
ACH-000335,0.000523526667115
ACH-000336,-0.012593683547200002
ACH-000337,-0.120799626404
ACH-000339,-0.132301727959
ACH-000341,-0.131753709268
ACH-000348,-0.238306402135
ACH-000350,-0.029362098298400002
ACH-000352,-0.0504660171605
ACH-000356,-0.272003773591
ACH-000361,-0.194225478871
ACH-000362,-0.173071801877
ACH-000363,-0.109817559713
ACH-000364,-0.14682477360500001
ACH-000365,-0.220012959008
ACH-000366,-0.0714378506262
ACH-000368,-0.08178729432130001
ACH-000374,0.08166593265710001
ACH-000375,-0.0822989682993
ACH-000376,-0.15832672596300001
ACH-000381,-0.678363379082
ACH-000383,-0.0753121995329
ACH-000387,-0.120160604219
ACH-000389,-0.223933280701
ACH-000390,-0.339443676106
ACH-000393,-0.252430275845
ACH-000395,-0.42701662942900004
ACH-000397,-0.150662805036
ACH-000401,-0.13307380134299998
ACH-000402,-0.20560257583799998
ACH-000403,-0.165849656479
ACH-000404,-0.0397156381264
ACH-000406,-0.29383009335099997
ACH-000407,-0.124900021838
ACH-000408,-0.276140489813
ACH-000410,-0.283259565596
ACH-000411,-0.10779502241399999
ACH-000414,-0.205162787093
ACH-000415,-0.34205560426
ACH-000416,-0.101843430393
ACH-000420,-0.37387646649000006
ACH-000421,-0.216297266466
ACH-000424,-0.389852126827
ACH-000425,-0.20070638390299997
ACH-000426,-0.0876678411604
ACH-000427,-0.281515906689
ACH-000433,0.0208629910434
ACH-000436,-0.197806808877
ACH-000444,-0.0998056035447
ACH-000445,-0.305653171184
ACH-000448,-0.201036561173
ACH-000450,0.0319364345461
ACH-000452,-0.227790838559
ACH-000454,-0.316660254451
ACH-000458,-0.13149936486199998
ACH-000459,0.0303267708579
ACH-000460,-0.100469098619
ACH-000461,-0.160116361261
ACH-000463,-0.111663927231
ACH-000464,0.0579252949095
ACH-000466,-0.122051051684
ACH-000467,-0.392839070871
ACH-000468,-0.190838960365
ACH-000469,-0.0778731797868
ACH-000470,-0.301853428747
ACH-000471,-0.0815242296512
ACH-000472,-0.086815301402
ACH-000473,-0.274136172208
ACH-000475,-0.153998424958
ACH-000476,-0.0377173415408
ACH-000477,-0.10773184113399999
ACH-000480,0.0239364646264
ACH-000481,-0.381262965355
ACH-000483,-0.12098624409099999
ACH-000484,-0.151699547508
ACH-000485,-0.678629937881
ACH-000486,-0.10049351502800001
ACH-000487,-0.0678440794993
ACH-000488,-0.144663851251
ACH-000490,0.0329537539683
ACH-000491,-0.090534749596
ACH-000495,-0.18803343041700002
ACH-000496,-0.201676579228
ACH-000499,-0.116968405306
ACH-000500,0.42703591670900004
ACH-000502,-0.234282774606
ACH-000503,-0.806644889814
ACH-000505,-0.0963066241783
ACH-000507,-0.47517433046199997
ACH-000510,-0.0674521543863
ACH-000511,-0.0548859914767
ACH-000512,-0.21135558511500002
ACH-000516,-0.205656021102
ACH-000517,-0.23033080725000002
ACH-000518,-0.21166497038899998
ACH-000520,0.0321524152262
ACH-000521,-0.16455441186
ACH-000522,-0.163475416645
ACH-000524,-0.0492651014743
ACH-000527,-0.150290899461
ACH-000528,-0.11289610157800001
ACH-000537,-0.09248417588789999
ACH-000541,-0.13116006281300002
ACH-000542,-0.13100830659600002
ACH-000544,-0.37388533056
ACH-000545,-0.177966400998
ACH-000547,-0.733149811413
ACH-000548,-0.0811807206532
ACH-000549,-0.256705666492
ACH-000550,-0.207167654837
ACH-000552,-0.264105305832
ACH-000556,-0.16953569165500001
ACH-000557,-0.0802811943603
ACH-000570,-0.193303082475
ACH-000571,-0.220133749748
ACH-000573,-0.0716693079293
ACH-000576,-0.189572605909
ACH-000580,-0.242450735315
ACH-000584,-0.238735961729
ACH-000585,-0.120908897942
ACH-000588,-0.005873037860609999
ACH-000589,-0.049210488975700004
ACH-000591,-0.00304015609045
ACH-000593,-0.18862178869899998
ACH-000600,-0.156772196821
ACH-000601,-0.120307311119
ACH-000604,-0.344164884737
ACH-000605,-0.0286299309571
ACH-000606,-0.16805705484
ACH-000608,-0.189481101956
ACH-000614,-0.295168622532
ACH-000616,-0.174110144829
ACH-000618,-0.19052736300099998
ACH-000619,-0.201923088981
ACH-000620,-0.30610355085499996
ACH-000621,-0.104608677715
ACH-000622,-0.22887702515099997
ACH-000623,-0.174668124317
ACH-000624,-0.0617680743528
ACH-000627,-0.124882532796
ACH-000630,-0.12584754001700002
ACH-000632,-0.20443450820300002
ACH-000633,-0.653391287985
ACH-000637,0.048836406335800005
ACH-000638,-0.36071168500100004
ACH-000646,-0.045663108886900006
ACH-000647,-0.117905294474
ACH-000648,-0.042718381919
ACH-000649,-0.164272085323
ACH-000651,-0.191418312846
ACH-000652,-0.262482703011
ACH-000653,-0.199813634883
ACH-000657,-0.0650377292819
ACH-000658,0.07786262404699999
ACH-000661,-0.013147682728200001
ACH-000662,-0.0363466623831
ACH-000663,0.0034236800717199994
ACH-000665,0.0090855456702
ACH-000671,-0.37114921630900005
ACH-000673,-0.220522825553
ACH-000676,-0.0443972367679
ACH-000677,-0.063898242252
ACH-000681,-0.007619882785100001
ACH-000682,-0.100939821294
ACH-000683,-0.0735243874498
ACH-000684,0.0280032266984
ACH-000688,-0.059240665289199995
ACH-000693,-0.45105016648999996
ACH-000694,-0.150153428565
ACH-000695,-0.0780787398455
ACH-000696,-0.0860548219272
ACH-000697,-0.014924291397
ACH-000699,-0.03103719849
ACH-000701,-0.244444519917
ACH-000706,-0.125251205346
ACH-000711,-0.291636448004
ACH-000713,0.0127791242765
ACH-000714,-0.226891189377
ACH-000718,-0.543120046307
ACH-000720,-0.0674883799742
ACH-000721,-0.16090319502699998
ACH-000724,-0.0788372564035
ACH-000725,-0.326066544753
ACH-000732,0.017803168062
ACH-000734,-0.149934535613
ACH-000735,-0.241534234743
ACH-000736,-0.460284426954
ACH-000738,-0.15797794782299998
ACH-000746,-0.35511433437299994
ACH-000747,-0.0212738301975
ACH-000748,-0.13086914568
ACH-000753,0.0022745130201500003
ACH-000756,-0.09042099955330002
ACH-000757,-0.149131745198
ACH-000758,-0.0462789748893
ACH-000760,-0.13340987896700002
ACH-000763,-0.140893975193
ACH-000764,-0.0465768764392
ACH-000765,-0.17892279571699998
ACH-000766,-0.126492526228
ACH-000767,-0.13061375901699998
ACH-000768,0.005804395916149999
ACH-000769,-0.20198435500999998
ACH-000770,-0.0814161942648
ACH-000771,-0.24326309339699997
ACH-000773,-0.12869838907199999
ACH-000776,-0.10767959928500001
ACH-000777,-0.17908618855
ACH-000778,-0.09046324529330001
ACH-000781,-0.102342638484
ACH-000782,-0.159057912015
ACH-000783,0.0329460067453
ACH-000784,-0.194460135387
ACH-000785,-0.258719730506
ACH-000787,-0.111197991807
ACH-000788,-0.142259963544
ACH-000791,-0.24571947402
ACH-000792,-0.105767786807
ACH-000794,-0.299724863893
ACH-000796,-0.226289263168
ACH-000799,-0.158836960289
ACH-000800,-0.030588575017499998
ACH-000802,-0.478572926373
ACH-000804,-0.0030850106521299997
ACH-000805,0.00763079091813
ACH-000809,-0.0552521643228
ACH-000810,-0.016906296549
ACH-000811,-0.09936892435979999
ACH-000817,-0.273512922947
ACH-000819,-0.127465871894
ACH-000820,-0.0322968998834
ACH-000821,-0.141856282615
ACH-000822,-0.17049005717399998
ACH-000823,-0.281609529141
ACH-000824,-0.119247742434
ACH-000827,-0.104843537751
ACH-000829,-0.0143100154446
ACH-000831,-0.231611519198
ACH-000832,-0.24436243489
ACH-000833,0.061918781987199994
ACH-000834,-0.20192930748799998
ACH-000835,-0.192174109516
ACH-000836,-0.23244452637600002
ACH-000837,-0.10536680417300001
ACH-000838,-0.29066134950100003
ACH-000839,-0.220420913083
ACH-000840,-0.162727326507
ACH-000841,-0.205708827434
ACH-000843,-0.192097190585
ACH-000846,-0.00981184533591
ACH-000847,-0.20213175930399999
ACH-000848,-0.21752511016399997
ACH-000849,-0.13933083801100002
ACH-000851,0.05980398271700001
ACH-000855,-0.166314808323
ACH-000856,-0.0932926551252
ACH-000858,-0.12255193886499999
ACH-000859,-0.37051413827
ACH-000861,-0.11431866134400001
ACH-000862,-0.185541584297
ACH-000865,-0.152702044374
ACH-000866,-0.126200011701
ACH-000867,-0.12227184597400001
ACH-000869,-0.144236963958
ACH-000872,0.0589278208132
ACH-000873,-0.268864391358
ACH-000876,0.06638221389240001
ACH-000878,-0.229794486301
ACH-000880,-0.20229550089200002
ACH-000881,-0.0598573756123
ACH-000882,0.06920432030780001
ACH-000884,-0.12784309755599998
ACH-000885,-0.145475319618
ACH-000887,-0.261417152035
ACH-000888,-0.16365993119799999
ACH-000889,-0.165614994728
ACH-000890,-0.240084725484
ACH-000896,-0.0705784350912
ACH-000898,-0.345806468741
ACH-000900,-0.2774082249
ACH-000901,-0.160161388057
ACH-000905,0.0008483916365419999
ACH-000906,-0.0981312035364
ACH-000907,-0.138322130898
ACH-000910,-0.17646802966400002
ACH-000911,-0.186061554378
ACH-000912,-0.0693834609799
ACH-000913,-0.268856754641
ACH-000915,-0.0132331393033
ACH-000916,-0.018707843448400003
ACH-000917,-0.18788768386
ACH-000921,-0.123668852199
ACH-000924,-0.134115665041
ACH-000926,-0.26438727518399996
ACH-000928,-0.158243923268
ACH-000929,-0.528144606432
ACH-000932,-0.0279590702778
ACH-000935,-0.19255611089000002
ACH-000936,-0.006430592745020001
ACH-000937,-0.07796303045910001
ACH-000938,-0.271227299268
ACH-000939,0.00358850585603
ACH-000941,-0.051982041987300005
ACH-000943,-0.0797528926046
ACH-000946,-0.18703108686099998
ACH-000947,-0.084308406071
ACH-000948,-0.416295046919
ACH-000950,-0.138268119057
ACH-000953,0.028743181306500002
ACH-000957,-0.323026009987
ACH-000958,-0.305936494973
ACH-000960,-0.0505797994065
ACH-000963,-0.18581753568
ACH-000968,-0.058271205296199995
ACH-000969,-0.36767946619099995
ACH-000973,-0.26233896430500003
ACH-000974,-0.0908978957281
ACH-000975,-0.18929901866300003
ACH-000976,-0.253425743064
ACH-000978,0.054374424463999996
ACH-000980,-0.0859535515795
ACH-000984,-0.35171989043499996
ACH-000986,-0.424214388707
ACH-000988,-0.0854410793076
ACH-000993,-0.19769114232299997
ACH-000994,-0.0520086810335
ACH-000996,-0.049710512347599996
ACH-001001,-0.192195630473
ACH-001020,-0.32415706359499996
ACH-001028,-0.131661629594
ACH-001031,-0.0710817276025
ACH-001038,-0.107630704303
ACH-001048,-0.138072449624
ACH-001050,-0.0319133628331
ACH-001053,-0.20280396745999998
ACH-001054,-0.09775975582530001
ACH-001061,-0.140551028767
ACH-001067,-0.0559368701075
ACH-001075,-0.371322627893
ACH-001096,-0.165336975473
ACH-001128,0.00692107070609
ACH-001134,-0.114685686674
ACH-001151,-0.14729906554400002
ACH-001163,0.00170323782767
ACH-001164,-0.262762444546
ACH-001173,-0.09207577492110001
ACH-001183,-0.490115334671
ACH-001184,-0.1979055682
ACH-001190,-0.0792363550751
ACH-001192,-0.129491338495
ACH-001193,-0.131392721577
ACH-001196,-0.0582324059137
ACH-001197,-0.07752024786589999
ACH-001205,-0.1628045125
ACH-001211,-0.0536156422908
ACH-001212,-0.225187943183
ACH-001228,-0.10486871972999999
ACH-001232,0.00791955384057
ACH-001239,-0.0627563794892
ACH-001274,-0.157148635756
ACH-001275,-0.0142378548101
ACH-001277,0.0138893821574
ACH-001278,-0.030242459357199998
ACH-001280,0.038029668055800006
ACH-001283,-0.0577762886716
ACH-001289,-0.08427847652510001
ACH-001295,-0.024986680557300002
ACH-001300,-0.053724315387
ACH-001301,-0.10599366761600001
ACH-001302,-0.152064825892
ACH-001303,-0.10666906658700001
ACH-001306,-0.223884748206
ACH-001318,0.027697579314999998
ACH-001322,-0.190135366435
ACH-001328,-0.058238552708
ACH-001332,-0.226431546431
ACH-001333,0.06786536489419999
ACH-001336,-0.057163535795
ACH-001340,-0.22590893465700002
ACH-001346,-0.287274521741
ACH-001353,-0.19236022020100002
ACH-001354,-0.22308130243299998
ACH-001367,-0.365410339787
ACH-001368,-0.0170499325016
ACH-001374,0.109095916631
ACH-001375,-0.00762881982522
ACH-001377,-0.22189940916700002
ACH-001380,-0.24904613264800002
ACH-001391,-0.101761091835
ACH-001407,-0.5344834401690001
ACH-001408,-0.334483450056
ACH-001413,-0.18318484884599998
ACH-001430,-0.08917843189539999
ACH-001431,-0.08454846400039999
ACH-001450,0.028544984495099998
ACH-001496,-0.11394585635500001
ACH-001500,-0.244561170362
ACH-001521,-0.243359706327
ACH-001523,-0.278893265922
ACH-001532,-0.110438911228
ACH-001536,-0.142453340828
ACH-001550,-0.240062903636
ACH-001552,-0.11753183490999998
ACH-001554,-0.160870176867
ACH-001645,-0.09976236070979999
ACH-001654,0.027205990817999997
ACH-001715,-0.1773909929
ACH-001735,-0.15576700281199998
ACH-001736,-0.00611032068438
ACH-001737,-0.324950753441
ACH-001740,-0.062175552540499994
ACH-001745,-0.133556536111
ACH-001750,-0.023714260073000003
ACH-001765,-0.0608537625893
ACH-001956,-0.125498039082
ACH-001957,-0.199425905809
