,HIST1H2BK (85236)
ACH-001184,0.0875214011038
ACH-001190,-0.33508087692099997
ACH-001192,-0.288540280423
ACH-001193,-0.0159337806682
ACH-001196,-0.46719086157799994
ACH-001197,-0.10749149871099999
ACH-001205,-0.271757372858
ACH-001211,-0.0519378884578
ACH-001212,-0.681192654139
ACH-001228,-0.367330357284
ACH-001232,-0.28080381784200004
ACH-001239,-0.34786565532499997
ACH-001274,-0.42029977498000004
ACH-001275,-0.341075928091
ACH-001277,-0.265548018609
ACH-001278,-0.5028097514100001
ACH-001280,-0.292797873139
ACH-001283,-0.328407035267
ACH-001289,-0.641960782097
ACH-001295,-0.212977397591
ACH-001300,-0.308864508246
ACH-001301,-0.31093211751
ACH-001302,-0.26238700848900004
ACH-001303,-0.181353157751
ACH-001306,-0.31624915014000005
ACH-001318,-0.055661871980800005
ACH-001322,-0.459945399553
ACH-001328,-0.191999911804
ACH-001332,-0.246411770314
ACH-001333,-0.276645432381
ACH-001336,-0.311203205894
ACH-001340,-0.40032897383599997
ACH-001346,-0.213987660779
ACH-001353,-0.324361698481
ACH-001354,0.0188748635994
ACH-001367,-0.0547519905936
ACH-001368,-0.393305783201
ACH-001374,-0.9101873663269999
ACH-001375,-0.341388704479
ACH-001377,-0.426338872516
ACH-001380,-0.363909875027
ACH-001391,-0.226287450117
ACH-001407,-0.310437817025
ACH-001408,-0.525913107312
ACH-001413,-0.302356449698
ACH-001430,-0.216325430846
ACH-001431,-0.191230502836
ACH-001450,-0.14385798733400001
ACH-001496,-0.16415144904
ACH-001500,0.040936369919
ACH-001521,-0.289438339774
ACH-001523,-0.412582298732
ACH-001532,-0.39140620107
ACH-001536,-0.506452377739
ACH-001550,0.14337082518
ACH-001552,-0.473911665274
ACH-001554,-0.319806630147
ACH-001645,-0.359905570144
ACH-001654,-0.391069652371
ACH-001715,-0.443950751228
ACH-001735,-0.333789169511
ACH-001736,-0.22639488688099998
ACH-001737,-0.42384513708000005
ACH-001740,-0.227211166276
ACH-001745,-0.199330919954
ACH-001750,-0.22475785809700002
ACH-001765,-0.209973829269
ACH-001956,-0.337072901077
ACH-001957,-0.241304872408
