,HIST1H2BK (85236)
ACH-000004,-0.165587166424
ACH-000007,-0.260253769933
ACH-000009,-0.109729800172
ACH-000011,-0.351676257267
ACH-000012,-0.327253716342
ACH-000013,-0.226320525692
ACH-000014,-0.292054528604
ACH-000015,-0.19211355501400001
ACH-000017,-0.42490431281900004
ACH-000018,-0.52724577831
ACH-000019,-0.177419835481
ACH-000021,-0.11576266952099999
ACH-000022,-0.400509718765
ACH-000025,-0.173890356066
ACH-000028,-0.445404579384
ACH-000030,-0.371019390207
ACH-000035,-0.274252932277
ACH-000036,-0.139987329017
ACH-000037,-0.317804636514
ACH-000039,-0.0283302174535
ACH-000040,-0.24334841179400002
ACH-000041,-0.437908541557
ACH-000042,-0.155490207092
ACH-000045,-0.415391435837
ACH-000047,-0.367581830964
ACH-000052,-0.120732439494
ACH-000053,-0.241132587889
ACH-000054,-0.305051602064
ACH-000055,-0.138993183175
ACH-000060,-0.41530282686700004
ACH-000067,-0.45474377507200003
ACH-000070,-0.02635276191
ACH-000075,-0.432003641297
ACH-000078,-0.369477265634
ACH-000082,-0.416441081733
ACH-000085,-0.433744852647
ACH-000086,-0.288771753777
ACH-000087,-0.765738162842
ACH-000092,-0.23657319630100002
ACH-000095,-0.270986421601
ACH-000097,-0.368131546894
ACH-000098,-0.377341183051
ACH-000099,-0.380060345435
ACH-000108,-0.342328441395
ACH-000113,-0.522852977946
ACH-000115,-0.477660243767
ACH-000116,-0.317610977208
ACH-000118,-0.133067759417
ACH-000120,-0.22559495388599998
ACH-000123,-0.369817592654
ACH-000127,-0.42161835920999996
ACH-000128,-0.153521497676
ACH-000132,-0.137046817864
ACH-000133,-0.291067778065
ACH-000137,-0.313366556692
ACH-000138,-0.167129010977
ACH-000142,-0.37431759244400004
ACH-000143,-0.584526533261
ACH-000146,-0.43279407228699995
ACH-000148,-0.272172984444
ACH-000150,-0.46317426818999996
ACH-000152,-0.141075599501
ACH-000153,-0.039475983968099995
ACH-000159,-0.37077813744099997
ACH-000160,0.191376486882
ACH-000163,-0.151998046513
ACH-000167,0.343152763436
ACH-000168,-0.326518406072
ACH-000169,-0.384491078793
ACH-000178,-0.397330036144
ACH-000182,-0.217829133103
ACH-000183,-0.26871958557500003
ACH-000188,-0.24342092513500002
ACH-000189,-0.607827923602
ACH-000190,0.3234503015
ACH-000198,-0.476126365534
ACH-000204,-0.21177555581000002
ACH-000206,-0.578707463495
ACH-000207,-0.6650037146459999
ACH-000211,-0.16961463536600002
ACH-000215,-0.287918103098
ACH-000221,-0.312082472084
ACH-000222,-0.14654018953
ACH-000223,-0.420630869498
ACH-000226,-0.415688307549
ACH-000227,-0.140698331977
ACH-000228,-0.176082172665
ACH-000231,-0.396024483468
ACH-000232,-0.320424895572
ACH-000233,-0.5878453635809999
ACH-000234,-0.174053664058
ACH-000235,-0.23148213687
ACH-000237,-0.353990813024
ACH-000238,-0.206837551237
ACH-000243,-0.172382252773
ACH-000244,-0.255714060558
ACH-000246,-0.380872412231
ACH-000248,-0.38415467738799997
ACH-000250,-0.299412508096
ACH-000251,-0.650896147959
ACH-000253,-0.40264223073399996
ACH-000255,-0.347450156649
ACH-000256,-0.18673257876899998
ACH-000257,-0.205389108442
ACH-000258,-0.325716786639
ACH-000259,-0.346518708391
ACH-000260,-0.220546862654
ACH-000261,-0.154740175654
ACH-000262,-0.33615642266
ACH-000263,-0.395636949136
ACH-000264,-0.447233955979
ACH-000265,-0.240776983792
ACH-000266,-0.178343251134
ACH-000272,-0.2970772101
ACH-000273,-0.345704719559
ACH-000274,-0.343218978539
ACH-000277,-0.405371898642
ACH-000278,-0.523553061278
ACH-000279,-0.43467390606600004
ACH-000280,-0.41949347324299996
ACH-000281,-0.381954231876
ACH-000288,-0.266531102492
ACH-000291,-0.0806098891171
ACH-000293,-0.298718822835
ACH-000294,-0.182215935169
ACH-000295,-0.6926044998019999
ACH-000296,-0.118955219761
ACH-000302,-0.26192860718
ACH-000304,-0.34783791957800003
ACH-000307,-0.388731851416
ACH-000308,-0.435845301544
ACH-000310,-0.20154530608
ACH-000311,-0.180951992234
ACH-000312,-0.310195257831
ACH-000315,-0.54626091096
ACH-000316,-0.401968611724
ACH-000317,-0.573273410168
ACH-000318,-0.20405328289500002
ACH-000319,-0.17677119843199998
ACH-000320,-0.07874380913960001
ACH-000322,-0.5917757015330001
ACH-000323,-0.142351411154
ACH-000324,-0.345772907415
ACH-000329,-0.307971508899
ACH-000330,-0.323314428241
ACH-000331,-0.278592565338
ACH-000332,-0.271416966956
ACH-000334,-0.434419747745
ACH-000335,-0.439408197269
ACH-000336,-0.626578058481
ACH-000337,-0.317036424587
ACH-000339,-0.257772243023
ACH-000341,-0.17945163032900002
ACH-000348,-0.20790552559099998
ACH-000350,-0.361121834031
ACH-000352,-0.19154636156100002
ACH-000356,-0.48955475604500004
ACH-000361,-0.291290152293
ACH-000362,-0.374844420948
ACH-000363,-0.194672270647
ACH-000364,-0.61056901621
ACH-000365,-0.242351824166
ACH-000366,-0.150283543677
ACH-000368,-0.358182906018
ACH-000374,-0.461241577251
ACH-000375,-0.246529073097
ACH-000376,-0.113940016365
ACH-000381,-0.12447162373199999
ACH-000383,-0.329971299796
ACH-000387,-0.296788703066
ACH-000389,-0.23347204233899999
ACH-000390,-0.23195136097199998
ACH-000393,-0.377927482903
ACH-000395,-0.224187027706
ACH-000397,-0.26604801340900003
ACH-000401,-0.404681356501
ACH-000402,-0.577025862115
ACH-000403,-0.27980831985800003
ACH-000404,-0.476107421574
ACH-000406,-0.429844122931
ACH-000407,-0.308754478361
ACH-000408,-0.274141830876
ACH-000410,-0.311956565149
ACH-000411,-0.5756298974140001
ACH-000414,-0.27847199721500004
ACH-000415,-0.348960782203
ACH-000416,-0.204658761248
ACH-000420,-0.294075781471
ACH-000421,-0.232947927725
ACH-000424,-0.33645855792199997
ACH-000425,-0.27576810459600004
ACH-000426,-0.462163993438
ACH-000427,-0.408011041935
ACH-000433,-0.29686474394
ACH-000436,-0.584572893442
ACH-000444,-0.475414535653
ACH-000445,-0.0711686285657
ACH-000448,-0.43556020005699997
ACH-000450,-0.324361231148
ACH-000452,-0.255670257426
ACH-000454,-0.42954404969300003
ACH-000458,-0.366816199645
ACH-000459,-0.636150153192
ACH-000460,-0.14305578412
ACH-000461,-0.314755423343
ACH-000463,-0.22728587147399998
ACH-000464,-0.18567225485999997
ACH-000466,-0.275663280254
ACH-000467,-0.277143714289
ACH-000468,-0.06580873435370001
ACH-000469,-0.348068977292
ACH-000470,-0.33731250141999997
ACH-000471,-0.33241168776
ACH-000472,-0.24237129180599998
ACH-000473,-0.309133209169
ACH-000475,-0.180107998184
ACH-000476,-0.389333693074
ACH-000477,-0.38594459835999995
ACH-000480,-0.620187900513
ACH-000481,-0.355701933284
ACH-000483,-0.29484797096
ACH-000484,-0.224268685006
ACH-000485,-0.24678126056999997
ACH-000486,-0.49917572393700005
ACH-000487,-0.378843504444
ACH-000488,-0.355900774851
ACH-000490,-0.247467186109
ACH-000491,-0.421081479826
ACH-000495,-0.1958294891
ACH-000496,-0.119811661468
ACH-000499,-0.190211836389
ACH-000500,-0.18676921084000003
ACH-000502,-0.38014944801899997
ACH-000503,-0.301548458979
ACH-000505,-0.226159530088
ACH-000507,-0.45878373448299997
ACH-000510,-0.0278555531442
ACH-000511,-0.29030974905
ACH-000512,-0.356484824
ACH-000516,-0.41395178403300004
ACH-000517,-0.274506628393
ACH-000518,-0.41453749599399997
ACH-000520,-0.14288944521
ACH-000521,-0.325951553219
ACH-000522,-0.284719222104
ACH-000524,-0.627104469167
ACH-000527,-0.202362395603
ACH-000528,-0.189478447783
ACH-000537,-0.596173319819
ACH-000541,-0.27763819771
ACH-000542,-0.288722209597
ACH-000544,-0.41212802249700003
ACH-000545,-0.42692696358300003
ACH-000547,-0.36883865716200004
ACH-000548,-0.36466654363799994
ACH-000549,-0.328418596389
ACH-000550,-0.39891972119900004
ACH-000552,-0.56040422446
ACH-000556,-0.258377910112
ACH-000557,-0.329396090671
ACH-000570,-0.37723215454000003
ACH-000571,-0.18990467700199998
ACH-000573,-0.209591355307
ACH-000576,-0.46968345595100003
ACH-000580,-0.224237225265
ACH-000584,-0.437329008092
ACH-000585,-0.473872072905
ACH-000588,-0.11977548214099999
ACH-000589,-0.142946935271
ACH-000591,-0.07334927126310001
ACH-000593,-0.231881837061
ACH-000600,-0.284905424622
ACH-000601,-0.362969534403
ACH-000604,-0.477452348486
ACH-000605,-0.22349371773499999
ACH-000606,-0.34488457139
ACH-000608,-0.234099366966
ACH-000614,-0.0373890002592
ACH-000616,-0.208210090379
ACH-000618,-0.432465953196
ACH-000619,-0.554910048089
ACH-000620,-0.426945206521
ACH-000621,-0.294797934037
ACH-000622,-0.156133315494
ACH-000623,-0.21792499675500002
ACH-000624,-0.24153397902100002
ACH-000627,-0.423622983473
ACH-000630,-0.356843218545
ACH-000632,-0.276132828482
ACH-000633,-0.32393657703
ACH-000637,-0.777723403688
ACH-000638,-0.41715574894199997
ACH-000646,-0.35995081607100005
ACH-000647,-0.41276363872599997
ACH-000648,-0.30563254926
ACH-000649,-0.24880086856999997
ACH-000651,-0.19371803355
ACH-000652,-0.317979841514
ACH-000653,-0.245946510286
ACH-000657,-0.43246335560599997
ACH-000658,-0.435782376541
ACH-000661,-0.36546535643100003
ACH-000662,-0.246417116173
ACH-000663,-0.254053087266
ACH-000665,-0.52624355982
ACH-000671,-0.08836958743489999
ACH-000673,-0.269175133844
ACH-000676,-0.38759904433
ACH-000677,-0.303569002642
ACH-000681,-0.24926605773899999
ACH-000682,-0.212371267132
ACH-000683,-0.321639643787
ACH-000684,-0.05054998534630001
ACH-000688,-0.027757308592400002
ACH-000693,-0.29051309902600003
ACH-000694,-0.391352194411
ACH-000695,-0.524323655802
ACH-000696,-0.290454220138
ACH-000697,-0.589643670583
ACH-000699,-0.38138297372900004
ACH-000701,-0.13995306605900001
ACH-000706,-0.40166036696900004
ACH-000711,-0.245691349657
ACH-000713,-0.262150728125
ACH-000714,-0.508365572125
ACH-000718,-0.370499512755
ACH-000720,-0.379729366959
ACH-000721,-0.325716040515
ACH-000724,-0.374167171906
ACH-000725,-0.343815323814
ACH-000732,-0.344031635325
ACH-000734,-0.33812328647100004
ACH-000735,-0.10306647601399999
ACH-000736,-0.5579764987420001
ACH-000738,-0.222835497362
ACH-000746,-0.36005044606700004
ACH-000747,-0.140367759044
ACH-000748,-0.163722690995
ACH-000753,-0.295373933988
ACH-000756,-0.19796220442899998
ACH-000757,-0.268056795529
ACH-000758,-0.09961526147839998
ACH-000760,-0.154678906934
ACH-000763,-0.379812691247
ACH-000764,-0.340522588147
ACH-000765,-0.31374146039
ACH-000766,-0.19606106192000003
ACH-000767,-0.19346177587699998
ACH-000768,-0.253066311728
ACH-000769,-0.25402899915
ACH-000770,-0.259770604512
ACH-000771,-0.247188810753
ACH-000773,-0.528922567726
ACH-000776,-0.49120716524499997
ACH-000777,-0.57459570265
ACH-000778,-0.291199642604
ACH-000781,-0.34997494536799995
ACH-000782,-0.255242912108
ACH-000783,-0.762760583373
ACH-000784,-0.179439372843
ACH-000785,-0.333640164193
ACH-000787,-0.268211480172
ACH-000788,-0.361610135928
ACH-000791,-0.21361270487700001
ACH-000792,-0.538707814564
ACH-000794,-0.256700297601
ACH-000796,-0.348895529402
ACH-000799,-0.28935980779
ACH-000800,-0.19130409783500002
ACH-000802,-0.367016148659
ACH-000804,-0.304997774776
ACH-000805,-0.323957266558
ACH-000809,-0.351980876099
ACH-000810,-0.30148735014199995
ACH-000811,-0.110673982419
ACH-000817,-0.643145561029
ACH-000819,-0.304131407091
ACH-000820,-0.323658294026
ACH-000821,-0.497268084387
ACH-000822,-0.174456718091
ACH-000823,-0.24129778014699999
ACH-000824,-0.327056154975
ACH-000827,-0.252725871353
ACH-000829,-0.210402780909
ACH-000831,-0.22914660533700001
ACH-000832,-0.126601627214
ACH-000833,-0.326256220945
ACH-000834,-0.1769251341
ACH-000835,-0.213394101992
ACH-000836,0.28159660103
ACH-000837,-0.202207848769
ACH-000838,-0.0197115966793
ACH-000839,-0.320400374039
ACH-000840,-0.18474764882800002
ACH-000841,-0.166173113946
ACH-000843,-0.29461542964000004
ACH-000846,-0.31458738741799996
ACH-000847,-0.267135802551
ACH-000848,-0.403964328074
ACH-000849,-0.5328096948709999
ACH-000851,-0.19362377728
ACH-000855,-0.604335955658
ACH-000856,-0.37428467667099996
ACH-000858,-0.193255829661
ACH-000859,-0.38384129359999997
ACH-000861,-0.0660224671969
ACH-000862,-0.223109958603
ACH-000865,-0.392489571672
ACH-000866,-0.456769445057
ACH-000867,-0.400550741193
ACH-000869,-0.317437120081
ACH-000872,-0.0376110279722
ACH-000873,-0.27140425069400004
ACH-000876,-0.358495545034
ACH-000878,-0.20959926106
ACH-000880,-0.25608948938299997
ACH-000881,-0.249818402791
ACH-000882,-0.43348469106700005
ACH-000884,-0.221986999793
ACH-000885,-0.166442773221
ACH-000887,-0.23589279042
ACH-000888,-0.352681762764
ACH-000889,-0.509042860422
ACH-000890,-0.160525504146
ACH-000896,-0.325420287569
ACH-000898,-0.21835298658799998
ACH-000900,-0.225841944065
ACH-000901,-0.126804518245
ACH-000905,-0.474959862976
ACH-000906,-0.128216475009
ACH-000907,-0.00309503390449
ACH-000910,-0.355521342095
ACH-000911,-0.29933743384
ACH-000912,-0.441451585406
ACH-000913,-0.0308309786602
ACH-000915,-0.09023796094259999
ACH-000916,-0.35981758974600003
ACH-000917,-0.432290649501
ACH-000921,-0.361548987629
ACH-000924,-0.18204092116599999
ACH-000926,-0.07664799784310002
ACH-000928,-0.17585241053800002
ACH-000929,-0.153098530496
ACH-000932,-0.591682863419
ACH-000935,-0.135042603623
ACH-000936,-0.208099711695
ACH-000937,-0.425259766226
ACH-000938,-0.251807762407
ACH-000939,0.245852759721
ACH-000941,-0.332617891789
ACH-000943,-0.364798450272
ACH-000946,-0.158758760019
ACH-000947,-0.500411062475
ACH-000948,-0.427784644287
ACH-000950,-0.19349742062199998
ACH-000953,-0.317615208109
ACH-000957,-0.428599817404
ACH-000958,-0.422335788671
ACH-000960,-0.20962145960099998
ACH-000963,-0.152380155769
ACH-000968,-0.529962052839
ACH-000969,-0.261348494157
ACH-000973,-0.329865016859
ACH-000974,-0.395805008722
ACH-000975,-0.208202586518
ACH-000976,-0.279903533631
ACH-000978,-0.034892045855699994
ACH-000980,-0.35313596684199994
ACH-000984,-0.026824061875
ACH-000986,-0.27954917773800003
ACH-000988,-0.508159576128
ACH-000993,-0.39128729888999997
ACH-000994,-0.315500099589
ACH-000996,-0.400404882231
ACH-001001,-0.17090826006700002
ACH-001020,0.21312749170499998
ACH-001028,-0.240459037135
ACH-001031,0.306927064951
ACH-001038,-0.410210860321
ACH-001048,-0.411796954013
ACH-001050,-0.465725243052
ACH-001053,-0.224516097952
ACH-001054,-0.45248187187100003
ACH-001061,-0.250065294607
ACH-001067,-0.225624766193
ACH-001075,-0.0393845329124
ACH-001096,-0.24801558061999998
ACH-001128,0.992351300785
ACH-001134,-0.32237863071999995
ACH-001151,-0.40908607832099997
ACH-001163,-0.21559457708000002
ACH-001164,-0.38010123735
ACH-001173,-0.250517678851
ACH-001183,-0.49707953462899995
