,ADAM12 (8038)
ACH-000004,-0.347312891352
ACH-000007,-0.30945579697
ACH-000009,-0.0668583510886
ACH-000011,-0.07413370021589999
ACH-000012,-0.0836221773083
ACH-000013,-0.0792563833059
ACH-000014,0.0392498963427
ACH-000015,-0.167372974005
ACH-000017,-0.000512610684942
ACH-000018,-0.16130287325200002
ACH-000019,0.10680021867799999
ACH-000021,-0.0204404396176
ACH-000022,-0.27152970939300003
ACH-000025,-0.101237789564
ACH-000028,-0.0415391460215
ACH-000030,-0.0176935785243
ACH-000035,-0.072574121715
ACH-000036,-0.183743404017
ACH-000037,-0.06578845125880001
ACH-000039,0.06436042426369999
ACH-000040,0.008176084441260001
ACH-000041,-0.21322762523400002
ACH-000042,-0.185326134743
ACH-000045,-0.053268666725900006
ACH-000047,-0.0155249170097
ACH-000052,-0.04947729999480001
ACH-000053,-0.200076956789
ACH-000054,-0.205433763327
ACH-000055,0.204247728756
ACH-000060,-0.165082344239
ACH-000067,-0.050890227736
ACH-000070,-0.252366059429
ACH-000075,-0.19644091002500003
ACH-000078,-0.377416230176
ACH-000082,-0.096685836065
ACH-000085,-0.0861938066222
ACH-000086,-0.17932728745999998
ACH-000087,-0.46261696875200004
ACH-000092,-0.0417039869919
ACH-000095,-0.17167012615200003
ACH-000097,-0.20654263697900002
ACH-000098,-0.047722507218000004
ACH-000099,-0.358408085462
ACH-000108,-0.0584729524753
ACH-000113,0.06985440727000002
ACH-000115,-0.140195071684
ACH-000116,-0.201567753944
ACH-000118,-0.0616393491322
ACH-000120,0.11414369667600001
ACH-000123,-0.034847569097
ACH-000127,0.00451836730522
ACH-000128,-0.303370650787
ACH-000132,-0.101150707743
ACH-000133,-0.08922593034810002
ACH-000137,-0.053439422851099996
ACH-000138,-0.062904866405
ACH-000142,-0.0878595470583
ACH-000143,-0.425809928324
ACH-000146,-0.10474021764699999
ACH-000148,-0.224384162044
ACH-000150,-0.0665128609838
ACH-000152,0.040341982559400004
ACH-000153,-0.180035528431
ACH-000159,-0.039278687434
ACH-000160,-0.0977704099152
ACH-000163,-0.109636406664
ACH-000167,-0.494930855717
ACH-000168,0.148425358586
ACH-000169,-0.33837368377800003
ACH-000178,-0.19796467333599999
ACH-000182,-0.289238454051
ACH-000183,0.08475051367
ACH-000188,-0.0621742438063
ACH-000189,-0.33868705203
ACH-000190,-0.00355069743797
ACH-000198,-0.165758560202
ACH-000204,-0.17112857994000003
ACH-000206,0.0307301920618
ACH-000207,0.113935300186
ACH-000211,-0.19412802911200003
ACH-000215,-0.245581195287
ACH-000221,-0.149078286979
ACH-000222,0.0566676842406
ACH-000223,-0.162295517488
ACH-000226,-0.0827798944187
ACH-000227,-0.124566882811
ACH-000228,-0.07168140455630001
ACH-000231,-0.214246169307
ACH-000232,-0.0891771222516
ACH-000233,-0.171528252794
ACH-000234,-0.140319550102
ACH-000235,-0.153120532322
ACH-000237,-0.07572802895769999
ACH-000238,-0.157412536
ACH-000243,0.013393337354200001
ACH-000244,-0.04697127119390001
ACH-000246,-0.192016789948
ACH-000248,-0.07291395311089999
ACH-000250,0.0006200124731490001
ACH-000251,-0.0838453731062
ACH-000253,-0.202538991354
ACH-000255,-0.06753695965300001
ACH-000256,-0.25584049042199997
ACH-000257,-0.0854588088977
ACH-000258,-0.21181914346900002
ACH-000259,-0.108483501276
ACH-000260,-0.0756448167293
ACH-000261,-0.014444168726500001
ACH-000262,-0.241967795429
ACH-000263,0.216301733277
ACH-000264,-0.0069715837208400005
ACH-000265,0.0540756828381
ACH-000266,-0.146038908697
ACH-000272,-0.189651817511
ACH-000273,0.010596996820499999
ACH-000274,-0.106530449308
ACH-000277,-0.42768274461499994
ACH-000278,-0.294690551176
ACH-000279,-0.109574401325
ACH-000280,-0.24119769511300002
ACH-000281,-0.31495470859700003
ACH-000288,-0.29224678970199996
ACH-000291,-0.238069853979
ACH-000293,0.30002026349800004
ACH-000294,-0.19514570477499998
ACH-000295,0.0371107549794
ACH-000296,-0.313996619924
ACH-000302,-0.0430412934999
ACH-000304,-0.136341813691
ACH-000307,-0.0765331926774
ACH-000308,-0.0714655489471
ACH-000310,-0.318956754567
ACH-000311,-0.0299897604442
ACH-000312,-0.257162744271
ACH-000315,-0.592175369588
ACH-000316,-0.175429018213
ACH-000317,-0.379208007561
ACH-000318,0.140012423794
ACH-000319,-0.0318594914989
ACH-000320,-0.585086089531
ACH-000322,-0.117056357941
ACH-000323,-0.04812279846630001
ACH-000324,-0.187623117816
ACH-000329,-0.100715518289
ACH-000330,-0.00228031610466
ACH-000331,-0.112223661657
ACH-000332,-0.08863165007580001
ACH-000334,-0.09717663294019999
ACH-000335,-0.113140509598
ACH-000336,0.0571180879837
ACH-000337,-0.19518342935400002
ACH-000339,-0.0995404126845
ACH-000341,-0.44074517056
ACH-000348,-0.08233048100910001
ACH-000350,-0.146417576862
ACH-000352,-0.0848490601715
ACH-000356,0.13297914017100002
ACH-000361,-0.254156793911
ACH-000362,-0.0893718695317
ACH-000363,-0.0422580349596
ACH-000364,-0.185370051786
ACH-000365,0.100072837203
ACH-000366,-0.17334601192200003
ACH-000368,-0.34680952523599995
