,GLYATL3 (389396)
ACH-000004,-0.0764096479552
ACH-000007,-0.27210091434300004
ACH-000009,-0.18513504116
ACH-000011,-0.298219012042
ACH-000012,-0.157767054222
ACH-000013,-0.07622973772460001
ACH-000014,-0.0270297741212
ACH-000015,-0.0585875804717
ACH-000017,-0.253933939271
ACH-000018,0.0867726224299
ACH-000019,-0.0347235885148
ACH-000021,-0.0699489944993
ACH-000022,-0.061296970108599996
ACH-000025,-0.14406179012599998
ACH-000028,-0.09117020387189999
ACH-000030,-0.139489545988
ACH-000035,-0.211609402626
ACH-000036,-0.200277565182
ACH-000037,-0.10302625367000001
ACH-000039,0.07662872763439998
ACH-000040,-0.155617111827
ACH-000041,-0.15413346365
ACH-000042,-0.107125177536
ACH-000045,-0.066054471369
ACH-000047,-0.054302358824300005
ACH-000052,-0.155084689824
ACH-000053,-0.122461388204
ACH-000054,-0.151314983348
ACH-000055,-0.193502136411
ACH-000060,-0.157553386544
ACH-000067,-0.329332618393
ACH-000070,-0.32167717292
ACH-000075,-0.08371805025830001
ACH-000078,-0.17528066696800002
ACH-000082,-0.16908216629099998
ACH-000085,0.0780506480809
ACH-000086,-0.220019303496
ACH-000087,0.198731187641
ACH-000092,-0.12087191033
ACH-000095,-0.185255843645
ACH-000097,-0.0430658289513
ACH-000098,-0.226118836173
ACH-000099,-0.102581379767
ACH-000108,-0.149355160239
ACH-000113,-0.10794001836400001
ACH-000115,-0.12012013793
ACH-000116,-0.130874646765
ACH-000118,-0.09443712515630001
ACH-000120,-0.0676537042407
ACH-000123,-0.12128868676799999
ACH-000127,-0.200035664523
ACH-000128,-0.269470174519
ACH-000132,-0.122182508516
ACH-000133,-0.100219140339
ACH-000137,0.0387019997992
ACH-000138,-0.13911999938
ACH-000142,-0.0713664089392
ACH-000143,-0.123649212177
ACH-000146,-0.11876312453400001
ACH-000148,-0.009444114683129999
ACH-000150,0.00023347131621
ACH-000152,-0.155537176691
ACH-000153,0.00271487035804
ACH-000159,-0.241033555548
ACH-000160,-0.20755429981600002
ACH-000163,-0.05611577340480001
ACH-000167,-0.0280258885022
ACH-000168,0.0102561709027
ACH-000169,-0.102709315781
ACH-000178,-0.03568991076130001
ACH-000182,-0.17202927675700003
ACH-000183,-0.0436823716931
ACH-000188,-0.13425448433700002
ACH-000189,0.375327205194
ACH-000190,-0.245375920103
ACH-000198,-0.261548523515
ACH-000204,0.170151301491
ACH-000206,0.0849078693664
ACH-000207,-0.162486506831
ACH-000211,-0.0425868405847
ACH-000215,-0.173896068643
ACH-000221,0.10457231573100001
ACH-000222,-0.44184491403399995
ACH-000223,-0.25462609122900004
ACH-000226,0.00344968755973
ACH-000227,-0.341751194077
ACH-000228,-0.21047493788199997
ACH-000231,-0.145976175419
ACH-000232,-0.151764798764
ACH-000233,-0.145061956887
ACH-000234,-0.170495412241
ACH-000235,-0.0813855681992
ACH-000237,-0.057935513716799995
ACH-000238,-0.226988939327
ACH-000243,-0.131409986624
ACH-000244,-0.107722504697
ACH-000246,-0.062197532476199996
ACH-000248,-0.355081572103
ACH-000250,-0.12158275705
ACH-000251,-0.094634421732
ACH-000253,-0.179546263161
ACH-000255,-0.13268420434
ACH-000256,-0.19446257624000002
ACH-000257,-0.22265618382599997
ACH-000258,-0.130738261211
ACH-000259,-0.10305949306
ACH-000260,-0.164562012337
ACH-000261,-0.0759250124947
ACH-000262,-0.037079816262
ACH-000263,-0.121633301131
ACH-000264,-0.0503298371174
ACH-000265,-0.277813619171
ACH-000266,-0.160224008416
ACH-000272,-0.17211402342
ACH-000273,-0.316045526687
ACH-000274,-0.0695911229483
ACH-000277,-0.0959724396902
ACH-000278,0.000953441275723
ACH-000279,-0.246051068637
ACH-000280,-0.00383633161895
ACH-000281,-0.13300302489399998
ACH-000288,-0.163553664109
ACH-000291,-0.0863796176157
ACH-000293,-0.0805823573836
ACH-000294,-0.174761175472
ACH-000295,0.053154466223099994
ACH-000296,0.146673629483
ACH-000302,-0.0879672084615
ACH-000304,0.010154451206
ACH-000307,-0.164347163939
ACH-000308,-0.12934087247099998
ACH-000310,-0.338475047427
ACH-000311,-0.10376809596000001
ACH-000312,-0.132278269938
ACH-000315,-0.2795566597
ACH-000316,-0.1372142986
ACH-000317,-0.020528473772599996
ACH-000318,0.0025669909181599997
ACH-000319,-0.07397072912560002
ACH-000320,-0.0666493656425
ACH-000322,-0.128279150424
ACH-000323,-0.0033751449142600002
ACH-000324,-0.244577415695
ACH-000329,-0.0265651126414
ACH-000330,-0.33124572346299996
ACH-000331,-0.0884441118545
ACH-000332,-0.14236093865399999
ACH-000334,-0.017243592789700002
ACH-000335,-0.318549490311
ACH-000336,-0.449311905722
ACH-000337,-0.153352942696
ACH-000339,-0.235765492775
ACH-000341,-0.174729769226
ACH-000348,-0.201366926703
ACH-000350,0.076473677325
ACH-000352,-0.159601598419
ACH-000356,0.0043413541441999996
ACH-000361,-0.375498242598
ACH-000362,-0.18852620683
ACH-000363,0.041896612656099994
ACH-000364,-0.0537873485818
ACH-000365,-0.0528559010845
ACH-000366,-0.033439319191900005
ACH-000368,-0.23974284243000002
ACH-000374,-0.133750510886
ACH-000375,-0.022547257122499997
ACH-000376,0.045797913657800005
ACH-000381,0.0267889797072
ACH-000383,-0.11735455601
ACH-000387,-0.143015750701
ACH-000389,-0.157576193378
ACH-000390,-0.0100351862491
ACH-000393,-0.306149134752
ACH-000395,0.0914712323442
ACH-000397,-0.014405305869499998
ACH-000401,-0.09926766557039998
ACH-000402,-0.554394776232
ACH-000403,-0.0843226118244
ACH-000404,-0.0876858639222
ACH-000406,-0.11871910475
ACH-000407,-0.0214517847207
ACH-000408,-0.152034959362
ACH-000410,-0.23854017901
ACH-000411,0.0064430353943400005
ACH-000414,-0.192355985693
ACH-000415,-0.137881576044
ACH-000416,-0.142874273228
ACH-000420,-0.360871994188
ACH-000421,-0.0797806705882
ACH-000424,-0.10543325081499999
ACH-000425,-0.150907840143
ACH-000426,0.0544984194274
ACH-000427,0.0168996042855
ACH-000433,-0.13681225624600002
ACH-000436,-0.067675239114
ACH-000444,-0.17715836788199998
ACH-000445,-0.08855488521089999
ACH-000448,-0.0936769040233
ACH-000450,0.0199815104323
ACH-000452,-0.160843763939
ACH-000454,-0.365225939769
ACH-000458,0.00326889319312
ACH-000459,0.111016525699
ACH-000460,-0.111027928687
ACH-000461,-0.0996997518718
ACH-000463,-0.157498596073
ACH-000464,0.0829279149475
ACH-000466,-0.271790879363
ACH-000467,-0.174083868752
ACH-000468,-0.08914276869349999
ACH-000469,0.011637938734600001
ACH-000470,-0.161672812275
ACH-000471,-0.120399722559
ACH-000472,-0.0829484010193
ACH-000473,-0.184553085171
ACH-000475,-0.025046116918000003
ACH-000476,-0.051522604032899995
ACH-000477,-0.24660199184999998
ACH-000480,0.0865634094387
ACH-000481,-0.156477998971
ACH-000483,-0.222784116818
ACH-000484,-0.00602177963829
ACH-000485,-0.0192196120228
ACH-000486,-0.19128012024099997
ACH-000487,-0.0507443801552
ACH-000488,-0.062298380088599996
ACH-000490,-0.08873058297080001
ACH-000491,-0.23635701370499998
ACH-000495,-0.21450912962000002
ACH-000496,-0.13378418459799998
ACH-000499,0.0490859347929
ACH-000500,-0.667281075397
ACH-000502,-0.11222671832699999
ACH-000503,0.249750139774
ACH-000505,-0.20865619417800002
ACH-000507,0.0910116062621
ACH-000510,-0.0725102559245
ACH-000511,0.0220821460731
ACH-000512,-0.107815831763
ACH-000516,-0.0825537981596
ACH-000517,-0.11339744377399999
ACH-000518,-0.030885889055499997
ACH-000520,-0.283298653111
ACH-000521,-0.10923674362500001
ACH-000522,-0.150395736159
ACH-000524,-0.128000814516
ACH-000527,-0.017562562411099998
ACH-000528,0.0145883067567
ACH-000537,-0.089461961149
ACH-000541,-0.137781887806
ACH-000542,-0.05004281129509999
ACH-000544,0.012210634262700002
ACH-000545,-0.118028578297
ACH-000547,-0.036976607735
ACH-000548,-0.157951533577
ACH-000549,0.135951622086
ACH-000550,-0.174870461233
ACH-000552,-0.17282173671700002
ACH-000556,-0.113914964913
ACH-000557,0.0297132945157
