,NRP2 (8828)
ACH-000004,-0.186036529529
ACH-000007,-0.300168145407
ACH-000009,-0.256873450563
ACH-000011,-0.0291424742086
ACH-000012,-0.068253849593
ACH-000013,-0.24066617064399998
ACH-000014,-0.132040893699
ACH-000015,-0.30380047469099997
ACH-000017,-0.22296922178800002
ACH-000018,-0.41434307368100004
ACH-000019,-0.35267885282
ACH-000021,-0.269808308322
ACH-000022,-0.10562504455600001
ACH-000025,-0.05685766364040001
ACH-000028,-0.13505548382899998
ACH-000030,-0.132393665032
ACH-000035,-0.05569326092349999
ACH-000036,-0.258153662905
ACH-000037,-0.00776263740602
ACH-000039,-0.452228763486
ACH-000040,-0.237649767623
ACH-000041,-0.185608956232
ACH-000042,0.0549496290274
ACH-000045,-0.159913478966
ACH-000047,-0.18265548740200002
ACH-000052,-0.21371170101300002
ACH-000053,-0.155401871301
ACH-000054,-0.12246882725
ACH-000055,-0.31940512511999997
ACH-000060,-0.291113240386
ACH-000067,0.055446169186000004
ACH-000070,-0.13044077798599998
ACH-000075,-0.24886225789299998
ACH-000078,-0.15068003964
ACH-000082,-0.321774084419
ACH-000085,-0.0538563462973
ACH-000086,-0.268278562037
ACH-000087,-0.182998202594
ACH-000092,-0.192639733617
ACH-000095,-0.21037126984
ACH-000097,-0.11852378093900001
ACH-000098,-0.22338197051199998
ACH-000099,-0.110992936523
ACH-000108,-0.20419618623799998
ACH-000113,-0.280367702348
ACH-000115,-0.322957404854
ACH-000116,-0.22178868867499998
ACH-000118,-0.246498443008
ACH-000120,-0.12809769830499998
ACH-000123,-0.29219332585
ACH-000127,-0.205265502557
ACH-000128,-0.35483458560099995
ACH-000132,-0.425079334378
ACH-000133,-0.34929409193000005
ACH-000137,-0.293901330922
ACH-000138,-0.216062366007
ACH-000142,-0.25883267296100004
ACH-000143,-0.0413984686072
ACH-000146,-0.141587101815
ACH-000148,-0.252153346545
ACH-000150,-0.129506775372
ACH-000152,-0.31343460007199997
ACH-000153,0.06197969573940001
ACH-000159,-0.269374681892
ACH-000160,-0.293607867088
ACH-000163,-0.189094614196
ACH-000167,-0.01940969628
ACH-000168,0.0239094113894
ACH-000169,-0.056697862053500005
ACH-000178,-0.00996791677228
ACH-000182,-0.19629033757
