,NFATC2IP (84901)
ACH-000004,-0.461411196159
ACH-000007,-0.24677654579999997
ACH-000009,-0.331506552602
ACH-000011,-0.350959225487
ACH-000012,-0.409188121008
ACH-000013,-0.522722560849
ACH-000014,-0.38504479403399994
ACH-000015,-0.8008266985879999
ACH-000017,-0.456515107768
ACH-000018,-0.644358474741
ACH-000019,-0.48468379545400003
ACH-000021,-0.478731343336
ACH-000022,-0.276064178969
ACH-000025,-0.571236678733
ACH-000028,-0.558659662947
ACH-000030,-0.19214499377099997
ACH-000035,-0.542294580897
ACH-000036,-0.43078194908399997
ACH-000037,-0.561481955994
ACH-000039,-0.72241061145
ACH-000040,-0.504555229303
ACH-000041,-0.455989560942
ACH-000042,-0.43376970512199997
ACH-000045,-0.535486976431
ACH-000047,-0.536734963547
ACH-000052,-0.9457208186499999
ACH-000053,-0.330518641136
ACH-000054,-0.33775366058
ACH-000055,-0.561261168473
ACH-000060,-0.28602235262200004
ACH-000067,-0.437648480863
ACH-000070,-0.34261178224399996
ACH-000075,-0.668707215032
ACH-000078,-0.474534834434
ACH-000082,-0.476641603668
ACH-000085,-0.402989971834
ACH-000086,-0.18999948229000002
ACH-000087,-0.88124295339
ACH-000092,-0.44481469286799996
ACH-000095,-0.40878553749700003
ACH-000097,-0.48065199200099995
ACH-000098,-0.52116511154
ACH-000099,-0.50850605165
ACH-000108,-0.251656669627
ACH-000113,-0.6527083575639999
ACH-000115,-0.390867848431
ACH-000116,-0.643549937515
ACH-000118,-0.369413818025
ACH-000120,-0.538968914345
ACH-000123,-0.554773134952
ACH-000127,-0.62869287587
ACH-000128,-0.356541700819
ACH-000132,-0.522645428164
ACH-000133,-0.330269822656
ACH-000137,-0.626818734324
ACH-000138,-0.41908722491800005
ACH-000142,-0.48253065058899997
ACH-000143,-0.616184867205
ACH-000146,-0.621536957473
ACH-000148,-0.583818142736
ACH-000150,-0.6711207866869999
ACH-000152,-0.583266585756
ACH-000153,-0.43125446700900005
ACH-000159,-0.328236447812
ACH-000160,-0.274529908805
ACH-000163,-0.7493112774580001
ACH-000167,-0.474732743872
ACH-000168,-0.60929482753
ACH-000169,-0.459708009812
ACH-000178,-0.63236374581
ACH-000182,-0.35593997825
ACH-000183,-0.278977541836
ACH-000188,-0.320769486379
ACH-000189,-0.137676844509
ACH-000190,-0.214169224507
ACH-000198,-0.730117845192
ACH-000204,-0.438193855415
ACH-000206,-0.25119148191199997
ACH-000207,-0.452557636958
ACH-000211,-0.34422123558300005
ACH-000215,-0.46010852593
ACH-000221,-0.382201760641
ACH-000222,-0.37982531453199997
ACH-000223,-0.479745581602
ACH-000226,-0.329570844164
ACH-000227,-0.562297432809
ACH-000228,-0.610256047539
ACH-000231,-0.713288150464
ACH-000232,-0.427561032706
ACH-000233,-0.337973869083
ACH-000234,-0.534138274222
ACH-000235,-0.39850822816299997
ACH-000237,-0.604883275842
ACH-000238,-0.09385709569919999
ACH-000243,-0.6972957557680001
ACH-000244,-0.205701709236
ACH-000246,-0.522154711542
ACH-000248,-0.46744862883199995
ACH-000250,-0.352114651339
ACH-000251,-0.132224146811
ACH-000253,-0.333018231143
ACH-000255,-0.558956970788
ACH-000256,-0.218270958022
ACH-000257,-0.311135341658
ACH-000258,-0.721477412652
ACH-000259,-0.491840491898
ACH-000260,-0.560169167127
ACH-000261,-0.42899005367
ACH-000262,-0.27333038360999995
ACH-000263,-0.23906117057700002
ACH-000264,-0.432669683009
ACH-000265,-0.81800213094
ACH-000266,-0.619539643761
ACH-000272,-0.5704554513310001
ACH-000273,-0.838432893133
ACH-000274,-0.457817696787
ACH-000277,-0.5903506893020001
ACH-000278,-0.772990800932
ACH-000279,-0.6761076443199999
ACH-000280,-0.435276265919
ACH-000281,-0.143990982284
ACH-000288,-0.6007247379990001
ACH-000291,-0.43559906846999996
ACH-000293,-0.38786045039399997
ACH-000294,-0.24046463156599998
ACH-000295,-0.6449313468919999
ACH-000296,-0.61073431446
ACH-000302,-0.5422141375639999
ACH-000304,-0.328735035353
ACH-000307,-0.8287727041490001
ACH-000308,-0.47005835042599997
ACH-000310,-0.7557889928229999
ACH-000311,-0.47216506326800006
ACH-000312,-0.48991786768600004
ACH-000315,-0.368973307999
ACH-000316,-0.725703293161
ACH-000317,-0.28758003077399996
ACH-000318,-0.457187906119
ACH-000319,-0.47710763170599996
ACH-000320,-0.655108191809
ACH-000322,-0.9102665673739999
ACH-000323,-0.6975206796269999
ACH-000324,-0.290351173445
ACH-000329,-0.287707641705
ACH-000330,-0.413032867614
ACH-000331,-0.532986995973
ACH-000332,-0.8970456149510001
ACH-000334,-0.328120234571
ACH-000335,-0.297617356647
ACH-000336,-0.267718994366
ACH-000337,-0.643062622939
ACH-000339,-0.4827875259800001
ACH-000341,-0.37437694722099996
ACH-000348,-0.745784223657
ACH-000350,-0.72583780972
ACH-000352,-0.368234267543
ACH-000356,-0.796393579499
ACH-000361,-0.6801733859990001
ACH-000362,-0.678891714642
ACH-000363,-0.444220699178
ACH-000364,-0.39561994575599996
ACH-000365,-0.446969569066
ACH-000366,-0.318850442397
ACH-000368,-0.678146166181
ACH-000374,-0.720492845545
ACH-000375,-0.377295224464
ACH-000376,-0.233674049296
ACH-000381,-0.347632406043
ACH-000383,-0.261728804558
ACH-000387,-0.610968872499
ACH-000389,-0.41104611108499994
ACH-000390,-0.427392870739
ACH-000393,-0.407101949385
ACH-000395,-0.32373555193500003
ACH-000397,-0.51317225997
ACH-000401,-0.6950972699860001
ACH-000402,-0.025801419617
ACH-000403,-0.268356871047
ACH-000404,-0.451966462537
ACH-000406,-0.538245428613
ACH-000407,-0.590338129041
ACH-000408,-0.44419084418899996
ACH-000410,-0.5416123444259999
ACH-000411,-0.595860403541
ACH-000414,-0.474001455707
ACH-000415,-0.572706796682
ACH-000416,-0.561009924216
ACH-000420,-0.7250942318089999
ACH-000421,-0.255362079965
ACH-000424,-0.663259741575
ACH-000425,-0.692556786891
ACH-000426,-0.19844590752900002
ACH-000427,-0.455829327836
ACH-000433,-0.701559103605
ACH-000436,-0.441143303686
ACH-000444,-0.410110981312
ACH-000445,-0.580957001397
ACH-000448,-0.46667831720799996
ACH-000450,-0.44224390706999994
ACH-000452,-0.454346522748
ACH-000454,-0.495277465375
ACH-000458,-0.658595336767
ACH-000459,-0.429727083452
ACH-000460,-0.385255052021
ACH-000461,-0.345858687415
ACH-000463,-0.483946064612
ACH-000464,-0.241612251802
ACH-000466,0.00670289910849
ACH-000467,-0.396378273907
ACH-000468,-0.317350707267
ACH-000469,-0.36633424332099995
ACH-000470,-0.212055375702
ACH-000471,-0.364885830531
ACH-000472,-0.498153118704
ACH-000473,-0.523695251743
ACH-000475,-0.379127484146
ACH-000476,-0.465975461822
ACH-000477,-0.308536160523
ACH-000480,-0.616157179044
ACH-000481,-0.304515605988
ACH-000483,-0.920269702845
ACH-000484,-0.297084726485
ACH-000485,-0.242928213154
ACH-000486,-0.684737467165
ACH-000487,-0.255283958194
ACH-000488,-0.500718175751
ACH-000490,-0.465217919493
ACH-000491,-0.361762104283
ACH-000495,-0.408692341734
