,COX4I1 (1327)
ACH-000004,-0.370886394742
ACH-000007,-0.597341445791
ACH-000009,-0.309262623258
ACH-000011,-0.026844237236900003
ACH-000012,-0.333342300889
ACH-000013,-0.49825441293300005
ACH-000014,-0.4457769343
ACH-000015,-0.420354840839
ACH-000017,-0.231563720508
ACH-000018,-0.0314707317604
ACH-000019,-0.676185310016
ACH-000021,-0.466486724882
ACH-000022,-0.30111392795499997
ACH-000025,-0.612384284305
ACH-000028,-0.16961887079100002
ACH-000030,-0.461500700609
ACH-000035,-0.499990416148
ACH-000036,-0.08217242663669999
ACH-000037,-0.304941957313
ACH-000039,-0.657495774666
ACH-000040,0.008880974989100001
ACH-000041,-0.288461517362
ACH-000042,-0.15383174709
ACH-000045,-0.637335958103
ACH-000047,-0.8768146386519999
ACH-000052,-0.321862929882
ACH-000053,-0.375140246059
ACH-000054,-0.610123476147
ACH-000055,-0.33641058799199997
ACH-000060,-0.23497263518000003
ACH-000067,-0.152319167533
ACH-000070,-0.35009949119499995
ACH-000075,-0.27546796908300003
ACH-000078,-0.484242760677
ACH-000082,-0.164285307671
ACH-000085,-0.192035783961
ACH-000086,-0.410060884314
ACH-000087,-0.354971891503
ACH-000092,-0.189121410734
ACH-000095,-0.112975480291
ACH-000097,-0.257062691754
ACH-000098,-0.387658354192
ACH-000099,-0.361026859441
ACH-000108,-0.560254438395
ACH-000113,-0.543819931325
ACH-000115,-0.214222150737
ACH-000116,-0.5095345386569999
ACH-000118,-0.739569428558
ACH-000120,-0.52561390575
ACH-000123,-0.541703594828
ACH-000127,-0.628729199346
ACH-000128,-0.40715514157899996
ACH-000132,-0.281406134411
ACH-000133,-0.326133912152
ACH-000137,-0.47872178818899996
ACH-000138,-0.5424583767710001
ACH-000142,-0.0376687989364
ACH-000143,-0.13244076919000003
ACH-000146,-1.033914396
ACH-000148,-0.458716316153
ACH-000150,-0.5017135631499999
ACH-000152,-0.331597092569
ACH-000153,-0.470897752506
ACH-000159,-0.41727204807400003
ACH-000160,-0.704949105597
ACH-000163,-0.23042358434000001
ACH-000167,-0.210824123999
ACH-000168,-0.261555623222
ACH-000169,-0.299963392058
ACH-000178,-0.253753021069
ACH-000182,-0.9242484198469999
ACH-000183,-0.606730221991
ACH-000188,-0.19838206162099997
ACH-000189,-0.33267429012899996
ACH-000190,-0.566268926179
ACH-000198,-0.482014357511
ACH-000204,-0.29173803570900003
ACH-000206,-0.30231352193300004
ACH-000207,-0.46653021246299997
ACH-000211,-0.324713126728
ACH-000215,-0.466308066059
ACH-000221,-0.421550815904
ACH-000222,-0.4483616667
ACH-000223,-0.401094882343
ACH-000226,-0.306458845826
ACH-000227,-0.436386822887
ACH-000228,-0.238324544203
ACH-000231,-0.122910509443
ACH-000232,-0.22948823602200003
ACH-000233,-0.566629943351
ACH-000234,-0.236977250538
ACH-000235,-0.330924873166
ACH-000237,-0.17618177129999998
ACH-000238,-0.197148083234
ACH-000243,-0.363575744788
ACH-000244,-0.569197042948
ACH-000246,-0.654358538582
ACH-000248,-0.451072123798
ACH-000250,-0.16937798901099999
ACH-000251,-0.229132470163
ACH-000253,-0.337823957048
ACH-000255,-0.120610819918
ACH-000256,-0.146029848531
ACH-000257,-0.7443732726260001
ACH-000258,-0.39712645866400004
ACH-000259,-0.231663947193
ACH-000260,-0.213591864828
ACH-000261,-0.354416672037
ACH-000262,-0.295162581594
ACH-000263,-0.24971595508400002
ACH-000264,-0.356230705071
ACH-000265,-0.36742118466300006
ACH-000266,-0.309581397636
ACH-000272,-0.24442397234700003
ACH-000273,-0.575766628983
ACH-000274,-0.34596688221
ACH-000277,-0.898318231279
ACH-000278,-0.163897239856
ACH-000279,-0.576900140044
ACH-000280,-0.40306093715400004
ACH-000281,-0.369828644596
ACH-000288,-0.5185193545000001
ACH-000291,-0.553293505805
ACH-000293,-0.262852730492
ACH-000294,-0.222668896875
ACH-000295,-0.568727301123
ACH-000296,-0.0286934934622
ACH-000302,-0.342973632787
ACH-000304,-0.721066766605
ACH-000307,-0.358316649604
ACH-000308,-0.357470499926
ACH-000310,-0.336973613591
ACH-000311,-0.512139873539
ACH-000312,-0.714038625088
ACH-000315,-0.438836263028
ACH-000316,-0.485123117651
ACH-000317,-0.854289169803
ACH-000318,-0.243059090521
ACH-000319,-0.371432807489
ACH-000320,-0.519821906429
ACH-000322,-0.710881352688
ACH-000323,-0.359706691228
ACH-000324,-0.022472302510700003
ACH-000329,-0.906123415016
ACH-000330,-0.527212779988
ACH-000331,-0.163623229344
ACH-000332,-0.0771969124149
ACH-000334,-0.7501552617380001
ACH-000335,-0.332154462656
