,NNMT (4837)
ACH-000004,-0.00378850978758
ACH-000007,0.19658527077500002
ACH-000009,0.187182069925
ACH-000011,0.11573602018
ACH-000012,0.0846688551413
ACH-000013,0.0687879001733
ACH-000014,0.05993357274259999
ACH-000015,0.09332810017889999
ACH-000017,0.0207919798111
ACH-000018,-0.124255289638
ACH-000019,0.18073259053
ACH-000021,0.0917096736575
ACH-000022,0.012662503793799998
ACH-000025,0.108880424686
ACH-000028,0.189723294031
ACH-000030,0.163082629047
ACH-000035,0.343265324313
ACH-000036,0.224486236619
ACH-000037,-0.27435922296500004
ACH-000039,0.09437823856489999
ACH-000040,-0.030450548145
ACH-000041,-0.16594183382000002
ACH-000042,0.0362555423984
ACH-000045,0.246235126794
ACH-000047,0.0132439198942
ACH-000052,0.20148616018399998
ACH-000053,0.122225435908
ACH-000054,0.126872277724
ACH-000055,-0.184257270546
ACH-000060,-0.00220359902468
ACH-000067,0.105376455129
ACH-000070,0.060417073936700004
ACH-000075,-0.28582400157
ACH-000078,-0.033947483695799995
ACH-000082,-0.0309584173171
ACH-000085,0.08998429189539998
ACH-000086,0.0033088127874499997
ACH-000087,0.152733026691
ACH-000092,0.174397882605
ACH-000095,0.131880851548
ACH-000097,0.0766762930581
ACH-000098,0.08586486462750001
ACH-000099,0.047667202601800004
ACH-000108,0.0305434593041
ACH-000113,0.188586832679
ACH-000115,0.156105868555
ACH-000116,0.09504054370750001
ACH-000118,-0.012410090509600001
ACH-000120,0.13186520351199998
ACH-000123,0.06842959579699999
ACH-000127,0.07677197425200001
ACH-000128,0.137223174792
ACH-000132,0.10753766299900001
ACH-000133,-0.0388527604519
ACH-000137,0.122271279913
ACH-000138,0.08054710409799999
ACH-000142,0.0190892197538
ACH-000143,0.155672266398
ACH-000146,0.044232017133
ACH-000148,0.157108346615
ACH-000150,0.22327621009799997
ACH-000152,0.14433693234
ACH-000153,0.037364641636800006
ACH-000159,0.15935418698200002
ACH-000160,-0.010740640180500001
ACH-000163,0.166572577141
ACH-000167,-0.276763231285
ACH-000168,0.0981545267753
ACH-000169,0.0737102262097
ACH-000178,0.06771929877880001
ACH-000182,0.156436371873
ACH-000183,-0.0717093982835
ACH-000188,-0.150542846794
ACH-000189,0.421139433245
ACH-000190,0.06545556118780001
ACH-000198,0.147631031058
ACH-000204,0.12805447955600002
ACH-000206,0.07601472374080001
ACH-000207,0.00718461660868
ACH-000211,0.14151164277699999
ACH-000215,0.123446507039
ACH-000221,0.0201572977243
ACH-000222,0.257637427671
ACH-000223,-0.0218772232968
ACH-000226,0.0518194872324
ACH-000227,0.056694478334300004
ACH-000228,-0.152501176992
ACH-000231,0.0946417421507
ACH-000232,0.11820430233
ACH-000233,-0.026235315481599998
ACH-000234,0.07157335834419999
ACH-000235,0.0579553545724
ACH-000237,0.050213678410599996
