,ASPHD1 (253982)
ACH-000004,-0.256013208307
ACH-000007,0.028337330879799998
ACH-000009,0.047406063834800005
ACH-000011,-0.326039207248
ACH-000012,-0.16778685002500002
ACH-000013,-0.198897123858
ACH-000014,-0.129155951219
ACH-000015,-0.16963745810699998
ACH-000017,-0.232020437657
ACH-000018,-0.133315206106
ACH-000019,-0.038371414988300004
ACH-000021,-0.22896399769
ACH-000022,-0.00769472386201
ACH-000025,-0.17295207743500002
ACH-000028,-0.200094018502
ACH-000030,-0.020137060074200002
ACH-000035,-0.206759400483
ACH-000036,-0.300904782245
ACH-000037,-0.0883985224653
ACH-000039,-0.18533377411
ACH-000040,-0.229853561764
ACH-000041,-0.461753652219
ACH-000042,-0.145261306901
ACH-000045,0.027760705149900002
ACH-000047,-0.0398674305621
ACH-000052,-0.21600711243700002
ACH-000053,-0.0919641035255
ACH-000054,-0.283519201747
ACH-000055,-0.0835555623156
ACH-000060,-0.254782869408
ACH-000067,0.035854362736400004
ACH-000070,-0.194481413467
ACH-000075,-0.321400817447
ACH-000078,-0.241172800456
ACH-000082,-0.06724060818710001
ACH-000085,-0.175244893947
ACH-000086,-0.139585093969
ACH-000087,-0.201282002738
ACH-000092,-0.12410638675
ACH-000095,-0.252108691429
ACH-000097,-0.20582527052000002
ACH-000098,-0.294068832686
ACH-000099,-0.23665550150400003
ACH-000108,-0.0376994622953
ACH-000113,-0.320276769363
ACH-000115,-0.443252051634
ACH-000116,-0.312042782018
ACH-000118,-0.145676993606
ACH-000120,-0.134040066491
ACH-000123,-0.07606711135760001
ACH-000127,-0.207116632977
ACH-000128,-0.0847397494767
ACH-000132,-0.0883321197249
ACH-000133,-0.23235979434300003
ACH-000137,-0.25055994067299997
ACH-000138,-0.169119892954
ACH-000142,-0.04731269327769999
ACH-000143,-0.133969789868
ACH-000146,-0.0605608480185
ACH-000148,-0.171962133243
ACH-000150,0.038664340258199995
ACH-000152,-0.148153686763
ACH-000153,-0.00317037592688
ACH-000159,-0.329034572328
ACH-000160,0.18623222267499998
ACH-000163,-0.214264674852
ACH-000167,-0.0780272879385
ACH-000168,-0.26556147375
ACH-000169,-0.23614305285599999
ACH-000178,-0.184835905257
ACH-000182,-0.184897443191
ACH-000183,-0.0594033508889
ACH-000188,-0.0552570399993
ACH-000189,-0.24835641143599999
ACH-000190,0.0132148461822
ACH-000198,-0.25827449478500003
ACH-000204,-0.173306788426
ACH-000206,-0.117475527211
ACH-000207,-0.13075857625600001
ACH-000211,-0.163728853528
ACH-000215,-0.16875042567600002
ACH-000221,-0.188839353961
ACH-000222,-0.0487671662451
ACH-000223,-0.309105271535
ACH-000226,-0.157356355452
ACH-000227,-0.535997512582
ACH-000228,-0.10383481618999998
ACH-000231,-0.40236327563
ACH-000232,-0.19561574304
ACH-000233,-0.09734451787630001
ACH-000234,-0.136356908933
ACH-000235,-0.130135026598
ACH-000237,-0.0768105474809
ACH-000238,0.0640867607809
ACH-000243,-0.17497803027399997
ACH-000244,0.149248292894
ACH-000246,-0.199842259604
ACH-000248,-0.23777842776
ACH-000250,-0.25117300964899997
ACH-000251,-0.368408419567
ACH-000253,-0.259733501742
ACH-000255,-0.11151047049
ACH-000256,-0.008618306282969999
ACH-000257,-0.289473418583
ACH-000258,-0.0774860542712
ACH-000259,-0.19323430099599997
ACH-000260,-0.170201515848
ACH-000261,-0.378017804598
ACH-000262,-0.295393427901
ACH-000263,-0.15282139593
ACH-000264,-0.31837021623000006
ACH-000265,-0.24488595551999998
ACH-000266,-0.262766968251
ACH-000272,-0.213081092467
ACH-000273,-0.25296555877300003
ACH-000274,-0.21655916216499999
ACH-000277,-0.12890373833799998
ACH-000278,0.0608800078821
ACH-000279,-0.118935417775
ACH-000280,-0.15142004667199999
ACH-000281,-0.10418466264799998
ACH-000288,-0.258853318667
ACH-000291,-0.16505087809
ACH-000293,-0.19848515663600003
ACH-000294,0.0158596920255
ACH-000295,-0.135489574059
ACH-000296,-0.0204366157456
ACH-000302,-0.113561370918
ACH-000304,-0.4859183647
ACH-000307,-0.233746448548
ACH-000308,-0.190758078778
ACH-000310,-0.598058222548
ACH-000311,-0.0348059043751
ACH-000312,-0.07882889043319999
ACH-000315,-0.0140116661799
ACH-000316,-0.325102209691
ACH-000317,-0.17350123288
ACH-000318,-0.0593809476136
ACH-000319,-0.164463240288
ACH-000320,-0.0346978556175
ACH-000322,-0.500252113656
ACH-000323,-0.32608720703899996
ACH-000324,-0.184298171739
ACH-000329,-0.22497295094500003
ACH-000330,-0.36862236412
ACH-000331,-0.15633025144999999
ACH-000332,-0.302876816507
ACH-000334,-0.13036591615499998
ACH-000335,-0.026181413489
ACH-000336,-0.0201187239782
ACH-000337,-0.0577952238855
ACH-000339,-0.218332774631
ACH-000341,-0.288776369298
ACH-000348,-0.26385970356
ACH-000350,0.0717120182559
ACH-000352,-0.274639529441
ACH-000356,-0.287561474539
ACH-000361,-0.248026168619
ACH-000362,-0.178212986979
ACH-000363,-0.315862000842
ACH-000364,-0.12972480828400001
ACH-000365,-0.246839216125
ACH-000366,-0.040500252214699994
ACH-000368,-0.194399792214
ACH-000374,-0.292635102808
ACH-000375,0.0304462911078
ACH-000376,-0.0945113817622
ACH-000381,-0.09680252081589999
ACH-000383,-0.0779938649208
ACH-000387,-0.22495076337900002
ACH-000389,-0.206901379586
ACH-000390,-0.030304951206400005
ACH-000393,-0.18981558608100002
ACH-000395,-0.16425463423800002
ACH-000397,-0.15999665588
ACH-000401,0.171301226946
ACH-000402,-0.231751890701
ACH-000403,-0.09792716539010002
ACH-000404,-0.38851012019500003
ACH-000406,-0.25501517577
ACH-000407,-0.322688610504
ACH-000408,0.10895878946799999
ACH-000410,-0.172349579321
ACH-000411,-0.246670833516
ACH-000414,-0.258730082428
ACH-000415,-0.155578554575
ACH-000416,-0.35130540368100005
ACH-000420,-0.286236156981
ACH-000421,-0.0458727343039
ACH-000424,-0.0911879829518
ACH-000425,-0.34180361722400004
ACH-000426,-0.545842640763
ACH-000427,-0.363252636628
ACH-000433,-0.159576798918
ACH-000436,-0.36148659695
ACH-000444,-0.0388043515104
ACH-000445,-0.114959365605
ACH-000448,-0.197753993035
ACH-000450,-0.16060358844699998
ACH-000452,-0.100394320196
ACH-000454,-0.153676309118
ACH-000458,-0.149675941653
ACH-000459,-0.0637078888704
ACH-000460,-0.161614811802
ACH-000461,-0.449999336961
ACH-000463,-0.103326741688
ACH-000464,-0.36980967824199995
ACH-000466,-0.03626632013680001
ACH-000467,-0.140039462836
ACH-000468,-0.075356569106
ACH-000469,-0.136450565728
ACH-000470,-0.07902695028630001
ACH-000471,-0.127544595955
ACH-000472,-0.260700047337
ACH-000473,0.00819959015207
ACH-000475,-0.18587296178800003
ACH-000476,-0.370752967742
ACH-000477,0.0913327805167
ACH-000480,-0.0589868105746
ACH-000481,-0.07325393649050001
ACH-000483,-0.288489446572
ACH-000484,0.017684288996400004
ACH-000485,-0.316932478731
ACH-000486,-0.16087337281
ACH-000487,-0.151588530823
ACH-000488,-0.0375216356658
ACH-000490,-0.282453227698
ACH-000491,-0.00327829250651
ACH-000495,-0.217365722577
ACH-000496,-0.34140857696000004
ACH-000499,-0.536514117311
ACH-000500,-0.36855169284199996
ACH-000502,-0.29459063750799996
ACH-000503,0.040985652049599995
ACH-000505,-0.295133677268
ACH-000507,-0.310098931033
ACH-000510,-0.34147395638800004
ACH-000511,-0.32021916651099996
ACH-000512,-0.22025343699000002
ACH-000516,-0.0148349113711
ACH-000517,-0.18928849716899998
ACH-000518,0.0184186048594
ACH-000520,-0.102961306848
ACH-000521,-0.113604917506
ACH-000522,-0.19624987720400003
ACH-000524,-0.334523427128
ACH-000527,-0.13450042943
ACH-000528,-0.105905579877
ACH-000537,-0.180229832422
ACH-000541,-0.63758025797
ACH-000542,-0.258367446698
ACH-000544,-0.06844200736139999
ACH-000545,-0.119630049811
ACH-000547,-0.20317832536699998
ACH-000548,-0.18700396379099998
ACH-000549,-0.247463277652
ACH-000550,-0.18014835456099998
ACH-000552,-0.11488879870100001
ACH-000556,-0.24234810632
ACH-000557,-0.186721951081
ACH-000570,-0.0126880876718
ACH-000571,-0.11831857415899999
ACH-000573,-0.0739802223135
ACH-000576,-0.28675435125300003
ACH-000580,-0.11288467461200001
ACH-000584,0.00013961421455399998
ACH-000585,-0.229732996758
ACH-000588,-0.26120035526700003
ACH-000589,-0.267547301477
ACH-000591,-0.127078632555
ACH-000593,-0.174236270594
ACH-000600,0.0273817880295
ACH-000601,-0.11822953896800001
ACH-000604,-0.08936405974030001
ACH-000605,-0.133874783678
ACH-000606,-0.18002476031
ACH-000608,-0.0289009011449
ACH-000614,-0.133572866518
ACH-000616,-0.0675714575943
ACH-000618,-0.164530273833
ACH-000619,-0.206395927935
ACH-000620,-0.18333231457199997
ACH-000621,-0.35760770673799996
ACH-000622,-0.44247774317
ACH-000623,-0.16875037370499998
ACH-000624,-0.10290478741299999
ACH-000627,0.0348859266321
ACH-000630,-0.210799982967
ACH-000632,-0.15841572448400001
ACH-000633,0.0244385418768
ACH-000637,-0.41730067192500003
ACH-000638,-0.372752140603
ACH-000646,0.120856846011
ACH-000647,-0.12606776761
ACH-000648,-0.366045080106
ACH-000649,-0.233003289243
ACH-000651,-0.17677495238899998
ACH-000652,-0.0522762683611
ACH-000653,-0.38553875732
ACH-000657,-0.21593142410500002
ACH-000658,-0.34325152340099996
ACH-000661,-0.228228482626
ACH-000662,0.0685975319741
ACH-000663,-0.0982416423587
ACH-000665,-0.118974114538
ACH-000671,-0.332021751639
ACH-000673,-0.255412932009
ACH-000676,-0.215312195711
ACH-000677,-0.126626311963
ACH-000681,-0.0957326524647
ACH-000682,-0.17081215024000002
ACH-000683,-0.12663633586
ACH-000684,-0.221636235055
ACH-000688,-0.250868882512
ACH-000693,-0.09644073887119999
ACH-000694,0.060930317746900005
ACH-000695,-0.125636857267
ACH-000696,-0.132104592457
ACH-000697,-0.00260870652406
ACH-000699,-0.33643358219700004
ACH-000701,-0.234971556035
ACH-000706,-0.105621080034
ACH-000711,-0.0905694196323
ACH-000713,-0.177188220765
ACH-000714,-0.372606643506
ACH-000718,-0.177483751862
ACH-000720,-0.0400981592979
ACH-000721,-0.303823558379
ACH-000724,-0.44306002928099997
ACH-000725,-0.219896338592
ACH-000732,-0.22022196817200002
ACH-000734,-0.165925827798
ACH-000735,-0.0898179351849
ACH-000736,-0.145278770311
ACH-000738,-0.354602688089
ACH-000746,-0.217598478176
ACH-000747,-0.216698282045
ACH-000748,-0.0874194035775
ACH-000753,-0.27008184803199997
ACH-000756,-0.15938343735899999
ACH-000757,-0.0298163193486
ACH-000758,-0.056915523822800004
ACH-000760,-0.148661108517
ACH-000763,-0.295717205218
ACH-000764,-0.342284130804
ACH-000765,-0.282541681331
ACH-000766,-0.43243789171400004
ACH-000767,-0.236701487766
ACH-000768,-0.16479131434900002
ACH-000769,-0.0928544685699
ACH-000770,-0.21999926661999997
ACH-000771,-0.191759865621
ACH-000773,0.128148146333
ACH-000776,-0.29660572065699997
ACH-000777,-0.11538828619000001
ACH-000778,-0.13106853059499998
ACH-000781,-0.20004988200399998
ACH-000782,-0.224310686556
ACH-000783,-0.146958801198
ACH-000784,-0.12249823552000001
ACH-000785,-0.265733345895
ACH-000787,0.068792619017
ACH-000788,-0.200874230295
ACH-000791,-0.44414269902900005
ACH-000792,-0.310373049868
ACH-000794,0.0400939250922
ACH-000796,-0.252516277784
ACH-000799,-0.332513958328
ACH-000800,0.0271674573661
ACH-000802,-0.245772021506
ACH-000804,-0.061757799551800004
ACH-000805,-0.368311829697
ACH-000809,-0.100363336869
ACH-000810,-0.454159367643
ACH-000811,-0.207893257982
ACH-000817,-0.32934103014000005
ACH-000819,-0.22986322906999998
ACH-000820,0.0493481674302
ACH-000821,-0.41601475097499996
ACH-000822,-0.11522523639599999
ACH-000823,-0.0214870145274
ACH-000824,-0.131060519518
ACH-000827,-0.0949644807503
ACH-000829,-0.282588516738
ACH-000831,-0.330944863865
ACH-000832,-0.280983418035
ACH-000833,0.0678250048431
ACH-000834,-0.24715876616500002
ACH-000835,-0.0353614323829
ACH-000836,0.0413346778417
ACH-000837,-0.168419043868
ACH-000838,-0.24437277948199998
ACH-000839,-0.10509058938100001
ACH-000840,-0.436549958236
ACH-000841,-0.18422111758600002
ACH-000843,-0.119606245274
ACH-000846,-0.09152455544339999
ACH-000847,-0.232107346974
ACH-000848,-0.13667955750299998
ACH-000849,-0.31784138377099996
ACH-000851,0.109052211262
ACH-000855,-0.171398198737
ACH-000856,-0.108854963244
ACH-000858,-0.18163201643399998
ACH-000859,-0.0522944192894
ACH-000861,-0.11622108826500001
ACH-000862,-0.190755362977
ACH-000865,-0.0531920610035
ACH-000866,-0.156698416721
ACH-000867,-0.08435616109660002
ACH-000869,-0.386123036848
ACH-000872,-0.14781436355900002
ACH-000873,-0.20883627020599999
ACH-000876,-0.146393126401
ACH-000878,-0.103613813961
ACH-000880,-0.0948406723612
ACH-000881,-0.27340943893
ACH-000882,-0.17118372092
ACH-000884,-0.248877463328
ACH-000885,-0.238164453846
ACH-000887,-0.0419463853831
ACH-000888,-0.18452337719599998
ACH-000889,-0.16808878681400002
ACH-000890,-0.282172298941
ACH-000896,-0.15253407340800001
ACH-000898,-0.203433431256
ACH-000900,-0.313967192925
ACH-000901,-0.218426612473
ACH-000905,-0.11356960097999999
ACH-000906,-0.137922685698
ACH-000907,-0.244302711422
ACH-000910,-0.22729078551100002
ACH-000911,-0.131805737103
ACH-000912,-0.08672849765030001
ACH-000913,-0.263797141553
ACH-000915,-0.286815018278
ACH-000916,-0.041429342156000006
ACH-000917,-0.40059831392399997
ACH-000921,-0.275630778882
ACH-000924,0.019105104829
ACH-000926,-0.09691951956110001
ACH-000928,-0.25058980093100003
ACH-000929,0.028987599380900002
ACH-000932,-0.230720673319
ACH-000935,-0.05067533249509999
ACH-000936,-0.180045493058
ACH-000937,-0.12788717525
ACH-000938,-0.226608869723
ACH-000939,0.145158077196
ACH-000941,-0.16234120269400001
ACH-000943,-0.128660467362
ACH-000946,-0.183983717199
ACH-000947,-0.148936715483
ACH-000948,-0.135393241844
ACH-000950,-0.326994408343
ACH-000953,-0.34623187197099997
ACH-000957,-0.363311525389
ACH-000958,-0.227809168519
ACH-000960,-0.256692473514
ACH-000963,-0.198371906353
ACH-000968,0.16628761239700002
ACH-000969,-0.0781190754016
ACH-000973,-0.142261939188
ACH-000974,-0.167717305228
ACH-000975,-0.0975959656928
ACH-000976,-0.179582195115
ACH-000978,-0.0196280411254
ACH-000980,-0.160286482686
ACH-000984,-0.005263298608850001
ACH-000986,-0.0848903363693
ACH-000988,-0.141445872874
ACH-000993,-0.00848621182716
ACH-000994,-0.212235568094
ACH-000996,-0.20340142395599997
ACH-001001,-0.118164910461
ACH-001020,0.0523960965828
ACH-001028,-0.187433030131
ACH-001031,-0.19017370994899999
ACH-001038,-0.153246942244
ACH-001048,-0.198900775614
ACH-001050,-0.472882303664
ACH-001053,-0.194158865834
ACH-001054,-0.331767485385
ACH-001061,-0.144454264012
ACH-001067,-0.190690136386
ACH-001075,-0.112617873923
ACH-001096,-0.153369321998
ACH-001128,0.763884576197
ACH-001134,-0.146947317168
ACH-001151,-0.300367087037
ACH-001163,-0.19806569102899999
ACH-001164,0.207682252324
ACH-001173,-0.17522965775199997
ACH-001183,-0.166099840504
ACH-001184,-0.260588039437
ACH-001190,-0.23730629530900002
ACH-001192,-0.15829681787
ACH-001193,-0.237380437291
ACH-001196,-0.14700640235600002
ACH-001197,-0.010458400409
ACH-001205,-0.253221905871
ACH-001211,-0.061339442099900006
ACH-001212,-0.255209099774
ACH-001228,-0.0750552571704
ACH-001232,-0.184779195633
ACH-001239,-0.182541739046
ACH-001274,0.0863939154222
ACH-001275,-0.021655130153600002
ACH-001277,-0.406083189212
ACH-001278,-0.114471243552
ACH-001280,-0.441019539063
ACH-001283,-0.29428275715700003
ACH-001289,-0.12779478257899998
ACH-001295,-0.287976000519
ACH-001300,-0.282317984189
ACH-001301,-0.0343438343849
ACH-001302,-0.24895300943000004
ACH-001303,-0.202360045837
ACH-001306,-0.22165490849599997
ACH-001318,-0.256998217702
ACH-001322,-0.320880519514
ACH-001328,-0.164416680939
ACH-001332,0.045478880131199995
ACH-001333,-0.051753261123199994
ACH-001336,-0.100110252073
ACH-001340,-0.216084405517
ACH-001346,-0.221451138307
ACH-001353,-0.257786938986
ACH-001354,-0.127814269813
ACH-001367,0.166165201245
ACH-001368,-0.21632331872299998
ACH-001374,-0.257204257024
ACH-001375,0.0662270234005
ACH-001377,-0.35856950902199997
ACH-001380,-0.10597208625099999
ACH-001391,0.13393775838
ACH-001407,-0.168878480974
ACH-001408,-0.20680065017299998
ACH-001413,-0.16483274906
ACH-001430,-0.314657226444
ACH-001431,-0.415943764858
ACH-001450,-0.387004310952
ACH-001496,0.00209869206625
ACH-001500,0.048984174087500006
ACH-001521,0.024974443714900003
ACH-001523,-0.12398681980999998
ACH-001532,-0.295070980541
ACH-001536,-0.31382459362
ACH-001550,0.27463424171
ACH-001552,0.06306421182609999
ACH-001554,-0.166149116274
ACH-001645,-0.225703857713
ACH-001654,-0.17412149089
ACH-001715,-0.252843147683
ACH-001735,-0.12162183324
ACH-001736,-0.135303607134
ACH-001737,-0.0524377707155
ACH-001740,-0.167714410762
ACH-001745,-0.150909420673
ACH-001750,-0.12080595534399999
ACH-001765,-0.19406163583500002
ACH-001956,-0.10328339644300001
ACH-001957,-0.18484460964299998
