,NOTUM (147111)
ACH-000004,0.12611993173900002
ACH-000007,0.204496159758
ACH-000009,-0.0130664779436
ACH-000011,0.127034297292
ACH-000012,0.08487968473850001
ACH-000013,0.019373177917299998
ACH-000014,0.0100247392865
ACH-000015,0.17662805560400002
ACH-000017,-0.0866181909779
ACH-000018,0.0911403667139
ACH-000019,-0.153355946285
ACH-000021,0.152958750289
ACH-000022,0.0991758439841
ACH-000025,-0.019603421696099996
ACH-000028,0.269726466646
ACH-000030,0.159027439119
ACH-000035,0.300232972348
ACH-000036,-0.065867396141
ACH-000037,-0.0142167794986
ACH-000039,-0.20168269724100002
ACH-000040,0.145155391253
ACH-000041,-0.164116423274
ACH-000042,0.232508112759
ACH-000045,0.0871887570087
ACH-000047,-0.0868638182964
ACH-000052,-0.138990224158
ACH-000053,0.10807602165300001
ACH-000054,-0.0514724829177
ACH-000055,0.165810250987
ACH-000060,0.0822011206519
ACH-000067,0.051904021595
ACH-000070,0.13639896086300002
ACH-000075,0.205773000214
ACH-000078,-0.124979132249
ACH-000082,-0.0337296371018
ACH-000085,-0.037440348324
ACH-000086,-0.0780162491625
ACH-000087,0.027155352447099997
ACH-000092,0.0013364438441900001
ACH-000095,0.0052176086203299995
ACH-000097,0.195276540605
ACH-000098,0.18243121586
ACH-000099,0.0418523272811
ACH-000108,0.25496261424000005
ACH-000113,0.11030297462099999
ACH-000115,-0.16183591961
ACH-000116,-0.0763847285294
ACH-000118,0.04901852717730001
ACH-000120,0.118792749254
ACH-000123,0.103374698051
ACH-000127,0.08455111145239999
ACH-000128,0.198901399416
ACH-000132,0.15181056207000002
ACH-000133,0.043917950360699995
ACH-000137,0.143344620255
ACH-000138,0.133571568971
ACH-000142,-0.17433565366599998
ACH-000143,-0.0271634786205
ACH-000146,0.0179866867198
ACH-000148,0.11321839895300001
ACH-000150,-0.253177129281
ACH-000152,0.0488886125251
ACH-000153,0.29030534126699997
ACH-000159,0.10953739361300001
ACH-000160,0.197944564463
ACH-000163,0.0813154100925
ACH-000167,0.122980916567
ACH-000168,0.0438203706709
ACH-000169,0.0130127810053
ACH-000178,0.07981325595269999
ACH-000182,0.14365614999
ACH-000183,0.0936277399128
ACH-000188,-0.019689084103900002
ACH-000189,0.366282416832
ACH-000190,0.110685258983
ACH-000198,0.130555979353
ACH-000204,0.14974299115999998
ACH-000206,0.243179237981
ACH-000207,0.265289910179
ACH-000211,0.0268141068595
ACH-000215,0.0494951089063
ACH-000221,0.052445339992500006
ACH-000222,0.249582138359
ACH-000223,0.185646298909
ACH-000226,0.14764996690999999
ACH-000227,0.166069728503
ACH-000228,-0.00765763978251
ACH-000231,0.00423443729976
ACH-000232,0.0960336821202
ACH-000233,0.309330886298
ACH-000234,-0.012981193160399999
ACH-000235,0.06983457617060002
ACH-000237,0.18359991623799998
ACH-000238,-0.282887341151
ACH-000243,0.137276913551
ACH-000244,0.194426152702
ACH-000246,0.0383183616607
ACH-000248,0.201778436918
ACH-000250,-0.09118017702089999
ACH-000251,0.057544620840400004
ACH-000253,-0.224972986947
ACH-000255,0.045612807752
ACH-000256,-0.19570335219
ACH-000257,0.06921688539250001
ACH-000258,0.322022052929
ACH-000259,-0.030607192438799998
ACH-000260,0.0180377509795
ACH-000261,-0.022818451617700002
ACH-000262,0.241739389363
ACH-000263,-0.187206471547
ACH-000264,-0.0582057599619
ACH-000265,0.026413354186800003
ACH-000266,0.108959073113
ACH-000272,0.211143046312
ACH-000273,0.14786597480900002
ACH-000274,-0.028748147976799997
ACH-000277,-0.146734518715
ACH-000278,0.26509334344
ACH-000279,-0.0657918999082
ACH-000280,0.08796679355499999
ACH-000281,0.186742096349
ACH-000288,-0.147630813459
ACH-000291,0.00642520254666
ACH-000293,0.041129562572400004
ACH-000294,0.204827517644
ACH-000295,0.038651233929199995
ACH-000296,0.19785780136199999
ACH-000302,0.201208047956
ACH-000304,0.08601479342039998
ACH-000307,0.141310430215
ACH-000308,0.020339833723799997
