,EREG (2069)
ACH-000004,0.0669998877367
ACH-000007,0.340545965521
ACH-000009,0.117217345802
ACH-000011,0.0301575475159
ACH-000012,0.0523074532744
ACH-000013,0.251978925897
ACH-000014,0.0934073944995
ACH-000015,0.00130369754408
ACH-000017,0.33917964703000003
ACH-000018,0.339612875634
ACH-000019,0.107421322115
ACH-000021,0.10500034991900001
ACH-000022,0.013105161753100001
ACH-000025,0.0468847279398
ACH-000028,-0.123875352454
ACH-000030,0.133892250756
ACH-000035,-0.11624657240399999
ACH-000036,0.11905430328199999
ACH-000037,-0.0351276289365
ACH-000039,0.18688242681699999
ACH-000040,0.08289583519610001
ACH-000041,-0.00509206246342
ACH-000042,0.18818762296900002
ACH-000045,0.130419159734
ACH-000047,0.155447534292
ACH-000052,0.23683391900400003
ACH-000053,0.09852366023530001
ACH-000054,0.0667113213632
ACH-000055,0.0955274082131
ACH-000060,0.0895069367509
ACH-000067,-0.17306406960499998
ACH-000070,0.0274527383886
ACH-000075,-0.273196079384
ACH-000078,0.14370057102199998
ACH-000082,0.110823560956
ACH-000085,0.09540267057509999
ACH-000086,0.185528647878
ACH-000087,0.0584590873705
ACH-000092,0.14669010115199999
ACH-000095,0.10758135812200001
ACH-000097,0.171954069191
ACH-000098,-0.055793332501600006
ACH-000099,0.0834845311145
ACH-000108,0.147077747615
ACH-000113,0.0734606683077
ACH-000115,0.157127495279
ACH-000116,0.125840655518
ACH-000118,0.119335102299
ACH-000120,0.11970485487600001
ACH-000123,0.0508097207821
ACH-000127,0.134998120238
ACH-000128,-0.0339615809049
ACH-000132,0.15594490481599999
ACH-000133,0.0526392817056
ACH-000137,0.15466521644300002
ACH-000138,0.206831643096
ACH-000142,0.238581331508
ACH-000143,0.018649250534900002
ACH-000146,0.0861724736671
ACH-000148,0.031574835068599996
ACH-000150,0.0474305346143
ACH-000152,0.244100401247
ACH-000153,-0.043469549644599995
ACH-000159,0.0269423923068
ACH-000160,-0.113484262246
ACH-000163,0.200706641486
ACH-000167,-0.004826497215569999
ACH-000168,0.067835516263
ACH-000169,0.148946798783
ACH-000178,0.037810597766199994
ACH-000182,0.08763566450580001
ACH-000183,0.011140951076
ACH-000188,0.121818110131
ACH-000189,0.18471870931499998
ACH-000190,-0.106857528535
ACH-000198,0.019199486845499998
ACH-000204,0.230022992275
ACH-000206,0.07895104214410001
ACH-000207,0.0461876348702
ACH-000211,0.046812388930400003
ACH-000215,0.11364880284800001
ACH-000221,0.046340757983200004
ACH-000222,0.134795442775
ACH-000223,0.183720126582
ACH-000226,0.09312228503270001
ACH-000227,0.341348823458
ACH-000228,0.227085009393
ACH-000231,0.183274205262
ACH-000232,-0.0178850260478
ACH-000233,0.139728758859
ACH-000234,0.19363650158100001
ACH-000235,0.157596747382
ACH-000237,0.202757093948
ACH-000238,0.283092531692
ACH-000243,0.050578555803
ACH-000244,0.308504555218
ACH-000246,0.09334923984989998
ACH-000248,0.0972261570517
ACH-000250,0.12621472076600002
ACH-000251,-0.0482593968123
ACH-000253,0.07229983656530001
ACH-000255,0.0143647228316
ACH-000256,0.10693126099099999
ACH-000257,0.0722199558244
ACH-000258,-0.0087728948869
ACH-000259,0.0636328041895
ACH-000260,0.0882566499168
ACH-000261,0.105612284977
ACH-000262,-0.062445298977800004
ACH-000263,0.329137265497
ACH-000264,0.138390175808
ACH-000265,0.008651959378379998
ACH-000266,0.132291237864
ACH-000272,0.020219547484400004
ACH-000273,0.0280823569747
