,METTL21B (25895)
ACH-000004,-0.0172128086232
ACH-000007,-0.126558167956
ACH-000009,-0.233294121505
ACH-000011,-0.363302688524
ACH-000012,-0.21486240408100002
ACH-000013,-0.262452445337
ACH-000014,-0.300704057466
ACH-000015,-0.383981097452
ACH-000017,-0.12590300824200001
ACH-000018,-0.1617908592
ACH-000019,-0.40934860611699997
ACH-000021,-0.29324439054400003
ACH-000022,-0.17506614803800002
ACH-000025,-0.248112045803
ACH-000028,-0.23619864711599997
ACH-000030,-0.08803179386260002
ACH-000035,-0.20758494192899998
ACH-000036,-0.153738973199
ACH-000037,-0.39524212795
ACH-000039,-0.208576144716
ACH-000040,-0.146247127804
ACH-000041,-0.0523587619316
ACH-000042,-0.25411667676
ACH-000045,-0.192458746769
ACH-000047,-0.195979323008
ACH-000052,-0.104319522426
ACH-000053,-0.0425131680633
ACH-000054,-0.283355357722
ACH-000055,-0.365891477491
ACH-000060,-0.0693027338148
ACH-000067,-0.310951217648
ACH-000070,-0.263065438664
ACH-000075,-0.5575198211729999
ACH-000078,-0.313587355488
ACH-000082,-0.31347857597199996
ACH-000085,-0.504894532938
ACH-000086,-0.218450406251
ACH-000087,-0.159979037575
ACH-000092,-0.33337817159
ACH-000095,-0.299110230678
ACH-000097,-0.31497827688700003
ACH-000098,-0.19863720620900002
ACH-000099,-0.32447429903
ACH-000108,-0.157033672433
ACH-000113,-0.32793628464
ACH-000115,-0.360805766234
ACH-000116,-0.15715507637700002
ACH-000118,-0.23076101006400002
ACH-000120,-0.146374208331
ACH-000123,-0.19675287704999997
ACH-000127,-0.099920407212
ACH-000128,-0.304063983481
ACH-000132,-0.1719822231
ACH-000133,-0.143711363027
ACH-000137,-0.421690493217
ACH-000138,-0.283568857058
ACH-000142,-0.219663014064
ACH-000143,-0.35756945446500005
ACH-000146,-0.0378145414745
ACH-000148,-0.296010820281
ACH-000150,-0.39532530490999995
ACH-000152,-0.46197321920199996
ACH-000153,-0.12100196967499999
ACH-000159,-0.340628336723
ACH-000160,-0.359065272122
ACH-000163,-0.293987995487
ACH-000167,-0.00031634479037099996
ACH-000168,-0.26732187029300003
ACH-000169,-0.30005591465799997
ACH-000178,-0.31145914188499996
ACH-000182,-0.40744346107100005
ACH-000183,-0.08687839999989999
ACH-000188,-0.15487620119200002
ACH-000189,-0.22423242301899998
ACH-000190,-0.355313516333
