,LIN7B (64130)
ACH-000004,-0.287437834173
ACH-000007,-0.053981790612300004
ACH-000009,-0.180221022315
ACH-000011,-0.0247451287775
ACH-000012,-0.25660857149
ACH-000013,-0.295539701047
ACH-000014,-0.145881671247
ACH-000015,-0.229539896597
ACH-000017,-0.185069371092
ACH-000018,-0.10810181997099999
ACH-000019,-0.373208009516
ACH-000021,-0.158592888885
ACH-000022,-0.278597539374
ACH-000025,-0.0896532176843
ACH-000028,-0.049791196896400006
ACH-000030,-0.19163868595199998
ACH-000035,-0.07552625718660001
ACH-000036,-0.199080592127
ACH-000037,-0.059403664515500006
ACH-000039,-0.23277855679499998
ACH-000040,-0.061949646475
ACH-000041,-0.16452814467399998
ACH-000042,-0.0976507976765
ACH-000045,-0.103471858162
ACH-000047,-0.017303211270400003
ACH-000052,-0.214287917429
ACH-000053,-0.18967786218
ACH-000054,-0.18262257858699998
ACH-000055,0.136098726615
ACH-000060,0.0428978649591
ACH-000067,-0.244322570467
ACH-000070,0.09537003648539999
ACH-000075,-0.119918391357
ACH-000078,0.024949546415699998
ACH-000082,-0.0469034456732
ACH-000085,-0.0236161473726
ACH-000086,-0.144331222649
ACH-000087,-0.0776731869923
ACH-000092,-0.141078701604
ACH-000095,-0.10018660675899999
ACH-000097,-0.19253854625300001
ACH-000098,-0.108341948858
ACH-000099,-0.18505707175799999
ACH-000108,-0.048551660225
ACH-000113,-0.012174601696099999
ACH-000115,-0.235152874346
ACH-000116,-0.10250833819
ACH-000118,-0.073526215429
ACH-000120,-0.0397018918479
ACH-000123,-0.113969030748
ACH-000127,-0.07857879944289999
ACH-000128,-0.105004679264
ACH-000132,0.0038968960694899996
ACH-000133,-0.173508584381
ACH-000137,-0.352747844198
ACH-000138,-0.2131374429
ACH-000142,-0.17487170395100002
ACH-000143,-0.236343126478
ACH-000146,-0.08789405659749999
ACH-000148,-0.110719793037
ACH-000150,-0.23090200379200002
ACH-000152,-0.221534031881
ACH-000153,-0.0087241863844
ACH-000159,-0.140182103296
ACH-000160,-0.0973815449247
ACH-000163,0.015246798184400001
ACH-000167,-0.417382753434
