,EBI3 (10148)
ACH-000004,0.016504819479700002
ACH-000007,-0.127065358511
ACH-000009,-0.0402487381332
ACH-000011,-0.17479909423
ACH-000012,-0.270033072769
ACH-000013,-0.48909084166999994
ACH-000014,-0.321372807792
ACH-000015,-0.505304342045
ACH-000017,-0.250062434951
ACH-000018,-0.168134824998
ACH-000019,-0.65664582372
ACH-000021,-0.330105363682
ACH-000022,-0.36692706703199995
ACH-000025,-0.361939806614
ACH-000028,-0.254277641221
ACH-000030,-0.24142482053199998
ACH-000035,-0.32882579951499996
ACH-000036,-0.316575092647
ACH-000037,-0.06649441533730001
ACH-000039,-0.340640616006
ACH-000040,-0.405851877531
ACH-000041,-0.311812740046
ACH-000042,-0.208222485173
ACH-000045,-0.42112325991300004
ACH-000047,-0.09590810652319999
ACH-000052,-0.20845358057900001
ACH-000053,-0.353907823814
ACH-000054,-0.318753126705
ACH-000055,-0.132957724863
ACH-000060,-0.284778027325
ACH-000067,-0.20689942176399997
ACH-000070,-0.398541813301
ACH-000075,0.0295190268383
ACH-000078,-0.19486732032
ACH-000082,-0.41264970938199996
ACH-000085,-0.149088703323
ACH-000086,-0.340708617348
ACH-000087,-0.10372719663100001
ACH-000092,-0.478298536254
ACH-000095,-0.25957625509
ACH-000097,-0.211948062616
ACH-000098,-0.258931028583
ACH-000099,-0.5379746849270001
ACH-000108,-0.277542223281
ACH-000113,-0.208334521613
ACH-000115,-0.292111475048
ACH-000116,-0.261865112219
ACH-000118,-0.25331473696
ACH-000120,-0.0993076466086
ACH-000123,-0.294203007277
ACH-000127,-0.29484735133400003
ACH-000128,-0.316534443566
ACH-000132,-0.2665213995
ACH-000133,-0.22910821914
ACH-000137,-0.140999654485
ACH-000138,-0.337825169497
ACH-000142,-0.432515627011
ACH-000143,-0.24893699018800003
ACH-000146,-0.244006819863
ACH-000148,-0.11874849142999999
ACH-000150,-0.435196282658
ACH-000152,-0.253605974995
ACH-000153,-0.128750537243
ACH-000159,-0.298369052636
ACH-000160,-0.005202883106550001
ACH-000163,-0.12050125770199999
ACH-000167,0.0559897472444
ACH-000168,-0.25937242915500003
ACH-000169,-0.376388844718
ACH-000178,-0.15712399738399999
ACH-000182,-0.0987482207615
ACH-000183,-0.216556150029
ACH-000188,-0.31408206569
ACH-000189,-0.145000083108
ACH-000190,0.0760374228239
ACH-000198,-0.329523442409
ACH-000204,-0.296207852185
ACH-000206,-0.335436951543
ACH-000207,-0.47542666455
ACH-000211,-0.352860644415
ACH-000215,-0.140086569262
ACH-000221,-0.155721382839
ACH-000222,-0.235952178688
ACH-000223,-0.0992936728855
ACH-000226,-0.253934105954
ACH-000227,-0.202134748648
ACH-000228,-0.377787322795
ACH-000231,-0.0875749698035
ACH-000232,-0.240720433213
ACH-000233,-0.20336036665100002
ACH-000234,-0.169658032425
ACH-000235,-0.209461713387
ACH-000237,-0.102503405271
ACH-000238,0.133470223054
ACH-000243,-0.38385991619800003
ACH-000244,-0.126551139146
ACH-000246,-0.3652949639
ACH-000248,-0.318466933389
ACH-000250,-0.260723354664
ACH-000251,-0.29065897995
ACH-000253,-0.32122706300799997
ACH-000255,-0.363756219948
ACH-000256,-0.249695976669
ACH-000257,-0.34350010366899997
ACH-000258,-0.279042826303
ACH-000259,-0.18502415184
ACH-000260,-0.30726813909899997
ACH-000261,-0.45506174488999995
ACH-000262,-0.39421802218400004
ACH-000263,-0.317495738691
ACH-000264,-0.204837040226
ACH-000265,-0.316265406101
ACH-000266,-0.24987121116
ACH-000272,-0.208434683725
ACH-000273,-0.326779130282
ACH-000274,-0.421769950857
ACH-000277,-0.33655466396300004
ACH-000278,-0.0602124761317
ACH-000279,-0.16122861332
ACH-000280,-0.304265663108
ACH-000281,-0.21492987906199998
ACH-000288,0.0333744167247
ACH-000291,-0.275891221247
ACH-000293,-0.607917270333
ACH-000294,-0.202567012927
ACH-000295,-0.565191459772
ACH-000296,-0.262865004146
ACH-000302,-0.19968526254000002
ACH-000304,-0.131295195763
ACH-000307,-0.270045508843
ACH-000308,-0.28528197358699997
ACH-000310,-0.25528307856
ACH-000311,-0.381538051303
ACH-000312,-0.296744341074
ACH-000315,-0.40702328131300003
ACH-000316,-0.0656060341753
ACH-000317,-0.03455495106669999
ACH-000318,-0.152999317828
ACH-000319,-0.139213561356
ACH-000320,-0.533631934776
ACH-000322,-0.317578017678
ACH-000323,-0.284806848643
ACH-000324,-0.5408510682450001
ACH-000329,-0.23662401641800002
ACH-000330,-0.31345718917800003
ACH-000331,-0.262025993316
ACH-000332,-0.257451947518
ACH-000334,-0.31276888005
ACH-000335,-0.188695758693
ACH-000336,-0.263395791496
ACH-000337,-0.415357034762
ACH-000339,-0.203365114912
ACH-000341,-0.627751529852
ACH-000348,-0.136966223533
ACH-000350,-0.397893828931
