,FTCD (10841)
ACH-000415,-0.354603393468
ACH-000416,-0.397317295898
ACH-000420,-0.40715831871200003
ACH-000421,-0.335096768274
ACH-000424,-0.4863503246
ACH-000425,-0.211442098627
ACH-000426,-0.372271257008
ACH-000427,-0.313501267746
ACH-000433,-0.160975692179
ACH-000436,-0.285471340834
ACH-000444,-0.36665782998999996
ACH-000445,-0.304077022764
ACH-000448,-0.389697653742
ACH-000450,-0.404754918132
ACH-000452,-0.41208601129
ACH-000454,-0.201596558398
ACH-000458,-0.333054932638
ACH-000459,-0.43902068149499995
ACH-000460,-0.48022195941699997
ACH-000461,-0.177978556914
ACH-000463,-0.30030076459000005
ACH-000464,-0.641564602986
ACH-000466,-0.45437244101700003
ACH-000467,-0.23693490429000003
ACH-000468,-0.39159584657200003
ACH-000469,-0.311627534605
ACH-000470,-0.09275832484410002
ACH-000471,-0.402075981874
ACH-000472,-0.277786340814
ACH-000473,-0.21368889351300002
ACH-000475,-0.33783225352799995
ACH-000476,-0.229358826263
ACH-000477,-0.329512500154
ACH-000480,-0.215792224169
ACH-000481,-0.292846416003
ACH-000483,-0.32199775102899997
ACH-000484,-0.0208474088468
ACH-000485,-0.237551529166
ACH-000486,-0.297592908363
ACH-000487,-0.127167708232
ACH-000488,-0.282319834134
ACH-000490,-0.334459831221
ACH-000491,-0.284931923631
ACH-000495,-0.28200696021099997
ACH-000496,-0.319812707157
ACH-000499,0.10558972271
ACH-000500,-0.036063571494900006
ACH-000502,-0.22424597339000002
ACH-000503,-0.262125101531
ACH-000505,-0.453246284753
ACH-000507,-0.39247271386699994
ACH-000510,-0.35337218975999996
ACH-000511,-0.268247947083
ACH-000512,-0.8253932430580001
ACH-000516,-0.307517397491
ACH-000517,-0.37476593891599996
ACH-000518,-0.273982585297
ACH-000520,-0.174167585116
ACH-000521,-0.34343727331999996
ACH-000522,-0.24663816401099997
ACH-000524,-0.288026199361
ACH-000527,-0.339979342254
ACH-000528,-0.214300898354
ACH-000537,-0.421706936574
ACH-000541,-0.407206522932
ACH-000542,-0.323778139329
ACH-000544,-0.362727294454
ACH-000545,-0.185393779329
ACH-000547,-0.0057803802047
ACH-000548,-0.240302004687
ACH-000549,-0.497959004794
ACH-000550,-0.236767265202
ACH-000552,-0.214010745092
ACH-000556,-0.204960853917
ACH-000557,-0.310027649845
ACH-000570,-0.26733369547200003
ACH-000571,-0.289539058186
ACH-000573,-0.280297390498
ACH-000576,-0.16040414477099998
ACH-000580,0.0200036519575
ACH-000584,-0.15727760884000003
ACH-000585,-0.358994993789
ACH-000588,-0.27634518227899996
ACH-000589,-0.0720530996094
ACH-000591,-0.40128203153700004
ACH-000593,-0.202986418783
ACH-000600,-0.121609458969
ACH-000601,-0.256047572825
ACH-000604,-0.26188152501
ACH-000605,-0.318674474598
ACH-000606,-0.35561282730599997
ACH-000608,-0.425007458215
ACH-000614,-0.0162519871884
ACH-000616,-0.398928518364
ACH-000618,-0.521250799017
ACH-000619,-0.354565354192
ACH-000620,-0.56984997832
ACH-000621,-0.29235223809
ACH-000622,-0.213676989079
ACH-000623,-0.22638283496999997
ACH-000624,-0.292446951713
ACH-000627,-0.224009742234
ACH-000630,-0.334606673
ACH-000632,-0.37848588247599996
ACH-000633,-0.412661500955
ACH-000637,-0.315881478436
ACH-000638,-0.0767308768317
ACH-000646,-0.402336155921
ACH-000647,-0.275058201753
ACH-000648,-0.08890009771839999
ACH-000649,-0.212738377702
ACH-000651,-0.178819592198
ACH-000652,-0.11784061560999999
ACH-000653,-0.258322447729
ACH-000657,-0.40437233702
ACH-000658,-0.354230550726
ACH-000661,-0.22330900167599999
ACH-000662,0.10345439106000001
ACH-000663,-0.24541740316100003
ACH-000665,-0.257412075934
ACH-000671,-0.33114327048500003
ACH-000673,-0.380367910108
ACH-000676,-0.0649750106762
ACH-000677,-0.17971092331099997
ACH-000681,-0.199611292629
ACH-000682,-0.323414786219
ACH-000683,-0.317127865856
ACH-000684,-0.25531817928000006
ACH-000688,-0.418520030118
ACH-000693,-0.301588674441
ACH-000694,-0.40112266841899996
ACH-000695,-0.16823598936
ACH-000696,-0.269431403061
ACH-000697,-0.49359136400200004
ACH-000699,-0.2005386625
ACH-000701,-0.42215891098700004
ACH-000706,-0.200882267018
ACH-000711,-0.274341734465
ACH-000713,-0.34247369688
ACH-000714,-0.290235519164
ACH-000718,-0.32243753924699997
ACH-000720,-0.405821989882
ACH-000721,-0.16844376302
ACH-000724,-0.303454417918
ACH-000725,-0.138782445249
ACH-000732,-0.160615618181
ACH-000734,-0.346346493497
ACH-000735,-0.433722465855
ACH-000736,-0.362039397819
ACH-000738,-0.17790849066300002
ACH-000746,-0.18851010862599998
ACH-000747,-0.17625783501800002
ACH-000748,-0.323917510398
ACH-000753,-0.181771127359
ACH-000756,-0.456172313539
ACH-000757,-0.0192261573811
ACH-000758,-0.26735604792
ACH-000760,-0.186921265405
ACH-000763,-0.23818309224300002
ACH-000764,-0.266503517913
ACH-000765,-0.010560486328100001
ACH-000766,-0.222982919137
ACH-000767,-0.28323358385499997
ACH-000768,-0.132929083152
ACH-000769,-0.130500225589
ACH-000770,-0.16720266828400002
ACH-000771,-0.329894484876
ACH-000773,-0.252771497163
ACH-000776,-0.244120093943
ACH-000777,-0.422449427956
ACH-000778,-0.230247598369
ACH-000781,-0.212812859218
ACH-000782,-0.418139394221
ACH-000783,-0.374235537266
ACH-000784,-0.31653106294
ACH-000785,-0.448869722623
ACH-000787,-0.134754294995
ACH-000788,-0.302994916848
ACH-000791,0.0148916066111
ACH-000792,-0.30998104188000003
ACH-000794,-0.405314662227
ACH-000796,-0.25917422536699997
ACH-000799,-0.13900958748
ACH-000800,-0.402821038399
ACH-000802,-0.41582086300899995
ACH-000804,-0.258775744722
ACH-000805,-0.000573870354896
ACH-000809,-0.22768577188900002
ACH-000810,-0.20116894301199997
ACH-000811,-0.352876487482
ACH-000817,-0.17415794242899998
ACH-000819,-0.35565938135200004
ACH-000820,-0.126047160543
ACH-000821,-0.0852949411748
ACH-000822,-0.226427520097
ACH-000823,-0.14179615735200002
ACH-000824,-0.378915787669
ACH-000827,-0.435826009769
ACH-000829,-0.300697476649
ACH-000831,-0.116382418737
ACH-000832,-0.202536481774
ACH-000833,-0.303992611749
ACH-000834,-0.17528151867400002
ACH-000835,-0.295427525841
ACH-000836,-0.190974648002
ACH-000837,-0.1116571216
ACH-000838,-0.114909111093
ACH-000839,-0.372981227254
ACH-000840,-0.545406216408
ACH-000841,-0.3448433689
ACH-000843,-0.370588976655
ACH-000846,-0.07165254135929999
ACH-000847,-0.426161789397
ACH-000848,-0.17543636804
ACH-000849,-0.251892973391
ACH-000851,-0.10032859883199999
ACH-000855,-0.10125656641200001
ACH-000856,-0.36384465701200003
ACH-000858,-0.219045382837
ACH-000859,-0.214174132839
ACH-000861,-0.050510335281999996
ACH-000862,-0.10219741674900001
ACH-000865,-0.376683657888
ACH-000866,-0.462098852695
ACH-000867,-0.31261087159699996
ACH-000869,-0.221517527584
ACH-000872,-0.23555701456099998
ACH-000873,-0.156985915268
ACH-000876,-0.453154049485
ACH-000878,-0.191556004134
ACH-000880,-0.24928486434099997
ACH-000881,-0.22795881237399998
ACH-000882,-0.275774201753
ACH-000884,-0.339166669647
ACH-000885,-0.33285994523699997
ACH-000887,-0.44086672799800003
ACH-000888,-0.367815022175
ACH-000889,-0.216172599397
ACH-000890,-0.19668065154300002
ACH-000896,-0.302285086069
ACH-000898,-0.27220804
ACH-000900,-0.172372507605
ACH-000901,-0.190117734881
ACH-000905,-0.350232629768
ACH-000906,-0.272405138866
ACH-000907,-0.477910424135
ACH-000910,-0.268394375767
ACH-000911,-0.165117127953
ACH-000912,-0.258241102907
ACH-000913,-0.22368842737
ACH-000915,-0.29403178620000003
ACH-000916,-0.5997211014980001
ACH-000917,-0.257818103618
ACH-000921,-0.378209581908
ACH-000924,-0.501615609839
ACH-000926,-0.266227507811
ACH-000928,-0.21876744596099998
ACH-000929,-0.193868069967
ACH-000932,-0.303707369521
ACH-000935,-0.140232781337
ACH-000936,-0.106684583805
ACH-000937,-0.476903843331
ACH-000938,-0.419367456921
ACH-000939,-0.0716920567824
ACH-000941,-0.212527024807
ACH-000943,-0.233524554404
ACH-000946,-0.336465641592
ACH-000947,-0.255000263313
ACH-000948,-0.16925182683499998
ACH-000950,-0.407190231326
ACH-000953,-0.340659238342
ACH-000957,-0.125439749553
ACH-000958,-0.0161496311279
ACH-000960,-0.314708868932
ACH-000963,-0.224880352599
ACH-000968,-0.0118090471275
ACH-000969,-0.0588908390666
ACH-000973,-0.326372901693
ACH-000974,-0.25199228783300004
ACH-000975,-0.05341391559219999
ACH-000976,-0.309661582447
ACH-000978,0.265830723744
ACH-000980,-0.37301922767800005
ACH-000984,-0.176003613902
ACH-000986,-0.152965044518
ACH-000988,-0.261434922
ACH-000993,-0.12602889490900002
ACH-000994,-0.282233115063
ACH-000996,-0.324479935021
ACH-001001,-0.295532208107
ACH-001020,-0.484321241118
ACH-001028,-0.388270257776
ACH-001031,-0.309962658796
ACH-001038,-0.24269308366999998
ACH-001048,-0.279219928568
ACH-001050,-0.387061946618
ACH-001053,-0.15837082843699998
ACH-001054,0.058989733916499996
ACH-001061,-0.302626017956
ACH-001067,-0.11378105916200001
ACH-001075,-0.5186891180300001
ACH-001096,-0.34729324041000004
ACH-001128,-0.17052348022
ACH-001134,-0.34316490273100003
ACH-001151,-0.319972498491
ACH-001163,-0.297887838578
ACH-001164,-0.17722127161200002
ACH-001173,-0.342346493006
ACH-001183,-0.695226324415
ACH-001184,-0.49063202654
ACH-001190,-0.216140677985
ACH-001192,-0.24519991694899998
ACH-001193,-0.0755941679815
ACH-001196,-0.18560072624200002
ACH-001197,-0.282953860078
ACH-001205,-0.035321630508500006
ACH-001211,-0.324388025864
ACH-001212,-0.40739305771300005
ACH-001228,-0.500038005026
ACH-001232,-0.324709917261
ACH-001239,-0.332429261094
ACH-001274,-0.36370306498899996
ACH-001275,-0.267236542342
ACH-001277,-0.110762142103
ACH-001278,-0.36573717177000004
ACH-001280,-0.272061013125
ACH-001283,-0.17730328280000002
ACH-001289,-0.427301193687
ACH-001295,-0.414956775739
ACH-001300,-0.41881610973300004
ACH-001301,-0.43425493399899995
ACH-001302,-0.44865942462200004
ACH-001303,-0.397769449722
ACH-001306,-0.289635648474
ACH-001318,-0.169458471791
ACH-001322,-0.406644842661
ACH-001328,-0.482923739337
ACH-001332,-0.27766687917599997
ACH-001333,-0.20826342215399998
ACH-001336,-0.08068305695450001
ACH-001340,-0.40158000590000004
ACH-001346,-0.321524031437
ACH-001353,-0.314155836652
ACH-001354,-0.112678289223
ACH-001367,-0.339190751236
ACH-001368,-0.342124464728
ACH-001374,-0.631962928029
ACH-001375,-0.350991279128
ACH-001377,-0.23082776776
ACH-001380,-0.29889985156
ACH-001391,-0.07869658550210001
ACH-001407,-0.307200396652
ACH-001408,-0.278995744168
ACH-001413,-0.48911326294299995
ACH-001430,-0.230778307122
ACH-001431,-0.501304920529
ACH-001450,-0.263251091073
ACH-001496,-0.22822399493700002
ACH-001500,-0.130087234912
ACH-001521,-0.6618029232379999
ACH-001523,-0.148636084979
ACH-001532,-0.20309085815000003
ACH-001536,-0.054231744428
ACH-001550,-0.40050429927299996
ACH-001552,-0.23038334566500002
ACH-001554,-0.343504241986
ACH-001645,-0.324394708545
ACH-001654,-0.34269393780199997
ACH-001715,-0.277830094266
ACH-001735,-0.276244340091
ACH-001736,-0.434964779498
ACH-001737,-0.673193765446
ACH-001740,-0.239400585628
ACH-001745,-0.368143668409
ACH-001750,-0.48118003417099997
ACH-001765,-0.310877506515
ACH-001956,-0.369931013222
ACH-001957,-0.298082307408
