,CD163L1 (283316)
ACH-000004,0.225087250854
ACH-000007,0.23393912046100002
ACH-000009,0.0557262023312
ACH-000011,0.34056700364500003
ACH-000012,0.341318190601
ACH-000013,0.328128891395
ACH-000014,0.269072594613
ACH-000015,0.148611059444
ACH-000017,0.23176498729699999
ACH-000018,0.181613224907
ACH-000019,0.239852699364
ACH-000021,0.136576683258
ACH-000022,0.290434016405
ACH-000025,0.182689323959
ACH-000028,0.36126015217
ACH-000030,0.187013045814
ACH-000035,0.43088987926600003
ACH-000036,0.388041986527
ACH-000037,0.3315000197
ACH-000039,0.20742026184
ACH-000040,0.39956810863700004
ACH-000041,0.10129008629799999
ACH-000042,0.19841706050799998
ACH-000045,0.18120278356300001
ACH-000047,0.3107375301
ACH-000052,0.25827888385200004
ACH-000053,0.30710268008499997
ACH-000054,0.281851723109
ACH-000055,0.242260006361
ACH-000060,0.282183660274
ACH-000067,0.332294390955
ACH-000070,0.22967443868700002
ACH-000075,0.5118731576359999
ACH-000078,0.298501278709
ACH-000082,0.344798069455
ACH-000085,0.24684174195099998
ACH-000086,0.137996650391
ACH-000087,0.42840237463299996
ACH-000092,0.289928859077
ACH-000095,0.22510635630800002
ACH-000097,0.307703063552
ACH-000098,0.264597022085
ACH-000099,0.18795781961
ACH-000108,0.208201094591
ACH-000113,0.183404277029
ACH-000115,0.39139688317599997
ACH-000116,0.246343619571
ACH-000118,0.20694764458
ACH-000120,0.050425397318400005
ACH-000123,0.208032264319
ACH-000127,0.32699081457699997
ACH-000128,0.320052824354
ACH-000132,0.29724898757199997
ACH-000133,0.274249412388
ACH-000137,0.284442939999
ACH-000138,0.210764705985
ACH-000142,0.241500166434
ACH-000143,0.0840842709613
ACH-000146,0.200097496897
ACH-000148,0.159403268096
ACH-000150,0.348136306684
ACH-000152,0.332869816868
ACH-000153,0.177286495197
ACH-000159,0.364066531953
ACH-000160,0.23684488009100002
ACH-000163,0.266915749192
ACH-000167,0.0816630759749
ACH-000168,0.396145741179
ACH-000169,0.130359947589
ACH-000178,0.32611153027399997
ACH-000182,0.21468253913899998
ACH-000183,0.333189590649
ACH-000188,0.30356303179
ACH-000189,0.190590713205
ACH-000190,0.310487208054
ACH-000198,0.21634964142700003
ACH-000204,0.30472374197700003
ACH-000206,0.219015235839
ACH-000207,0.25858695515
ACH-000211,0.248234274421
ACH-000215,0.16043608085799999
ACH-000221,0.11062377497000002
ACH-000222,0.146473514849
ACH-000223,0.154513696245
ACH-000226,0.11297792697100001
ACH-000227,0.182096366855
ACH-000228,0.151986292753
ACH-000231,0.310074175985
ACH-000232,0.145190597175
ACH-000233,0.128627927621
ACH-000234,0.256480801527
ACH-000235,0.24959572541900002
ACH-000237,0.185178268521
ACH-000238,0.250640205727
ACH-000243,0.247027112426
ACH-000244,0.523607824044
ACH-000246,0.218714037797
ACH-000248,0.214697570327
ACH-000250,0.23720890550999998
ACH-000251,0.030508277845099997
ACH-000253,0.332258634351
ACH-000255,0.144655950412
ACH-000256,0.236809860949
ACH-000257,0.245355584069
ACH-000258,0.171564809249
ACH-000259,0.230103603698
ACH-000260,0.269519160397
ACH-000261,0.303120855167
ACH-000262,0.3190127638
ACH-000263,0.386321863671
ACH-000264,0.221224865334
ACH-000265,0.19212920469099998
ACH-000266,0.170709653964
ACH-000272,0.233734674651
ACH-000273,0.296812007105
ACH-000274,0.261191162563
ACH-000277,0.296164732082
ACH-000278,0.186608006928
ACH-000279,0.115568857785
ACH-000280,0.353948977922
ACH-000281,-0.0283735637398
ACH-000288,0.18839925742
ACH-000291,0.08313209659239999
ACH-000293,0.348095152483
ACH-000294,0.177930577621
ACH-000295,0.262245110154
ACH-000296,0.09431432508689999
ACH-000302,0.31574697618700004
ACH-000304,0.389680498807
ACH-000307,-0.04168440129519999
ACH-000308,0.194390434597
ACH-000310,0.24041185919
ACH-000311,0.111555153165
ACH-000312,0.0233653007342
ACH-000315,0.294587870511
