,PRG2 (5553)
ACH-000004,-0.10131797640000001
ACH-000007,0.0592263564282
ACH-000009,0.198171648281
ACH-000011,0.00739362818697
ACH-000012,0.186576493757
ACH-000013,0.16839515376800002
ACH-000014,0.15839253632300002
ACH-000015,0.0748444922878
ACH-000017,0.0472457705461
ACH-000018,0.0418927298734
ACH-000019,0.213004898913
ACH-000021,-0.11331384207499999
ACH-000022,0.0809818551414
ACH-000025,0.201618242496
ACH-000028,0.0151116834919
ACH-000030,0.083413442458
ACH-000035,0.291373665795
ACH-000036,0.222214310898
ACH-000037,-0.038235344281699994
ACH-000039,0.0706339638153
ACH-000040,0.0410020788199
ACH-000041,0.0561369997162
ACH-000042,0.145463211691
ACH-000045,-0.06803411210440001
ACH-000047,0.17092791248599998
ACH-000052,0.424806903936
ACH-000053,-0.015518070930099999
ACH-000054,0.12864854557299998
ACH-000055,0.288409088153
ACH-000060,0.2936193616
ACH-000067,0.31076521066999996
ACH-000070,0.162063026827
ACH-000075,0.19892768637400002
ACH-000078,0.0950043525294
ACH-000082,-0.016020153164
ACH-000085,-0.0054554482473599996
ACH-000086,0.00198926704614
ACH-000087,-0.0200195170285
ACH-000092,0.051692562058800004
ACH-000095,0.0902774246583
ACH-000097,0.129123371264
ACH-000098,0.253913470491
ACH-000099,0.09243323983410001
ACH-000108,0.0327176160213
ACH-000113,0.014504990830999999
ACH-000115,0.133258550032
ACH-000116,0.189228136845
ACH-000118,0.07641694675139998
ACH-000120,0.0688016818364
ACH-000123,0.033648316385
ACH-000127,0.127163264164
ACH-000128,-0.022483905653400003
ACH-000132,0.0170478282518
ACH-000133,0.015926062680799997
ACH-000137,0.231887116823
ACH-000138,0.178713090471
ACH-000142,0.0215479120096
ACH-000143,0.203920393059
ACH-000146,0.0374439634368
ACH-000148,0.0321277161746
ACH-000150,0.141050443488
ACH-000152,0.123547255956
ACH-000153,0.110073392773
ACH-000159,0.130478352406
ACH-000160,0.045150312444
ACH-000163,0.010242362781
ACH-000167,-0.0336901921675
ACH-000168,0.10781991290100001
ACH-000169,0.14169919090299998
ACH-000178,0.0787180155349
ACH-000182,0.211655665425
ACH-000183,0.0825005722762
ACH-000188,-0.0587426738676
ACH-000189,0.335539315718
ACH-000190,0.0860573989613
ACH-000198,0.201045867485
ACH-000204,0.08991856618510001
ACH-000206,0.126154521274
ACH-000207,0.211108852668
ACH-000211,0.0940829757503
ACH-000215,0.17881104567899997
ACH-000221,-0.088970267882
ACH-000222,0.132175466405
ACH-000223,0.0984610236227
ACH-000226,0.15496914357799998
ACH-000227,0.0760535143596
ACH-000228,0.1609145471
ACH-000231,0.06625315206690001
ACH-000232,0.243648959487
ACH-000233,0.037629067212
ACH-000234,0.09348370429680002
ACH-000235,0.0044633489787
ACH-000237,0.111655309605
ACH-000238,0.0841971864384
ACH-000243,0.08605518401339998
ACH-000244,-0.188151950677
ACH-000246,0.0799565930343
ACH-000248,0.08648407462169999
ACH-000250,0.039419960040800006
ACH-000251,0.064528259788
ACH-000253,0.168763106789
ACH-000255,0.0596881143842
ACH-000256,0.0650802308001
ACH-000257,0.211126415237
ACH-000258,0.12275012161599999
ACH-000259,0.0715095122608
ACH-000260,0.050515996218499996
ACH-000261,0.047222684998399996
ACH-000262,0.258522265372
ACH-000263,0.0675704125134
ACH-000264,0.16756710672800001
ACH-000265,0.015603179667
ACH-000266,0.10843859783
ACH-000272,0.134965485342
ACH-000273,0.128541308104
