,RSPH1 (89765)
ACH-000004,-0.166980323246
ACH-000007,-0.314412398132
ACH-000009,-0.20120167528799998
ACH-000011,0.067647442271
ACH-000012,-0.19427601679099998
ACH-000013,-0.112843445077
ACH-000014,0.26432187019000003
ACH-000015,0.064074750109
ACH-000017,-0.15305018286900002
ACH-000018,-0.301545787566
ACH-000019,0.0829035282475
ACH-000021,-0.0474173971041
ACH-000022,-0.006944365999510001
ACH-000025,-0.0381653699669
ACH-000028,-0.125506297469
ACH-000030,-0.139564636736
ACH-000035,0.09859785150810002
ACH-000036,-0.10123681138599999
ACH-000037,-0.196479916516
ACH-000039,-0.105955019452
ACH-000040,-0.0474728249467
ACH-000041,0.2015750559
ACH-000042,-0.0711446246942
ACH-000045,-0.0357251597529
ACH-000047,-0.059312068916100004
ACH-000052,-0.05334087634930001
ACH-000053,-0.00733045138241
ACH-000054,-0.103576337869
ACH-000055,-0.06010138658340001
ACH-000060,-0.0918626088118
ACH-000067,-0.0987792046553
ACH-000070,0.046083627243
ACH-000075,0.131310450839
ACH-000078,0.041140420127
ACH-000082,-0.142736295701
ACH-000085,0.140695789903
ACH-000086,0.07061868105819999
ACH-000087,-0.11113304146
ACH-000092,0.0243118466726
ACH-000095,-0.160306446245
ACH-000097,-0.17701348737999997
ACH-000098,0.0395092042885
ACH-000099,-0.123515570004
ACH-000108,0.0797890223973
ACH-000113,-0.0535955905339
ACH-000115,-0.193487854122
ACH-000116,-0.021544407293099997
ACH-000118,-0.147062820561
ACH-000120,-0.11589969390900001
ACH-000123,-0.13867593658
ACH-000127,-0.17121672393399998
ACH-000128,-0.00991859166166
ACH-000132,-0.42281155293899997
ACH-000133,-0.09085470890069999
ACH-000137,-0.0816834300902
ACH-000138,0.0673593252777
ACH-000142,-0.243617775315
ACH-000143,-0.20658458050700002
ACH-000146,-0.09719236277650001
ACH-000148,-0.0754991978647
ACH-000150,-0.0771505172075
ACH-000152,0.00541553350386
ACH-000153,-0.240771311477
ACH-000159,-0.145442396562
ACH-000160,-0.155994530939
ACH-000163,-0.18929908554400002
ACH-000167,-0.13595967364199998
ACH-000168,-0.130412745036
ACH-000169,-0.163213518513
ACH-000178,-0.149132168521
ACH-000182,-0.055259769885400004
ACH-000183,-0.21787647900499998
ACH-000188,-0.177845370077
ACH-000189,0.0398492885032
ACH-000190,-0.05977799209219999
ACH-000198,0.0203903991461
ACH-000204,0.113972381687
ACH-000206,-0.06674461186359999
ACH-000207,-0.0549655821196
ACH-000211,0.103723436554
ACH-000215,-0.17910471460000002
ACH-000221,-0.116322476346
ACH-000222,-0.0502576063825
ACH-000223,0.0426210991679
ACH-000226,0.06282881840030001
ACH-000227,-0.115559158778
ACH-000228,-0.124020104673
ACH-000231,-0.102237872712
ACH-000232,-0.0366192841125
ACH-000233,-0.0608298465045
ACH-000234,0.0944887845978
ACH-000235,-0.139544097718
ACH-000237,-0.10449863720899999
ACH-000238,-0.13670352252100001
ACH-000243,-0.086499733358
ACH-000244,0.0985746332363
ACH-000246,-0.049861014132199996
ACH-000248,0.04785618915630001
ACH-000250,-0.111963845802
ACH-000251,-0.256117198427
ACH-000253,-0.173698958296
ACH-000255,0.048305289815699995
ACH-000256,-0.0407631651511
ACH-000257,-0.019969693171500002
ACH-000258,-0.179337784859
ACH-000259,-0.201870261719
ACH-000260,0.029146696035400002
ACH-000261,-0.049251832783
ACH-000262,0.0458134367112
ACH-000263,0.163006410659
ACH-000264,-0.103090508142
ACH-000265,-0.210934873256
ACH-000266,-0.0918330788426
ACH-000272,-0.0674111613633
ACH-000273,-0.0073781838814199995
ACH-000274,-0.0885003484669
ACH-000277,-0.0168524079678
ACH-000278,-0.117485914453
ACH-000279,0.0161236713956
ACH-000280,-0.205933384884
ACH-000281,-0.053012310629000005
ACH-000288,-0.23520433616
ACH-000291,-0.10074016922399999
ACH-000293,0.10169845509299999
ACH-000294,-0.16927517466800002
ACH-000295,-0.27234278948
ACH-000296,0.0820958873315
ACH-000302,-0.036495544518900004
ACH-000304,-0.381785405102
ACH-000307,-0.0482055660487
ACH-000308,-0.016522906208
ACH-000310,-0.315760224669
ACH-000311,-0.29189085424600003
ACH-000312,-0.00468640207516
ACH-000315,-0.44664763799900004
ACH-000316,0.044837717625199995
ACH-000317,0.09296825286310001
ACH-000318,-0.13677410190300002
ACH-000319,-0.015429997563799999
ACH-000320,-0.351434765286
ACH-000322,-0.22710676041900002
ACH-000323,0.00896007092976
ACH-000324,-0.0357625853076
ACH-000329,-0.030579479479
ACH-000330,-0.172803387057
ACH-000331,-0.0335796619234
ACH-000332,-0.227661154461
ACH-000334,-0.132840880202
ACH-000335,0.24874664516199999
ACH-000336,-0.0746831801031
ACH-000337,0.110761801182
ACH-000339,-0.021300686736400003
ACH-000341,0.129974629982
ACH-000348,-0.0508092659935
ACH-000350,-0.0920971516856
ACH-000352,0.0754708033021
ACH-000356,-0.0334356336031
ACH-000361,-0.262090122621
ACH-000362,0.0582840598499
ACH-000363,-0.21464970846099998
ACH-000364,-0.128349523541
ACH-000365,-0.160825539086
ACH-000366,0.138983747392
ACH-000368,0.050114625598
ACH-000374,0.13915305877999998
ACH-000375,-0.0876112847444
ACH-000376,-0.054487523494999995
ACH-000381,0.058830586798999995
ACH-000383,-0.08863540443229999
ACH-000387,-0.129606444569
ACH-000389,-0.10064140775000001
ACH-000390,-0.050598947223800005
ACH-000393,0.00478361413941
ACH-000395,0.0271741783383
ACH-000397,-0.0572079888753
ACH-000401,-0.11053132286699999
