,TTC9C (283237)
ACH-000004,0.165899665447
ACH-000007,0.0476523326102
ACH-000009,0.061467028681699995
ACH-000011,-0.061346039697000004
ACH-000012,-0.236425615689
ACH-000013,-0.0634712913513
ACH-000014,0.18809052234499998
ACH-000015,-0.111294236776
ACH-000017,-0.151898496493
ACH-000018,-0.149756634165
ACH-000019,0.13677819014599998
ACH-000021,-0.26261573486900003
ACH-000022,0.104515043565
ACH-000025,-0.100279264779
ACH-000028,-0.190756640616
ACH-000030,-0.09351494462539998
ACH-000035,0.0560343968156
ACH-000036,-0.007117299941079999
ACH-000037,-0.10777701075
ACH-000039,-0.244624329424
ACH-000040,0.051976792364999996
ACH-000041,0.0640246917037
ACH-000042,-0.12155973570499999
ACH-000045,-0.174414025354
ACH-000047,-0.0533871303216
ACH-000052,-0.247228775917
ACH-000053,-0.039420170282400004
ACH-000054,0.07965036945689999
ACH-000055,0.0520336858739
ACH-000060,-0.0704478576533
ACH-000067,0.145523221646
ACH-000070,-0.0596912452075
ACH-000075,-0.321431795133
ACH-000078,-0.132426588267
ACH-000082,-0.18205207202100002
ACH-000085,-0.403752558812
ACH-000086,-0.300027551561
ACH-000087,0.105734861427
ACH-000092,-0.0160345241108
ACH-000095,-0.024979205992700003
ACH-000097,-0.04227417621830001
ACH-000098,0.019957959385799997
ACH-000099,-0.0541542636356
ACH-000108,-0.05471991481980001
ACH-000113,-0.00781630642168
ACH-000115,0.157193510551
ACH-000116,-0.21673809705
ACH-000118,-0.35547996299900003
ACH-000120,0.0304396893018
ACH-000123,-0.203607452654
ACH-000127,-0.16007223437999998
ACH-000128,0.195315073915
ACH-000132,-0.13056080362199998
ACH-000133,-0.15503102255999998
ACH-000137,-0.194289221143
ACH-000138,-0.0969882851382
ACH-000142,-0.022657957390400003
ACH-000143,0.0543672284402
ACH-000146,-0.113994459828
ACH-000148,-0.054457494853499995
ACH-000150,-0.194998928156
ACH-000152,-0.09781513552610001
ACH-000153,0.09837419914729999
ACH-000159,-0.015860947144500002
