,AGBL3 (340351)
ACH-000004,-0.0485766384219
ACH-000007,-0.0626303826776
ACH-000009,-0.234966035326
ACH-000011,0.135254788819
ACH-000012,-0.040764905794300005
ACH-000013,0.0539311749211
ACH-000014,-0.624082826038
ACH-000015,-0.10841764570599999
ACH-000017,-0.0316324403469
ACH-000018,0.022973065268599997
ACH-000019,-0.102923949404
ACH-000021,-0.414556659022
ACH-000022,0.0319965383323
ACH-000025,-0.0617489063824
ACH-000028,0.011059846151
ACH-000030,-0.0720844923243
ACH-000035,-0.129844799288
ACH-000036,-0.227622145072
ACH-000037,-0.054837209743800006
ACH-000039,-0.290106286956
ACH-000040,-0.03329305999
ACH-000041,-0.04865831333100001
ACH-000042,-0.0993640225138
ACH-000045,-0.249909339003
ACH-000047,-0.0958218560892
ACH-000052,-0.16326541615999998
ACH-000053,-0.099647200985
ACH-000054,-0.11673528836300001
ACH-000055,-0.126906151025
ACH-000060,-0.13246377619799998
ACH-000067,-0.273366733154
ACH-000070,-0.0703957757333
ACH-000075,-0.213528018732
ACH-000078,-0.24290552770799997
ACH-000082,-0.10128078201099999
ACH-000085,-0.06346287705630001
ACH-000086,-0.129947936171
ACH-000087,0.0352285918665
ACH-000092,-0.096817262938
ACH-000095,-0.0306583229035
ACH-000097,-0.04157491189819999
ACH-000098,-0.0559686193233
ACH-000099,-0.0823260670195
ACH-000108,0.0851854110272
ACH-000113,-0.155329428811
ACH-000115,0.0781499324113
ACH-000116,-0.0245469317087
ACH-000118,-0.0209303461617
ACH-000120,-0.006782311191970001
ACH-000123,-0.10411964740900001
ACH-000127,-0.00162388800457
ACH-000128,-0.060850060647
ACH-000132,-0.0521138798949
ACH-000133,-0.17470350389400002
ACH-000137,0.0773875824959
ACH-000138,-0.162420792684
ACH-000142,-0.16525910504799998
ACH-000143,-0.152939942651
ACH-000146,-0.15413117475
ACH-000148,-0.09480630003900001
ACH-000150,-0.0323040561841
ACH-000152,-0.09027376735239999
ACH-000153,-0.09677683584619999
ACH-000159,-0.19256113227000002
ACH-000160,-0.0726305398291
ACH-000163,-0.07573601513560001
ACH-000167,-0.203848206316
ACH-000168,-0.026953917601799996
ACH-000169,-0.0910950731305
ACH-000178,-0.052200779376400004
ACH-000182,-0.11074917822699999
ACH-000183,0.0406926309789
ACH-000188,-0.0190506065488
ACH-000189,-0.041242808023199996
ACH-000190,-0.060926383293099996
ACH-000198,-0.19649238228500002
ACH-000204,-0.191440538004
ACH-000206,-0.0392314772315
ACH-000207,0.20867450018300002
ACH-000211,-0.11415120519500001
ACH-000215,-0.18714590869800002
ACH-000221,0.031112571600599995
ACH-000222,-0.138746956641
ACH-000223,-0.050544143921499994
ACH-000226,-0.0820820897207
ACH-000227,-0.0266652223351
ACH-000228,0.0917830175922
ACH-000231,-0.029657868753400003
ACH-000232,-0.243624612018
ACH-000233,-0.0959327923343
ACH-000234,-0.0577109618559
ACH-000235,-0.0754325412726
ACH-000237,-0.273355562448
ACH-000238,-0.09394380097249999
ACH-000243,-0.0502464862681
ACH-000244,-0.10363549702500001
ACH-000246,-0.142365963907
ACH-000248,0.0691258163155
ACH-000250,-0.25148311643000004
ACH-000251,-0.17355233603
ACH-000253,-0.210307144359
ACH-000255,-0.000781382761041
ACH-000256,-0.21840186308600001
ACH-000257,-0.0815203651573
ACH-000258,-0.326002468271
ACH-000259,-0.0312310441695
ACH-000260,-0.16536219240299999
ACH-000261,-0.218870377709
ACH-000262,-0.208978676725
ACH-000263,-0.0184446947025
ACH-000264,-0.0682148665993
ACH-000265,-0.06872553081789999
ACH-000266,-0.0587387530652
ACH-000272,-0.251421900308
ACH-000273,-0.07193348914639999
ACH-000274,-0.15838787316400002
ACH-000277,0.175497346494
ACH-000278,-0.0595700706573
ACH-000279,-0.0145055464614
ACH-000280,-0.0612416208346
ACH-000281,-0.0153183473933
ACH-000288,-0.133813189686
ACH-000291,-0.041666938894
ACH-000293,-0.318425506926
ACH-000294,-0.203980731664
ACH-000295,-0.166103819988
ACH-000296,-0.24605634834800003
ACH-000302,-0.139496758617
ACH-000304,-0.0493380696038
ACH-000307,-0.0579574767313
ACH-000308,-0.054197468248100004
ACH-000310,-0.29975579788199996
ACH-000311,-0.051252582272
ACH-000312,-0.0587078345595
ACH-000315,0.032236604364299995
ACH-000316,-0.16715814519000002
ACH-000317,-0.430170041962
ACH-000318,-0.0335400816654
ACH-000319,-0.053882612402
ACH-000320,-0.158682638921
ACH-000322,-0.04857602413
