,SPTSSA (171546)
ACH-000004,-0.33733635902599995
ACH-000007,-0.594846070325
ACH-000009,-0.737215968272
ACH-000011,-1.05888314463
ACH-000012,-0.361963005881
ACH-000013,-0.24572091590700001
ACH-000014,-0.621444275527
ACH-000015,-0.38747946918799997
ACH-000017,-0.463996001625
ACH-000018,-0.589661645858
ACH-000019,-0.580568310093
ACH-000021,-0.582406675061
ACH-000022,-0.36611413391099995
ACH-000025,-0.9715160206450001
ACH-000028,-0.517856175988
ACH-000030,-0.741506593233
ACH-000035,-0.511287216887
ACH-000036,-0.512509387203
ACH-000037,-0.47884756276
ACH-000039,-0.445934535176
ACH-000040,-0.959401708915
ACH-000041,-0.423453117968
ACH-000042,-0.565082576071
ACH-000045,-1.2947541256200001
ACH-000047,-0.40707027144100005
ACH-000052,-0.35152453343400003
ACH-000053,-0.296993076278
ACH-000054,-0.698096428885
ACH-000055,-0.539361575838
ACH-000060,-0.939540819385
ACH-000067,-0.430851240049
ACH-000070,-0.739390112901
ACH-000075,-0.383609921465
ACH-000078,-0.313289908511
ACH-000082,-0.38441601493600003
ACH-000085,-0.569867040748
ACH-000086,-0.7997844381039999
ACH-000087,-0.41349661231
ACH-000092,-0.937532747415
ACH-000095,-0.403950284213
ACH-000097,-0.458011810721
ACH-000098,-0.8436065186830001
ACH-000099,-0.35467506175499997
ACH-000108,-0.627708327333
ACH-000113,-0.898465488371
ACH-000115,-0.32124324695
ACH-000116,-0.6518325914800001
ACH-000118,-0.975737561697
ACH-000120,-0.296446726369
ACH-000123,-0.330923520806
ACH-000127,-0.750922370184
ACH-000128,-0.280823801133
ACH-000132,-0.5716271967809999
ACH-000133,-0.838915427686
ACH-000137,-0.6150158151039999
ACH-000138,-0.45853045767899997
ACH-000142,-0.332125752941
ACH-000143,-0.42331948643899997
ACH-000146,-0.844898483123
ACH-000148,-0.440009853993
ACH-000150,-0.17142757208299997
ACH-000152,-0.59000737908
ACH-000153,-1.0537141964399999
ACH-000159,-0.696363199203
ACH-000160,-0.589119679415
ACH-000163,-0.480376445297
ACH-000167,-0.485842949834
ACH-000168,-1.1405752059
ACH-000169,-0.7004163162379999
ACH-000178,-0.45111125451399997
ACH-000182,-0.36069343376400004
ACH-000183,-0.30541974932300003
ACH-000188,-0.632541101239
ACH-000189,-1.07954764635
ACH-000190,-0.43355999836900005
ACH-000198,-1.30620437229
ACH-000204,-0.7820747452240001
ACH-000206,-1.0422281895
ACH-000207,-0.871164772508
ACH-000211,-0.702977518395
ACH-000215,-0.39324478850999994
ACH-000221,-0.320788826915
ACH-000222,-0.706126262637
ACH-000223,-0.384008571189
ACH-000226,-0.559032718637
ACH-000227,-0.45959132231000005
ACH-000228,-0.552554805852
ACH-000231,-0.523171016405
ACH-000232,-0.584692265077
ACH-000233,-0.919835875923
ACH-000234,-0.8544412619949999
ACH-000235,-0.8838271809970001
ACH-000237,-0.559908511966
ACH-000238,-0.21514466675900001
ACH-000243,-0.6451340068029999
ACH-000244,-0.9795120753740001
ACH-000246,-0.88461462515
ACH-000248,-0.487748437478
ACH-000250,-0.7455932035639999
ACH-000251,-0.169452718295
ACH-000253,-0.283653471191
ACH-000255,-0.614268164725
ACH-000256,-0.684157476653
ACH-000257,-0.5439499942539999
ACH-000258,-0.520183918613
ACH-000259,-0.446509798397
ACH-000260,-0.277174023399
ACH-000261,-0.488397409902
ACH-000262,-1.13810176108
ACH-000263,-0.8580912850839999
ACH-000264,-0.419850829942
ACH-000265,-0.315075455281
ACH-000266,-0.42588118393700003
ACH-000272,-1.40462685294
ACH-000273,-0.684618556468
ACH-000274,-0.342428121935
ACH-000277,-0.21827577151900002
ACH-000278,-1.0323974076
ACH-000279,-0.352975984412
ACH-000280,-0.921665343477
ACH-000281,-0.623855610269
ACH-000288,-0.979549663145
ACH-000291,-0.297207998175
ACH-000293,-0.565486438898
ACH-000294,-0.852991656684
ACH-000295,-0.451008790858
ACH-000296,-0.817610637605
ACH-000302,-0.505238101088
ACH-000304,-0.49703610283999994
ACH-000307,-0.561963734156
ACH-000308,-0.232076211686
ACH-000310,-0.5378318895149999
ACH-000311,-0.449649924485
ACH-000312,-0.250475802269
ACH-000315,-0.412147967187
ACH-000316,-0.731294202307
