,PCOLCE (5118)
ACH-000004,-0.238462529098
ACH-000007,-0.17527942421300002
ACH-000009,-0.0650611588964
ACH-000011,-0.181627794197
ACH-000012,-0.152995015609
ACH-000013,-0.09958561024810002
ACH-000014,-0.148094493978
ACH-000015,-0.0184595228935
ACH-000017,-0.30962438898600003
ACH-000018,0.03718773721680001
ACH-000019,-0.06899322033760001
ACH-000021,-0.380694328605
ACH-000022,-0.236498963247
ACH-000025,-0.20128978885200002
ACH-000028,-0.257383974362
ACH-000030,-0.09792887376289999
ACH-000035,-0.331442710015
ACH-000036,-0.303172301144
ACH-000037,-0.135098900553
ACH-000039,-0.119353841993
ACH-000040,-0.128642329838
ACH-000041,0.053654097738800005
ACH-000042,-0.162626241383
ACH-000045,-0.290535163507
ACH-000047,-0.0874376194819
ACH-000052,-0.08531560415819998
ACH-000053,-0.176359192959
ACH-000054,-0.190333562487
ACH-000055,-0.0673014035061
ACH-000060,-0.17099407725000002
ACH-000067,-0.300633503784
ACH-000070,-0.18292899889000003
ACH-000075,-0.5311660702759999
ACH-000078,-0.254793213297
ACH-000082,-0.14176633596899998
ACH-000085,-0.205069206402
ACH-000086,0.11110642957599999
ACH-000087,-0.152875015232
ACH-000092,-0.06173100239630001
ACH-000095,-0.269363696587
ACH-000097,-0.234330991527
ACH-000098,-0.239444007113
ACH-000099,-0.29624424737
ACH-000108,-0.26327033057300003
ACH-000113,-0.0781681867236
ACH-000115,0.0696768120028
ACH-000116,-0.0919935038333
ACH-000118,-0.246140804234
ACH-000120,-0.355345770866
ACH-000123,-0.0725927147192
ACH-000127,-0.198240421109
ACH-000128,-0.0368309577534
ACH-000132,-0.172437404008
ACH-000133,-0.278641959376
ACH-000137,-0.34511557980700003
ACH-000138,-0.105049611146
ACH-000142,-0.159962437936
ACH-000143,0.165422426811
ACH-000146,-0.23543143562600002
ACH-000148,-0.0116580103075
ACH-000150,-0.3169957769
ACH-000152,-0.0846749593765
ACH-000153,-0.180629102617
ACH-000159,-0.36964598011600003
ACH-000160,-0.25127139747
ACH-000163,-0.026171218098400003
ACH-000167,-0.35562631785099996
ACH-000168,-0.0673462128886
ACH-000169,0.023987606103300002
ACH-000178,-0.240887111132
ACH-000182,-0.113132418816
ACH-000183,-0.06382696455339999
ACH-000188,-0.0837280132881
ACH-000189,-0.17472605353700002
ACH-000190,-0.137400709139
ACH-000198,-0.134715485502
ACH-000204,-0.165342311558
ACH-000206,-0.38246944173
ACH-000207,-0.13980786954000002
ACH-000211,-0.251870864991
ACH-000215,-0.0649526139221
ACH-000221,-0.24853527012600002
ACH-000222,-0.44570772184199997
ACH-000223,-0.183076115105
ACH-000226,-0.05522904999
ACH-000227,-0.00378931630413
ACH-000228,-0.18887389616300002
ACH-000231,-0.20589630454900001
ACH-000232,-0.10139187693099999
ACH-000233,-0.21959722075399998
ACH-000234,-0.17396110014000002
ACH-000235,-0.192645296029
ACH-000237,-0.302622193071
ACH-000238,-0.47243709005500006
ACH-000243,-0.17377803460000002
ACH-000244,-0.024666801983400002
ACH-000246,-0.19798609238200002
ACH-000248,-0.20967574142700002
ACH-000250,-0.172945474199
ACH-000251,-0.373746608272
ACH-000253,-0.229576722194
ACH-000255,-0.163890428307
ACH-000256,-0.335981237976
ACH-000257,0.012988242135100001
ACH-000258,0.28978594578
ACH-000259,-0.0717581622062
ACH-000260,-0.20449533689899999
ACH-000261,-0.149540903764
ACH-000262,-0.0322086966062
ACH-000263,-0.271173463457
ACH-000264,-0.0682848825153
ACH-000265,-0.139631516334
ACH-000266,-0.246218556205
ACH-000272,-0.117001572448
ACH-000273,-0.101341288584
ACH-000274,-0.224913349684
ACH-000277,-0.202691530905
ACH-000278,-0.249566375598
ACH-000279,-0.193524000814
ACH-000280,-0.109180683868
ACH-000281,-0.158746085722
ACH-000288,-0.18392522050299998
ACH-000291,-0.294752661782
ACH-000293,-0.208145287909
ACH-000294,-0.0223876614672
ACH-000295,0.0810660222592
ACH-000296,-0.166427665792
ACH-000302,-0.247053392711
ACH-000304,0.0636830872429
ACH-000307,-0.052768410827699994
ACH-000308,-0.21930893799000004
ACH-000310,-0.303411245359
ACH-000311,-0.296526619883
ACH-000312,-0.23261011491
ACH-000315,-0.36939843061300004
ACH-000316,-0.325451518821
ACH-000317,-0.026795407553500003
ACH-000318,-0.214076834693
ACH-000319,-0.266794045564
ACH-000320,-0.213558431032
ACH-000322,-0.43837967249399995
ACH-000323,-0.26144807519
ACH-000324,-0.106873048998
ACH-000329,-0.07388577706239999
ACH-000330,-0.393206896872
ACH-000331,-0.114107075597
ACH-000332,-0.23220959893000004
ACH-000334,-0.333501534755
ACH-000335,-0.1565573737
ACH-000336,-0.300147420725
ACH-000337,-0.22057504601999997
ACH-000339,-0.19530292868500002
ACH-000341,-0.111034242359
ACH-000348,-0.29152495886700003
ACH-000350,-0.137832499335
ACH-000352,-0.0147905708734
ACH-000356,-0.039452764112
ACH-000361,-0.275753190488
ACH-000362,-0.140640411352
ACH-000363,-0.005278363601319999
ACH-000364,-0.250942150518
ACH-000365,-0.161238492402
ACH-000366,-0.0739194645812
