,MYZAP (100820829)
ACH-000004,0.134950216269
ACH-000007,0.19349925718199998
ACH-000009,0.059535482536
ACH-000011,0.19091740291499998
ACH-000012,0.110361756492
ACH-000013,0.198717395015
ACH-000014,0.209145373157
ACH-000015,0.18216174432999999
ACH-000017,0.240274377843
ACH-000018,0.24428204554699998
ACH-000019,0.22503387409400002
ACH-000021,0.282429663788
ACH-000022,0.101911455533
ACH-000025,0.13116038171299998
ACH-000028,0.296755411906
ACH-000030,0.138876189302
ACH-000035,0.111999492733
ACH-000036,0.309110434434
ACH-000037,0.125268192468
ACH-000039,0.177491879073
ACH-000040,0.34279082508500003
ACH-000041,0.0125918817864
ACH-000042,0.188766030057
ACH-000045,0.216446456661
ACH-000047,0.20959952699499998
ACH-000052,0.139129179637
ACH-000053,0.17457541695
ACH-000054,0.241729674424
ACH-000055,0.150074332555
ACH-000060,0.283234023859
ACH-000067,0.247839811232
ACH-000070,0.275068995062
ACH-000075,0.17838141306699998
ACH-000078,0.140774603375
ACH-000082,0.27268224810499997
ACH-000085,0.197588250255
ACH-000086,0.147814129686
ACH-000087,0.181067593468
ACH-000092,0.157798380046
ACH-000095,0.178982501943
ACH-000097,0.22173937235100002
ACH-000098,0.297683519644
ACH-000099,0.08989260210930002
ACH-000108,0.11142553551899999
ACH-000113,0.170659711121
ACH-000115,0.237057660194
ACH-000116,0.13266490665300001
ACH-000118,0.20990006300500003
ACH-000120,0.172308099669
ACH-000123,0.17411781337999999
ACH-000127,0.22545303661999996
ACH-000128,0.255753564828
ACH-000132,0.046080469265099996
ACH-000133,0.321452246455
ACH-000137,0.193058080398
ACH-000138,0.250362632716
ACH-000142,0.313715003627
ACH-000143,0.304904551594
ACH-000146,0.141374606786
ACH-000148,0.17713059460299999
ACH-000150,0.144769498231
ACH-000152,0.285053253222
ACH-000153,-0.0295112526448
ACH-000159,0.237565314089
ACH-000160,0.109792408016
ACH-000163,0.197774990671
ACH-000167,0.253160525881
ACH-000168,0.180191673523
ACH-000169,0.2150763393
ACH-000178,0.154532951498
ACH-000182,0.146568941452
ACH-000183,0.224468312112
ACH-000188,0.11644913805099999
ACH-000189,0.28701551012800003
ACH-000190,0.142631426736
ACH-000198,0.205712782579
ACH-000204,0.191753748639
ACH-000206,0.11132565657099999
ACH-000207,0.24163290971700002
ACH-000211,0.284274479567
ACH-000215,0.250190888595
ACH-000221,0.0422891151526
ACH-000222,0.191406441047
ACH-000223,0.13945685599899998
ACH-000226,0.15903020658800002
ACH-000227,0.0163795307923
ACH-000228,0.151452274694
ACH-000231,0.16705970375499998
ACH-000232,0.260748980251
ACH-000233,0.0714244786567
ACH-000234,0.18760534168499998
ACH-000235,0.0961104282627
ACH-000237,0.241209620479
ACH-000238,0.0945278486313
ACH-000243,0.110952607839
ACH-000244,-0.025650425026700004
ACH-000246,0.146766048727
ACH-000248,0.189460617677
ACH-000250,0.163994764405
ACH-000251,0.27585681238000004
ACH-000253,0.146888080319
ACH-000255,0.13725193207800002
ACH-000256,0.252658891893
ACH-000257,-0.020544526063
ACH-000258,0.165697397441
ACH-000259,0.16980706584199998
ACH-000260,0.152084664186
ACH-000261,0.12587834945
ACH-000262,0.32809821590300003
ACH-000263,0.36029653073
ACH-000264,0.113853122156
ACH-000265,0.0717413793242
ACH-000266,0.102684695445
ACH-000272,0.16087003663899999
ACH-000273,0.206603002581
ACH-000274,0.08812073827739998
ACH-000277,0.181915250039
ACH-000278,0.159818008203
ACH-000279,0.10105467193399999
ACH-000280,0.190624058249
ACH-000281,0.278464821045
ACH-000288,0.15348426095999998
ACH-000291,0.160881181908
ACH-000293,0.39290027696999996
ACH-000294,0.0342309909625
ACH-000295,0.200350020082
ACH-000296,0.226416564617
ACH-000302,0.114682001874
ACH-000304,0.093575993601
ACH-000307,0.208439893438
ACH-000308,0.194905650158
ACH-000310,-0.146264736271
ACH-000311,0.139030353158
ACH-000312,0.16611883287999998
ACH-000315,0.10076877846000001
ACH-000316,0.243417833297
ACH-000317,0.30294065999
ACH-000318,0.246009715163
ACH-000319,0.24142749820999998
ACH-000320,0.0195595087106
ACH-000322,0.0979466591533
ACH-000323,0.219798498624
ACH-000324,0.12230274884299999
ACH-000329,0.19600973251200002
ACH-000330,0.244649043937
ACH-000331,0.0889467609427
ACH-000332,0.157959452751
ACH-000334,0.186967382537
ACH-000335,0.0403340662744
ACH-000336,0.379839476885
ACH-000337,0.338602816668
ACH-000339,0.20828835619000002
ACH-000341,0.18446780239799998
ACH-000348,0.192119049585
ACH-000350,0.217062437973
ACH-000352,0.116605564997
ACH-000356,0.32897253152
ACH-000361,0.14863752291500001
ACH-000362,0.15723733498700002
ACH-000363,0.064847834306
ACH-000364,0.193931382186
ACH-000365,0.19578986453400002
ACH-000366,0.215888823671
ACH-000368,0.185481874951
ACH-000374,0.059703528989699994
ACH-000375,0.218313813002
ACH-000376,0.122785161063
ACH-000381,0.228065078689
ACH-000383,0.178183320997
ACH-000387,0.014713293543
ACH-000389,0.159673817261
ACH-000390,0.150934640574
ACH-000393,0.23656916025400002
ACH-000395,0.30390763785700003
ACH-000397,0.32662730424499997
ACH-000401,0.20671015229000003
ACH-000402,0.18344937100900002
ACH-000403,0.18936072367100001
ACH-000404,0.149802601684
ACH-000406,0.142051295406
ACH-000407,0.11823026974000002
ACH-000408,0.24622702545800002
ACH-000410,0.11331277222000001
ACH-000411,0.181622978368
ACH-000414,0.190674042274
ACH-000415,0.188841599424
ACH-000416,0.174981111428
ACH-000420,0.230650935338
ACH-000421,0.134051760068
ACH-000424,0.18725142188700003
ACH-000425,0.170176153177
ACH-000426,0.152601484654
ACH-000427,0.2433510694
ACH-000433,0.311843765489
ACH-000436,0.271400180986
ACH-000444,0.14404119033600002
ACH-000445,-0.0026363540550400004
ACH-000448,0.09808003427829999
ACH-000450,0.23125714639400002
ACH-000452,0.163158751806
ACH-000454,0.159516381777
ACH-000458,0.142025916935
ACH-000459,-0.106150928606
ACH-000460,0.149900837837
ACH-000461,0.169196459292
ACH-000463,0.130230310937
ACH-000464,0.18853016378600002
ACH-000466,0.309345869268
ACH-000467,0.135436374922
ACH-000468,0.237615704778
ACH-000469,0.13076265093599998
ACH-000470,0.0132272078542
ACH-000471,0.151051109559
ACH-000472,0.18637837580699998
ACH-000473,0.230036949569
ACH-000475,0.23200417746899998
ACH-000476,0.287250252792
ACH-000477,0.20614607087900003
ACH-000480,0.258815607599
ACH-000481,0.079380871522
ACH-000483,0.0224173069809
ACH-000484,0.20197689836599997
ACH-000485,0.21922471657499998
ACH-000486,0.0863894897055
ACH-000487,0.193226388789
ACH-000488,0.0882151798315
ACH-000490,0.19660119590999997
ACH-000491,0.0653023845636
ACH-000495,-0.0685157951032
ACH-000496,0.09799006559620001
ACH-000499,0.0933375703971
ACH-000500,0.14757479576500002
ACH-000502,0.173641121096
ACH-000503,0.356531628574
ACH-000505,0.23394732392099998
ACH-000507,0.213531104669
ACH-000510,0.18860615881700002
ACH-000511,0.176562810377
ACH-000512,0.21087850975900002
ACH-000516,0.29042582311
ACH-000517,0.10927615219
ACH-000518,0.18825538272300002
ACH-000520,0.215990997489
ACH-000521,0.296451646431
ACH-000522,-0.08843645460619999
ACH-000524,0.148643015901
ACH-000527,0.018986106566
ACH-000528,0.10765885252900001
ACH-000537,0.22008008447900002
ACH-000541,0.0285711980792
ACH-000542,0.202140974628
ACH-000544,0.107946336192
ACH-000545,0.260406069161
ACH-000547,0.155121306885
ACH-000548,0.296253760659
ACH-000549,0.351439041605
ACH-000550,0.313903665755
ACH-000552,0.0720782896664
ACH-000556,0.300126617298
ACH-000557,0.167694539833
ACH-000570,0.21846246324000002
ACH-000571,0.282771074713
ACH-000573,0.0691769726084
ACH-000576,0.144263469602
ACH-000580,0.298809367163
ACH-000584,0.279923956723
ACH-000585,0.0815440593319
ACH-000588,0.14820120648000001
ACH-000589,0.181756213453
ACH-000591,0.11621892083100001
ACH-000593,0.187477396801
ACH-000600,0.149046322787
ACH-000601,0.111802157039
ACH-000604,0.0825176859928
ACH-000605,0.119148806328
