,ESCO2 (157570)
ACH-000004,-0.215666332376
ACH-000007,0.105015827742
ACH-000009,-0.224094630985
ACH-000011,-0.408847475494
ACH-000012,-0.45109996795900004
ACH-000013,-0.35835499734399995
ACH-000014,-0.133503909962
ACH-000015,-0.39871502371600004
ACH-000017,-0.362509816576
ACH-000018,-0.25565985004299996
ACH-000019,-0.38956587139
ACH-000021,-0.293583518549
ACH-000022,0.103188301213
ACH-000025,-0.357697140177
ACH-000028,-0.271799465754
ACH-000030,-0.1479460423
ACH-000035,-0.368455338241
ACH-000036,-0.405972188666
ACH-000037,-0.101144055051
ACH-000039,-0.592231959055
ACH-000040,-0.134541284112
ACH-000041,-0.265436845803
ACH-000042,-0.289428640291
ACH-000045,-0.08396601409710001
ACH-000047,-0.113507523381
ACH-000052,-0.256377645251
ACH-000053,-0.11445854834000001
ACH-000054,-0.5936110586460001
ACH-000055,-0.314119352959
ACH-000060,-0.369545739842
ACH-000067,-0.647800740908
ACH-000070,-0.273711552185
ACH-000075,-0.313404479145
ACH-000078,-0.258755926039
ACH-000082,-0.609767966299
ACH-000085,-0.185373376976
ACH-000086,-0.22131734352899998
ACH-000087,-0.711948353662
ACH-000092,-0.46235555272600004
ACH-000095,-0.196817330606
ACH-000097,-0.47017918710400003
ACH-000098,-0.463435864402
ACH-000099,-0.102277807146
ACH-000108,-0.23317126416499998
ACH-000113,-0.307823396074
ACH-000115,-0.20165347957600002
ACH-000116,-0.0553090650048
ACH-000118,-0.19459551036699999
ACH-000120,-0.34921939421
ACH-000123,-0.43178262050099997
ACH-000127,-0.24140739435400002
ACH-000128,-0.250067184838
ACH-000132,-0.327720476082
ACH-000133,-0.330008843013
ACH-000137,-0.155510514942
ACH-000138,-0.149175221114
ACH-000142,-0.166233933794
ACH-000143,-0.428502921475
ACH-000146,-0.37962115875200003
ACH-000148,-0.337114356109
ACH-000150,-0.706584115587
ACH-000152,-0.6512488503320001
ACH-000153,-0.316920428662
ACH-000159,-0.25598893622200003
ACH-000160,-0.101078313322
ACH-000163,-0.27938513476300003
ACH-000167,-0.502396310987
ACH-000168,-0.517759905533
ACH-000169,-0.375500294138
ACH-000178,-0.377007972078
ACH-000182,-0.5688465895570001
ACH-000183,-0.384812767506
ACH-000188,-0.275217021434
ACH-000189,-0.316258053421
ACH-000190,-0.477862581977
ACH-000198,-0.15915415046700002
ACH-000204,-0.40009456759400003
ACH-000206,-0.598664824006
ACH-000207,-0.25512668468000005
ACH-000211,-0.5290699342040001
ACH-000215,-0.178194342034
ACH-000221,-0.33360389954799996
ACH-000222,-0.224124977036
ACH-000223,-0.297801411355
ACH-000226,-0.479065540076
ACH-000227,-0.61374265656
ACH-000228,-0.795455021135
ACH-000231,-0.460521467743
ACH-000232,-0.612317272535
ACH-000233,-0.37258515501999995
ACH-000234,-0.284694494316
ACH-000235,-0.35880133897699995
ACH-000237,-0.791514924641
ACH-000238,-0.158055114613
ACH-000243,-0.280669094656
ACH-000244,-0.529016854584
ACH-000246,-0.32518057386599997
ACH-000248,-0.20733165553599997
ACH-000250,-0.531184394419
ACH-000251,-0.445989943692
ACH-000253,-0.005392525078189999
ACH-000255,-0.786939859465
ACH-000256,-0.382055702941
ACH-000257,0.158524061421
ACH-000258,-0.181038634512
ACH-000259,-0.217307541848
ACH-000260,-0.137142224097
ACH-000261,-0.33707758132
ACH-000262,-0.476423992979
ACH-000263,-0.147819233153
ACH-000264,-0.499579675523
ACH-000265,-0.32950312139800003
ACH-000266,-0.522643547566
ACH-000272,-0.00888570036511
ACH-000273,-0.101502416285
ACH-000274,-0.27197676413000005
ACH-000277,-0.125112091218
ACH-000278,-0.8728799262729999
ACH-000279,-0.0427721554375
ACH-000280,-0.466261628667
ACH-000281,-0.039122996223699996
ACH-000288,-0.125669465556
ACH-000291,-0.44511500218500005
ACH-000293,-0.296938174155
ACH-000294,-0.207127174479
ACH-000295,0.0430857050917
ACH-000296,-0.254855931691
ACH-000302,-0.190914151154
ACH-000304,-0.31599283648800003
ACH-000307,-0.4332915480899999
ACH-000308,-0.0596564397145
ACH-000310,-0.633932075335
ACH-000311,-0.320392100847
ACH-000312,-0.501563671231
ACH-000315,-0.196638123042
ACH-000316,-0.30654070294
ACH-000317,-0.24669685870799998
ACH-000318,-0.39935595927199996
ACH-000319,-0.05647065487459999
ACH-000320,-0.5358180968399999
ACH-000322,-0.709388835353
ACH-000323,-0.13770093272
ACH-000324,-0.248601546655
ACH-000329,-0.597270552347
ACH-000330,-0.632908021835
ACH-000331,-0.459342025323
ACH-000332,-0.283659648229
ACH-000334,-0.228407460942
ACH-000335,-0.158066386845
ACH-000336,-0.906860822462
ACH-000337,0.172429808987
ACH-000339,-0.43192449044200004
ACH-000341,0.0574782370528
ACH-000348,-0.272105478679
ACH-000350,0.0256546033268
ACH-000352,-0.19462683076600001
ACH-000356,-0.22137408124299998
ACH-000361,-0.6002150023380001
ACH-000362,-0.13341791998400002
ACH-000363,-0.138740196394
ACH-000364,-0.415307192178
ACH-000365,-0.145929763906
ACH-000366,-0.0312719910908
ACH-000368,-0.547704417748
ACH-000374,-0.546057269415
ACH-000375,-0.24499397466400002
ACH-000376,-0.29535406047400004
ACH-000381,-0.43908229546899996
ACH-000383,-0.41867591291199996
ACH-000387,-0.377474055897
ACH-000389,-0.375911576093
ACH-000390,-0.18760705719700002
ACH-000393,-0.7815811393240001
ACH-000395,-0.04377483136180001
ACH-000397,-0.342896433432
ACH-000401,-0.8628984764569999
