,TUFM (7284)
ACH-000320,-0.1155476409
ACH-000322,-0.41150636766800003
ACH-000323,-0.169958790445
ACH-000324,-0.052988140061099996
ACH-000329,-0.596894440648
ACH-000330,-0.492801712049
ACH-000331,-0.374615085709
ACH-000332,-0.119153064265
ACH-000334,-0.34516682316200004
ACH-000335,-0.0345772877278
ACH-000336,-0.24604075910300002
ACH-000337,-0.5770568804089999
ACH-000339,-0.286286685037
ACH-000341,-0.00454138746146
ACH-000348,-0.229220362811
ACH-000350,-0.282322617888
ACH-000352,-0.379878208127
ACH-000356,-0.526998596767
ACH-000361,-0.276285266247
ACH-000362,-0.148400728983
ACH-000363,-0.270313784791
ACH-000364,-0.419479514023
ACH-000365,-0.457298210999
ACH-000366,-0.118950712248
ACH-000368,-0.224962174174
ACH-000374,-0.346376515136
ACH-000375,-0.15700081525499998
ACH-000376,-0.210266416992
ACH-000381,-0.260677761856
ACH-000383,-0.358127264433
ACH-000387,-0.39497756388300004
ACH-000389,-0.335646275217
ACH-000390,-0.337109599495
ACH-000393,-0.123542324474
ACH-000395,-0.034604337072199995
ACH-000397,-0.20439458260899998
ACH-000401,0.08547829096920001
ACH-000402,-0.216548893691
ACH-000403,-0.25011494065699996
ACH-000404,-0.232839668668
ACH-000406,-0.25896640905
ACH-000407,-0.443324904571
ACH-000408,-0.430210793054
ACH-000410,0.0101562889048
ACH-000411,0.040042553271
ACH-000414,-0.161078288887
ACH-000415,-0.30330431899099997
ACH-000416,-0.346551257666
ACH-000420,-0.545588273788
ACH-000421,-0.238157862073
ACH-000424,-0.307853443058
ACH-000425,-0.254791817199
ACH-000426,-0.259884929344
ACH-000427,-0.778808259343
ACH-000433,-0.336036781161
ACH-000436,-0.0188200070267
ACH-000444,-0.363792981119
ACH-000445,-0.0707467692686
ACH-000448,-0.171474815931
ACH-000450,-0.592270958802
ACH-000452,-0.35146852193000006
ACH-000454,-0.600079564897
ACH-000458,-0.718747857767
ACH-000459,-0.595494407531
ACH-000460,-0.388091138746
ACH-000461,-0.521364453553
ACH-000463,-0.222489302936
ACH-000464,-0.244781109908
ACH-000466,-0.340619118213
ACH-000467,-0.153058877047
ACH-000468,-0.211676349179
ACH-000469,-0.431015707175
ACH-000470,-0.220533298216
ACH-000471,-0.146757474333
ACH-000472,-0.286435269082
ACH-000473,-0.134059914443
ACH-000475,-0.454693376594
ACH-000476,-0.5324448888009999
ACH-000477,-0.443285601085
ACH-000480,-0.339583349629
ACH-000481,-0.0591615966783
ACH-000483,-0.570636058738
ACH-000484,-0.326478282888
ACH-000485,-0.266814462754
ACH-000486,-0.507765902883
ACH-000487,-0.151995173733
ACH-000488,-0.493691663218
ACH-000490,-0.485572680527
ACH-000491,-0.0119160522694
ACH-000495,-0.434849961853
ACH-000496,-0.0970608145363
ACH-000499,-0.445016262455
ACH-000500,-0.570349758709
ACH-000502,-0.0317231652992
ACH-000503,-0.209173696037
ACH-000505,-0.12298051269600001
ACH-000507,-0.25162869951
ACH-000510,-0.39435154953199997
ACH-000511,-0.25527845083
ACH-000512,-0.419381143011
ACH-000516,-0.21808775256700003
ACH-000517,-0.219786349947
ACH-000518,-0.260062221195
ACH-000520,-0.13226786037000002
ACH-000521,-0.0630272984755
ACH-000522,-0.551499566062
ACH-000524,-0.243976038557
ACH-000527,-0.235580410467
ACH-000528,-0.325794084175
ACH-000537,-0.44581270638099996
ACH-000541,-0.474193813337
ACH-000542,-0.10632973879799999
ACH-000544,-0.369819458081
ACH-000545,-0.52627921593
ACH-000547,-0.107131856865
ACH-000548,-0.347438398182
ACH-000549,-0.337679488113
ACH-000550,-0.292668005742
ACH-000552,-0.296754331311
ACH-000556,-0.333666220305
ACH-000557,-0.06694912218349999
ACH-000570,-0.257473660263
ACH-000571,-0.216037402453
ACH-000573,-0.23866787768199998
ACH-000576,-0.136825127413
ACH-000580,-0.0008230446071789999
ACH-000584,-0.23125705895399998
ACH-000585,-0.35601787741999996
ACH-000588,-0.216275259788
ACH-000589,-0.360297251524
ACH-000591,-0.334981126527
ACH-000593,-0.241041517997
ACH-000600,-0.34838463490500005
ACH-000601,-0.175373848574
ACH-000604,-0.436083738773
ACH-000605,-0.355261114254
ACH-000606,-0.458488353179
ACH-000608,-0.130575101354
ACH-000614,-0.47457139178499996
ACH-000616,-0.195456856362
ACH-000618,-0.355001212022
ACH-000619,-0.30219396590500003
ACH-000620,-0.25674194484900004
ACH-000621,-0.20911907657
ACH-000622,-0.213592891358
ACH-000623,-0.18375118425099998
ACH-000624,-0.276263205984
ACH-000627,-0.0562465431752
ACH-000630,-0.39626507263800004
ACH-000632,-0.334552675189
ACH-000633,-0.668505215191
ACH-000637,-0.356960077595
ACH-000638,-0.398265176156
ACH-000646,-0.520008998219
ACH-000647,-0.40293832073700003
ACH-000648,-0.49454209894699996
ACH-000649,-0.231622218735
ACH-000651,-0.5446334675810001
ACH-000652,-0.476378004059
ACH-000653,-0.436238333046
ACH-000657,-0.354739899027
ACH-000658,-0.5041520477920001
ACH-000661,-0.0860740238723
ACH-000662,-0.8442468310819999
ACH-000663,-0.113703782582
ACH-000665,-0.291331878904
ACH-000671,-0.526937567334
ACH-000673,-0.18618854269299998
ACH-000676,-0.586171094142
ACH-000677,-0.559361847759
ACH-000681,-0.218585624197
ACH-000682,-0.21504264653900002
ACH-000683,-0.40730294608999995
ACH-000684,-0.181355030069
ACH-000688,-0.269596375808
ACH-000693,-0.585781313181
ACH-000694,-0.387187404203
ACH-000695,-0.485945245137
ACH-000696,-0.34642258158
ACH-000697,-0.323025772721
ACH-000699,-0.269363761923
ACH-000701,-0.171784250733
ACH-000706,-0.304727283136
ACH-000711,-0.40451261093400004
ACH-000713,-0.36986043442
ACH-000714,-0.473352625039
ACH-000718,0.0686977081015
ACH-000720,-0.347062219177
ACH-000721,-0.396283456258
ACH-000724,-0.18025854071
ACH-000725,-0.356206812686
ACH-000732,-0.33808227764300003
ACH-000734,-0.48836372787
ACH-000735,-0.163346396708
ACH-000736,-0.188879718656
ACH-000738,-0.366839572773
ACH-000746,-0.16092083500999999
ACH-000747,-0.315706517432
ACH-000748,-0.14038326914899998
ACH-000753,-0.270215838972
ACH-000756,-0.264964806683
ACH-000757,-0.6603402344389999
ACH-000758,-0.401359716341
ACH-000760,-0.175291041553
ACH-000763,-0.469490291747
ACH-000764,-0.412567247318
ACH-000765,-0.33081654477
ACH-000766,-0.187051214999
ACH-000767,-0.549981865832
ACH-000768,-0.40877354768299995
ACH-000769,-0.263727636597
ACH-000770,-0.29097212293900004
ACH-000771,-0.311186795451
ACH-000773,-0.20150301137200002
ACH-000776,-0.257232628166
ACH-000777,-0.200771633607
ACH-000778,-0.35819621227799997
ACH-000781,-0.180469984805
ACH-000782,-0.6714865694040001
ACH-000783,-0.278810463896
ACH-000784,-0.617146489502
ACH-000785,-0.273943414385
ACH-000787,-0.08383843717400001
ACH-000788,-0.16944951578099998
ACH-000791,-0.41437291682800004
ACH-000792,-0.17071616688400001
ACH-000794,-0.214036341856
ACH-000796,-0.0991628201272
ACH-000799,-0.383141908623
ACH-000800,-0.126123357788
ACH-000802,-0.486756171942
ACH-000804,-0.164449589143
ACH-000805,-0.6396128193789999
ACH-000809,-0.405828537717
ACH-000810,-0.08804645325369999
ACH-000811,-0.374107998351
ACH-000817,-0.109311074416
ACH-000819,-0.34835943576899997
ACH-000820,-0.29255214596900003
ACH-000821,-0.561738351529
ACH-000822,-0.185037005319
ACH-000823,-0.0572773379449
ACH-000824,-0.171366509152
ACH-000827,-0.043881476905500004
ACH-000829,-0.25758305859
ACH-000831,-0.252179318574
ACH-000832,-0.511912715597
ACH-000833,-0.385349376189
ACH-000834,-0.38954344487899994
ACH-000835,-0.368257171481
ACH-000836,-0.330782741183
ACH-000837,-0.16064034486099998
ACH-000838,-0.211555837926
ACH-000839,-0.254142647745
ACH-000840,-0.472873380893
ACH-000841,-0.191445072874
ACH-000843,-0.134790067847
ACH-000846,-0.0836283671679
ACH-000847,-0.598845210668
ACH-000848,-0.321878602533
ACH-000849,-0.65600475192
ACH-000851,-0.366790927723
ACH-000855,-0.17354179087000002
ACH-000856,-0.383240875073
ACH-000858,-0.456756446761
ACH-000859,-0.23329117072299999
ACH-000861,-0.333089776048
ACH-000862,-0.322477139731
ACH-000865,-0.31938065959600004
ACH-000866,-0.290879890409
ACH-000867,-0.30584511964600003
ACH-000869,-0.576781658432
ACH-000872,-0.548189267593
ACH-000873,-0.19486786836
ACH-000876,-0.48446048857600005
ACH-000878,0.019838438395099998
ACH-000880,-0.156865218841
ACH-000881,-0.311579494295
ACH-000882,-0.360247864899
ACH-000884,-0.31128770613400003
ACH-000885,-0.340959297241
ACH-000887,-0.213211338968
ACH-000888,-0.504222574837
ACH-000889,-0.46848501102300005
ACH-000890,-0.252783174795
ACH-000896,-0.366181646822
ACH-000898,-0.272469238003
ACH-000900,-0.169970005664
ACH-000901,-0.331462175699
ACH-000905,-0.42577149383699997
ACH-000906,-0.324203553198
ACH-000907,-0.374674904494
ACH-000910,-0.526894100628
ACH-000911,-0.323022262161
ACH-000912,-0.19125385764299999
ACH-000913,-0.447876478826
ACH-000915,-0.38215775480400005
ACH-000916,-0.627195117723
ACH-000917,-0.408105730703
ACH-000921,-0.38205007958899995
ACH-000924,-0.444562742372
ACH-000926,-0.31538035564100003
ACH-000928,-0.284741521222
ACH-000929,-0.25186370730700003
ACH-000932,-0.285222700212
ACH-000935,-0.37675120341300006
ACH-000936,-0.526842809345
ACH-000937,-0.264771336065
ACH-000938,-0.32629319822299996
ACH-000939,-0.673181490615
ACH-000941,-0.40296004516199996
ACH-000943,-0.27714833788800003
ACH-000946,-0.365169301428
ACH-000947,-0.408634809561
ACH-000948,-0.437783284507
ACH-000950,-0.299046075236
ACH-000953,-0.16415700094
ACH-000957,-0.18278358389899999
ACH-000958,-0.121413901892
ACH-000960,-0.131050399533
ACH-000963,-0.36915193581699995
ACH-000968,-0.332703405146
ACH-000969,-0.5088629229280001
ACH-000973,-0.322497154602
ACH-000974,-0.22601264482099997
ACH-000975,-0.347480464128
ACH-000976,-0.43583279543000003
ACH-000978,-0.0333850038375
ACH-000980,-0.38659438864
ACH-000984,-0.441068773067
ACH-000986,-0.340001274498
ACH-000988,-0.264927989962
ACH-000993,-0.204047425903
ACH-000994,-0.621497385113
ACH-000996,-0.234652065322
ACH-001001,-0.46082845087200003
ACH-001020,0.135871620342
ACH-001028,-0.319188504769
ACH-001031,-0.229814019742
ACH-001038,-0.531607629406
ACH-001048,-0.215740111109
ACH-001050,-0.345384788407
ACH-001053,-0.362778084485
ACH-001054,-0.321875315939
ACH-001061,-0.34455392805299995
ACH-001067,-0.226471550128
ACH-001075,0.00331647788693
ACH-001096,-0.1453737509
ACH-001128,-0.163799890674
ACH-001134,-0.194698708085
ACH-001151,-0.133604304296
ACH-001163,-0.35647333986199997
ACH-001164,-0.145427767557
ACH-001173,-0.428999160193
ACH-001183,0.0428630467206
ACH-001184,0.0331982957855
ACH-001190,-0.053089828160600004
ACH-001192,-0.260637865253
ACH-001193,-0.0326014883183
ACH-001196,-0.19386178945799998
ACH-001197,-0.135315431198
ACH-001205,-0.11703836320000001
ACH-001211,-0.5821376607159999
ACH-001212,-0.155948118316
ACH-001228,-0.14506944104699998
ACH-001232,-0.253901501356
ACH-001239,-0.474975302223
ACH-001274,-0.447599424642
ACH-001275,-0.355415711852
ACH-001277,-0.103651521995
ACH-001278,-0.400987374787
ACH-001280,-0.24248370992499998
ACH-001283,-0.209522026094
ACH-001289,-0.260961292896
ACH-001295,-0.149641749705
ACH-001300,-0.102907435973
ACH-001301,-0.34682527819700004
ACH-001302,-0.338485224366
ACH-001303,-0.181403324321
ACH-001306,-0.262215870181
ACH-001318,-0.639386048209
ACH-001322,-0.231746749762
ACH-001328,-0.32106093153799997
ACH-001332,0.375490168381
ACH-001333,-0.36922035659599994
ACH-001336,-0.511142686072
ACH-001340,-0.238620287843
ACH-001346,-0.44238150561899997
ACH-001353,-0.191145352802
ACH-001354,-0.35226811893700005
ACH-001367,0.08478780108339999
ACH-001368,-0.479942510375
ACH-001374,-0.173775501657
ACH-001375,-0.223558976713
ACH-001377,-0.432074832904
ACH-001380,-0.245522000713
ACH-001391,-0.00138179507532
ACH-001407,-0.314892089431
ACH-001408,-0.38344865281199997
ACH-001413,-0.23056792668900003
ACH-001430,-0.0826681477149
ACH-001431,-0.5140360393519999
ACH-001450,-0.574172820182
ACH-001496,-0.09779815120480001
ACH-001500,-0.417879154574
ACH-001521,-0.2760070792
ACH-001523,-0.355060034198
ACH-001532,-0.133588351833
ACH-001536,-0.126217092392
ACH-001550,-0.372602348487
ACH-001552,-0.0341865809277
ACH-001554,-0.288910864818
ACH-001645,-0.37214951217
ACH-001654,-0.22107543334399998
ACH-001715,-0.270241344131
ACH-001735,-0.242326046767
ACH-001736,-0.376977017919
ACH-001737,-0.040102261037
ACH-001740,-0.14349658734200002
ACH-001745,-0.277257834014
ACH-001750,-0.321545611508
ACH-001765,-0.09696553022780001
ACH-001956,-0.0200310967985
ACH-001957,-0.256366272636
