,PPARGC1B (133522)
ACH-000323,-0.5316380158139999
ACH-000324,-0.874454158223
ACH-000329,-0.9749215130679999
ACH-000330,-0.75747484201
ACH-000331,-0.879635326226
ACH-000332,-0.772782466373
ACH-000334,-0.940057729508
ACH-000335,-0.584514965989
ACH-000336,-1.22025413755
ACH-000337,-1.15878221673
ACH-000339,-0.920476800802
ACH-000341,-0.987033721691
ACH-000348,-0.928560698442
ACH-000350,-1.2129612158
ACH-000352,-0.82817533708
ACH-000356,-1.11985572338
ACH-000361,-0.843390906893
ACH-000362,-0.907538695063
ACH-000363,-1.02716893588
ACH-000364,-0.738920606268
ACH-000365,-0.892834302573
ACH-000366,-0.7495919576100001
ACH-000368,-0.8825246606980001
ACH-000374,-0.832844172701
ACH-000375,-0.6492238048800001
ACH-000376,-0.69024669192
ACH-000381,-0.9434749585299999
ACH-000383,-0.7422929961329999
ACH-000387,-0.8364841149500001
ACH-000389,-0.647302648565
ACH-000390,-1.09782552126
ACH-000393,-0.668376809003
ACH-000395,-0.542930741459
ACH-000397,-1.09713271522
ACH-000401,-0.727465622396
ACH-000402,-0.8750504471170001
ACH-000403,-1.08244968525
ACH-000404,-0.92580436536
ACH-000406,-0.837256910583
ACH-000407,-1.07332763729
ACH-000408,-0.592430798712
ACH-000410,-0.752209413768
ACH-000411,-0.6639684757600001
ACH-000414,-0.9468414734980001
ACH-000415,-0.946364211245
ACH-000416,-0.7335323234550001
ACH-000420,-0.8023266161470001
ACH-000421,-0.8912020880570001
ACH-000424,-0.7985664728309999
ACH-000425,-0.9349241630600001
ACH-000426,-0.7669551805310001
ACH-000427,-1.00828277824
ACH-000433,-0.710528549244
ACH-000436,-0.8916202572640001
ACH-000444,-0.786451032647
ACH-000445,-0.469070370184
ACH-000448,-0.7609047039319999
ACH-000450,-1.2555067874799999
ACH-000452,-0.9462934631409999
ACH-000454,-0.543315829802
ACH-000458,-0.7014263069359999
ACH-000459,-0.658775363633
ACH-000460,-0.918483686953
ACH-000461,-0.812554524588
ACH-000463,-0.77511914498
ACH-000464,-0.8656508319949999
ACH-000466,-0.695078861189
ACH-000467,-0.817350458919
ACH-000468,-1.22643269029
ACH-000469,-1.05774468377
ACH-000470,-0.860562420976
ACH-000471,-0.8904999388279999
ACH-000472,-0.848071006295
ACH-000473,-0.6198590440439999
ACH-000475,-0.9888057229449999
ACH-000476,-0.865870264472
ACH-000477,-0.691282858669
ACH-000480,-0.9482042871619999
ACH-000481,-1.0428484566299998
ACH-000483,-0.65756412549
ACH-000484,-0.875300296696
ACH-000485,-0.8879636880830001
ACH-000486,-0.663905860357
ACH-000487,-0.941075792792
ACH-000488,-0.882161371214
ACH-000490,-0.863694248081
ACH-000491,-1.02361580123
ACH-000495,-0.558983221952
ACH-000496,-0.5532532759250001
ACH-000499,-0.770249233427
ACH-000500,-0.7161567962720001
ACH-000502,-0.809056090588
ACH-000503,-0.953541825237
ACH-000505,-1.05014477228
ACH-000507,-0.685500238634
ACH-000510,-0.905094778139
ACH-000511,-0.830826789343
ACH-000512,-1.10281641004
ACH-000516,-1.07045740509
ACH-000517,-1.04626248874
ACH-000518,-0.8212647654109999
ACH-000520,-0.909583134331
ACH-000521,-0.546622969752
ACH-000522,-0.9206569886329999
ACH-000524,-1.1546606223
ACH-000527,-0.8299465009110001
ACH-000528,-0.8401691789390001
ACH-000537,-0.731936503726
ACH-000541,-0.779868443608
ACH-000542,-0.815649178059
ACH-000544,-0.98928791406
ACH-000545,-0.948060904336
ACH-000547,-0.8839844006700001
ACH-000548,-0.925437877047
ACH-000549,-0.991381172647
ACH-000550,-0.8080023138079999
ACH-000552,-0.7650696201530001
ACH-000556,-1.1479947387799998
ACH-000557,-1.3279086969
ACH-000570,-0.8187519560150001
ACH-000571,-0.9645231222480001
ACH-000573,-0.889874848704
ACH-000576,-0.729113748619
ACH-000580,-0.557959662777
ACH-000584,-0.794716853716
ACH-000585,-0.972265808454
ACH-000588,-0.7312313678579999
ACH-000589,-0.730161448946
ACH-000591,-0.832487183953
ACH-000593,-0.8795196111460001
ACH-000600,-1.0117117561799998
ACH-000601,-0.807577722779
ACH-000604,-1.09653450562
ACH-000605,-0.899148752662
ACH-000606,-0.66844415146
ACH-000608,-1.60247187912
ACH-000614,-0.4973127599600001
ACH-000616,-0.921854632368
ACH-000618,-0.7733358975040001
ACH-000619,-0.8347753237250001
ACH-000620,-0.6988549097229999
ACH-000621,-0.756525006825
ACH-000622,-0.955443770221
ACH-000623,-0.804733506798
ACH-000624,-0.972979206758
ACH-000627,-0.696792379274
ACH-000630,-0.9024109395730001
ACH-000632,-0.818846312486
ACH-000633,-0.9965877364519999
ACH-000637,-0.719146471621
ACH-000638,-0.599562887863
ACH-000646,-1.0020793563
ACH-000647,-0.8974615028280001
ACH-000648,-0.8938439267
ACH-000649,-0.8355940309309999
ACH-000651,-0.8332125046529999
ACH-000652,-0.831326583373
ACH-000653,-0.939389752439
ACH-000657,-0.9872683337799999
ACH-000658,-0.969383015916
ACH-000661,-0.8479854282070001
ACH-000662,-0.7058059187260001
ACH-000663,-0.823142961373
ACH-000665,-0.970785861249
ACH-000671,-0.970096316635
ACH-000673,-1.04178568194
ACH-000676,-0.727716352366
ACH-000677,-0.931076891332
ACH-000681,-0.812949457811
ACH-000682,-0.976386253452
ACH-000683,-0.788370706008
ACH-000684,-0.8217523115369999
ACH-000688,-0.9116936991329999
ACH-000693,-0.751319746648
ACH-000694,-0.8277420990790001
ACH-000695,-0.868089094912
ACH-000696,-0.8226384635899999
ACH-000697,-0.669131828741
ACH-000699,-0.838947441092
ACH-000701,-0.907398751536
ACH-000706,-0.8017727100669999
ACH-000711,-0.937988721569
ACH-000713,-0.7520677937360001
ACH-000714,-0.766340176372
ACH-000718,-1.17097695282
ACH-000720,-0.781641033229
ACH-000721,-0.85281712123
ACH-000724,-0.729054768971
ACH-000725,-0.892038302348
ACH-000732,-0.585665409769
ACH-000734,-0.873954636151
ACH-000735,-0.873037554535
ACH-000736,-0.659901446806
ACH-000738,-0.729671159069
ACH-000746,-0.8666909639
ACH-000747,-0.663951252607
ACH-000748,-0.72633580721
ACH-000753,-0.8232929611030001
ACH-000756,-0.849854473137
ACH-000757,-0.749299021919
ACH-000758,-0.853956380097
ACH-000760,-0.86029774532
ACH-000763,-1.20630183839
ACH-000764,-0.73299296982
ACH-000765,-0.547639007659
ACH-000766,-0.777148698853
ACH-000767,-1.0032628379000001
ACH-000768,-0.916278994488
ACH-000769,-0.79972098538
ACH-000770,-1.0966926959
ACH-000771,-0.705747478474
ACH-000773,-0.980294020838
ACH-000776,-0.9305933970739999
ACH-000777,-0.624303705629
ACH-000778,-1.1070709747399998
ACH-000781,-0.78546751572
ACH-000782,-0.852650546334
ACH-000783,-0.9410330604799999
ACH-000784,-0.779284786741
ACH-000785,-1.2432870303599999
ACH-000787,-0.9321036462360001
ACH-000788,-0.945784129261
ACH-000791,-0.9284968944740001
ACH-000792,-0.578174871638
ACH-000794,-0.9848357728820001
ACH-000796,-0.855484437748
ACH-000799,-0.81968694638
ACH-000800,-0.93521446471
ACH-000802,-0.7740287576129999
ACH-000804,-1.13331310168
ACH-000805,-0.7609955653980001
ACH-000809,-0.9664707516150001
ACH-000810,-0.485581290623
ACH-000811,-0.661364793498
ACH-000817,-0.797966132823
ACH-000819,-0.792954969465
ACH-000820,-0.568397917596
ACH-000821,-0.579705856633
ACH-000822,-0.818939682555
ACH-000823,-0.815375187376
ACH-000824,-1.1225279213400001
ACH-000827,-0.620185399207
ACH-000829,-0.425889811116
ACH-000831,-0.7777696363709999
ACH-000832,-0.5817414819
ACH-000833,-0.6485775239530001
ACH-000834,-1.07516400884
ACH-000835,-0.7011058814899999
ACH-000836,-0.593036882561
ACH-000837,-0.745420392007
ACH-000838,-0.658072164361
ACH-000839,-0.6760973176170001
ACH-000840,-0.92234121811
ACH-000841,-0.9031945244390001
ACH-000843,-0.657583892716
ACH-000846,-0.587402825602
ACH-000847,-0.8192935350030001
ACH-000848,-0.8146494227940001
ACH-000849,-0.968047756961
ACH-000851,-1.00177542173
ACH-000855,-0.877220252494
ACH-000856,-0.656305062109
ACH-000858,-0.9322911126989999
ACH-000859,-0.561432075383
ACH-000861,-0.798793735411
ACH-000862,-1.1160520923000001
ACH-000865,-0.646365099468
ACH-000866,-0.8963454277740001
ACH-000867,-0.9344768095
ACH-000869,-0.791309751353
ACH-000872,-0.500859689228
ACH-000873,-0.9082715017299999
ACH-000876,-1.34644943146
ACH-000878,-0.574926446426
ACH-000880,-0.91380188317
ACH-000881,-0.738342004029
ACH-000882,-0.829959269814
ACH-000884,-0.966737816796
ACH-000885,-1.00693914943
ACH-000887,-0.9116019335459999
ACH-000888,-1.04253255778
ACH-000889,-0.888312215432
ACH-000890,-0.87760867596
ACH-000896,-0.9844301763109999
ACH-000898,-0.81123634389
ACH-000900,-0.8305992446179999
ACH-000901,-1.07530218284
ACH-000905,-0.935190398493
ACH-000906,-0.945834329074
ACH-000907,-0.709065894593
ACH-000910,-0.961175839949
ACH-000911,-0.84630885616
ACH-000912,-0.916877532091
ACH-000913,-0.7536485276880001
ACH-000915,-0.740072010458
ACH-000916,-0.345215490125
ACH-000917,-0.753399960227
ACH-000921,-0.664914617627
ACH-000924,-0.913241349116
ACH-000926,-0.724581590933
ACH-000928,-1.0848247211700002
ACH-000929,-0.990770220975
ACH-000932,-0.9940318495999999
ACH-000935,-0.891312899993
ACH-000936,-0.720619806883
ACH-000937,-1.14982943177
ACH-000938,-1.02340701315
ACH-000939,-0.445210920764
ACH-000941,-0.771084284512
ACH-000943,-0.8311178009129999
ACH-000946,-0.786797392855
ACH-000947,-0.868479906358
ACH-000948,-1.06391000303
ACH-000950,-0.9579388686220001
ACH-000953,-1.06922782178
ACH-000957,-0.600342932075
ACH-000958,-0.661981088724
ACH-000960,-1.17138926339
ACH-000963,-0.873578983605
ACH-000968,-0.655642337045
ACH-000969,-0.8169720194589999
ACH-000973,-0.952605985245
ACH-000974,-0.901919372759
ACH-000975,-0.913938240739
ACH-000976,-0.73022112536
ACH-000978,-0.777876127504
ACH-000980,-0.931963454375
ACH-000984,-0.944724226707
ACH-000986,-0.870596237764
ACH-000988,-0.826411267913
ACH-000993,-0.97403859479
ACH-000994,-0.905586010926
ACH-000996,-0.722194252776
ACH-001001,-0.9935208933740001
ACH-001020,-0.776968139867
ACH-001028,-0.957511779706
ACH-001031,-0.7170294931389999
ACH-001038,-1.01730174835
ACH-001048,-0.653977704319
ACH-001050,-0.843503965659
ACH-001053,-0.620035638043
ACH-001054,-0.640063644329
ACH-001061,-0.719525434297
ACH-001067,-0.73169518259
ACH-001075,-1.10745483275
ACH-001096,-0.674915879303
ACH-001128,-0.248167688807
ACH-001134,-0.750009933476
ACH-001151,-0.740781807248
ACH-001163,-0.789771395686
ACH-001164,-1.03699279667
ACH-001173,-0.8091050499160001
ACH-001183,-0.9863310132909999
ACH-001184,-1.1200725062999999
ACH-001190,-0.772974777915
ACH-001192,-1.0632966185400001
ACH-001193,-0.5024092718959999
ACH-001196,-0.971091274394
ACH-001197,-0.7002946584309999
ACH-001205,-0.8780129571330001
ACH-001211,-0.83321671428
ACH-001212,-0.914586778697
ACH-001228,-0.822608499919
ACH-001232,-0.811489941525
ACH-001239,-1.1044688367
ACH-001274,-0.844090393257
ACH-001275,-0.925684255866
ACH-001277,-0.9427756149809999
ACH-001278,-0.975130564798
ACH-001280,-1.1992733177600001
ACH-001283,-0.945162806716
ACH-001289,-1.1568842047
ACH-001295,-1.0266984089
ACH-001300,-1.21451436031
ACH-001301,-0.671008091388
ACH-001302,-0.6320989391740001
ACH-001303,-0.535490654228
ACH-001306,-0.556377019125
ACH-001318,-0.646404889978
ACH-001322,-0.831946002035
ACH-001328,-0.762395190995
ACH-001332,-0.416429845327
ACH-001333,-0.713295502162
ACH-001336,-0.537170203793
ACH-001340,-0.971936167365
ACH-001346,-0.779262942113
ACH-001353,-0.9848196188320001
ACH-001354,-0.8222091925
ACH-001367,-0.446159237768
ACH-001368,-0.9617443650640001
ACH-001374,-1.24984762699
ACH-001375,-0.884733933133
ACH-001377,-0.779514488214
ACH-001380,-0.818971058184
ACH-001391,-0.7804055396490001
ACH-001407,-0.601970869714
ACH-001408,-0.9074002493950001
ACH-001413,-0.7424843462559999
ACH-001430,-1.0435826525299998
ACH-001431,-1.09002572441
ACH-001450,-1.18981201158
ACH-001496,-0.655502276782
ACH-001500,-0.813260493209
ACH-001521,-0.9931594600749999
ACH-001523,-0.8559411489290001
ACH-001532,-0.916382035324
ACH-001536,-0.47486835040700004
ACH-001550,-0.6899117692460001
ACH-001552,-0.850271402564
ACH-001554,-0.843597622943
ACH-001645,-0.948493599566
ACH-001654,-0.8654942882080001
ACH-001715,-0.8560527353890001
ACH-001735,-0.916360785406
ACH-001736,-1.0079515240799999
ACH-001737,-1.5330778751499998
ACH-001740,-0.769837712813
ACH-001745,-0.794935200015
ACH-001750,-0.9287395519220001
ACH-001765,-0.895746418045
ACH-001956,-0.8354183577750001
ACH-001957,-1.0374899352200002
