,FASTKD5 (60493)
ACH-000004,-0.713313313478
ACH-000007,-0.536560494816
ACH-000009,-0.530665291504
ACH-000011,-0.0802182027069
ACH-000012,-0.512763858166
ACH-000013,-0.829956592426
ACH-000014,-0.5651761080309999
ACH-000015,-0.7207328104240001
ACH-000017,-0.375057585212
ACH-000018,-0.41594935779
ACH-000019,-0.754238127551
ACH-000021,-0.57561115845
ACH-000022,-0.623764295522
ACH-000025,-0.525412920103
ACH-000028,-0.9375034047949999
ACH-000030,-0.5317472454259999
ACH-000035,-0.7087832308149999
ACH-000036,-0.258900371615
ACH-000037,-0.509437474692
ACH-000039,-0.734793728604
ACH-000040,-0.45725002774400003
ACH-000041,-0.499794856659
ACH-000042,-0.620830014833
ACH-000045,-0.7842028142380001
ACH-000047,-0.861462082517
ACH-000052,-0.636772899005
ACH-000053,-0.407238931713
ACH-000054,-0.733249274338
ACH-000055,-0.506936263468
ACH-000060,-0.649226691703
ACH-000067,-0.49563359950900004
ACH-000070,-0.5382056742670001
ACH-000075,-0.46261553130800004
ACH-000078,-0.53627256442
ACH-000082,-0.38912963165799996
ACH-000085,-0.408093196949
ACH-000086,-0.471518467501
ACH-000087,-0.397768502914
ACH-000092,-0.483618131653
ACH-000095,-0.387631772426
ACH-000097,-0.5310622408219999
ACH-000098,-0.456219606844
ACH-000099,-0.5996081991059999
ACH-000108,-0.459709421478
ACH-000113,-0.772249986921
ACH-000115,-0.46095987396300003
ACH-000116,-0.534111738186
ACH-000118,-1.01924483177
ACH-000120,-0.405590601096
ACH-000123,-0.773304021371
ACH-000127,-0.5846082343069999
ACH-000128,-0.6771756201800001
ACH-000132,-0.383978664555
ACH-000133,-0.387060147051
ACH-000137,-0.341870796839
ACH-000138,-0.662431405502
ACH-000142,-0.21884066820700002
ACH-000143,-0.462603919891
ACH-000146,-0.745255821534
ACH-000148,-0.656497937392
ACH-000150,-0.606199003289
ACH-000152,-0.460654914845
ACH-000153,-0.633626826949
ACH-000159,-0.520864158827
ACH-000160,-0.9967643124179999
ACH-000163,-0.39096765798199995
ACH-000167,-0.341930982835
ACH-000168,-0.38449264439400005
ACH-000169,-0.45400352622100004
ACH-000178,-0.221488718183
ACH-000182,-1.22974264086
ACH-000183,-0.6763106538410001
ACH-000188,-0.44370735406499995
ACH-000189,-0.423335189013
ACH-000190,-0.642948753757
ACH-000198,-0.71119935418
ACH-000204,-0.712031333185
ACH-000206,-0.26434602273200003
ACH-000207,-1.0223079569
ACH-000211,-0.43682315467200006
ACH-000215,-0.567819612982
ACH-000221,-0.933219289425
ACH-000222,-0.537125033544
ACH-000223,-0.570964306879
ACH-000226,-0.33439387524799996
ACH-000227,-0.528222978318
ACH-000228,-0.535223735311
ACH-000231,-0.325495032353
ACH-000232,-0.663283944549
ACH-000233,-0.612410293884
ACH-000234,-0.33676641026299997
ACH-000235,-0.6281443424300001
ACH-000237,-0.369249974295
ACH-000238,-0.586217883415
ACH-000243,-0.683922662504
ACH-000244,-0.474293357202
ACH-000246,-0.6486015826789999
ACH-000248,-0.704718863517
ACH-000250,-0.354722332724
ACH-000251,-0.560540258551
ACH-000253,-0.307611888061
ACH-000255,-0.48233780248999997
ACH-000256,-0.258648645039
ACH-000257,-0.475032625828
ACH-000258,-0.316852102989
ACH-000259,-0.742927814357
ACH-000260,-0.43043793108
ACH-000261,-0.47651572767899997
ACH-000262,-0.350507833577
ACH-000263,-0.430139437076
ACH-000264,-0.48722770940300003
ACH-000265,-0.9126983785289999
ACH-000266,-0.42818339423600005
ACH-000272,-0.47103406350599997
ACH-000273,-0.6178448383089999
ACH-000274,-0.638142333749
ACH-000277,-0.560692342073
ACH-000278,-0.338367511729
ACH-000279,-0.563282467258
ACH-000280,-0.535482115723
ACH-000281,-0.765273809648
ACH-000288,-0.598195736999
ACH-000291,-0.545660377923
ACH-000293,-0.550099506923
ACH-000294,-0.598495860893
ACH-000295,-0.6727615675699999
ACH-000296,-0.310687578164
ACH-000302,-0.44502536072099996
ACH-000304,-0.691563487988
ACH-000307,-0.547699232814
ACH-000308,-0.561173173645
ACH-000310,-0.6021366729300001
ACH-000311,-0.5391570362179999
ACH-000312,-0.9199487641680001
ACH-000315,-0.45874897075099996
ACH-000316,-0.581266078696
ACH-000317,-0.87630709548
ACH-000318,-0.44135145774400003
ACH-000319,-0.29805924836500003
ACH-000320,-0.7331984359620001
ACH-000322,-0.7133729739460001
