,SLITRK5 (26050)
ACH-000004,-0.225385160015
ACH-000007,0.20367705879700002
ACH-000009,0.103009178809
ACH-000011,-0.0235441470657
ACH-000012,0.0452063624888
ACH-000013,-0.034143348639
ACH-000014,-0.058978012989999995
ACH-000015,0.058168554682900005
ACH-000017,0.17488634094900002
ACH-000018,0.17569467222500001
ACH-000019,-0.167357432626
ACH-000021,0.055259160131900006
ACH-000022,0.014008395576
ACH-000025,0.08167518170210002
ACH-000028,0.103948455898
ACH-000030,-0.017403297896099998
ACH-000035,-0.07006087492560001
ACH-000036,0.0852573646355
ACH-000037,-0.0553118139566
ACH-000039,-0.0465523313718
ACH-000040,-0.095832891603
ACH-000041,-0.19378041479000002
ACH-000042,-0.11507310261800001
ACH-000045,0.0442134378517
ACH-000047,0.0809140992553
ACH-000052,-0.09179912789010002
ACH-000053,-0.00019274527684799998
ACH-000054,-0.0152310351756
ACH-000055,-0.016325578390299997
ACH-000060,-0.05323165672
ACH-000067,0.123127761337
ACH-000070,-0.113712593514
ACH-000075,0.172701336728
ACH-000078,-0.05539091327819999
ACH-000082,0.0058020987313
ACH-000085,-0.20254391140099998
ACH-000086,0.036389022806300006
ACH-000087,0.228126338893
ACH-000092,0.0571870491041
ACH-000095,0.0400503909855
ACH-000097,-0.048850035213699995
ACH-000098,-0.190976444987
ACH-000099,0.043344570705300005
ACH-000108,0.145165944499
ACH-000113,-0.005824733789270001
ACH-000115,-0.0839807038608
ACH-000116,-0.149082899296
ACH-000118,0.0513402464674
ACH-000120,0.030899368076999997
ACH-000123,0.125863725341
ACH-000127,-0.00174101594585
ACH-000128,-0.0485334383224
ACH-000132,0.0960205806692
ACH-000133,0.026109013341099996
ACH-000137,0.13211378653300002
ACH-000138,-0.0120024060614
ACH-000142,-0.0716614929123
ACH-000143,0.120801131303
ACH-000146,0.0047867571258599995
ACH-000148,0.011140445629399998
ACH-000150,-0.0643134871876
ACH-000152,0.0819576535853
ACH-000153,0.466430372331
ACH-000159,-0.0514241497954
ACH-000160,0.11780445420399999
ACH-000163,0.09980206410879999
ACH-000167,0.030407499403
ACH-000168,0.189432026278
ACH-000169,0.151330875889
ACH-000178,0.10972320992699999
ACH-000182,-0.0964421161441
ACH-000183,0.0076411849485
ACH-000188,0.0209650307293
ACH-000189,0.439644935272
ACH-000190,0.0491982863631
ACH-000198,0.0891345378612
ACH-000204,-0.018084943095599996
ACH-000206,0.053400066897
ACH-000207,-0.17180305943399998
ACH-000211,0.125188567123
ACH-000215,0.08729201611189999
ACH-000221,0.04553073909969999
ACH-000222,-0.160397651848
ACH-000223,-0.0541873852271
ACH-000226,0.082983377343
ACH-000227,0.044984179833300005
ACH-000228,0.035783156609699995
ACH-000231,0.09988165291470001
ACH-000232,0.049776535996199994
ACH-000233,0.0547647699962
ACH-000234,-0.141739631596
ACH-000235,-0.00581976782629
ACH-000237,-0.026131790286400003
ACH-000238,0.027650704927500002
ACH-000243,-0.00905295031875
ACH-000244,-0.009741932577040001
ACH-000246,0.206463806212
ACH-000248,0.0102849544765
ACH-000250,-0.018636960767
ACH-000251,0.146741459986
ACH-000253,0.07143842707239999
ACH-000255,0.048575216492
ACH-000256,0.252817257353
ACH-000257,0.0599075172374
ACH-000258,0.12637792953500002
ACH-000259,-0.144334869851
ACH-000260,0.06001151892130001
ACH-000261,0.0299257552925
ACH-000262,-0.025520344278599998
ACH-000263,-0.0126150708921
ACH-000264,0.101882941602
ACH-000265,-0.025835352699799998
ACH-000266,-0.08719097447360001
ACH-000272,0.000422839770067
ACH-000273,-0.0432144894494
ACH-000274,-0.032542011529099996
ACH-000277,-0.125888251441
ACH-000278,0.06596274927630001
ACH-000279,-0.051788199645600004
ACH-000280,0.0662330554374
ACH-000281,-0.16377362058800002
ACH-000288,-0.061745639098300005
ACH-000291,-0.018389849157700002
ACH-000293,0.188096034986
ACH-000294,-0.11830234955
ACH-000295,0.166253812579
ACH-000296,-0.108837039136
ACH-000302,0.0121427498679
ACH-000304,0.11588398557900001
ACH-000307,0.0382394279022
ACH-000308,0.055661377366899994
ACH-000310,0.150566134929
ACH-000311,-0.0848307421301
