,GSDMC (56169)
ACH-000491,0.0120549810272
ACH-000495,-0.006948238675290001
ACH-000496,-0.069747886079
ACH-000499,0.0773634218419
ACH-000500,-0.5162742207800001
ACH-000502,-0.142124478663
ACH-000503,-0.16645875725099998
ACH-000505,-0.0492649349687
ACH-000507,-0.0115361632369
ACH-000510,-0.09362427566189999
ACH-000511,-0.146668601628
ACH-000512,0.117566614068
ACH-000516,-0.11133421595000001
ACH-000517,0.0156227448354
ACH-000518,-0.047890662591000006
ACH-000520,-0.164755311018
ACH-000521,0.0152183693866
ACH-000522,0.10113913693399999
ACH-000524,-0.039304308333
ACH-000527,0.0815022963964
ACH-000528,-0.0752527132977
ACH-000537,-0.0745638914413
ACH-000541,-0.18914412294
ACH-000542,-0.16731323609999998
ACH-000544,0.156878734779
ACH-000545,-0.192799856597
ACH-000547,-0.31771325112300003
ACH-000548,-0.06278713485809999
ACH-000549,0.055868519226900004
ACH-000550,-0.04939583284559999
ACH-000552,-0.26734954161999996
ACH-000556,-0.119256659105
ACH-000557,-0.49615571055600005
ACH-000570,-0.20194987993900002
ACH-000571,0.015584042631999999
ACH-000573,0.0363457245374
ACH-000576,-0.152987328588
ACH-000580,0.11225284761499998
ACH-000584,-0.227400664973
ACH-000585,0.0105072413286
ACH-000588,0.000502536604322
ACH-000589,0.090030133786
ACH-000591,0.022073729394200003
ACH-000593,-0.007961723937390001
ACH-000600,-0.130698197847
ACH-000601,-0.007275875737930001
ACH-000604,0.0867492761162
ACH-000605,-0.0179193256118
ACH-000606,0.034191329262799997
ACH-000608,-0.0293456841145
ACH-000614,-0.496757658256
ACH-000616,-0.006103022386069999
ACH-000618,0.03283052773
ACH-000619,-0.295852777331
ACH-000620,0.040815885009800004
ACH-000621,-0.013737289940799998
ACH-000622,0.20577599820300002
ACH-000623,0.132362039618
ACH-000624,0.00679993514042
ACH-000627,0.036362511748599995
ACH-000630,0.0344835000848
ACH-000632,0.0052576446783700005
ACH-000633,-0.15952768556299998
ACH-000637,0.016804351617399998
ACH-000638,0.10568912944
ACH-000646,-0.144691367918
ACH-000647,0.0347630299281
ACH-000648,-0.0497791156809
ACH-000649,-0.0823528707138
ACH-000651,0.058736866548600004
ACH-000652,-0.0672508884638
ACH-000653,-0.19394147797000003
ACH-000657,-0.0472889395257
ACH-000658,-0.655216930574
ACH-000661,-0.321971114223
ACH-000662,-0.0796456662135
ACH-000663,-0.21626669821400002
ACH-000665,0.08114311718610001
ACH-000671,-0.0999714567099
ACH-000673,-0.11679569246200001
ACH-000676,0.0646882075908
ACH-000677,-0.011404607654299998
ACH-000681,0.115021375083
ACH-000682,-0.072390696071
ACH-000683,-0.05374216898900001
ACH-000684,0.209861926612
ACH-000688,0.055614751507900004
ACH-000693,0.000487496209002
ACH-000694,-0.0076085351420699995
ACH-000695,-0.480627198695
ACH-000696,0.0392142297244
ACH-000697,-0.238018374451
ACH-000699,-0.0516939087762
ACH-000701,-0.20781660492100001
ACH-000706,0.0214310356132
ACH-000711,-0.018683658044599996
ACH-000713,-0.0126889716376
ACH-000714,-0.035525680906
ACH-000718,-0.0471329625506
ACH-000720,0.105706906031
ACH-000721,-0.00536579848131
ACH-000724,-0.11579421421700001
ACH-000725,0.00102032663331
ACH-000732,-0.162934555663
ACH-000734,0.06380199953530001
ACH-000735,0.024285711457599998
ACH-000736,0.0657221797513
ACH-000738,-0.057641289582900004
ACH-000746,-0.0528192357111
ACH-000747,0.117649643373
ACH-000748,-0.09886050740380001
ACH-000753,-0.08062920456280001
ACH-000756,0.00988553353343
ACH-000757,0.027641476187
ACH-000758,-0.299020601705
ACH-000760,-0.026497336659400003
ACH-000763,-0.0136569749311
ACH-000764,0.121446405253
ACH-000765,-0.12471786586400001
ACH-000766,0.148714641648
ACH-000767,0.151344274567
ACH-000768,-0.110718452227
ACH-000769,-0.228732287977
ACH-000770,0.00706971534076
ACH-000771,-0.149619209521
ACH-000773,-0.0201422125033
ACH-000776,0.075497048099
ACH-000777,0.102152333588
ACH-000778,-0.20649168850400001
ACH-000781,-0.100782370598
ACH-000782,-0.07462882814130001
ACH-000783,-0.24405295030699997
ACH-000784,-0.0426542150738
ACH-000785,-0.118846143113
ACH-000787,0.153436789447
ACH-000788,0.0033802016651799994
ACH-000791,-0.018221523875500002
ACH-000792,-0.0609801092705
ACH-000794,-0.0983237076447
ACH-000796,-0.157565448387
ACH-000799,-0.102719152529
ACH-000800,-0.008275109137609999
ACH-000802,0.0403561588846
ACH-000804,0.031796170928599994
ACH-000805,0.039031153488300004
ACH-000809,0.0689936142051
ACH-000810,0.0585161828879
ACH-000811,-0.0309660705933
ACH-000817,0.0910766055305
ACH-000819,0.146039122393
ACH-000820,-0.133107844373
ACH-000821,0.06959637442580001
ACH-000822,-0.138974695306
ACH-000823,-0.00595121241742
ACH-000824,-0.116635545558
ACH-000827,-0.148325370107
ACH-000829,0.109260984365
ACH-000831,-0.09050406344560001
ACH-000832,0.0349618906746
ACH-000833,-0.0836564276558
ACH-000834,0.049126625506600005
ACH-000835,0.0409719626869
ACH-000836,-0.079392720286
ACH-000837,-0.0965495991028
ACH-000838,0.128155079328
ACH-000839,-0.11048072696399999
ACH-000840,-0.039419191824099996
ACH-000841,-0.123488476991
ACH-000843,0.09931560614269999
ACH-000846,-0.293694126089
ACH-000847,0.166468535811
ACH-000848,-0.042188563389400004
ACH-000849,-0.179201451744
ACH-000851,0.23686414526900001
ACH-000855,0.0955821312682
ACH-000856,0.0598878287658
ACH-000858,-0.136892866855
ACH-000859,-0.160785932254
ACH-000861,0.103097800546
ACH-000862,-0.039474660563199995
ACH-000865,-0.0323556479432
ACH-000866,-0.07661184473619999
ACH-000867,0.013871926953799999
ACH-000869,-0.04276368108300001
ACH-000872,0.0929654989147
ACH-000873,0.15819532216600002
ACH-000876,0.0729761723127
ACH-000878,0.09629659989469999
ACH-000880,-0.271637715026
ACH-000881,-0.304315483499
ACH-000882,-0.00831725051593
ACH-000884,-0.28716036327399996
ACH-000885,0.007348825623979999
ACH-000887,0.05740566617409999
ACH-000888,-0.162221076528
ACH-000889,-0.0106077795103
ACH-000890,-0.130012345981
ACH-000896,-0.07394177526569999
ACH-000898,0.11815035009199999
ACH-000900,-0.0682852360663
ACH-000901,0.0456133367088
ACH-000905,-0.0113197620755
ACH-000906,0.0399639113865
ACH-000907,-0.150663393278
ACH-000910,-0.220065026109
ACH-000911,-0.089862058468
ACH-000912,0.059622998526
ACH-000913,-0.113517368468
ACH-000915,-0.121255477112
ACH-000916,-0.272595933846
ACH-000917,-0.05855604413169999
ACH-000921,-0.108836731121
ACH-000924,0.0328080615533
ACH-000926,-0.22417957742800002
ACH-000928,-0.122477036638
ACH-000929,-0.0232671765931
ACH-000932,-0.0132976407082
ACH-000935,-0.164897794706
ACH-000936,-0.0167252549136
ACH-000937,-0.137808228434
ACH-000938,-0.0889159215349
ACH-000939,0.014153360864600001
ACH-000941,0.0948856254359
ACH-000943,-0.0623355066634
ACH-000946,0.108240743648
ACH-000947,0.0622903647544
ACH-000948,-0.156840760488
ACH-000950,0.0258766853859
ACH-000953,-0.11754506590399999
ACH-000957,0.044022929850399996
ACH-000958,-0.015094675530100002
ACH-000960,-0.0664707616389
ACH-000963,0.115117322211
ACH-000968,-0.0385201057829
ACH-000969,-0.103045707114
ACH-000973,0.015255550722700002
ACH-000974,-0.0414715584205
ACH-000975,-0.0739449690368
ACH-000976,0.185359558648
ACH-000978,0.24513162462299998
ACH-000980,-0.0738583314612
ACH-000984,-0.120862285397
ACH-000986,0.0606074124866
ACH-000988,0.05084595304740001
ACH-000993,-0.181786117735
ACH-000994,-0.190367887887
ACH-000996,0.033898063504
ACH-001001,0.0126789279476
ACH-001020,-0.2959382498
ACH-001028,-0.0324997159382
ACH-001031,-0.045050168357800006
ACH-001038,-0.16211686337
ACH-001048,0.0395176009909
ACH-001050,-0.153902222436
ACH-001053,-0.214223676008
ACH-001054,-0.00439950124746
ACH-001061,-0.0715688379157
ACH-001067,-0.239940526686
ACH-001075,-0.170152015876
ACH-001096,-0.10349776889000001
ACH-001128,-0.455484097878
ACH-001134,-0.0182073560302
ACH-001151,-0.0605366715018
ACH-001163,-0.0863355370075
ACH-001164,-0.169724003746
ACH-001173,0.0508476902295
ACH-001183,-0.0864865983568
ACH-001184,-0.20220787642299998
ACH-001190,-0.025658097616
ACH-001192,-0.272568490215
ACH-001193,-0.06944514524170001
ACH-001196,-0.200641429688
ACH-001197,-0.0604047107153
ACH-001205,-0.148988355062
ACH-001211,-0.091715298252
ACH-001212,0.0276147833402
ACH-001228,-0.14938816059
ACH-001232,-0.175573210154
ACH-001239,-0.147545148245
ACH-001274,0.020091883759700002
ACH-001275,-0.10253819056800001
ACH-001277,0.0822174528915
ACH-001278,-0.19958481985100002
ACH-001280,0.0105864548446
ACH-001283,0.054964737238900004
ACH-001289,0.195602650697
ACH-001295,-0.0407096875267
ACH-001300,0.056588888085599996
ACH-001301,0.26266127293900005
ACH-001302,-0.17611404543900003
ACH-001303,-0.16018026237400002
ACH-001306,-0.0636509366215
ACH-001318,-0.020668588037000002
ACH-001322,-0.16045369147500002
ACH-001328,-0.046508161987500005
ACH-001332,-0.17127368659699999
ACH-001333,0.203626527113
ACH-001336,0.0035038581799299996
ACH-001340,-0.00181567257988
ACH-001346,-0.014761323999299998
ACH-001353,-0.11631663328
ACH-001354,0.502095692142
ACH-001367,0.212242249731
ACH-001368,-0.06517291095319999
ACH-001374,0.241560256889
ACH-001375,-0.130591720805
ACH-001377,-0.111497395087
ACH-001380,0.0816865032307
ACH-001391,-0.19801198679
ACH-001407,-0.0460787389935
ACH-001408,-0.155150822533
ACH-001413,0.0139328624831
ACH-001430,-0.152251860454
ACH-001431,-0.129995013049
ACH-001450,-0.017672388456
ACH-001496,-0.02856307789
ACH-001500,0.22930454833500002
ACH-001521,-0.33296922559799996
ACH-001523,0.0111317386029
ACH-001532,-0.154318180172
ACH-001536,0.032517763808
ACH-001550,0.0841745270059
ACH-001552,-0.274821617302
ACH-001554,-0.0971726771015
ACH-001645,0.00759048910749
ACH-001654,-0.0352472243959
ACH-001715,-0.159177089904
ACH-001735,0.0376865227116
ACH-001736,0.0018787705931800002
ACH-001737,0.394675366513
ACH-001740,-0.0018761023518299997
ACH-001745,0.0980754541495
ACH-001750,0.0160737965267
ACH-001765,-0.0672930379772
ACH-001956,-0.0476556576301
ACH-001957,-0.10530958952
