,NDN (4692)
ACH-000004,-0.027589680874700002
ACH-000007,-0.0109181314314
ACH-000009,-0.09660097428549999
ACH-000011,-0.25502370164500004
ACH-000012,0.053191495164
ACH-000013,-0.011326203613100001
ACH-000014,-0.0747070784574
ACH-000015,-0.104223472219
ACH-000017,-0.0976576570135
ACH-000018,-0.0408930769324
ACH-000019,0.122605239187
ACH-000021,0.036094980551199994
ACH-000022,-0.052872425707300004
ACH-000025,-0.19042484574000001
ACH-000028,-0.012496402314799999
ACH-000030,-0.10954779991699999
ACH-000035,0.0278878303236
ACH-000036,-0.160928599884
ACH-000037,0.0903182626959
ACH-000039,-0.3773088004
ACH-000040,-0.117855331157
ACH-000041,-0.178337142164
ACH-000042,-0.0306364839034
ACH-000045,0.110249066238
ACH-000047,-0.05995845326
ACH-000052,-0.208108104629
ACH-000053,-0.103515200987
ACH-000054,-0.0160520057845
ACH-000055,0.036093920245199994
ACH-000060,0.0935241732666
ACH-000067,-0.276302601772
ACH-000070,-0.124216798617
ACH-000075,-0.0124135110568
ACH-000078,0.0450311270587
ACH-000082,-0.113261311624
ACH-000085,-0.423374096561
ACH-000086,-0.0035967473341
ACH-000087,-0.44782566978
ACH-000092,-0.117013097937
ACH-000095,-0.050503689440099996
ACH-000097,-0.026598378972299996
ACH-000098,-0.0457976066615
ACH-000099,-0.0287480614108
ACH-000108,-0.0183288139123
ACH-000113,0.052220308591099995
ACH-000115,-0.101259505723
ACH-000116,-0.034783708372999995
ACH-000118,0.0827683112233
ACH-000120,-0.0423247993334
ACH-000123,-0.07687499465030001
ACH-000127,0.0322355917296
ACH-000128,-0.119757096165
ACH-000132,-0.40940498563199995
ACH-000133,0.024380211997799998
ACH-000137,-0.117813102075
ACH-000138,0.07459548963860001
ACH-000142,0.0950862649681
ACH-000143,-0.255480066449
ACH-000146,0.00871283189953
ACH-000148,-0.12799952367
ACH-000150,0.16411732023700001
ACH-000152,-0.00110756050894
ACH-000153,-0.197140247056
ACH-000159,0.011474486749799999
ACH-000160,-0.164124921019
ACH-000163,-0.054608013953300005
ACH-000167,-0.206587465115
ACH-000168,-0.245324201626
ACH-000169,-0.19214394796
ACH-000178,-0.119303274363
ACH-000182,-0.08283665482489999
ACH-000183,-0.0015371665857200002
ACH-000188,-0.256451144988
ACH-000189,0.173122398423
ACH-000190,0.0449583021934
ACH-000198,-0.028791670139099997
ACH-000204,-0.503941733723
ACH-000206,0.07667487823
ACH-000207,0.111461854867
ACH-000211,-0.11027878749600001
ACH-000215,-0.0973189278024
ACH-000221,-0.14245661801200002
ACH-000222,0.09436585982460001
ACH-000223,-0.120169458816
ACH-000226,-0.355061560928
ACH-000227,0.07375513288789999
ACH-000228,-0.0502703455424
ACH-000231,0.0502099561603
ACH-000232,0.0009470392822980001
ACH-000233,-0.06399614298430001
ACH-000234,-0.208748433668
ACH-000235,-0.185487878444
ACH-000237,-0.0625499432013
ACH-000238,-0.167409376083
ACH-000243,-0.14729207741699998
ACH-000244,-0.23878901131400002
ACH-000246,-0.037411503603599995
ACH-000248,-0.026012352316999998
ACH-000250,-0.108492155045
ACH-000251,0.133494765688
ACH-000253,-0.154613273871
ACH-000255,-0.181384949347
ACH-000256,-0.09467823069430001
ACH-000257,-0.0100785683691
ACH-000258,-0.10369318701300001
ACH-000259,-0.027629534604599996
ACH-000260,-0.09966708420219998
ACH-000261,-0.18758185292100002
ACH-000262,-0.139009180515
ACH-000263,0.114391017355
ACH-000264,-0.14442082414899998
ACH-000265,-0.29001708700199996
ACH-000266,-0.127730962116
ACH-000272,-0.17006456495
ACH-000273,0.0304559303346
ACH-000274,0.046966754189
ACH-000277,-0.179775010381
ACH-000278,-0.168026260011
ACH-000279,-0.0677800214453
ACH-000280,-0.114607344632
ACH-000281,0.0519555662789
ACH-000288,-0.09494790068510002
ACH-000291,0.044409155766699994
ACH-000293,-0.185132289918
ACH-000294,-0.143835794685
ACH-000295,-0.0921387646995
ACH-000296,0.23339191108399998
ACH-000302,-0.155140031814
ACH-000304,-0.208996918501
ACH-000307,0.0321118848972
ACH-000308,0.0077018888101599995
ACH-000310,0.0361251485426
ACH-000311,0.050450148162799996
ACH-000312,-0.0027616021739100003
ACH-000315,-0.260869611219
ACH-000316,-0.31205917501200003
ACH-000317,-0.285628722556
ACH-000318,-0.13500455017100002
ACH-000319,-0.208268907617
ACH-000320,-0.018351914750900002
ACH-000322,-0.174551219906
ACH-000323,-0.211299695828
ACH-000324,-0.177078259311
ACH-000329,0.11938260327500001
ACH-000330,-0.14620318239900001
ACH-000331,-0.145755458099
ACH-000332,-0.0178808497494
ACH-000334,0.08583004648330002
ACH-000335,0.214120550305
ACH-000336,0.0190988918941
ACH-000337,-0.026093493899699997
ACH-000339,-0.10842352361600001
ACH-000341,-0.02015406513
ACH-000348,-0.113047719193
ACH-000350,0.0181990492968
ACH-000352,-0.124010549659
ACH-000356,-0.000201192397724
ACH-000361,0.06889928018989999
ACH-000362,-0.131728797045
ACH-000363,-0.043526039335500005
ACH-000364,0.15450655066400001
ACH-000365,-0.056206792365300004
ACH-000366,0.06654404280000001
ACH-000368,-0.21107412641800002
ACH-000374,-0.076448671896
