,COLQ (8292)
ACH-000004,0.0950134950981
ACH-000007,0.319393950388
ACH-000009,0.07319656809689999
ACH-000011,0.123617562365
ACH-000012,0.13140235661
ACH-000013,0.09053533871410001
ACH-000014,0.146330699529
ACH-000015,0.08003575553839999
ACH-000017,0.0605900173953
ACH-000018,0.303048695604
ACH-000019,0.0106116126818
ACH-000021,0.168218500573
ACH-000022,0.13280292732100002
ACH-000025,-0.0206522724572
ACH-000028,0.20287512100299998
ACH-000030,0.19917497802900003
ACH-000035,0.22394249403900002
ACH-000036,0.0735610672455
ACH-000037,0.0781191852573
ACH-000039,0.38798730298399997
ACH-000040,0.226343413409
ACH-000041,0.120097202558
ACH-000042,0.0225416846238
ACH-000045,0.166792257035
ACH-000047,0.0414027941069
ACH-000052,0.054997614497
ACH-000053,0.118030527585
ACH-000054,0.130608907489
ACH-000055,0.0517291780927
ACH-000060,-0.00482206616746
ACH-000067,0.0773511221492
ACH-000070,-0.0026661579275100004
ACH-000075,0.05134083141419999
ACH-000078,0.121443220364
ACH-000082,0.20153817047800002
ACH-000085,0.09337204167749999
ACH-000086,0.10506734828
ACH-000087,0.31192730994600004
ACH-000092,0.0891456814113
ACH-000095,0.164899739496
ACH-000097,0.107502441151
ACH-000098,0.0487922715154
ACH-000099,0.12248746843000001
ACH-000108,0.21030534694400002
ACH-000113,0.12364422003900001
ACH-000115,0.175623783318
ACH-000116,0.10574662178099999
ACH-000118,0.227499647553
ACH-000120,0.233192556667
ACH-000123,0.273681976246
ACH-000127,0.09164706890489999
ACH-000128,0.0587834747127
ACH-000132,0.196960512117
ACH-000133,0.09998524647469999
ACH-000137,0.0786205398936
ACH-000138,0.13399386056399998
ACH-000142,0.16546216743
ACH-000143,0.183166894931
ACH-000146,0.134228692896
ACH-000148,0.0489915867924
ACH-000150,-0.07925581155469999
ACH-000152,0.037780939496
ACH-000153,-0.06146937401319999
ACH-000159,0.11515018127900001
ACH-000160,0.23544149571400003
ACH-000163,0.28795220047
ACH-000167,0.050276589738600004
ACH-000168,0.0762641019632
ACH-000169,0.081605363889
ACH-000178,0.203277894721
ACH-000182,0.204030388519
ACH-000183,0.12409195291200001
ACH-000188,0.0974726755679
ACH-000189,-0.0321102200876
ACH-000190,0.040388668857
ACH-000198,0.09212889225960001
ACH-000204,0.0162001848414
ACH-000206,0.00950145203301
ACH-000207,-0.049291802007800006
ACH-000211,0.110703017687
ACH-000215,0.154316096874
ACH-000221,0.036971968707199994
ACH-000222,0.172186856595
ACH-000223,0.0757987357454
ACH-000226,0.147981876975
ACH-000227,0.177719169153
ACH-000228,0.0216634170522
ACH-000231,0.045993654576000007
ACH-000232,0.17521608437300001
ACH-000233,0.21092533268599997
ACH-000234,0.21016273272799998
ACH-000235,0.13069789225700001
ACH-000237,0.151265615024
ACH-000238,0.0312451204396
ACH-000243,0.056938202125599996
ACH-000244,0.00748460998641
ACH-000246,0.006021736986829999
ACH-000248,0.243221811707
ACH-000250,0.09465883815189999
ACH-000251,0.05391450222580001
ACH-000253,0.154376870337
ACH-000255,0.007749456050550001
ACH-000256,0.23789919328099998
ACH-000257,0.0375764334686
ACH-000258,-0.08550705160199999
ACH-000259,0.132118966991
ACH-000260,0.08667233009530001
