,CAGE1 (285782)
ACH-000004,0.132722040998
ACH-000007,0.06965821952739999
ACH-000009,0.237558214045
ACH-000011,0.11254879628900001
ACH-000012,0.18123178691
ACH-000013,-0.00434145164468
ACH-000014,0.09248043838020001
ACH-000015,0.289482122154
ACH-000017,0.12265850628799999
ACH-000018,0.206409363587
ACH-000019,0.237466874557
ACH-000021,0.38224668059199995
ACH-000022,0.07546496073339999
ACH-000025,0.0567505683249
ACH-000028,0.23080360682599999
ACH-000030,0.249789506054
ACH-000035,0.15749003872300002
ACH-000036,0.126315046992
ACH-000037,-0.126053139409
ACH-000039,0.047417622042699996
ACH-000040,0.18403699387400002
ACH-000041,-0.0191148944643
ACH-000042,0.10959389515999998
ACH-000045,0.236880643145
ACH-000047,-0.009697624136209998
ACH-000052,0.20367386817699998
ACH-000053,0.283336838902
ACH-000054,0.17435068093400002
ACH-000055,0.0786901735322
ACH-000060,0.0660558224045
ACH-000067,0.20926886409499998
ACH-000070,0.273560668661
ACH-000075,0.249317546449
ACH-000078,0.502833467018
ACH-000082,0.148357204222
ACH-000085,-0.0520954339204
ACH-000086,0.155213168338
ACH-000087,-0.029782017807400002
ACH-000092,0.030214373356300003
ACH-000095,0.10433380770600001
ACH-000097,0.150638511837
ACH-000098,0.09920193108719999
ACH-000099,0.173485346589
ACH-000108,0.165820526593
ACH-000113,0.24759569221500002
ACH-000115,-0.00178529944586
ACH-000116,0.19276773336800002
ACH-000118,0.165239578474
ACH-000120,0.31286306564599997
ACH-000123,0.210161597771
ACH-000127,0.127320849264
ACH-000128,0.00947576181785
ACH-000132,-0.0132508631406
ACH-000133,0.25270057210700003
ACH-000137,0.31184097871
ACH-000138,0.139714507366
ACH-000142,0.136114533389
ACH-000143,-0.0174963274868
ACH-000146,0.28717897579199997
ACH-000148,0.157545981154
ACH-000150,0.28948389974800004
ACH-000152,0.11632674018200001
ACH-000153,0.294345391503
ACH-000159,0.119624584371
ACH-000160,0.09580453178290001
ACH-000163,0.187803246906
ACH-000167,-0.0325406861145
ACH-000168,0.317281364
ACH-000169,0.15308589080999999
ACH-000178,0.113738201447
ACH-000182,0.00368970829105
ACH-000183,-0.0433646680217
ACH-000188,0.0682606800655
ACH-000189,-0.24034805899999998
ACH-000190,0.22199548507300002
ACH-000198,0.176424721622
ACH-000204,-0.0927340925826
ACH-000206,0.0810245066269
ACH-000207,0.060451744319
ACH-000211,0.284692331004
ACH-000215,0.159612750893
ACH-000221,0.158801794783
ACH-000222,0.139498540739
ACH-000223,0.055939397129699996
ACH-000226,0.026797112717599998
ACH-000227,0.252380854667
ACH-000228,0.145092965778
ACH-000231,0.0818849182835
ACH-000232,0.046878460159400004
ACH-000233,0.153130881853
ACH-000234,0.11438769293199999
ACH-000235,0.106158082389
ACH-000237,-0.00419143000235
ACH-000238,0.0294768670291
ACH-000243,0.281176724571
ACH-000244,0.0299254351925
ACH-000246,0.0774983669438
ACH-000248,0.127631356217
ACH-000250,0.255668040757
ACH-000251,-0.0196780217967
ACH-000253,0.101049438149
ACH-000255,0.0258234350971
ACH-000256,0.0974357632902
ACH-000257,0.264733200984
ACH-000258,0.32246621814
ACH-000259,0.256076250023
ACH-000260,0.315400438693
ACH-000261,0.118565253299
ACH-000262,0.041674770144
ACH-000263,0.0135833020533
ACH-000264,0.238357491361
ACH-000265,0.19992227308
ACH-000266,0.157271107904
ACH-000272,0.0219128047498
ACH-000273,0.21825145369000004
ACH-000274,0.027687224621299997
ACH-000277,0.15051566314099998
ACH-000278,0.115280324551
ACH-000279,0.07840036857810001
ACH-000280,0.22956199960700002
ACH-000281,0.25182942923
ACH-000288,0.13016837663
ACH-000291,0.0509599729363
ACH-000293,0.158588891421
ACH-000294,0.073327674223
ACH-000295,0.250373173444
ACH-000296,0.278157365395
ACH-000302,0.10543026647399999
ACH-000304,0.127109816896
ACH-000307,0.0803503986365
ACH-000308,0.10442404201099999
ACH-000310,0.166670711448
ACH-000311,0.305423899303
ACH-000312,0.158766848948
ACH-000315,0.35766377460500004
ACH-000316,-0.00033664443830099997
ACH-000317,0.198447886192
ACH-000318,0.144071577275
ACH-000319,0.123293892906
ACH-000320,0.210545290453
ACH-000322,0.0245875340924
ACH-000323,0.332897619128
ACH-000324,0.186362369571
ACH-000329,0.08833051524560001
ACH-000330,0.42651927016999996
ACH-000331,0.0825839078495
ACH-000332,0.19752715799400003
ACH-000334,0.28767145016600004
ACH-000335,0.16632894461300002
ACH-000336,0.128497796339
ACH-000337,-0.065523521025
ACH-000339,0.157546553636
ACH-000341,0.0275345463436
ACH-000348,0.0742304999771
ACH-000350,0.35545811857500004
ACH-000352,0.23325092303599998
ACH-000356,-0.0910056882539
ACH-000361,0.321869402079
ACH-000362,0.187938521732
ACH-000363,0.37085724100100004
ACH-000364,-0.09300930549519999
ACH-000365,0.17667499824299998
ACH-000366,0.130213523306
ACH-000368,0.292321351883
ACH-000374,0.0390395293617
ACH-000375,0.26933296291299996
ACH-000376,0.216274313235
ACH-000381,0.145215200148
ACH-000383,0.318633214588
ACH-000387,0.09886636889249999
ACH-000389,0.17713629863400002
ACH-000390,0.0881558980382
ACH-000393,0.044499368481199994
ACH-000395,0.020955342381099997
ACH-000397,0.113614000802
ACH-000401,0.178907650005
ACH-000402,0.11365806541300001
ACH-000403,0.11375320610999999
ACH-000404,0.16203592784499998
ACH-000406,0.163072113707
ACH-000407,0.116414953563
ACH-000408,0.160200882016
ACH-000410,0.155685093202
ACH-000411,-0.00903506102382
ACH-000414,0.09247822804310002
ACH-000415,-0.00019254454688799998
ACH-000416,0.271208027192
ACH-000420,0.224517749505
ACH-000421,0.240847227905
ACH-000424,0.0900655944733
ACH-000425,0.0795041261789
ACH-000426,0.147079501089
ACH-000427,0.127393498547
ACH-000433,0.42516745904700004
ACH-000436,0.22156691844300003
ACH-000444,0.170571532056
ACH-000445,-0.08039985291019999
ACH-000448,0.170074869493
ACH-000450,0.221807640573
ACH-000452,0.0859168306497
ACH-000454,0.132065449161
ACH-000458,0.0405933661249
ACH-000459,0.0356240642923
ACH-000460,0.20595069233899999
ACH-000461,0.15831334498400002
ACH-000463,0.279876232569
ACH-000464,0.0731565411349
ACH-000466,0.231586460509
ACH-000467,0.22651289072500003
ACH-000468,0.19915097304200002
ACH-000469,0.123656239345
ACH-000470,0.364393106093
ACH-000471,0.0769223803742
ACH-000472,0.321444009326
ACH-000473,0.128628227091
ACH-000475,0.15046888080499998
ACH-000476,0.228979523929
ACH-000477,0.239815197218
ACH-000480,0.305970066027
ACH-000481,0.142236060683
ACH-000483,-0.08851601272080001
ACH-000484,0.13575848888
ACH-000485,0.104893650084
ACH-000486,0.101658771316
ACH-000487,0.164652373339
ACH-000488,0.0820996638632
ACH-000490,0.193840015824
ACH-000491,-0.0203547216112
ACH-000495,0.14180754462200001
ACH-000496,0.0981846110135
ACH-000499,0.20740988757599998
ACH-000500,0.011779101170700001
