,HENMT1 (113802)
ACH-000004,0.028884841571599998
ACH-000007,-0.142673283173
ACH-000009,-0.23351577511500002
ACH-000011,-0.00395421476939
ACH-000012,-0.118295266481
ACH-000013,-0.247090824446
ACH-000014,-0.135092959239
ACH-000015,-0.186016083644
ACH-000017,-0.127082952131
ACH-000018,-0.142271314507
ACH-000019,-0.31596977625100003
ACH-000021,-0.0213766348382
ACH-000022,0.053551312463300006
ACH-000025,0.00405232174463
ACH-000028,-0.585693561934
ACH-000030,-0.206013833376
ACH-000035,-0.361705427051
ACH-000036,-0.172683067687
ACH-000037,0.0030451302933600004
ACH-000039,-0.236497101398
ACH-000040,-0.199523289116
ACH-000041,-0.0381929044497
ACH-000042,-0.053756091161000004
ACH-000045,-0.279095324023
ACH-000047,0.0291529363054
ACH-000052,-0.08524174665830002
ACH-000053,-0.127762982711
ACH-000054,0.0482329499524
ACH-000055,-0.0765386007055
ACH-000060,-0.08924700680839999
ACH-000067,-0.174064772061
ACH-000070,-0.0678734528092
ACH-000075,-0.177082186374
ACH-000078,-0.279987662834
ACH-000082,-0.102132358911
ACH-000085,-0.125948803698
ACH-000086,-0.135876368743
ACH-000087,-0.060621951819
ACH-000092,-0.33483912086199996
ACH-000095,-0.06883269068560001
ACH-000097,-0.13081028777599998
ACH-000098,-0.135063891515
ACH-000099,-0.08704477704880001
ACH-000108,-0.041067995306
ACH-000113,-0.187098834662
ACH-000115,0.0325822346805
ACH-000116,-0.110139956626
ACH-000118,-0.115856483688
ACH-000120,0.0641496182736
ACH-000123,-0.0161487057204
ACH-000127,-0.150322600651
ACH-000128,-0.154231348864
ACH-000132,-0.26584014669
ACH-000133,-0.210722366288
ACH-000137,-0.412932381779
ACH-000138,-0.021618879317099996
ACH-000142,-0.23362054011
ACH-000143,-0.0493868692083
ACH-000146,-0.11381506368899999
ACH-000148,-0.0565590576348
ACH-000150,0.0399821419996
ACH-000152,-0.0942019533932
ACH-000153,-0.020169264998299997
ACH-000159,-0.144037447972
ACH-000160,0.0752995330958
ACH-000163,-0.261472425257
ACH-000167,-0.0162381588549
ACH-000168,-0.109993608531
ACH-000169,-0.16788286280900003
ACH-000178,0.0329841301499
ACH-000182,-0.0396361613605
ACH-000183,-0.056058195608599995
ACH-000188,-0.12592948007500002
ACH-000189,0.188498123749
ACH-000190,-0.164208935738
ACH-000198,-0.145532698972
ACH-000204,0.026413543416800002
ACH-000206,-0.1560014823
ACH-000207,-0.47286042172
ACH-000211,0.030234131440699998
ACH-000215,-0.246042407987
ACH-000221,-0.128338590126
ACH-000222,-0.24837141504700003
ACH-000223,0.00218686124185
ACH-000226,-0.20358934530499997
ACH-000227,-0.404279472754
ACH-000228,-0.200363191808
ACH-000231,-0.0745903237126
ACH-000232,-0.105484831777
ACH-000233,-0.0032787422506799996
ACH-000234,-0.10363992326600001
ACH-000235,-0.139902528626
ACH-000237,-0.0576822421976
ACH-000238,-0.212348341484
ACH-000243,-0.16032924841600002
ACH-000244,-0.25077956856999994
ACH-000246,-0.0210397977127
ACH-000248,0.0829861392803
ACH-000250,-0.0881136707886
ACH-000251,-0.0493133271519
ACH-000253,-0.005603853945810001
ACH-000255,-0.174149363653
ACH-000256,-0.0355812177926
ACH-000257,-0.330943255513
ACH-000258,0.00590968173147
ACH-000259,-0.114163790076
ACH-000260,-0.17749767310800002
ACH-000261,-0.192987979437
ACH-000262,-0.0953192566133
ACH-000263,0.0922025938463
ACH-000264,-0.025572162036200004
ACH-000265,-0.210264143647
ACH-000266,-0.0474760175184
ACH-000272,-0.08107321196430001
ACH-000273,-0.12071431428200001
ACH-000274,-0.0670223872869
ACH-000277,-0.0650500938811
ACH-000278,-0.185979413736
ACH-000279,-0.07911821320889999
ACH-000280,-0.106573627509
ACH-000281,0.030505477039900003
ACH-000288,-0.10650356735300001
ACH-000291,-0.043235199383199995
ACH-000293,-0.0681036086689
ACH-000294,-0.133551743233
ACH-000295,0.16832282623199998
ACH-000296,-0.08748446820219999
ACH-000302,-0.110168188381
ACH-000304,-0.139595815313
ACH-000307,-0.0731456409878
ACH-000308,-0.104413166096
ACH-000310,-0.311140108499
ACH-000311,-0.20395543266
ACH-000312,-0.185841815141
ACH-000315,-0.20250338402600002
ACH-000316,-0.0528797093833
ACH-000317,-0.10494683583100001
ACH-000318,-0.157061078759
ACH-000319,-0.158388181932
ACH-000320,-0.25501223483
ACH-000322,-0.09244709853830001
ACH-000323,-0.144949588615
ACH-000324,-0.0520395827721
ACH-000329,-0.247589185856
ACH-000330,-0.33234677974300003
ACH-000331,-0.242645380707
ACH-000332,-0.0549923477334
ACH-000334,-0.024142739446900003
ACH-000335,-0.29488043142299997
ACH-000336,-0.30854170946
ACH-000337,-0.07258293083060001
ACH-000339,-0.17697725994600003
ACH-000341,-0.117728177411
ACH-000348,-0.163065982796
ACH-000350,-0.038957554934300004
ACH-000352,-0.23262308351100003
ACH-000356,0.120871507837
ACH-000361,-0.009004031404360001
ACH-000362,-0.163618651491
ACH-000363,-0.133860769667
ACH-000364,0.0409690393089
ACH-000365,-0.11414596002800001
ACH-000366,-0.156912831675
ACH-000368,-0.00604429525915
ACH-000374,-0.0263578317643
ACH-000375,0.184151385637
ACH-000376,-0.175736075515
ACH-000381,-0.26046165173
ACH-000383,-0.15826134420600002
ACH-000387,-0.134799287693
ACH-000389,0.00344910549583
ACH-000390,-0.050941150815399995
ACH-000393,-0.19785995724199998
ACH-000395,-0.177397084716
ACH-000397,-0.015826636537299998
ACH-000401,0.0481898316156
ACH-000402,-0.08847864163529999
ACH-000403,-0.04644261741069999
ACH-000404,0.00324840761368
ACH-000406,-0.09026196577030002
ACH-000407,-0.259554138023
ACH-000408,-0.227820081157
ACH-000410,-0.206311241857
ACH-000411,-0.156635631142
ACH-000414,-0.07530097338330001
ACH-000415,-0.19711888515999998
ACH-000416,-0.045589005162899994
ACH-000420,-0.11143819478599999
ACH-000421,-0.039463155482900004
ACH-000424,-0.18630346432199998
ACH-000425,-0.184326863
ACH-000426,0.045402033238900005
ACH-000427,-0.338373121361
ACH-000433,-0.42331582012100005
ACH-000436,-0.13325802056
ACH-000444,0.00688112297979
ACH-000445,-0.218622997269
ACH-000448,-0.0656499638547
ACH-000450,-0.0968773070761
ACH-000452,-0.0602823114673
ACH-000454,-0.16159336262399998
ACH-000458,-0.18655248869399998
ACH-000459,0.273730275362
ACH-000460,-0.078083233991
ACH-000461,-0.160295562399
ACH-000463,-0.149260528517
ACH-000464,-0.190835031213
ACH-000466,-0.0656770727083
ACH-000467,-0.120116450977
ACH-000468,-0.21031245594999998
ACH-000469,0.0416575120778
ACH-000470,-0.0129036910001
ACH-000471,-0.21319504084600002
ACH-000472,0.0930213023313
ACH-000473,0.00459737537746
ACH-000475,-0.101197745954
ACH-000476,-0.0026850758988499995
ACH-000477,-0.290692666895
ACH-000480,-0.07328322169069999
ACH-000481,-0.10293363532
ACH-000483,0.166525906847
ACH-000484,0.012822171711799998
ACH-000485,0.0189216635665
ACH-000486,-0.22691963876999996
ACH-000487,0.0242314748895
ACH-000488,0.0358173728676
ACH-000490,-0.219879762016
ACH-000491,-0.27574185794100003
ACH-000495,-0.15974296874000002
ACH-000496,-0.148986031768
ACH-000499,0.0631444411753
ACH-000500,0.11480219036900001
ACH-000502,-0.0381002015259
ACH-000503,0.231761217227
ACH-000505,-0.156387400488
ACH-000507,-0.0776840122063
ACH-000510,-0.118192844259
ACH-000511,0.030916070641099996
ACH-000512,-0.20703806076200001
ACH-000516,-0.113815573531
ACH-000517,-0.0297845698408
ACH-000518,-0.116230016119
ACH-000520,-0.172829841801
ACH-000521,-0.021364463013
ACH-000522,-0.31601684977899996
ACH-000524,-0.0571718055619
ACH-000527,-0.0658900959495
ACH-000528,-0.0319557126366
ACH-000537,-0.126592405902
ACH-000541,-0.0831002539165
ACH-000542,-0.13792350790400001
ACH-000544,-0.306351756539
ACH-000545,-0.312263207796
ACH-000547,-0.257492223764
ACH-000548,-0.0581076179672
ACH-000549,0.0732569749219
ACH-000550,-0.047400692558
ACH-000552,0.0247757422981
ACH-000556,-0.115768613664
ACH-000557,-0.025270011039200003
ACH-000570,-0.052582463239799995
ACH-000571,0.0624204560661
ACH-000573,0.0275803944882
ACH-000576,-0.106441615403
ACH-000580,-0.255098567764
ACH-000584,0.0896647917154
ACH-000585,0.0019722802516400004
ACH-000588,0.0258401806238
ACH-000589,-0.07520816013439999
ACH-000591,0.112971278679
ACH-000593,0.00374889418851
