,CHRND (1144)
ACH-000511,-0.304175970368
ACH-000512,-0.551683312585
ACH-000516,-0.24380974543900003
ACH-000517,-0.331241685326
ACH-000518,-0.43696510671000005
ACH-000520,-0.49508000918399997
ACH-000521,-0.469355395278
ACH-000522,-0.22519970909
ACH-000524,-0.49772500840800005
ACH-000527,-0.382773416669
ACH-000528,-0.30609459846000003
ACH-000537,-0.48615826559299996
ACH-000541,-0.15587615217700002
ACH-000542,-0.325997485882
ACH-000544,-0.304024942398
ACH-000545,-0.134255889349
ACH-000547,-0.175212433559
ACH-000548,-0.393700634265
ACH-000549,-0.322930005398
ACH-000550,-0.508756115581
ACH-000552,-0.557664196134
ACH-000556,-0.471175230224
ACH-000557,-0.404086029846
ACH-000570,-0.323290389102
ACH-000571,-0.288593638728
ACH-000573,-0.38491932457199995
ACH-000576,-0.24032110277399998
ACH-000580,-0.0939673652259
ACH-000584,-0.311767202456
ACH-000585,-0.483982834541
ACH-000588,-0.17515096752099998
ACH-000589,-0.351609244491
ACH-000591,-0.46109757787600003
ACH-000593,-0.35816025887100006
ACH-000600,-0.442162197786
ACH-000601,-0.476167501409
ACH-000604,-0.661835698671
ACH-000605,-0.26525644816599997
ACH-000606,-0.35890022566
ACH-000608,-0.472266354823
ACH-000614,0.0508265276176
ACH-000616,-0.343754312906
ACH-000618,-0.299001570927
ACH-000619,-0.49814059546499995
ACH-000620,-0.22157726065699998
ACH-000621,-0.392578649247
ACH-000622,-0.80354487247
ACH-000623,-0.524337184403
ACH-000624,-0.636776595179
ACH-000627,-0.513934502435
ACH-000630,-0.326279715527
ACH-000632,-0.37669019616599997
ACH-000633,-0.499636423643
ACH-000637,-0.365519746838
ACH-000638,-0.269150074404
ACH-000646,-0.06108936160680001
ACH-000647,-0.198618403992
ACH-000648,-0.505425124788
ACH-000649,-0.510174585048
ACH-000651,-0.43583905154799996
ACH-000652,-0.36308029444
ACH-000653,-0.246504350007
ACH-000657,-0.424207027855
ACH-000658,-0.29380455451799997
ACH-000661,-0.260783102749
ACH-000662,-0.509481523262
ACH-000663,-0.250316208455
ACH-000665,-0.40597394314900004
ACH-000671,-0.301061742598
ACH-000673,-0.242552172716
ACH-000676,-0.39515965400499997
ACH-000677,-0.234005346791
ACH-000681,-0.265229081606
ACH-000682,-0.531524478497
ACH-000683,-0.298257633217
ACH-000684,-0.260597353762
ACH-000688,-0.420623174423
ACH-000693,-0.397617335871
ACH-000694,-0.440604656198
ACH-000695,-0.43080476224500003
ACH-000696,-0.33915683574100003
ACH-000697,-0.34687271075599996
ACH-000699,-0.379287567311
ACH-000701,-0.758999078227
ACH-000706,-0.276981332729
ACH-000711,-0.31006629422299997
ACH-000713,-0.200456203177
ACH-000714,-0.534661414522
ACH-000718,-0.418664321273
ACH-000720,-0.35681303484399995
ACH-000721,-0.41664173394000004
ACH-000724,-0.330450090661
ACH-000725,-0.26525105797299997
ACH-000732,-0.39694138797399997
ACH-000734,-0.38736329624399995
ACH-000735,-0.472457566293
ACH-000736,-0.31434115449
ACH-000738,-0.366433733628
ACH-000746,-0.471772558336
ACH-000747,-0.286317694371
ACH-000748,-0.32084790126699997
ACH-000753,-0.526476896219
ACH-000756,-0.31819675021899996
ACH-000757,-0.126334451406
ACH-000758,-0.196391439444
ACH-000760,-0.184565655671
ACH-000763,-0.377653988151
ACH-000764,-0.503651064878
ACH-000765,-0.200924775293
ACH-000766,-0.4257726151199999
ACH-000767,-0.340932097799
ACH-000768,-0.27564018007
ACH-000769,-0.41061495550899996
ACH-000770,-0.335938804687
ACH-000771,-0.369140391865
ACH-000773,-0.285655472156
ACH-000776,-0.200589092719
ACH-000777,-0.453407342268
ACH-000778,-0.35937124478200005
ACH-000781,-0.25449497455200004
ACH-000782,-0.236622753425
ACH-000783,-0.384467007376
ACH-000784,-0.364630073135
ACH-000785,-0.254500985409
ACH-000787,-0.59412152768
ACH-000788,-0.35015808897100004
ACH-000791,-0.424173361344
ACH-000792,-0.37097901565700003
ACH-000794,-0.396019550309
ACH-000796,-0.549628137491
ACH-000799,-0.36588959650700004
ACH-000800,-0.620016596406
ACH-000802,-0.391193094683
ACH-000804,-0.20167181707
ACH-000805,-0.307038136355
ACH-000809,-0.36110677254100004
ACH-000810,-0.390499406826
ACH-000811,-0.332346338492
ACH-000817,-0.250592681818
ACH-000819,-0.209570867808
ACH-000820,-0.222054932269
ACH-000821,-0.240205193666
ACH-000822,-0.371239065646
ACH-000823,-0.4557576168
ACH-000824,-0.50596965188
ACH-000827,-0.339184287118
ACH-000829,-0.571571866977
ACH-000831,-0.510302757154
ACH-000832,-0.304491258083
ACH-000833,-0.124771021008
ACH-000834,-0.334787402565
ACH-000835,-0.281256556493
ACH-000836,-0.500626954939
ACH-000837,-0.37837397618600005
ACH-000838,-0.44123418384999996
ACH-000839,-0.46898315152900005
ACH-000840,-0.194643143918
ACH-000841,-0.504370524219
ACH-000843,-0.222263798896
ACH-000846,-0.0581175530073
ACH-000847,-0.282375598198
ACH-000848,-0.257887257453
ACH-000849,-0.276138787301
ACH-000851,-0.17974548264899998
ACH-000855,-0.308099830546
ACH-000856,-0.397761686828
ACH-000858,-0.3368051007
ACH-000859,-0.493091071863
ACH-000861,-0.427428228487
ACH-000862,-0.405397175574
ACH-000865,-0.401556136152
ACH-000866,-0.299248979511
ACH-000867,-0.412678809436
ACH-000869,-0.507555690182
ACH-000872,-0.180638578976
ACH-000873,-0.189808798503
ACH-000876,-0.265546539618
ACH-000878,-0.4559104909100001
ACH-000880,-0.49458475145499997
ACH-000881,-0.254600556978
ACH-000882,-0.301161074034
ACH-000884,-0.37367215064599996
ACH-000885,-0.406748762874
ACH-000887,-0.40182715747500003
ACH-000888,-0.6169135717199999
ACH-000889,-0.411457618182
ACH-000890,-0.47547469018399996
ACH-000896,-0.302355799707
ACH-000898,-0.28171972282200003
ACH-000900,-0.251942481756
ACH-000901,-0.372561235056
ACH-000905,-0.401266006636
ACH-000906,-0.416873510104
ACH-000907,-0.669606650649
ACH-000910,-0.585160903796
ACH-000911,-0.501916335888
ACH-000912,-0.335223477124
ACH-000913,-0.376645753857
ACH-000915,-0.17664885802900002
ACH-000916,0.00755108715321
ACH-000917,-0.195880207374
ACH-000921,-0.40911550348399994
ACH-000924,-0.37116549684699995
ACH-000926,-0.729490432299
ACH-000928,-0.604405885212
ACH-000929,-0.316927214725
ACH-000932,-0.272796995259
ACH-000935,-0.29964352819
ACH-000936,-0.182375430718
ACH-000937,-0.311650639683
ACH-000938,-0.457750334048
ACH-000939,-0.386217499963
ACH-000941,-0.198045261843
ACH-000943,-0.239432935316
ACH-000946,-0.331694252824
ACH-000947,-0.451593570268
ACH-000948,-0.350611844505
ACH-000950,-0.361098413005
ACH-000953,-0.360832659935
ACH-000957,-0.38893998527900003
ACH-000958,-0.275533045941
ACH-000960,-0.36881813426
ACH-000963,-0.441120684138
ACH-000968,-0.26824794403700003
ACH-000969,-0.266752463484
ACH-000973,-0.28777555735800003
ACH-000974,-0.39275117604500004
ACH-000975,-0.410076942469
ACH-000976,-0.277067147698
ACH-000978,-0.481404303873
ACH-000980,-0.35713105854599997
ACH-000984,-0.369486895516
ACH-000986,-0.333237974407
ACH-000988,-0.40233564763499996
ACH-000993,-0.741024310544
ACH-000994,-0.46579449148999996
ACH-000996,-0.42375805099200003
ACH-001001,-0.37703369644900003
ACH-001020,-0.534001533133
ACH-001028,-0.44116856626400003
ACH-001031,-0.488216601757
ACH-001038,-0.336495291673
ACH-001048,-0.257072047944
ACH-001050,-0.218190029646
ACH-001053,-0.546134190549
ACH-001054,-0.515826201283
ACH-001061,-0.39749062721999995
ACH-001067,-0.396413445277
ACH-001075,-0.402325478859
ACH-001096,-0.489414010747
ACH-001128,-0.371156698265
ACH-001134,-0.314891739564
ACH-001151,-0.303314247528
ACH-001163,-0.341083502704
ACH-001164,-0.37548216170000004
ACH-001173,-0.45213497278399994
ACH-001183,-0.42945301743000003
ACH-001184,-0.523776043117
ACH-001190,-0.327924193892
ACH-001192,-0.41241516319399996
ACH-001193,-0.314806791489
ACH-001196,-0.42166042559600003
ACH-001197,-0.188777817249
ACH-001205,-0.451123862482
ACH-001211,-0.707920538
ACH-001212,-0.7297260622920001
ACH-001228,-0.244314365824
ACH-001232,-0.44486263240900004
ACH-001239,-0.190116348749
ACH-001274,-0.509382282595
ACH-001275,-0.278271635511
ACH-001277,-0.345675050599
ACH-001278,-0.18708084351799997
ACH-001280,-0.457332044532
ACH-001283,-0.41841795756399996
ACH-001289,-0.571993914691
ACH-001295,-0.566749956293
ACH-001300,-0.135250671571
ACH-001301,-0.223430488323
ACH-001302,-0.354938423581
ACH-001303,-0.42518241570200005
ACH-001306,-0.238000156794
ACH-001318,-0.263477431889
ACH-001322,-0.461647019136
ACH-001328,-0.53886159046
ACH-001332,-0.41685543849699996
ACH-001333,-0.49852387177699997
ACH-001336,-0.284198741188
ACH-001340,-0.383166833411
ACH-001346,-0.27892946120400003
ACH-001353,-0.328205851165
ACH-001354,-0.30710860216999997
ACH-001367,-0.24734643180500002
ACH-001368,-0.27903188897799996
ACH-001374,-0.33475441547
ACH-001375,-0.403338039199
ACH-001377,-0.381471402364
ACH-001380,-0.338227907825
ACH-001391,-0.24578920472399998
ACH-001407,-0.40011758205200004
ACH-001408,-0.5711866104119999
ACH-001413,-0.383745321668
ACH-001430,0.0165119563977
ACH-001431,-0.263096206756
ACH-001450,-0.277837453053
ACH-001496,-0.36094047666400003
ACH-001500,-0.392902281677
ACH-001521,-0.8665698469840001
ACH-001523,-0.359541686853
ACH-001532,-0.387199555271
ACH-001536,-0.236966741721
ACH-001550,-0.308178968446
ACH-001552,-0.45212734885300004
ACH-001554,-0.43943290778099997
ACH-001645,-0.32523480089400003
ACH-001654,-0.43898588057
ACH-001715,-0.342592241485
ACH-001735,-0.39501108300300003
ACH-001736,-0.328645015413
ACH-001737,-0.771199862911
ACH-001740,-0.0984594501712
ACH-001745,-0.196852440786
ACH-001750,-0.44252523486199996
ACH-001765,-0.265474137589
ACH-001956,-0.303514881234
ACH-001957,-0.31073852695799997
