,PTCD1 (26024)
ACH-000004,-0.23440412383499998
ACH-000007,-0.41685439119499995
ACH-000009,-0.484660598352
ACH-000011,-0.11688116930400001
ACH-000012,-0.492786059756
ACH-000013,-0.588747651941
ACH-000014,-0.319308473327
ACH-000015,-0.472899412498
ACH-000017,-0.297228014092
ACH-000018,-0.354189655048
ACH-000019,-0.546610802893
ACH-000021,-0.574491748447
ACH-000022,-0.470154126013
ACH-000025,-0.458912305416
ACH-000028,-0.51358576355
ACH-000030,-0.252704946399
ACH-000035,-0.901682891419
ACH-000036,-0.326385046939
ACH-000037,-0.556291786983
ACH-000039,-0.46901796254199996
ACH-000040,-0.375049186388
ACH-000041,-0.291736177351
ACH-000042,-0.252250441931
ACH-000045,-0.6098825864199999
ACH-000047,-0.70186010498
ACH-000052,-0.5563332212600001
ACH-000053,-0.287551927308
ACH-000054,-0.524903224446
ACH-000055,-0.509604824033
ACH-000060,-0.34911959190200004
ACH-000067,-0.390023916622
ACH-000070,-0.48082624968000004
ACH-000075,-0.282918603325
ACH-000078,-0.203703117501
ACH-000082,-0.36127403281099996
ACH-000085,-0.201741385456
ACH-000086,-0.6942156715119999
ACH-000087,-0.798413077913
ACH-000092,-0.40002874767499996
ACH-000095,-0.190998443746
ACH-000097,-0.349297268675
ACH-000098,-0.431486389855
ACH-000099,-0.430935418953
ACH-000108,-0.438647015017
ACH-000113,-0.629321931415
ACH-000115,-0.462448952236
ACH-000116,-0.441381024646
ACH-000118,-0.676525888046
ACH-000120,-0.48653674998400004
ACH-000123,-0.560634567733
ACH-000127,-0.689476691455
ACH-000128,-0.800396002078
ACH-000132,-0.5036592390829999
ACH-000133,-0.47030523872
ACH-000137,-0.310921967528
ACH-000138,-0.28848331111
ACH-000142,-0.486597867449
ACH-000143,-0.574435895222
ACH-000146,-0.47704901777
ACH-000148,-0.40001909245800005
ACH-000150,-0.7694064694249999
ACH-000152,-0.309322140867
ACH-000153,-0.667113596685
ACH-000159,-0.417177943859
ACH-000160,-0.7354117075100001
ACH-000163,-0.430823543506
ACH-000167,-0.485893996365
ACH-000168,-0.182522956884
ACH-000169,-0.609754737885
ACH-000178,-0.450596893275
ACH-000182,-0.579790641257
ACH-000183,-0.285448374536
ACH-000188,-0.630846952419
ACH-000189,-0.779498594929
ACH-000190,-0.45529110220700003
ACH-000198,-0.443019940238
ACH-000204,-0.41546788899899995
ACH-000206,-0.10532055552000001
ACH-000207,-0.586526075627
ACH-000211,-0.45227403348800005
ACH-000215,-0.37275523827699997
ACH-000221,-0.927161137667
ACH-000222,-0.466007401958
ACH-000223,-0.409057066465
ACH-000226,-0.265724365251
ACH-000227,-0.549932758147
ACH-000228,-0.320007350865
ACH-000231,-0.412080979833
ACH-000232,-0.402471811793
ACH-000233,-0.41898907372
ACH-000234,-0.373554042585
ACH-000235,-0.320275706765
ACH-000237,-0.288179129131
ACH-000238,-0.469850956885
ACH-000243,-0.28822645205499997
ACH-000244,-0.812148177098
ACH-000246,-0.624819874267
ACH-000248,-0.427252647985
ACH-000250,-0.16110153482
ACH-000251,-0.335502271955
ACH-000253,-0.328331809581
ACH-000255,-0.575982635928
ACH-000256,-0.214817456908
ACH-000257,-0.45189882793700004
ACH-000258,-0.334527969656
ACH-000259,-0.47989514109
ACH-000260,-0.31143694313700004
ACH-000261,-0.236947513356
ACH-000262,-0.35187294509499994
ACH-000263,-0.46286586648100003
ACH-000264,-0.469611038126
ACH-000265,-0.782861015203
ACH-000266,-0.222048614304
ACH-000272,-0.300082248556
ACH-000273,-0.471093090256
ACH-000274,-0.473268740149
ACH-000277,-0.557064426399
ACH-000278,-0.409515546048
ACH-000279,-0.486484769644
ACH-000280,-0.485929799641
ACH-000281,-0.501222162806
ACH-000288,-0.598103737683
ACH-000291,-0.312434932712
ACH-000293,-0.514429525316
ACH-000294,-0.0143778857195
ACH-000295,-0.148605486067
ACH-000296,-0.33613929748899996
ACH-000302,-0.45231205002700003
ACH-000304,-0.6004113864630001
ACH-000307,-0.449072508862
ACH-000308,-0.299850051036
ACH-000310,-0.10063748722000002
ACH-000311,-0.333232142867
ACH-000312,-0.423813216393
ACH-000315,-0.41439944883599994
ACH-000316,-0.21920028371599998
ACH-000317,-0.361194984069
ACH-000318,-0.656461008939
ACH-000319,-0.384370936007
ACH-000320,-0.494130384609
ACH-000322,-0.640815433398
ACH-000323,-0.413382473655
ACH-000324,-0.208639754146
ACH-000329,-0.327761906763
ACH-000330,-0.383183583504
ACH-000331,-0.425952918244
ACH-000332,-0.109637425958
ACH-000334,-0.250688007047
ACH-000335,-0.409381833151
ACH-000336,-0.691300108274
ACH-000337,-0.613753257166
ACH-000339,-0.462584122581
ACH-000341,-0.339970487121
ACH-000348,-0.22141116736299998
ACH-000350,-0.23479348974300002
ACH-000352,-0.36822923105
ACH-000356,-0.36856148208000006
ACH-000361,-0.24974365681699998
ACH-000362,-0.264090504038
ACH-000363,-0.32814145787
ACH-000364,-0.693186662429
ACH-000365,-0.46470386518299994
ACH-000366,-0.323532392996
ACH-000368,-0.412849806823
ACH-000374,-0.883848189129
ACH-000375,-0.563681070765
ACH-000376,-0.622372035383
ACH-000381,-0.838589568115
ACH-000383,-0.508293906757
ACH-000387,-0.5216618285869999
ACH-000389,-0.35025630316399997
ACH-000390,-0.50392486225
ACH-000393,-0.374655363848
ACH-000395,-0.34678684141000005
ACH-000397,-0.0639014786675
ACH-000401,-0.392449138294
ACH-000402,-0.581781072574
ACH-000403,-0.451031181767
ACH-000404,-0.292331308667
ACH-000406,-0.513883487659
ACH-000407,-0.40989741858900003
ACH-000408,-0.518399861774
ACH-000410,-0.439333846621
ACH-000411,-0.173053585745
ACH-000414,-0.35496392017899997
ACH-000415,-0.728695115634
ACH-000416,-0.32645062456
ACH-000420,-0.528875386454
ACH-000421,-0.27033919785
ACH-000424,-0.6228616854860001
ACH-000425,-0.454683168471
ACH-000426,-0.36694151873400005
ACH-000427,-0.5084088536770001
ACH-000433,-0.816968231731
ACH-000436,-0.08086146933999999
ACH-000444,-0.6032253134800001
ACH-000445,-0.29579124222500003
ACH-000448,-0.14381502624
ACH-000450,-0.44061065968900004
ACH-000452,-0.485797030614
ACH-000454,-0.668967838059
ACH-000458,-0.508223640525
ACH-000459,-1.10007216145
ACH-000460,-0.398182520692
ACH-000461,-0.734551706032
ACH-000463,-0.190044583209
ACH-000464,-0.574260263426
ACH-000466,-0.502185652049
ACH-000467,-0.49734340652
ACH-000468,-0.527112716121
ACH-000469,-0.529436771765
ACH-000470,-0.378718691592
ACH-000471,-0.222676044536
ACH-000472,-0.28522172915399996
ACH-000473,-0.5949133014519999
ACH-000475,-0.480652218472
ACH-000476,-0.701288857111
ACH-000477,-0.452588446707
ACH-000480,-0.527823797804
ACH-000481,-0.25552861653700004
ACH-000483,-0.628033904619
ACH-000484,-0.553307000492
ACH-000485,-0.387900404568
ACH-000486,-0.476311021931
ACH-000487,-0.662716047979
ACH-000488,-0.8905821410860001
ACH-000490,-0.539197624984
ACH-000491,-0.575492894784
ACH-000495,-0.530346477334
ACH-000496,-0.24264283265500003
ACH-000499,-0.6963341311040001
ACH-000500,-0.721812410527
ACH-000502,-0.371419341397
ACH-000503,-0.452986641665
ACH-000505,-0.384706676275
ACH-000507,-0.613308711741
ACH-000510,-0.5398680924570001
ACH-000511,-0.194066796653
ACH-000512,0.0684010125755
ACH-000516,-0.35199810640100004
ACH-000517,-0.227023741666
ACH-000518,-0.268995635345
ACH-000520,-0.23741618198199999
ACH-000521,-0.34324206227700005
ACH-000522,-0.524503711974
ACH-000524,-0.30946364457
ACH-000527,-0.660830730694
ACH-000528,-0.590823251797
ACH-000537,-0.648229983256
ACH-000541,-0.38215089544299996
ACH-000542,-0.423837753384
ACH-000544,-0.742828394823
ACH-000545,-0.695650306605
ACH-000547,-0.502012180008
ACH-000548,-0.38467434182099997
ACH-000549,-0.42119207280500004
ACH-000550,-0.495300521826
ACH-000552,-0.450418676059
ACH-000556,-0.221340881957
ACH-000557,-0.289874368393
ACH-000570,-0.367697161993
ACH-000571,-0.36578563365999994
ACH-000573,-0.460682161141
ACH-000576,-0.14130482910999997
ACH-000580,-0.30592399619000005
ACH-000584,-0.420455324745
ACH-000585,-0.39269107527099995
ACH-000588,-0.5262540548529999
ACH-000589,-0.599102713635
ACH-000591,-0.605623788622
ACH-000593,-0.62695644906
ACH-000600,-0.511037892556
ACH-000601,-0.609167450461
ACH-000604,-0.662552256153
ACH-000605,-0.622302225339
ACH-000606,-0.6759061578
ACH-000608,-0.353114882986
ACH-000614,-0.678910676074
ACH-000616,-0.570239991302
ACH-000618,-0.7230190300229999
ACH-000619,-0.543725838421
ACH-000620,-0.22859301567899998
ACH-000621,-0.449435966606
ACH-000622,-0.4696384648
ACH-000623,-0.266326390327
ACH-000624,-0.248085933433
ACH-000627,-0.452812911602
ACH-000630,-0.837904335035
ACH-000632,-0.529247975314
ACH-000633,-0.9130405173749999
ACH-000637,-0.456610655351
ACH-000638,-0.458453099081
ACH-000646,-0.625465983291
ACH-000647,-0.441411417245
ACH-000648,-0.504154243863
ACH-000649,-0.416155175115
ACH-000651,-0.8469129603579999
ACH-000652,-0.6600743563699999
ACH-000653,-0.46160463863799994
ACH-000657,-0.557907557745
ACH-000658,-0.250058550685
ACH-000661,-0.294749781375
ACH-000662,-0.7111576247139999
ACH-000663,-0.34173834839699996
ACH-000665,-0.422241830947
ACH-000671,-0.9355088855339999
ACH-000673,-0.22114203452599998
ACH-000676,-0.783914204836
ACH-000677,-0.961033953653
ACH-000681,-0.553137451723
ACH-000682,-0.625974287392
ACH-000683,-0.487251015491
ACH-000684,-0.45577943729500003
ACH-000688,-0.503958719751
ACH-000693,-0.7292592793160001
ACH-000694,-0.666143516185
ACH-000695,-0.336657830836
ACH-000696,-0.6418750178670001
ACH-000697,-0.654313230796
ACH-000699,-0.38823823927199996
ACH-000701,-0.5354644137919999
ACH-000706,-0.42566065619099996
ACH-000711,-0.511181328089
ACH-000713,-0.370295921528
ACH-000714,0.13193230975099998
ACH-000718,-0.288771147456
ACH-000720,-0.598196865347
ACH-000721,-0.530711644221
ACH-000724,-0.749582505042
ACH-000725,-0.666487193019
