,CNTNAP3 (79937)
ACH-000004,-0.137520887292
ACH-000007,-0.343775406136
ACH-000009,-0.131151084866
ACH-000011,-0.41358826551
ACH-000012,0.055261226563099994
ACH-000013,0.018349810505099998
ACH-000014,-0.340816731381
ACH-000015,-0.36370635968500004
ACH-000017,0.09742425087739999
ACH-000018,-0.38389550322
ACH-000019,0.0763572070452
ACH-000021,-0.38699551303999996
ACH-000022,-0.30362608174
ACH-000025,-0.26788405860500003
ACH-000028,-0.061754634779099996
ACH-000030,-0.0294661807546
ACH-000035,-0.047967589611099995
ACH-000036,-0.212936799525
ACH-000037,0.0634346059698
ACH-000039,-0.12834477868799998
ACH-000040,-0.014399811545899999
ACH-000041,-0.246555573461
ACH-000042,-0.260070759368
ACH-000045,-0.14232364043
ACH-000047,-0.10386724968800001
ACH-000052,-0.10309926308299999
ACH-000053,-0.018652769701599996
ACH-000054,-0.148484024469
ACH-000055,0.0150393968958
ACH-000060,0.11795595986400001
ACH-000067,-0.0367458708226
ACH-000070,-0.28036136216999996
ACH-000075,-0.318153469739
ACH-000078,0.0263321303956
ACH-000082,-0.175260651065
ACH-000085,-0.369660196941
ACH-000086,-0.255061156624
ACH-000087,0.0235779860613
ACH-000092,-0.215896315541
ACH-000095,-0.224693112717
ACH-000097,-0.181478954721
ACH-000098,-0.148554558396
ACH-000099,-0.14556378242999998
ACH-000108,-0.0707420349173
ACH-000113,-0.0304460144788
ACH-000115,0.00340574814798
ACH-000116,-0.202580952181
ACH-000118,-0.23456891301
ACH-000120,-0.130995087529
ACH-000123,-0.143050335663
ACH-000127,-0.287485767674
ACH-000128,-0.240193365575
ACH-000132,-0.123706037039
ACH-000133,-0.264336761041
ACH-000137,-0.260013843664
ACH-000138,-0.40060611090000003
ACH-000142,0.021678342335900002
ACH-000143,0.07923214859130001
ACH-000146,0.00996256317949
ACH-000148,-0.144596907879
ACH-000150,-0.179805425532
ACH-000152,-0.0761979896295
ACH-000153,0.107334163601
ACH-000159,-0.220928306648
ACH-000160,-0.138558746824
ACH-000163,-0.177180969934
ACH-000167,-0.0081921751873
