,C1QTNF9B (387911)
ACH-000537,-0.126726718647
ACH-000541,-0.12978506949899998
ACH-000542,-0.396424232549
ACH-000544,-0.203622126634
ACH-000545,-0.211343824696
ACH-000547,-0.193143833374
ACH-000548,-0.0631360504061
ACH-000549,-0.41269498189900006
ACH-000550,-0.167746967155
ACH-000552,-0.38384176275
ACH-000556,-0.426722824683
ACH-000557,-0.270386728505
ACH-000570,-0.40736969329899997
ACH-000571,-0.39927577582199997
ACH-000573,-0.20108050648899997
ACH-000576,-0.394540177547
ACH-000580,-0.42355253999700004
ACH-000584,-0.312328677819
ACH-000585,-0.242737113946
ACH-000588,-0.34120143355300003
ACH-000589,-0.276045207106
ACH-000591,-0.465353544917
ACH-000593,-0.397068523186
ACH-000600,-0.542287964534
ACH-000601,-0.170120803442
ACH-000604,-0.317499714015
ACH-000605,-0.35039312416699997
ACH-000606,-0.244653917666
ACH-000608,-0.426359167138
ACH-000614,-0.039781194296300004
ACH-000616,-0.418000395397
ACH-000618,-0.20513391208
ACH-000619,-0.158444353422
ACH-000620,-0.174504608756
ACH-000621,-0.15558126837300001
ACH-000622,-0.211067824454
ACH-000623,-0.481206925126
ACH-000624,-0.16516068432800002
ACH-000627,-0.253814567958
ACH-000630,-0.0979290201526
ACH-000632,-0.30118096563499996
ACH-000633,-0.124831325384
ACH-000637,-0.288770664468
ACH-000638,-0.40313423346199995
ACH-000646,-0.25025779122499997
ACH-000647,-0.262259238008
ACH-000648,-0.7023912223540001
ACH-000649,-0.265706289842
ACH-000651,-0.24035673861200002
ACH-000652,-0.378333750619
ACH-000653,-0.348007009337
ACH-000657,-0.228122588702
ACH-000658,-0.14607802738
ACH-000661,-0.433204797358
ACH-000662,0.374835005048
ACH-000663,-0.199875931544
ACH-000665,-0.24355692356
ACH-000671,-0.48206165888499997
ACH-000673,-0.15235236964999999
ACH-000676,-0.200094364958
ACH-000677,-0.319892219514
ACH-000681,-0.209732368285
ACH-000682,-0.35733263629699996
ACH-000683,-0.157057860452
ACH-000684,-0.193037559362
ACH-000688,-0.34806450514799997
ACH-000693,-0.300318913988
ACH-000694,-0.170167698135
ACH-000695,-0.445006932697
ACH-000696,-0.20930062492899998
ACH-000697,-0.267152773973
ACH-000699,-0.19063713398499998
ACH-000701,0.124468730609
ACH-000706,-0.130887071696
ACH-000711,-0.0290710733029
ACH-000713,-0.293102997218
ACH-000714,-0.39200026791599996
ACH-000718,-0.334473262512
ACH-000720,-0.160205914789
ACH-000721,-0.187743459342
ACH-000724,-0.41417630416100004
ACH-000725,-0.18213741599199998
ACH-000732,-0.314572358832
ACH-000734,-0.184781882417
ACH-000735,-0.34389702549900003
ACH-000736,-0.380023354867
ACH-000738,-0.300141670682
ACH-000746,-0.117619177753
ACH-000747,-0.332254066586
ACH-000748,-0.148515718291
ACH-000753,-0.301435303348
ACH-000756,-0.114079470779
ACH-000757,-0.09966714450960001
ACH-000758,-0.104275009518
ACH-000760,-0.130665959641
ACH-000763,-0.275486180616
ACH-000764,-0.38622461407700004
ACH-000765,-0.198614048475
ACH-000766,-0.25541366675
ACH-000767,-0.318558955513
ACH-000768,-0.218995825383
ACH-000769,-0.307118132213
ACH-000770,-0.25733149257800003
ACH-000771,-0.24333568702599997
ACH-000773,-0.398059617282
ACH-000776,-0.181326572498
ACH-000777,-0.13330705298
ACH-000778,-0.07103547910460001
ACH-000781,-0.19106955661
ACH-000782,-0.299241920532
ACH-000783,-0.08713107220239999
ACH-000784,-0.108390841251
ACH-000785,-0.36946485372599996
ACH-000787,-0.17713852579
ACH-000788,-0.227624179544
ACH-000791,-0.370712848028
ACH-000792,-0.263388814527
ACH-000794,-0.339597475643
ACH-000796,-0.281383023162
ACH-000799,-0.334514598955
ACH-000800,-0.42148561057800005
ACH-000802,-0.15513231886700002
ACH-000804,-0.305783659401
ACH-000805,-0.121369770977
ACH-000809,-0.450950541824
ACH-000810,0.23174017155699997
ACH-000811,-0.24223423885099998
ACH-000817,-0.398007285733
ACH-000819,-0.287988057454
ACH-000820,-0.459008816206
ACH-000821,-0.5184085717600001
ACH-000822,-0.0877649697193
ACH-000823,-0.161774482858
ACH-000824,-0.134426175155
ACH-000827,-0.199526701058
ACH-000829,-0.45358828906900006
ACH-000831,-0.421463461968
ACH-000832,-0.0793392598286
ACH-000833,-0.30779087860800003
ACH-000834,-0.270399071792
ACH-000835,-0.24588531921999998
ACH-000836,-0.11707624639599999
ACH-000837,-0.11238812372300001
ACH-000838,-0.48490263031999997
ACH-000839,-0.194683583072
ACH-000840,0.0067680228619499995
ACH-000841,-0.403608380687
ACH-000843,-0.127897022024
ACH-000846,-0.38654665949
ACH-000847,-0.39792989934399997
ACH-000848,-0.245129152742
ACH-000849,-0.108452730908
ACH-000851,-0.343347610727
ACH-000855,-0.443412698952
ACH-000856,-0.42396537982500004
ACH-000858,-0.25576532902
ACH-000859,-0.189930173785
ACH-000861,-0.3160597456
ACH-000862,-0.222877435861
ACH-000865,-0.277291260519
ACH-000866,-0.337017951792
ACH-000867,-0.18932992233100002
ACH-000869,-0.304720775408
ACH-000872,-0.337192296192
ACH-000873,-0.163133922612
ACH-000876,-0.162883515771
ACH-000878,-0.11434407459899999
ACH-000880,-0.195425833259
ACH-000881,-0.34751771776100004
ACH-000882,-0.252036534471
ACH-000884,-0.0749756916629
ACH-000885,-0.27458078581
ACH-000887,-0.179445437141
ACH-000888,-0.168644129319
ACH-000889,-0.207200804302
ACH-000890,-0.491734727928
ACH-000896,-0.251663222591
ACH-000898,-0.147233040271
ACH-000900,-0.261764057951
ACH-000901,-0.320948218517
ACH-000905,-0.215375044127
ACH-000906,-0.342739785824
ACH-000907,-0.09174683112
ACH-000910,-0.19655038930100002
ACH-000911,-0.386179689782
ACH-000912,-0.209301944976
ACH-000913,-0.157576566186
ACH-000915,-0.340675572536
ACH-000916,-0.0576570663172
ACH-000917,-0.36364171702799997
ACH-000921,-0.35492148176700006
ACH-000924,-0.18792226598700001
ACH-000926,-0.498233076139
ACH-000928,0.00107607818195
ACH-000929,-0.6460492163620001
ACH-000932,-0.43084219465499995
ACH-000935,-0.383315481676
ACH-000936,-0.18823647988400002
ACH-000937,-0.120542577591
ACH-000938,0.0258752464569
ACH-000939,-0.08307037229289999
ACH-000941,-0.215308890647
ACH-000943,-0.24215529302900002
ACH-000946,-0.26962540863
ACH-000947,-0.165881654509
ACH-000948,-0.278500229659
ACH-000950,-0.151652591118
ACH-000953,-0.676191169225
ACH-000957,-0.427655260546
ACH-000958,-0.137808459304
ACH-000960,-0.32772786934500003
ACH-000963,-0.685963014685
ACH-000968,-0.0489197564342
ACH-000969,-0.186652524959
ACH-000973,-0.30928652144
ACH-000974,-0.337878774806
ACH-000975,-0.328259357638
ACH-000976,-0.274066315996
ACH-000978,-0.043759801969
ACH-000980,-0.21267075772
ACH-000984,-0.232582690247
ACH-000986,-0.24421730699900002
ACH-000988,-0.305912092646
ACH-000993,-0.33793867242799996
ACH-000994,-0.009003990468709998
ACH-000996,-0.348146831148
ACH-001001,-0.198976896466
ACH-001020,-0.131579693468
ACH-001028,-0.19696658522799998
ACH-001031,0.040870570054
ACH-001038,-0.153446449608
ACH-001048,-0.2812411859
ACH-001050,-0.38444102111
ACH-001053,-0.0219501149247
ACH-001054,-0.230430592716
ACH-001061,-0.254134331591
ACH-001067,-0.287024107925
ACH-001075,-0.44124024194
ACH-001096,-0.258441968426
ACH-001128,-0.142906270866
ACH-001134,-0.40462144151199997
ACH-001151,-0.177079560235
ACH-001163,-0.288032611176
ACH-001164,-0.23608154305999998
ACH-001173,-0.200632175604
ACH-001183,-0.409663149362
ACH-001184,-0.252629972465
ACH-001190,-0.440027081658
ACH-001192,-0.34428130221600006
ACH-001193,-0.337952716171
ACH-001196,-0.38424416161799996
ACH-001197,-0.119253847022
ACH-001205,-0.21302328753400002
ACH-001211,-0.11403048182299999
ACH-001212,-0.0618091545842
ACH-001228,-0.232377319727
ACH-001232,-0.0171054200071
ACH-001239,-0.468342438957
ACH-001274,-0.385682129318
ACH-001275,-0.353849909231
ACH-001277,-0.030804802290300002
ACH-001278,-0.34441497571400004
ACH-001280,-0.460256622246
ACH-001283,-0.325210399965
ACH-001289,-0.381592576254
ACH-001295,-0.25623320104499997
ACH-001300,-0.459791046512
ACH-001301,-0.38234886804799995
ACH-001302,-0.00728632707251
ACH-001303,-0.284895191102
ACH-001306,-0.5118326616100001
ACH-001318,-0.23491409517499998
ACH-001322,-0.316241355864
ACH-001328,-0.396098544873
ACH-001332,-0.41959906366099997
ACH-001333,-0.382610579384
ACH-001336,-0.363801012836
ACH-001340,-0.225169782759
ACH-001346,-0.39788569463600004
ACH-001353,-0.50853961867
ACH-001354,-0.439282803426
ACH-001367,-0.23422012938200001
ACH-001368,-0.18821073184700002
ACH-001374,-0.102379018638
ACH-001375,-0.400858215234
ACH-001377,-0.322641079828
ACH-001380,-0.354818400717
ACH-001391,-0.0431097847896
ACH-001407,-0.185682347371
ACH-001408,-0.23221292347199998
ACH-001413,-0.187311310658
ACH-001430,-0.267121798977
ACH-001431,-0.179233844909
ACH-001450,-0.0059821425714
ACH-001496,-0.197726213386
ACH-001500,-0.451938319767
ACH-001521,-0.24595824996399998
ACH-001523,-0.35806453383500003
ACH-001532,-0.294868368776
ACH-001536,-0.336577728819
ACH-001550,-0.123970924606
ACH-001552,-0.23899679439899998
ACH-001554,-0.120357526534
ACH-001645,-0.361480748532
ACH-001654,-0.18932475794300002
ACH-001715,-0.245653671434
ACH-001735,-0.205256988605
ACH-001736,-0.353519545986
ACH-001737,0.116983502451
ACH-001740,-0.527639620067
ACH-001745,-0.40138214477
ACH-001750,-0.0817764943859
ACH-001765,-0.414812664993
ACH-001956,-0.33671531459200005
ACH-001957,-0.397815125265
