,LRIT1 (26103)
ACH-000004,-0.1206032872
ACH-000007,-0.41253225309600006
ACH-000009,-0.07286244119560001
ACH-000011,-0.24444762806499998
ACH-000012,-0.107686404734
ACH-000013,-0.145123684192
ACH-000014,-0.17749152619199998
ACH-000015,-0.261764324727
ACH-000017,-0.0129403745077
ACH-000018,-0.345232408217
ACH-000019,-0.315146955121
ACH-000021,-0.115698374573
ACH-000022,-0.187410521172
ACH-000025,-0.47740198267399997
ACH-000028,-0.227764403448
ACH-000030,-0.340700764735
ACH-000035,0.000588842464946
ACH-000036,-0.384814444158
ACH-000037,-0.286479257754
ACH-000039,-0.06847450601840001
ACH-000040,-0.232837848316
ACH-000041,-0.172788952062
ACH-000042,-0.16843150803100002
ACH-000045,-0.242729467003
ACH-000047,-0.047343249395500005
ACH-000052,-0.37758816793399996
ACH-000053,-0.141192115075
ACH-000054,-0.246808651693
ACH-000055,-0.029754297758599998
ACH-000060,-0.275368564898
ACH-000067,-0.13603439153799998
ACH-000070,-0.43051835564999996
ACH-000075,-0.256082594604
ACH-000078,-0.0443981938083
ACH-000082,-0.19816061264499998
ACH-000085,-0.311001492773
ACH-000086,-0.159917427867
ACH-000087,-0.289933169765
ACH-000092,-0.0491826143892
ACH-000095,-0.210423100029
ACH-000097,-0.0873158108124
ACH-000098,-0.172813496867
ACH-000099,-0.10064937431
ACH-000108,-0.157774613695
ACH-000113,-0.162593896626
ACH-000115,-0.374542027992
ACH-000116,-0.306832520534
ACH-000118,-0.12707259594
ACH-000120,-0.0269833238721
ACH-000123,-0.264192209784
ACH-000127,-0.048915151252300004
ACH-000128,-0.158054184948
ACH-000132,-0.21159733840199998
ACH-000133,-0.20994012767099998
ACH-000137,-0.17908122583299999
ACH-000138,-0.0682221241081
ACH-000142,-0.09368839516510001
ACH-000143,-0.362822048369
ACH-000146,-0.015691479834200002
ACH-000148,-0.06169299834980001
ACH-000150,-0.079712208822
ACH-000152,-0.21461869584600002
ACH-000153,-0.245675280416
ACH-000159,-0.22546732435400002
ACH-000160,-0.236867060703
ACH-000163,-0.0386956903055
ACH-000167,-0.288971799043
ACH-000168,-0.20813943484
ACH-000169,-0.256863479897
ACH-000178,-0.05477011647530001
ACH-000182,-0.12996008793299998
ACH-000183,-0.145485003532
ACH-000188,-0.122754575884
ACH-000189,0.08031219089439999
ACH-000190,-0.0402394571848
ACH-000198,-0.0364362814632
ACH-000204,-0.0957538460015
ACH-000206,-0.212869237919
ACH-000207,-0.310833566871
ACH-000211,-0.22818454811299999
ACH-000215,-0.190562268081
ACH-000221,-0.0826481423751
ACH-000222,-0.11484544808700001
ACH-000223,-0.214040379458
ACH-000226,-0.191714409635
ACH-000227,0.085246619357
ACH-000228,-0.331653575786
ACH-000231,-0.172452159053
ACH-000232,-0.0646246523531
