,AANAT (15)
ACH-000861,-0.034680664246699994
ACH-000862,-0.213217800671
ACH-000865,-0.193100887731
ACH-000866,-0.156615055254
ACH-000867,-0.191640148041
ACH-000869,-0.155954415088
ACH-000872,-0.217745932931
ACH-000873,-0.33698757997100004
ACH-000876,-0.0157593410864
ACH-000878,0.0236596142286
ACH-000880,-0.35413601583400006
ACH-000881,-0.424699559868
ACH-000882,-0.18770575133099998
ACH-000884,-0.21683668260699998
ACH-000885,-0.202971080777
ACH-000887,-0.252607084745
ACH-000888,-0.276617163326
ACH-000889,-0.0274476047958
ACH-000890,-0.161381056011
ACH-000896,-0.030842813174999997
ACH-000898,-0.0641304515041
ACH-000900,-0.100971026188
ACH-000901,-0.17722287540399997
ACH-000905,-0.347252838044
ACH-000906,-0.0258103985185
ACH-000907,-0.415117108231
ACH-000910,-0.256490793784
ACH-000911,-0.175571568661
ACH-000912,-0.227534289502
ACH-000913,-0.321677435165
ACH-000915,-0.06096159118319999
ACH-000916,-0.608519401651
ACH-000917,-0.115440593994
ACH-000921,-0.24404784387400003
ACH-000924,-0.332810057872
ACH-000926,-0.230611296586
ACH-000928,-0.224270764314
ACH-000929,-0.288712174371
ACH-000932,-0.294380130042
ACH-000935,-0.0639852565613
ACH-000936,-0.10803025023900001
ACH-000937,-0.148713938242
ACH-000938,-0.0338273924011
ACH-000939,-0.217348020518
ACH-000941,-0.114959175887
ACH-000943,-0.0785976590847
ACH-000946,-0.133246607068
ACH-000947,-0.09456593870439998
ACH-000948,-0.213160566502
ACH-000950,-0.212280289303
ACH-000953,-0.219600936603
ACH-000957,-0.215373150196
ACH-000958,-0.13104544260700002
ACH-000960,-0.11848666342700001
ACH-000963,-0.228662497114
ACH-000968,-0.200409769003
ACH-000969,-0.0722459963319
ACH-000973,-0.17545969695
ACH-000974,-0.10398291854
ACH-000975,-0.175090056193
ACH-000976,-0.21236835105000001
ACH-000978,-0.159648996894
ACH-000980,-0.0300804480713
ACH-000984,0.0347223106164
ACH-000986,-0.243584346537
ACH-000988,-0.195100856485
ACH-000993,-0.36317028104500004
ACH-000994,-0.116691375827
ACH-000996,-0.16920561370099998
ACH-001001,-0.29625563288199996
ACH-001020,-0.382659099993
ACH-001028,-0.0488589201502
ACH-001031,-0.042558684717899996
ACH-001038,-0.150725232753
ACH-001048,-0.188862413294
ACH-001050,-0.536021933932
ACH-001053,-0.310924787022
ACH-001054,-0.360001814235
ACH-001061,-0.0878369058
ACH-001067,-0.340787576937
ACH-001075,-0.136174145319
ACH-001096,-0.133569768652
ACH-001128,-0.190763876168
ACH-001134,-0.298757844606
ACH-001151,-0.248318497267
ACH-001163,-0.281160898505
ACH-001164,-0.100573616775
ACH-001173,-0.23975703339600002
ACH-001183,-0.143426325705
ACH-001184,-0.335465474195
ACH-001190,-0.0643854404305
ACH-001192,-0.24969387457699999
ACH-001193,-0.404923239586
ACH-001196,-0.22952510604499998
ACH-001197,-0.19785555774900002
ACH-001205,-0.05349207525000001
ACH-001211,-0.25469408434999996
ACH-001212,-0.37306814126000004
ACH-001228,0.0419526307582
ACH-001232,-0.28392956263700003
ACH-001239,-0.250711640344
ACH-001274,-0.150157157009
ACH-001275,0.036770285593599995
ACH-001277,-0.165423125189
ACH-001278,-0.00672630802496
ACH-001280,-0.190634478912
ACH-001283,-0.27790971476799997
ACH-001289,-0.18597362564599998
ACH-001295,-0.24646374435600002
ACH-001300,-0.326175020973
ACH-001301,-0.307134611747
ACH-001302,-0.546160083208
ACH-001303,-0.5125107946249999
ACH-001306,-0.054305836008800006
ACH-001318,-0.21044025597600002
ACH-001322,-0.280026208412
ACH-001328,-0.22164454273899997
ACH-001332,-0.15452120486600002
ACH-001333,-0.14299202805
ACH-001336,-0.146502582816
ACH-001340,-0.18869868274300003
ACH-001346,-0.21988692933600001
ACH-001353,-0.343328188024
ACH-001354,-0.128220669388
ACH-001367,-0.26618512502700004
ACH-001368,-0.130666500454
ACH-001374,-0.161620456156
ACH-001375,-0.154093293609
ACH-001377,-0.293179723981
ACH-001380,-0.281052555441
ACH-001391,0.049778208318800005
ACH-001407,-0.133017312176
ACH-001408,-0.151119763671
ACH-001413,-0.334793232019
ACH-001430,-0.145178826476
ACH-001431,-0.193764314835
ACH-001450,-0.0633731314871
ACH-001496,-0.033177052021
ACH-001500,-0.381966945739
ACH-001521,-0.197652378474
ACH-001523,-0.06290086818099999
ACH-001532,-0.281119662638
ACH-001536,-0.0829860445759
ACH-001550,-0.0913475069445
ACH-001552,-0.271170350623
ACH-001554,-0.19977575207400003
ACH-001645,-0.45243359467200006
ACH-001654,-0.249803434227
ACH-001715,-0.29651101777
ACH-001735,-0.197379794368
ACH-001736,-0.183920467901
ACH-001737,-0.056492114832499996
ACH-001740,-0.111475950012
ACH-001745,-0.12516344839500002
ACH-001750,-0.268011722278
ACH-001765,-0.194937293045
ACH-001956,-0.291824812301
ACH-001957,-0.181241479151
