,KPNA7 (402569)
ACH-000004,-0.340737058306
ACH-000007,-0.0982616115216
ACH-000009,-0.105923818
ACH-000011,-0.37945966612
ACH-000012,-0.247689562972
ACH-000013,0.0230757552068
ACH-000014,-0.43923710979900005
ACH-000015,-0.225797741878
ACH-000017,-0.126049506636
ACH-000018,0.0594653070899
ACH-000019,-0.17785573244000003
ACH-000021,-0.461894048408
ACH-000022,-0.173300588118
ACH-000025,-0.127350242026
ACH-000028,-0.225424389264
ACH-000030,-0.082241361708
ACH-000035,-0.210361430798
ACH-000036,-0.218562475714
ACH-000037,-0.0485410975422
ACH-000039,-0.245172725008
ACH-000040,-0.0676098148788
ACH-000041,-0.187943314268
ACH-000042,-0.199213967393
ACH-000045,-0.125476052496
ACH-000047,-0.218979470192
ACH-000052,-0.100932692023
ACH-000053,-0.221220940035
ACH-000054,-0.163453807466
ACH-000055,-0.0372701420059
ACH-000060,-0.19286611923799998
ACH-000067,0.09157313291239999
ACH-000070,-0.0337444724153
ACH-000075,-0.263996462976
ACH-000078,-0.189801502461
ACH-000082,-0.20186847664700003
ACH-000085,-0.165098017987
ACH-000086,0.103205294611
ACH-000087,-0.0504711326062
ACH-000092,-0.0413538045085
ACH-000095,-0.050674043162699994
ACH-000097,-0.152908093006
ACH-000098,-0.19907654802299998
ACH-000099,-0.14158669890699999
ACH-000108,-0.244522586724
ACH-000113,-0.153082837876
ACH-000115,-0.289209112781
ACH-000116,-0.20456179718400003
ACH-000118,-0.257411032223
ACH-000120,-0.151527654189
ACH-000123,-0.042925725909000005
ACH-000127,-0.167754849018
ACH-000128,-0.115580450436
ACH-000132,-0.286635078291
ACH-000133,-0.0985162077775
ACH-000137,0.147670408306
ACH-000138,0.030805747557599995
ACH-000142,-0.13994211182
ACH-000143,-0.197111805647
ACH-000146,-0.16897866476
ACH-000148,-0.263995428338
ACH-000150,-0.0371723847262
ACH-000152,-0.023285508215099997
ACH-000153,0.311402653684
ACH-000159,-0.14917095450099999
ACH-000160,-0.239740611746
ACH-000163,-0.137128979982
ACH-000167,-0.278805922347
ACH-000168,-0.118308451854
ACH-000169,-0.221420428955
ACH-000178,-0.149232320556
ACH-000182,-0.108053573048
ACH-000183,-0.154419672203
ACH-000188,-0.11881344564400001
ACH-000189,-0.229083999835
ACH-000190,-0.179218936903
ACH-000198,-0.202492174634
ACH-000204,0.130281677297
ACH-000206,-0.0369396352772
ACH-000207,-0.28793832185400003
ACH-000211,-0.24348556936500002
ACH-000215,-0.10987234759299999
ACH-000221,-0.25304350868299996
ACH-000222,-0.914290580697
ACH-000223,-0.289668105237
ACH-000226,-0.0467918061552
ACH-000227,-0.0995102823209
ACH-000228,-0.10809874898800001
ACH-000231,-0.14991223089199998
ACH-000232,-0.341061134619
ACH-000233,-0.20722366325999997
ACH-000234,-0.22944406255600003
ACH-000235,-0.134247023779
ACH-000237,-0.16653022945
ACH-000238,-0.296228516361
ACH-000243,-0.185587344717
ACH-000244,-0.302817339016
ACH-000246,-0.212344928126
ACH-000248,-0.0214135643231
ACH-000250,-0.22985057596900002
ACH-000251,-0.223258705486
ACH-000253,-0.255402271101
ACH-000255,-0.09966507063039999
ACH-000256,-0.165582334776
