,CCT8L2 (150160)
ACH-000004,-0.122102205725
ACH-000007,0.0316580965522
ACH-000009,0.06671007708740001
ACH-000011,-0.06653284818699999
ACH-000012,-0.0163263468504
ACH-000013,0.05464021124269999
ACH-000014,-0.120508135834
ACH-000015,-0.124051933884
ACH-000017,0.0105416323918
ACH-000018,0.26654960401
ACH-000019,0.146679748596
ACH-000021,0.0148528093622
ACH-000022,-0.0879130286589
ACH-000025,-0.00827314358475
ACH-000028,0.0309030638552
ACH-000030,-0.038565917875900003
ACH-000035,-0.014116242477799999
ACH-000036,0.045614068345
ACH-000037,-0.0411587109244
ACH-000039,0.008375782971859999
ACH-000040,0.0128352698803
ACH-000041,0.03778384556080001
ACH-000042,-0.277302795441
ACH-000045,-0.06969863034660001
ACH-000047,0.0306563653499
ACH-000052,-0.053461555338399996
ACH-000053,-0.0024437661147399996
ACH-000054,0.105389433425
ACH-000055,-0.00473356374708
ACH-000060,-0.340437786778
ACH-000067,-0.042714318955
ACH-000070,-0.014107692628299999
ACH-000075,-0.08482153622829999
ACH-000078,0.0900799743554
ACH-000082,0.0460718411805
ACH-000085,0.19909465157900003
ACH-000086,0.167150292775
ACH-000087,-0.0346035636519
ACH-000092,-0.15380452031
ACH-000095,0.00274132884178
ACH-000097,0.0351802659183
ACH-000098,-0.131319690984
ACH-000099,0.0619004346585
ACH-000108,-0.00923804039278
ACH-000113,0.155426231278
ACH-000115,0.207460315583
ACH-000116,-0.142176965186
ACH-000118,0.0408770422755
ACH-000120,0.114709319725
ACH-000123,-0.0549928163471
ACH-000127,4.73225259274e-05
ACH-000128,0.0729641218553
ACH-000132,-0.0274991896995
ACH-000133,0.00516312452138
ACH-000137,0.263012490764
ACH-000138,0.17294569218699998
ACH-000142,-0.0181691508304
ACH-000143,-0.00771159569344
ACH-000146,0.0724053417507
ACH-000148,0.116346720261
ACH-000150,0.0800877039447
ACH-000152,0.0863744614498
ACH-000153,0.0496778675619
ACH-000159,0.0416847038317
ACH-000160,0.18591011741
ACH-000163,0.114756587624
ACH-000167,-0.23819852643300002
ACH-000168,0.00175023531988
ACH-000169,-0.00745355214951
ACH-000178,0.0280530603688
ACH-000182,0.0762106443397
ACH-000183,0.05408716844769999
ACH-000188,0.013353537348499998
ACH-000189,-0.153227888211
ACH-000190,-0.07956425025160001
ACH-000198,0.206519480528
ACH-000204,-0.0248186974409
ACH-000206,0.153879392197
ACH-000207,0.218300270408
ACH-000211,0.289730660706
ACH-000215,0.09595159470079999
ACH-000221,0.026270279999700004
ACH-000222,0.155276980128
ACH-000223,-0.00516154288744
ACH-000226,-0.17308091273499998
ACH-000227,0.09199059298350001
ACH-000228,0.103885923772
ACH-000231,0.147653519673
ACH-000232,0.0495761042856
ACH-000233,0.22886478664299997
ACH-000234,0.0913787533099
ACH-000235,0.0867676545803
ACH-000237,-0.0122351527816
ACH-000238,0.22817786794300002
ACH-000243,-0.030095934761700003
ACH-000244,-0.0366101273915
ACH-000246,0.14481727796
ACH-000248,0.09290435122139999
ACH-000250,0.0307780180495
ACH-000251,-0.072688681961
ACH-000253,0.0400382581701
ACH-000255,-0.106406117354
ACH-000256,0.0767962541012
ACH-000257,0.11098179215199999
ACH-000258,0.028653093388400004
ACH-000259,0.127708510142
ACH-000260,0.061753837403
ACH-000261,0.0878328877188
ACH-000262,-0.0500839144829
ACH-000263,-0.17715318718400003
ACH-000264,0.0151492295301
ACH-000265,0.152072275545
ACH-000266,0.0637775507359
ACH-000272,0.0794197178788
ACH-000273,0.129752279221
ACH-000274,0.0562884859682
ACH-000277,-0.0559875077296
ACH-000278,-0.010313101870700002
ACH-000279,-0.0549890402994
ACH-000280,0.046431844774
ACH-000281,0.11507033090999998
ACH-000288,0.109236299421
ACH-000291,-0.127148980799
ACH-000293,0.228328833024
ACH-000294,0.0819013456834
ACH-000295,0.155237782375
ACH-000296,-0.0241270912302
ACH-000302,-0.0642573046062
ACH-000304,0.04099343014
ACH-000307,-0.092785687869
ACH-000308,0.119713160098
ACH-000310,0.09076336436069998
ACH-000311,0.051364074529400006
ACH-000312,0.0312712547263
ACH-000315,-0.15192119660999998
ACH-000316,-0.0013307061186800001
ACH-000317,0.098801481232
ACH-000318,0.17929970997900002
ACH-000319,0.0683404193216
ACH-000320,0.228761680377
ACH-000322,-0.37576297629600003
ACH-000323,0.0400680762789
ACH-000324,0.0794614756799
ACH-000329,0.0661365591614
ACH-000330,0.0628640203186
ACH-000331,0.054440566813199996
ACH-000332,0.029306475375900004
ACH-000334,0.27756109266
ACH-000335,-0.0840275097194
ACH-000336,-0.0745104991277
ACH-000337,-0.305479512372
ACH-000339,0.010144808262100001
ACH-000341,0.0148971017203
ACH-000348,-0.0298822370077
ACH-000350,-0.0300419193803
ACH-000352,0.0239944096575
ACH-000356,-0.0348557881404
ACH-000361,0.029780148877900002
ACH-000362,0.0472810710836
ACH-000363,0.0414780452109
ACH-000364,0.0267445534185
ACH-000365,0.04430382132519999
ACH-000366,0.122507305536
ACH-000368,-0.08737788750710002
ACH-000374,0.186537496811
ACH-000375,-0.0757562193323
ACH-000376,-0.061676695574900006
ACH-000381,-0.017334940001000002
ACH-000383,0.03220456627
ACH-000387,-0.07784468369269999
ACH-000389,0.12075636165300001
ACH-000390,-0.033245734012000004
ACH-000393,0.0736954661621
ACH-000395,0.362099997402
ACH-000397,-0.22773433944600002
ACH-000401,-0.164730791019
ACH-000402,0.011932101616799999
ACH-000403,0.139174416784
ACH-000404,0.0168835284956
ACH-000406,-0.0441051059531
ACH-000407,0.0033686168619
ACH-000408,-0.143484928516
ACH-000410,-0.121616397558
ACH-000411,0.0669839005359
ACH-000414,0.15651205262499998
ACH-000415,0.0986523714617
ACH-000416,0.054501333790100005
ACH-000420,-0.133956196413
ACH-000421,-0.0630859010432
ACH-000424,0.5620485814639999
ACH-000425,-0.134376910518
ACH-000426,0.209160085495
ACH-000427,0.205694707666
ACH-000433,0.0340094747755
ACH-000436,0.0642690399041
ACH-000444,-0.0778310723114
ACH-000445,-0.0175876982942
ACH-000448,-0.0841177678327
ACH-000450,-0.036413188810000004
ACH-000452,0.101496221624
ACH-000454,0.0130941779858
ACH-000458,-0.285796121439
ACH-000459,-0.518349443898
ACH-000460,0.0855387167695
ACH-000461,-0.317598860316
ACH-000463,-0.10030727730799999
ACH-000464,0.0717655534335
ACH-000466,0.07533440369239999
ACH-000467,0.126787573878
ACH-000468,-0.0329820120231
ACH-000469,-0.0114253515368
ACH-000470,0.06656787141409999
ACH-000471,-0.1810483769
ACH-000472,0.0624322336881
ACH-000473,-0.026497113640099997
ACH-000475,-0.064003855974
ACH-000476,0.21593638233800003
ACH-000477,-0.046879871744999996
ACH-000480,-0.0626296923461
ACH-000481,0.0901088058513
ACH-000483,-0.0402035485767
ACH-000484,0.186524474116
ACH-000485,0.188777742304
ACH-000486,0.0575963840056
ACH-000487,0.043274881228599994
ACH-000488,0.156504949552
ACH-000490,0.13669515201
ACH-000491,0.0780504785342
ACH-000495,-0.00626928976422
