,RRH (10692)
ACH-000004,0.22096417122200002
ACH-000007,0.165668705891
ACH-000009,0.0808761215205
ACH-000011,0.194926979057
ACH-000012,0.151833185629
ACH-000013,0.19226788679200002
ACH-000014,0.0824086069587
ACH-000015,0.14125441636299998
ACH-000017,0.246946297271
ACH-000018,0.257749921239
ACH-000019,0.0303444746655
ACH-000021,0.117273313262
ACH-000022,0.157609225882
ACH-000025,0.14690102555
ACH-000028,0.128703582022
ACH-000030,0.17943181610800002
ACH-000035,0.108286915966
ACH-000036,0.0897691721515
ACH-000037,0.18600429834100002
ACH-000039,0.177255280837
ACH-000040,0.261032513414
ACH-000041,-0.023076063823599998
ACH-000042,0.21792963346500002
ACH-000045,0.313634275149
ACH-000047,0.1415289484
ACH-000052,-0.0200424445394
ACH-000053,0.18519217612999997
ACH-000054,0.141930413356
ACH-000055,0.265271302895
ACH-000060,0.09696837359439998
ACH-000067,0.0347233167892
ACH-000070,-0.0366727311114
ACH-000075,0.00231113708868
ACH-000078,0.281578339967
ACH-000082,0.245155003059
ACH-000085,0.0794711037993
ACH-000086,0.25696268883699996
ACH-000087,0.153017128039
ACH-000092,0.004801675471060001
ACH-000095,0.174098173532
ACH-000097,0.160811143511
ACH-000098,0.120651492162
ACH-000099,0.0723327850461
ACH-000108,0.22081690465
ACH-000113,0.0804206502029
ACH-000115,0.28002984625599997
ACH-000116,0.180868024379
ACH-000118,0.22005143405699998
ACH-000120,0.08650223810730001
ACH-000123,0.0534668310322
ACH-000127,0.11851889847000001
ACH-000128,0.282999317402
ACH-000132,0.178266312192
ACH-000133,0.16493072446499998
ACH-000137,0.131896617808
ACH-000138,0.245176523537
ACH-000142,0.223090439888
ACH-000143,0.1695934791
ACH-000146,0.07337379577139999
ACH-000148,0.150320246109
ACH-000150,0.117458425353
ACH-000152,0.224412854032
ACH-000153,0.38698009098200004
ACH-000159,0.153282937964
ACH-000160,0.151715737471
ACH-000163,0.196135997427
ACH-000167,0.302975362849
ACH-000168,0.0420207562958
ACH-000169,0.0882787225904
ACH-000178,0.18706108869000002
ACH-000182,0.232505530516
ACH-000183,0.253653319054
ACH-000188,0.177947424242
ACH-000189,0.133968651892
ACH-000190,0.24183505315099998
ACH-000198,0.086223249598
ACH-000204,0.056450420748199996
ACH-000206,0.21444288665600003
ACH-000207,0.128634777222
ACH-000211,0.0994372860621
ACH-000215,0.135622078473
ACH-000221,0.0684030803873
ACH-000222,0.192736037527
ACH-000223,0.029033054081200004
ACH-000226,0.17821567932399998
ACH-000227,-0.0929014806729
ACH-000228,0.20283665899999997
ACH-000231,0.08770270830520001
ACH-000232,0.127505147771
ACH-000233,0.10862749746400001
ACH-000234,0.176315197091
ACH-000235,0.197701919292
ACH-000237,0.28362546454599996
ACH-000238,0.26598651232
ACH-000243,0.10707173167199999
ACH-000244,-0.00253155835744
ACH-000246,0.164654470666
ACH-000248,0.368103529786
ACH-000250,0.150131171119
ACH-000251,0.158907089531
ACH-000253,0.158285436662
ACH-000255,0.14171976867799999
ACH-000256,0.175195532258
ACH-000257,0.0148938911332
ACH-000258,0.114960855484
ACH-000259,0.119730987136
ACH-000260,0.211078727267
ACH-000261,0.128330649441
ACH-000262,-0.163943306887
ACH-000263,0.391279483793
ACH-000264,0.022041178241300002
ACH-000265,0.121415217864
ACH-000266,0.215463175701
ACH-000272,0.218735644153
ACH-000273,0.151156103596
ACH-000274,0.228759334218
ACH-000277,0.240249968103
ACH-000278,0.14077274535
ACH-000279,0.09412623056849999
ACH-000280,0.25980551642599997
ACH-000281,0.08517408346210001
ACH-000288,0.102229401121
ACH-000291,0.15480361451400002
ACH-000293,0.0926840260385
ACH-000294,0.216999539423
ACH-000295,0.132005546961
ACH-000296,0.1322578103
ACH-000302,0.0037141113742399996
ACH-000304,-0.0437019503467
ACH-000307,0.123759907073
ACH-000308,0.118483385527
ACH-000310,0.030149105379400003
ACH-000311,0.180176213866
ACH-000312,0.278016882897
ACH-000315,0.261538314961
ACH-000316,0.114601750335
ACH-000317,0.12448027654
ACH-000318,0.0159076729933
ACH-000319,-0.00172489367816
ACH-000320,0.263677316419
ACH-000322,-0.00156284181539
ACH-000323,0.12815511835100002
ACH-000324,0.088275301102
ACH-000329,-0.010703246588
ACH-000330,0.10621584882400001
ACH-000331,0.268751266538
ACH-000332,0.198128235627
ACH-000334,0.446795980166
ACH-000335,0.144723026473
ACH-000336,-0.130292456438
ACH-000337,0.146422597939
ACH-000339,0.163758551335
ACH-000341,0.374015187598
ACH-000348,0.131038529401
ACH-000350,0.118648484202
ACH-000352,0.23327353964000003
ACH-000356,0.0607976178418
ACH-000361,0.260447981073
ACH-000362,0.271069420585
ACH-000363,0.156185987745
ACH-000364,0.135364444781
ACH-000365,0.152143270015
ACH-000366,0.082263904661
ACH-000368,0.20276577920000002
ACH-000374,0.08554621377310001
ACH-000375,0.09069104887489998
ACH-000376,0.13968790405099998
ACH-000381,0.164062936151
ACH-000383,0.11312460243599999
ACH-000387,0.135843485273
ACH-000389,0.274455168208
ACH-000390,0.0570309827596
ACH-000393,0.242329531801
ACH-000395,0.240361216614
ACH-000397,0.16840333241099997
ACH-000401,0.237432771732
ACH-000402,0.378054600835
ACH-000403,0.0582201801814
ACH-000404,0.386562304366
ACH-000406,0.17331617126499999
ACH-000407,0.0876576054328
ACH-000408,0.159083781167
ACH-000410,0.15034124289999998
ACH-000411,0.275379655814
ACH-000414,0.180384412249
