,RPLP0 (6175)
ACH-000004,-1.64055446185
ACH-000007,-1.4622908293599999
ACH-000009,-1.6024795400999998
ACH-000011,-1.69974861898
ACH-000012,-1.4778534193200001
ACH-000013,-1.55556330209
ACH-000014,-1.4173429111000002
ACH-000015,-1.4231430732299999
ACH-000017,-1.4481756774599999
ACH-000018,-1.22282090404
ACH-000019,-1.3490430779499998
ACH-000021,-1.57284530969
ACH-000022,-1.51871931094
ACH-000025,-1.49429698042
ACH-000028,-1.34400494681
ACH-000030,-1.59710615834
ACH-000035,-1.3758687168200001
ACH-000036,-1.2741237425399998
ACH-000037,-1.98614667322
ACH-000039,-1.37619049787
ACH-000040,-1.4210494661200002
ACH-000041,-1.40965626632
ACH-000042,-1.6254440858
ACH-000045,-1.7860423788900004
ACH-000047,-1.36536340245
ACH-000052,-1.29950470293
ACH-000053,-1.45543952791
ACH-000054,-1.4652665659900002
ACH-000055,-1.4847833561200001
ACH-000060,-1.14967033567
ACH-000067,-1.35047982543
ACH-000070,-1.45956474429
ACH-000075,-1.12438339836
ACH-000078,-1.47175834908
ACH-000082,-1.8522187429299999
ACH-000085,-1.27574765979
ACH-000086,-1.1031843107400001
ACH-000087,-1.49219767834
ACH-000092,-1.36373019213
ACH-000095,-1.6166776434299999
ACH-000097,-1.5755562329100001
ACH-000098,-1.49031571416
ACH-000099,-1.7064265449200002
ACH-000108,-1.3359401792799999
ACH-000113,-1.84390258583
ACH-000115,-1.8426182364400003
ACH-000116,-1.4318986972
ACH-000118,-1.52622144229
ACH-000120,-1.37658738003
ACH-000123,-1.5704198238299998
ACH-000127,-1.43112171039
ACH-000128,-1.45185854178
ACH-000132,-1.48321505649
ACH-000133,-1.3527019794100001
ACH-000137,-1.32100035653
ACH-000138,-1.43918643331
ACH-000142,-1.58355656717
ACH-000143,-1.4055285448800001
ACH-000146,-1.8379326592099998
ACH-000148,-1.7766217851
ACH-000150,-1.5034816411
ACH-000152,-1.13627484518
ACH-000153,-1.2186174738700002
ACH-000159,-1.5993269786000002
ACH-000160,-1.55483904619
ACH-000163,-1.3296802528899998
ACH-000167,0.35961904515299997
ACH-000168,-1.6023062716
ACH-000169,-1.24634815102
ACH-000178,-1.54838930427
ACH-000182,-1.2573113419700002
ACH-000183,-1.4994640341699998
ACH-000188,-1.50153162535
ACH-000189,-1.2436704837299999
ACH-000190,-1.0697265084899998
ACH-000198,-1.7234000164900003
ACH-000204,-1.26845591814
ACH-000206,-1.57221964309
ACH-000207,-1.37731956689
ACH-000211,-1.5765775431
ACH-000215,-1.47381962558
ACH-000221,-1.7136410530200001
ACH-000222,-1.4718744082799997
ACH-000223,-1.49386617132
ACH-000226,-1.52301375163
ACH-000227,-2.1788711949599997
ACH-000228,-1.12780321523
ACH-000231,-1.43973020726
ACH-000232,-1.59275047526
ACH-000233,-1.57743081009
ACH-000234,-1.4281992531299998
ACH-000235,-1.46894979817
ACH-000237,-1.51149319572
ACH-000238,-1.5110131699899998
ACH-000243,-1.46044669213
ACH-000244,-1.2860922695399999
ACH-000246,-1.40319530084
ACH-000248,-1.70916425288
ACH-000250,-1.3112838313200001
ACH-000251,-2.0107411443900003
ACH-000253,-1.7722490382
ACH-000255,-1.44386646623
ACH-000256,-1.0232690613
ACH-000257,-1.35957752789
ACH-000258,-1.43148056611
ACH-000259,-1.59364555595
ACH-000260,-1.3749917325299998
ACH-000261,-1.3584555197200001
ACH-000262,-1.48083153102
ACH-000263,-1.5142585253299998
ACH-000264,-1.46354598504
ACH-000265,-1.5145974226299999
ACH-000266,-1.47572240049
ACH-000272,-1.46731164829
ACH-000273,-1.35046830483
ACH-000274,-1.6779672761500002
ACH-000277,-1.64288740062
ACH-000278,-1.8331657607099998
ACH-000279,-1.32168726186
ACH-000280,-1.2258640077
ACH-000281,-1.5100293199300001
ACH-000288,-1.56007794634
ACH-000291,-1.66499177514
ACH-000293,-1.2693820176200001
ACH-000294,-1.7681456174799999
ACH-000295,-1.4827054661399999
ACH-000296,-1.2205512318
ACH-000302,-1.5608575483200002
ACH-000304,-2.04819979532
ACH-000307,-1.25775494469
ACH-000308,-1.64038645179
ACH-000310,-1.76296720574
ACH-000311,-1.8202883869599997
ACH-000312,-1.5084979658700002
ACH-000315,-1.4955588801299997
ACH-000316,-1.22726042929
ACH-000317,-1.0471045916500001
ACH-000318,-1.5142186326700002
ACH-000319,-1.3766264906
ACH-000320,-1.4474233099399998
ACH-000322,-1.39576220429
ACH-000323,-1.4460406935699999
ACH-000324,-1.5143557883
ACH-000329,-1.54131400739
ACH-000330,-1.08921590466
ACH-000331,-1.25192267732
ACH-000332,-1.55783351504
ACH-000334,-1.84756274504
ACH-000335,-1.59825215859
ACH-000336,-1.7041572600200001
ACH-000337,-1.29908854938
ACH-000339,-1.58457074643
ACH-000341,-1.6959203942399999
ACH-000348,-1.62624616836
ACH-000350,-1.8444037475
ACH-000352,-1.48934623351
ACH-000356,-1.26079966206
ACH-000361,-1.20720661448
ACH-000362,-1.77647804507
ACH-000363,-1.49083058049
ACH-000364,-1.47153692408
ACH-000365,-1.7459858510900004
ACH-000366,-1.48381919093
ACH-000368,-1.50352084993
ACH-000374,-1.41555603075
ACH-000375,-1.62607585235
ACH-000376,-1.29636256234
ACH-000381,-1.41093761
ACH-000383,-1.7938104556
ACH-000387,-1.6013651712799999
ACH-000389,-1.28344095327
ACH-000390,-1.4883771388999998
ACH-000393,-1.40118650679
ACH-000395,-1.50144796339
ACH-000397,-1.4713696435499999
ACH-000401,-1.6213063454799999
ACH-000402,-1.8444005630000002
