,NDUFC1 (4717)
ACH-000004,-0.146173447426
ACH-000007,-0.528656065111
ACH-000009,-0.11839269424799999
ACH-000011,0.138799668431
ACH-000012,-0.317206029711
ACH-000013,-0.18241063183800002
ACH-000014,-0.326887456016
ACH-000015,-0.340875382139
ACH-000017,-0.106430669625
ACH-000018,-0.131459861385
ACH-000019,-0.6390468107199999
ACH-000021,-0.26573729620000003
ACH-000022,-0.042812357784400006
ACH-000025,-0.398593326004
ACH-000028,-0.5427362506319999
ACH-000030,-0.155326456731
ACH-000035,-0.25795160603
ACH-000036,0.12564559453500002
ACH-000037,-0.44580201916400003
ACH-000039,-0.134245426971
ACH-000040,-0.105443657799
ACH-000041,-0.14112411109099998
ACH-000042,-0.07856727799810001
ACH-000045,-0.656108209397
ACH-000047,-0.6541406096360001
ACH-000052,-0.179935166589
ACH-000053,-0.14177453508500001
ACH-000054,-0.781614937093
ACH-000055,0.0740480897134
ACH-000060,-0.459007738071
ACH-000067,-0.178911331135
ACH-000070,-0.358192554456
ACH-000075,-0.123255584602
ACH-000078,-0.496322252738
ACH-000082,-0.267534950786
ACH-000085,0.0171598186365
ACH-000086,-0.298230440504
ACH-000087,-0.451624968276
ACH-000092,-0.288416918195
ACH-000095,-0.073470369205
ACH-000097,-0.171949432536
ACH-000098,-0.252553473862
ACH-000099,-0.37708273029600003
ACH-000108,-0.04490109402340001
ACH-000113,-0.438699769894
ACH-000115,0.0816841552096
ACH-000116,-0.36217355943400004
ACH-000118,-0.5824996941839999
ACH-000120,-0.37559432170100004
ACH-000123,-0.35678340669299996
ACH-000127,-0.498002446482
ACH-000128,-0.417337237297
ACH-000132,-0.272407535481
ACH-000133,-0.181245927293
ACH-000137,-0.236039611099
ACH-000138,-0.44204640154700003
ACH-000142,-0.10571013521
ACH-000143,-0.37271673186
ACH-000146,-0.0806956366181
ACH-000148,-0.204167321664
ACH-000150,-0.247836317915
ACH-000152,-0.175613326769
ACH-000153,-0.557665634599
ACH-000159,-0.403465585319
ACH-000160,-0.6389394010399999
ACH-000163,-0.08623949989319998
ACH-000167,-0.275339866946
ACH-000168,0.18751519815900003
ACH-000169,-0.351801545503
ACH-000178,-0.0920315129472
ACH-000182,-0.648336007929
ACH-000183,-0.23610681551600002
ACH-000188,-0.017475164230400003
ACH-000189,0.06252586420530001
ACH-000190,-0.40547520233400003
ACH-000198,-0.478295074922
ACH-000204,-0.246354877897
ACH-000206,0.166723818601
ACH-000207,-0.183469850344
ACH-000211,-0.365619876275
ACH-000215,-0.250026585977
ACH-000221,-0.509147579005
ACH-000222,-0.166673492317
ACH-000223,-0.32433417686
ACH-000226,0.0010005136381900002
ACH-000227,-0.463272666711
ACH-000228,-0.144032829615
ACH-000231,-0.10324001220000001
ACH-000232,-0.0450488195641
