,EVC2 (132884)
ACH-000004,0.208706966697
ACH-000007,0.350496330135
ACH-000009,0.0855029376998
ACH-000011,0.267059098681
ACH-000012,0.22420843974
ACH-000013,0.354204577667
ACH-000014,0.378267454063
ACH-000015,0.296492091005
ACH-000017,0.24212701910999998
ACH-000018,0.300177618476
ACH-000019,0.41736590913800004
ACH-000021,0.327128574523
ACH-000022,0.136693578435
ACH-000025,0.32573789314
ACH-000028,0.28309257864799997
ACH-000030,0.251084371278
ACH-000035,0.42189961321999997
ACH-000036,0.332503475081
ACH-000037,0.33296578817600003
ACH-000039,0.19613021884799997
ACH-000040,0.277227120102
ACH-000041,0.220339101334
ACH-000042,0.15403288665999998
ACH-000045,0.22346146451699997
ACH-000047,0.300479898614
ACH-000052,0.47782860448799996
ACH-000053,0.169410066267
ACH-000054,0.32759319172400003
ACH-000055,0.25198308709399997
ACH-000060,0.172092049118
ACH-000067,0.492934575373
ACH-000070,0.230357299489
ACH-000075,0.370921882581
ACH-000078,0.240246840468
ACH-000082,0.278009428396
ACH-000085,0.267083288566
ACH-000086,0.274062954194
ACH-000087,0.39432206245800006
ACH-000092,0.356188417812
ACH-000095,0.20208809494600002
ACH-000097,0.265496977364
ACH-000098,0.373577714993
ACH-000099,0.22813108711199998
ACH-000108,0.34126601385
ACH-000113,0.23376510263099998
ACH-000115,0.169579209524
ACH-000116,0.234196281771
ACH-000118,0.200048705724
ACH-000120,0.163301202041
ACH-000123,0.264973200087
ACH-000127,0.22513567769499998
ACH-000128,0.0673908972965
ACH-000132,0.321690052633
ACH-000133,0.220288293765
ACH-000137,0.201649496194
ACH-000138,0.14467020949
ACH-000142,0.20784845695700002
ACH-000143,0.331106292008
ACH-000146,0.125048674249
ACH-000148,0.258975542238
ACH-000150,0.291509763192
ACH-000152,0.347133599699
ACH-000153,0.2296583847
ACH-000159,0.25692369111900004
ACH-000160,0.232365898114
ACH-000163,0.212966068067
ACH-000167,0.31657653970800004
ACH-000168,0.29482865454999996
ACH-000169,0.302124463846
ACH-000178,0.261809908299
ACH-000182,0.32557584407400003
ACH-000183,0.237965883392
ACH-000188,0.327837001628
ACH-000189,0.24133729424000003
ACH-000190,0.199141342765
ACH-000198,0.280373567907
ACH-000204,0.343829371813
ACH-000206,0.21794364372699998
ACH-000207,-0.007453946147060001
ACH-000211,0.276480485582
ACH-000215,0.284184277522
ACH-000221,0.248336962978
ACH-000222,0.17179023092999998
ACH-000223,0.208370484368
ACH-000226,0.16975274820099998
ACH-000227,0.221831653126
ACH-000228,0.167239387897
ACH-000231,0.30350240624
ACH-000232,0.27850176115200004
ACH-000233,0.291543803473
ACH-000234,0.273358173314
ACH-000235,0.196169693512
ACH-000237,0.22301343256499997
ACH-000238,0.269458605664
ACH-000243,0.196492947502
ACH-000244,0.586761838879
ACH-000246,0.238862275048
ACH-000248,0.22315169728599998
ACH-000250,0.312978803796
ACH-000251,0.202386698611
ACH-000253,0.328371449441
ACH-000255,0.447498923496
ACH-000256,0.359582902011
ACH-000257,0.0896606769898
ACH-000258,0.05074760655180001
ACH-000259,0.21667460013599998
ACH-000260,0.134356223136
ACH-000261,0.303631688746
ACH-000262,0.305400053216
ACH-000263,-0.012416512156200002
ACH-000264,0.29771035904599996
ACH-000265,0.290850403109
ACH-000266,0.211171940603
ACH-000272,0.160180463401
ACH-000273,0.25035330333
ACH-000274,0.231281384069
ACH-000277,0.476146144404
ACH-000278,0.27826681755800003
ACH-000279,0.257369734566
ACH-000280,0.288366392929
ACH-000281,0.16639879619200001
ACH-000288,0.28284117805500003
ACH-000291,0.322542307543
ACH-000293,0.478562947585
ACH-000294,-0.017152481169300002
ACH-000295,0.283632148496
ACH-000296,0.41120442533600005
ACH-000302,0.270101295256
ACH-000304,0.39193779309
ACH-000307,0.343138261748
ACH-000308,0.20253070229000003
ACH-000310,0.0248147919201
ACH-000311,0.222227258783
ACH-000312,0.29173854130800003
ACH-000315,0.4942416935600001
ACH-000316,0.24233245926999997
ACH-000317,0.238206428317
ACH-000318,0.266845648305
ACH-000319,0.329554542575
ACH-000320,0.33422085003
ACH-000322,0.29845205148000004
ACH-000323,0.30565815242600003
ACH-000324,0.26751607581
ACH-000329,0.258719803917
ACH-000330,0.21968984138
ACH-000331,0.36719316156900006
ACH-000332,0.261158143992
ACH-000334,0.33624640782399995
ACH-000335,0.36336211408
ACH-000336,0.229637318717
ACH-000337,0.418807374876
ACH-000339,0.28451982015599997
ACH-000341,0.324059179591
ACH-000348,0.343953000689
ACH-000350,0.19786155448800002
ACH-000352,0.262623771315
ACH-000356,0.12959173874399998
ACH-000361,0.301728924246
ACH-000362,0.222636475716
ACH-000363,0.114227936554
ACH-000364,0.149301672342
ACH-000365,0.269897991391
ACH-000366,0.264679348329
ACH-000368,0.302509174915
ACH-000374,0.266599809471
ACH-000375,0.332247418389
ACH-000376,0.18293045537500002
ACH-000381,0.17712542043499999
ACH-000383,0.218696232953
ACH-000387,0.0880218194043
ACH-000389,0.22120093027100002
ACH-000390,0.257264515625
ACH-000393,0.26477746638099997
ACH-000395,0.13141389705999998
ACH-000397,0.248400104117
ACH-000401,0.40058247924
ACH-000402,0.618330838802
ACH-000403,0.223251489849
ACH-000404,0.36208082172
ACH-000406,0.237103711427
ACH-000407,0.221962319697
ACH-000408,0.230691349263
ACH-000410,0.292667334782
ACH-000411,0.282917497472
ACH-000414,0.23399129912900002
ACH-000415,0.24077922807399998
ACH-000416,0.300358566411
ACH-000420,0.274786609456
ACH-000421,0.21053105464299998
ACH-000424,0.20801744820999998
ACH-000425,0.314929085917
ACH-000426,0.451183817518
ACH-000427,0.550416028319
ACH-000433,0.11745449601399999
ACH-000436,0.270642624477
ACH-000444,0.232990814622
ACH-000445,0.220796736013
ACH-000448,0.17357715125999998
ACH-000450,0.22173355976
ACH-000452,0.308900670178
ACH-000454,0.270509357284
ACH-000458,0.272541923997
ACH-000459,0.280363462015
ACH-000460,0.21245189812600002
ACH-000461,0.33579074123499997
ACH-000463,0.0904751933282
ACH-000464,0.351081837829
ACH-000466,0.37166510180699996
ACH-000467,0.35965216464500005
ACH-000468,0.243797434317
ACH-000469,0.219257435095
ACH-000470,0.218646115757
ACH-000471,0.345145470074
ACH-000472,0.19260956635600002
ACH-000473,0.362289704506
ACH-000475,0.284597082777
ACH-000476,0.227944583166
ACH-000477,0.35303020744900004
ACH-000480,0.327788978057
ACH-000481,0.283248235
ACH-000483,0.35427222635899996
ACH-000484,0.266783031067
ACH-000485,0.277252364249
ACH-000486,0.36011742877700004
ACH-000487,0.215076692301
ACH-000488,0.271813191499
ACH-000490,0.293350583153
ACH-000491,0.324405964964
ACH-000495,0.15705497717800002
ACH-000496,0.167435863663
ACH-000499,0.410758416042
ACH-000500,0.48176810492600003
ACH-000502,0.23244113306999997
ACH-000503,0.135785830316
ACH-000505,0.28490231566199997
