,FGD5 (152273)
ACH-000004,-0.41037250300399997
ACH-000007,-0.275580698556
ACH-000009,-0.27675813283100004
ACH-000011,-0.35769778467299995
ACH-000012,-0.291133751079
ACH-000013,-0.273643134138
ACH-000014,-0.333110873655
ACH-000015,-0.378422975423
ACH-000017,-0.387918863685
ACH-000018,-0.45337803848999997
ACH-000019,-0.0878607918979
ACH-000021,-0.10073936135099999
ACH-000022,-0.287319333924
ACH-000025,-0.12229327410499999
ACH-000028,-0.0471268242397
ACH-000030,-0.142097290189
ACH-000035,0.031203784259
ACH-000036,-0.20622877536400003
ACH-000037,-0.348354456272
ACH-000039,-0.29685935530900004
ACH-000040,-0.22398383933600002
ACH-000041,-0.326890442528
ACH-000042,-0.36732776850500004
ACH-000045,-0.223190251903
ACH-000047,-0.193844624343
ACH-000052,-0.496011805058
ACH-000053,-0.261745375148
ACH-000054,-0.285724304572
ACH-000055,-0.333590794573
ACH-000060,-0.32640203431
ACH-000067,-0.292147186425
ACH-000070,-0.34150273314199997
ACH-000075,-0.127302865877
ACH-000078,-0.269801406688
ACH-000082,-0.279175448493
ACH-000085,-0.607652556506
ACH-000086,-0.199572784707
ACH-000087,-0.395718031478
ACH-000092,-0.399619987131
ACH-000095,-0.514777606183
ACH-000097,-0.19245578292999999
ACH-000098,-0.310341290137
ACH-000099,-0.17567899296599998
ACH-000108,-0.13851966784800002
ACH-000113,-0.42687075619000003
ACH-000115,-0.40698842258199996
ACH-000116,-0.40072566605899995
ACH-000118,-0.0341821058675
ACH-000120,-0.25773757432100003
ACH-000123,-0.16617881497300002
ACH-000127,-0.240133727589
ACH-000128,-0.24323908086399998
ACH-000132,-0.451366412646
ACH-000133,-0.254787121314
ACH-000137,-0.06490740117890001
ACH-000138,-0.30064980794199997
ACH-000142,-0.30252665758999997
ACH-000143,-0.25861195945500004
ACH-000146,-0.278125160512
ACH-000148,-0.207346453094
ACH-000150,-0.428925339998
ACH-000152,-0.291744919266
ACH-000153,0.057838762651899994
ACH-000159,-0.18830844690200002
ACH-000160,-0.41092174718400004
ACH-000163,-0.200319002528
ACH-000167,-0.15033487747500002
ACH-000168,-0.469252686667
ACH-000169,-0.314349145062
ACH-000178,-0.30864829931800003
ACH-000182,-0.184364409851
ACH-000183,-0.35605240432400004
ACH-000188,-0.351519410453
ACH-000189,-0.47937002902500003
ACH-000190,0.07254025492600001
ACH-000198,-0.303791845936
ACH-000204,-0.508586556006
ACH-000206,-0.296637813736
ACH-000207,0.00617272943831
ACH-000211,-0.408642329252
ACH-000215,-0.36076165525700005
ACH-000221,-0.339875708093
ACH-000222,0.120832786869
ACH-000223,-0.324597725279
ACH-000226,-0.159934938136
ACH-000227,-0.545673054017
ACH-000228,-0.41040284430299995
ACH-000231,-0.37136456003799995
ACH-000232,-0.316078460648
ACH-000233,-0.16002306481200002
ACH-000234,-0.36270098709799997
ACH-000235,-0.188859650284
ACH-000237,-0.310296346379
ACH-000238,-0.364907170732
ACH-000243,-0.133941639031
ACH-000244,-0.170552147042
ACH-000246,-0.221846094072
ACH-000248,-0.178728220055
ACH-000250,-0.27083142954100003
ACH-000251,-0.0239956283697
ACH-000253,-0.306734918638
ACH-000255,-0.36452161019
ACH-000256,-0.211304084388
ACH-000257,-0.554501088453
ACH-000258,-0.356292021819
ACH-000259,-0.22212240118
ACH-000260,-0.410237177866
ACH-000261,-0.25490588819800003
ACH-000262,-0.319121629646
ACH-000263,-0.682482550321
ACH-000264,-0.251970878759
ACH-000265,-0.277296365636
ACH-000266,-0.18185426660700002
ACH-000272,-0.32467094630300003
ACH-000273,-0.297818874399
ACH-000274,-0.435595712929
ACH-000277,-0.406626072478
ACH-000278,-0.34324740352399996
ACH-000279,-0.19282418458
ACH-000280,-0.4419622797300001
ACH-000281,-0.236665861836
ACH-000288,-0.342317430595
ACH-000291,-0.335311655778
ACH-000293,-0.18317892577300002
ACH-000294,-0.306040724794
ACH-000295,-0.531414681993
ACH-000296,-0.124237021309
ACH-000302,-0.376290125797
ACH-000304,0.033638122198200004
ACH-000307,-0.235498925696
ACH-000308,-0.227301227549
ACH-000310,-0.192347916245
ACH-000311,-0.054079560842500006
ACH-000312,-0.0725448508095
ACH-000315,-0.016236650103899998
ACH-000316,-0.25281349443100004
ACH-000317,-0.0999189214935
ACH-000318,-0.357158609511
ACH-000319,-0.149251035593
ACH-000320,-0.139894661292
ACH-000322,-0.277456479127
ACH-000323,-0.126763621895
ACH-000324,-0.26851248429900004
ACH-000329,-0.34646109971699995
ACH-000330,-0.145109596757
ACH-000331,-0.41204049472300003
ACH-000332,-0.260711101577
ACH-000334,-0.10919033082599999
ACH-000335,-0.23252431787500003
ACH-000336,-0.11047630212500001
ACH-000337,-0.477557559734
ACH-000339,-0.100125621853
ACH-000341,-0.282534109017
ACH-000348,-0.17380997001600001
ACH-000350,-0.324428376403
ACH-000352,-0.13275738804099999
ACH-000356,-0.130655460416
ACH-000361,-0.0379178324533
ACH-000362,-0.252274727764
ACH-000363,-0.376999237875
ACH-000364,-0.13165562447899998
ACH-000365,-0.287747315339
ACH-000366,-0.392245850867
ACH-000368,-0.36451105293799996
ACH-000374,-0.388961457316
ACH-000375,-0.30021304435699997
ACH-000376,-0.217003626584
ACH-000381,-0.179758462581
ACH-000383,-0.256038385826
ACH-000387,-0.291613432983
ACH-000389,-0.363630904065
ACH-000390,-0.245779367093
ACH-000393,-0.507333074207
ACH-000395,-0.407438940565
ACH-000397,-0.17578892675000002
ACH-000401,-0.319896130867
ACH-000402,0.71354096221
ACH-000403,-0.249304451983
ACH-000404,-0.29326949252900003
ACH-000406,-0.24890911592099998
ACH-000407,-0.337374017406
ACH-000408,-0.22986774747900002
ACH-000410,-0.395807449727
ACH-000411,-0.22727236436700002
ACH-000414,-0.0787445606382
ACH-000415,-0.21645134822700002
ACH-000416,-0.229630342309
ACH-000420,-0.404329771879
ACH-000421,-0.272875021934
ACH-000424,-0.46420338601899996
ACH-000425,-0.37328139072899996
ACH-000426,-0.36752733459200004
ACH-000427,-0.501841234408
ACH-000433,-0.257952260204
ACH-000436,-0.40457661127899996
ACH-000444,-0.556441589376
ACH-000445,-0.338840434164
ACH-000448,-0.13392426319
ACH-000450,-0.219516577349
ACH-000452,-0.45275954933799994
ACH-000454,-0.48123193991499996
ACH-000458,-0.239152392739
ACH-000459,-0.365121010495
ACH-000460,-0.22966976305
ACH-000461,-0.506376928239
ACH-000463,-0.131333005326
ACH-000464,-0.270687624442
ACH-000466,-0.24871024226900001
