,LRWD1 (222229)
ACH-000004,-0.11174275562699999
ACH-000007,-0.241548772807
ACH-000009,-0.218509521998
ACH-000011,-0.263413964011
ACH-000012,-0.432379766441
ACH-000013,-0.134266075865
ACH-000014,-0.44729929489200004
ACH-000015,-0.296671343408
ACH-000017,-0.14782487294000002
ACH-000018,-0.10546380943499999
ACH-000019,-0.410753482315
ACH-000021,-0.575199957283
ACH-000022,-0.304638579875
ACH-000025,-0.305099033922
ACH-000028,-0.572635973856
ACH-000030,-0.177863798033
ACH-000035,-0.501229034344
ACH-000036,-0.409998082248
ACH-000037,-0.469165558966
ACH-000039,-0.38878113062200004
ACH-000040,-0.431901230647
ACH-000041,-0.107681427107
ACH-000042,-0.327623999752
ACH-000045,-0.290014920166
ACH-000047,-0.388840295017
ACH-000052,-0.426816410153
ACH-000053,-0.39882766777500006
ACH-000054,-0.593497838107
ACH-000055,-0.284339818286
ACH-000060,-0.420976357304
ACH-000067,-0.616215460162
ACH-000070,-0.388459771176
ACH-000075,-0.479252909352
ACH-000078,-0.687223330217
ACH-000082,-0.356566286657
ACH-000085,-0.40122112251100006
ACH-000086,-0.425211223032
ACH-000087,-0.346158774141
ACH-000092,-0.36830152966799995
ACH-000095,-0.350944735299
ACH-000097,-0.144916530769
ACH-000098,-0.242873949505
ACH-000099,-0.519048084831
ACH-000108,-0.305494167915
ACH-000113,-0.20699882579300002
ACH-000115,-0.516702082098
ACH-000116,-0.297038807397
ACH-000118,-0.356593935205
ACH-000120,-0.38882366251100003
ACH-000123,-0.34231908380500004
ACH-000127,-0.224077415402
ACH-000128,-0.317968637969
ACH-000132,-0.53841991115
ACH-000133,-0.459469542746
ACH-000137,-0.59361504558
ACH-000138,-0.384037768935
ACH-000142,-0.37463759136299996
ACH-000143,-0.334591353972
ACH-000146,-0.49914752815800006
ACH-000148,-0.329654444474
ACH-000150,-0.374676825177
ACH-000152,-0.271269495071
ACH-000153,-0.623344774286
ACH-000159,-0.28714723785
ACH-000160,-0.221459241289
ACH-000163,-0.422192692093
ACH-000167,-0.372853522887
ACH-000168,-0.48232808483999995
ACH-000169,-0.28463367846
ACH-000178,-0.30117676337099997
ACH-000182,-0.331533041717
ACH-000183,-0.196464296649
ACH-000188,-0.322469800199
ACH-000189,-0.256408111082
ACH-000190,-0.10562255922000001
ACH-000198,-0.489279940926
ACH-000204,-0.5525409128750001
ACH-000206,-0.0867004667692
ACH-000207,-0.190690889301
ACH-000211,-0.521580209251
ACH-000215,-0.372481585831
ACH-000221,-0.216778324598
ACH-000222,0.104297218555
ACH-000223,-0.311940130112
ACH-000226,-0.428180755801
ACH-000227,-0.501276678408
ACH-000228,-0.113391527111
ACH-000231,-0.16849240999600001
ACH-000232,-0.421242170282
ACH-000233,-0.27068300391
ACH-000234,-0.358280926704
ACH-000235,-0.346172902233
ACH-000237,-0.452386255981
ACH-000238,-0.32559050881499996
ACH-000243,-0.37363336406
ACH-000244,-0.594851692765
ACH-000246,-0.400741040001
ACH-000248,-0.204154699778
ACH-000250,-0.437224154664
ACH-000251,-0.572079830629
ACH-000253,-0.42230834143299995
ACH-000255,-0.47540297314900004
ACH-000256,-0.23156743641199998
ACH-000257,-0.29331133066799997
ACH-000258,-0.569741221728
ACH-000259,-0.363568399938
ACH-000260,-0.462906201031
ACH-000261,-0.39695624248800004
ACH-000262,-0.16436607413100002
ACH-000263,-0.437714857201
ACH-000264,-0.374245048115
ACH-000265,-0.275674487988
ACH-000266,-0.394235675511
ACH-000272,-0.289492039109
ACH-000273,-0.35273210464
ACH-000274,-0.258816665373
ACH-000277,-0.331444318442
ACH-000278,-0.345743674919
ACH-000279,-0.241986943155
ACH-000280,-0.340435551733
ACH-000281,-0.27866757743799997
ACH-000288,-0.347610885815
ACH-000291,-0.20747140717999998
ACH-000293,-0.686772898801
ACH-000294,-0.397840501377
ACH-000295,-0.316449466733
ACH-000296,-0.542395139019
ACH-000302,-0.320098547696
ACH-000304,-0.633444782721
ACH-000307,-0.317083139698
ACH-000308,-0.334027304285
ACH-000310,-0.379072468556
ACH-000311,-0.248641626527
ACH-000312,-0.41683022581699997
ACH-000315,-0.159378527785
ACH-000316,-0.414748091113
ACH-000317,-0.345805557777
ACH-000318,-0.329645689365
ACH-000319,-0.536386992959
ACH-000320,-0.304986469491
ACH-000322,-0.524961108727
ACH-000323,-0.295269346296
ACH-000324,-0.435398442368
ACH-000329,-0.39385598134800004
ACH-000330,-0.372871242235
ACH-000331,-0.406805130946
ACH-000332,-0.297429087423
ACH-000334,-0.489564820692
ACH-000335,-0.223025068308
ACH-000336,-0.7629615207889999
ACH-000337,-0.377360571683
ACH-000339,-0.309346404096
ACH-000341,-0.29804759916400003
ACH-000348,-0.208602213653
ACH-000350,-0.386673942798
ACH-000352,-0.19816494035799997
ACH-000356,-0.343192455878
ACH-000361,-0.32427624131
ACH-000362,-0.564384402937
ACH-000363,-0.0698835243213
ACH-000364,-0.29775734711199997
ACH-000365,-0.413643665181
ACH-000366,-0.339754878905
ACH-000368,-0.105941453953
ACH-000374,-0.40819615233199996
ACH-000375,0.0882780613289
ACH-000376,-0.359468613442
ACH-000381,-0.14040643175
ACH-000383,-0.702737326022
ACH-000387,-0.477182529036
ACH-000389,-0.36571380928
ACH-000390,-0.480785873076
ACH-000393,-0.312271398845
ACH-000395,-0.54895926889
ACH-000397,-0.478428712932
ACH-000401,-0.0336114651019
ACH-000402,-0.43761136638400006
ACH-000403,-0.242130659948
ACH-000404,-0.375509018069
ACH-000406,-0.34604967182400004
ACH-000407,-0.415888945378
ACH-000408,-0.6272601884800001
ACH-000410,-0.258403345336
ACH-000411,-0.216173263711
ACH-000414,-0.439717905741
ACH-000415,-0.446452116756
ACH-000416,-0.395418108176
ACH-000420,-0.438692347976
ACH-000421,-0.380339077619
ACH-000424,-0.27217162116
ACH-000425,-0.28794379394999997
ACH-000426,-0.330449656775
ACH-000427,-0.337460187755
ACH-000433,-0.39670462374
ACH-000436,-0.330672402714
ACH-000444,-0.21622431952399998
ACH-000445,-0.34696255116499997
ACH-000448,-0.339950601366
ACH-000450,-0.028340675271099996
ACH-000452,-0.44505588533999996
ACH-000454,-0.402860556236
ACH-000458,-0.46570180646799997
ACH-000459,-0.172692133242
ACH-000460,-0.442841342667
ACH-000461,-0.296720195274
ACH-000463,-0.27623804267200003
ACH-000464,-0.731269307278
ACH-000466,-0.48018085919799997
ACH-000467,-0.143630715913
ACH-000468,-0.36337473638000006
ACH-000469,-0.532281802527
ACH-000470,-0.394188907534
ACH-000471,-0.33793484168899995
ACH-000472,-0.24281458294799999
ACH-000473,-0.40717983111699996
ACH-000475,-0.391256210712
ACH-000476,-0.651391051497
ACH-000477,-0.526909621932
ACH-000480,-0.050734880256
ACH-000481,-0.43652734458000003
ACH-000483,-0.533824795538
ACH-000484,-0.442091127064
ACH-000485,-0.36608190213200004
ACH-000486,-0.218332208079
ACH-000487,-0.42516339823700006
ACH-000488,-0.361239241937
ACH-000490,-0.348914218768
ACH-000491,-0.322942765498
ACH-000495,-0.558490866279
ACH-000496,-0.286785510299
ACH-000499,-0.309294837522
ACH-000500,-0.656680330289
ACH-000502,-0.409240907215
ACH-000503,-0.480775894002
ACH-000505,-0.267101208566
ACH-000507,-0.0733887500693
ACH-000510,-0.46127031159500004
ACH-000511,-0.330017542285
ACH-000512,-0.37527949594899995
ACH-000516,-0.613147945575
ACH-000517,-0.25826969937800004
ACH-000518,-0.274551427513
ACH-000520,-0.636103884397
ACH-000521,-0.40271572253300003
ACH-000522,-0.38669380303900003
ACH-000524,-0.525066704751
ACH-000527,-0.34614847551399996
ACH-000528,-0.331969119394
ACH-000537,-0.169382853627
ACH-000541,-0.43451322955
ACH-000542,-0.27798555884799997
ACH-000544,-0.789032609262
ACH-000545,-0.45197152069700003
ACH-000547,-0.209175015064
ACH-000548,-0.188025729666
ACH-000549,-0.06436308466099999
ACH-000550,-0.42672655493600004
ACH-000552,-0.49794624069
ACH-000556,-0.25496854369800004
ACH-000557,-0.322721014949
ACH-000570,-0.373479328221
ACH-000571,-0.281277859207
ACH-000573,-0.31056013043
ACH-000576,-0.33804254304799997
ACH-000580,-0.272909295559
ACH-000584,-0.29123194559
ACH-000585,-0.611359203788
ACH-000588,-0.284071853087
ACH-000589,-0.255634235759
ACH-000591,-0.404152877047
ACH-000593,-0.333756560169
ACH-000600,-0.560864828872
ACH-000601,-0.20127445942299999
ACH-000604,-0.109591108778
ACH-000605,-0.257421343019
ACH-000606,-0.375925408094
ACH-000608,-0.397860774941
ACH-000614,-0.543764668524
ACH-000616,-0.40473292287
ACH-000618,-0.137790332228
ACH-000619,-0.4271348411
ACH-000620,-0.452490639947
ACH-000621,-0.342926843735
ACH-000622,-0.33495439499699997
ACH-000623,-0.316887218954
ACH-000624,-0.393919210496
ACH-000627,-0.236635911932
ACH-000630,-0.32885120264199996
ACH-000632,-0.2741777843
ACH-000633,-0.370611841028
ACH-000637,-0.219929134021
ACH-000638,-0.321854758627
ACH-000646,-0.101078040843
ACH-000647,-0.17121097140500002
ACH-000648,-0.170392512076
ACH-000649,-0.435382008825
ACH-000651,-0.230568340601
ACH-000652,-0.489999550376
ACH-000653,-0.322469796913
ACH-000657,-0.6102465713040001
ACH-000658,-0.406157514687
ACH-000661,-0.316028520253
ACH-000662,-0.297268720144
ACH-000663,-0.019928552623299997
ACH-000665,-0.405231309841
ACH-000671,-0.449670415875
ACH-000673,-0.49128645999700005
ACH-000676,-0.39422435756499996
ACH-000677,-0.14237355253200001
ACH-000681,-0.436859056972
