,CLCC1 (23155)
ACH-000163,-0.45698908738899996
ACH-000167,-0.7396756627009999
ACH-000168,-0.335626988469
ACH-000169,-0.18272087304499998
ACH-000178,-0.449935706531
ACH-000182,-0.33170057781
ACH-000183,-0.33745896232600003
ACH-000188,-0.244290188985
ACH-000189,-0.431080043116
ACH-000190,-0.22200888143599998
ACH-000198,-0.531423237183
ACH-000204,-0.639001666823
ACH-000206,-0.658538876061
ACH-000207,-0.5812357894879999
ACH-000211,-0.446191858406
ACH-000215,-0.47185329453900005
ACH-000221,-0.5183215377170001
ACH-000222,-0.644908605404
ACH-000223,-0.405352995492
ACH-000226,-0.481725671919
ACH-000227,-0.581901647936
ACH-000228,-0.630752321708
ACH-000231,-0.574638534281
ACH-000232,-0.37289873611100005
ACH-000233,-0.24082206530900002
ACH-000234,-0.29562294719300003
ACH-000235,-0.418338416589
ACH-000237,-0.245581272282
ACH-000238,-0.3109743869
ACH-000243,-0.473506371111
ACH-000244,-0.471267518776
ACH-000246,-0.372755839156
ACH-000248,-0.6375260116879999
ACH-000250,-0.463302000644
ACH-000251,-0.201021567709
ACH-000253,-0.672494189824
ACH-000255,-0.636034413033
ACH-000256,-0.29913442804400003
ACH-000257,-0.457454353373
ACH-000258,-0.135211954584
ACH-000259,-0.215071821195
ACH-000260,-0.206752480018
ACH-000261,-0.512137469777
ACH-000262,-0.84385534923
ACH-000263,-0.582183309688
ACH-000264,-0.688707258288
ACH-000265,-0.426966465384
ACH-000266,-0.409749517046
ACH-000272,-0.428924406831
ACH-000273,-0.5674888795790001
ACH-000274,-0.36957766445
ACH-000277,-0.303407359837
ACH-000278,-0.042109736886999996
ACH-000279,-0.265799709511
ACH-000280,-0.353018080879
ACH-000281,-0.345573830918
ACH-000288,-0.311452499544
ACH-000291,-0.49185342571199997
ACH-000293,-0.06556413992940001
ACH-000294,-0.279350177684
ACH-000295,-0.360078871765
ACH-000296,-0.7901760126909999
ACH-000302,-0.389050899368
ACH-000304,-0.5750529624440001
ACH-000307,-0.48894667333999997
ACH-000308,-0.49073663987800004
ACH-000310,-0.437240257281
ACH-000311,-0.532068596722
ACH-000312,-0.306324109511
ACH-000315,-0.30740756779399997
ACH-000316,-0.554484508172
ACH-000317,-0.549743483391
ACH-000318,-0.275844892183
ACH-000319,-0.48314962600199995
ACH-000320,-0.531515389132
ACH-000322,-0.736828086776
ACH-000323,-0.397874372138
ACH-000324,-0.281985963726
ACH-000329,-0.29851586428000004
ACH-000330,-0.60778406916
ACH-000331,-0.662981007068
ACH-000332,-0.646976059793
ACH-000334,-0.679904459543
ACH-000335,-0.334198570101
ACH-000336,-0.501926307854
ACH-000337,-0.78836241852
ACH-000339,-0.45983985941000005
ACH-000341,-0.594304891662
ACH-000348,-0.723900888424
ACH-000350,-0.805324663567
ACH-000352,-0.458913523851
ACH-000356,-0.497286389293
ACH-000361,-0.6970984000049999
ACH-000362,-0.461109271077
ACH-000363,-0.968786117595
ACH-000364,-0.337428138875
ACH-000365,-0.7768380700380001
ACH-000366,-0.343445358251
ACH-000368,-0.486563798604
ACH-000374,-0.5773171848659999
ACH-000375,-0.484369181559
ACH-000376,-0.492893585829
ACH-000381,-0.469599723042
ACH-000383,-0.281298919255
ACH-000387,-0.331327223466
ACH-000389,-0.600643963567
ACH-000390,-0.437159897056
ACH-000393,-0.373090219242
ACH-000395,-0.49769326268799996
ACH-000397,-0.373949919373
ACH-000401,-0.6501647701
ACH-000402,-0.35749595544699997
ACH-000403,-0.443581120467
ACH-000404,-0.551539969589
ACH-000406,-0.48894947387500004
ACH-000407,-0.460309678737
ACH-000408,-0.438775693161
ACH-000410,-0.456730424613
ACH-000411,-0.5086134996230001
ACH-000414,-0.534514703404
ACH-000415,-0.36254877990900003
ACH-000416,-0.29669927881499997
ACH-000420,-0.392594659185
ACH-000421,-0.395109181913
ACH-000424,-0.414835231023
ACH-000425,-0.8352030637829999
ACH-000426,-0.882818198159
ACH-000427,-0.337177223724
ACH-000433,-0.512626557058
ACH-000436,-0.321957018052
ACH-000444,-0.3146019544
ACH-000445,-0.126003728726
ACH-000448,-0.450535622624
ACH-000450,-0.19440278951499998
ACH-000452,-0.362692406053
ACH-000454,-0.402928026476
ACH-000458,-0.46230264533699994
ACH-000459,-0.117902752639
ACH-000460,-0.285407953614
ACH-000461,-0.352732540406
ACH-000463,-0.367447416
ACH-000464,-0.401700263052
ACH-000466,-0.46655021077
ACH-000467,-0.38355915313699995
ACH-000468,-0.457557863054
ACH-000469,-0.507173495192
ACH-000470,-0.550435758411
ACH-000471,-0.49854785056100004
ACH-000472,-0.318433707876
ACH-000473,-0.410405954014
ACH-000475,-0.33783681354999995
ACH-000476,-0.249214400788
ACH-000477,-0.309076885925
ACH-000480,-0.380660228168
ACH-000481,-0.43938105148999995
ACH-000483,-0.7021026986390001
ACH-000484,-0.20924776922200003
ACH-000485,-0.498161795735
ACH-000486,-0.289437936692
ACH-000487,-0.332814687265
ACH-000488,-0.34281992266000005
ACH-000490,-0.35982352362899994
ACH-000491,-0.7402901879289999
ACH-000495,-0.34936155705300004
ACH-000496,-0.504523835472
ACH-000499,-0.220947139083
ACH-000500,-0.53761032756
ACH-000502,-0.438923401483
ACH-000503,-0.341613172265
ACH-000505,-0.361460968163
ACH-000507,-0.575654289092
ACH-000510,-0.418025233146
ACH-000511,-0.581322313041
ACH-000512,-0.519421277099
ACH-000516,-0.7290525207940001
ACH-000517,-0.34491048435500005
ACH-000518,-0.368718771916
ACH-000520,-0.380561429582
ACH-000521,-0.362325590033
ACH-000522,-0.493235597737
ACH-000524,-0.310297425166
ACH-000527,-0.645713196187
ACH-000528,-0.426913929471
ACH-000537,-0.648413523235
ACH-000541,-0.554446171568
ACH-000542,-0.546733714627
ACH-000544,-0.18759038001699999
ACH-000545,-0.537383178595
ACH-000547,-0.11572205425999998
ACH-000548,-0.728455943705
ACH-000549,-0.41616613786
ACH-000550,-0.593185721474
ACH-000552,-0.626599367701
ACH-000556,-0.52987880218
ACH-000557,-0.311034290141
ACH-000570,-0.303059994425
ACH-000571,-0.550614882247
ACH-000573,-0.458375622323
ACH-000576,-0.459373719185
ACH-000580,-0.577974934768
ACH-000584,-0.730335768521
ACH-000585,-0.57707028169
ACH-000588,-0.738297013708
ACH-000589,-0.38403811275399996
ACH-000591,-0.517639095106
ACH-000593,-0.466567102775
ACH-000600,-0.396990573904
ACH-000601,-0.194904270554
ACH-000604,-0.38980460226999997
ACH-000605,-0.615412211041
ACH-000606,-0.33121559470600004
ACH-000608,-0.17397939015
ACH-000614,-0.9189695996170001
ACH-000616,-0.670347139334
ACH-000618,-0.232734353055
ACH-000619,-0.135728971769
ACH-000620,-0.5312607274610001
ACH-000621,-0.28033042131200003
ACH-000622,-0.36131991161300003
ACH-000623,-0.356536597107
ACH-000624,-0.276289865843
ACH-000627,-0.7019993487530001
ACH-000630,-0.636087590156
ACH-000632,-0.42274250853900003
ACH-000633,-0.208332303157
ACH-000637,-0.37251535110600004
ACH-000638,-0.66665206023
ACH-000646,-0.133053486468
ACH-000647,-0.239943307398
ACH-000648,-0.473013610661
ACH-000649,-0.472487738611
ACH-000651,-0.221597518334
ACH-000652,-0.287553895083
ACH-000653,-0.38832538927599997
ACH-000657,-0.47421331906
ACH-000658,-0.609684971511
ACH-000661,-0.6781899612350001
ACH-000662,-0.34483723344800005
ACH-000663,-0.459047706851
ACH-000665,-0.36330353515
ACH-000671,-0.881455651723
ACH-000673,-0.475519002142
ACH-000676,-0.32608636056400003
ACH-000677,-0.252992034245
ACH-000681,-0.245626440158
ACH-000682,-0.337090574196
ACH-000683,-0.16045182492
ACH-000684,-0.37846786178099995
ACH-000688,-0.613942858792
ACH-000693,-0.16719941726
ACH-000694,-0.291434264003
ACH-000695,-0.133700039231
ACH-000696,-0.447894981059
ACH-000697,-0.8512105164120001
ACH-000699,-0.213572277029
ACH-000701,-0.208131343534
ACH-000706,-0.293626690713
ACH-000711,-0.305572399759
ACH-000713,-0.6513462692149999
ACH-000714,-0.543639512419
ACH-000718,-0.108593231396
ACH-000720,-0.525299659166
ACH-000721,-0.648351826426
ACH-000724,-0.513185163253
ACH-000725,-0.823606095555
ACH-000732,-0.876114935088
ACH-000734,-0.33203382750599997
ACH-000735,-0.314070361033
ACH-000736,-0.370200360798
ACH-000738,-0.373006870238
ACH-000746,-0.21982790849199998
ACH-000747,-0.38348388951800005
ACH-000748,-0.31325421924400004
ACH-000753,-0.490955193147
ACH-000756,-0.207827786499
ACH-000757,-0.336910340643
ACH-000758,-0.299645401184
ACH-000760,-0.21055345047200003
ACH-000763,-0.220447702067
ACH-000764,-0.495137922117
ACH-000765,-0.701037357683
ACH-000766,-0.26909507047
ACH-000767,-0.44883548377300003
ACH-000768,-0.420906261359
ACH-000769,-0.453351787241
ACH-000770,-0.548560280052
ACH-000771,-0.38893695041599996
ACH-000773,-0.318726215806
ACH-000776,-0.20916154708700002
ACH-000777,-0.330373588813
ACH-000778,-0.410360217464
ACH-000781,-0.280213659981
ACH-000782,-0.640756730115
ACH-000783,-0.423609955446
ACH-000784,-0.37236647140600004
ACH-000785,-0.356834246159
ACH-000787,-0.548775925902
ACH-000788,-0.430776272855
ACH-000791,-0.43525679111000004
ACH-000792,-0.420590771262
ACH-000794,-0.499069341646
ACH-000796,-0.46046501146499996
ACH-000799,-0.41333533125200006
ACH-000800,-0.268762786809
ACH-000802,-0.29883224167800004
ACH-000804,-0.332482126206
ACH-000805,-0.649187313762
ACH-000809,-0.222343023481
ACH-000810,-0.39669165803900003
ACH-000811,-0.522764268082
ACH-000817,-0.409328135014
ACH-000819,-0.444254758646
ACH-000820,-0.390280759083
ACH-000821,-0.38556506253300005
ACH-000822,-0.18906078752099997
ACH-000823,-0.32556868882199996
ACH-000824,-0.314275350354
ACH-000827,-0.6596031579199999
ACH-000829,-0.361625398852
ACH-000831,-0.434509349456
ACH-000832,-0.688601649373
ACH-000833,-0.465635747672
ACH-000834,-0.52759481202
ACH-000835,-0.49439793026100004
ACH-000836,-0.598465498522
ACH-000837,-0.33284288088799996
ACH-000838,-0.520583371158
ACH-000839,-0.554551990938
ACH-000840,-0.8113275130390001
ACH-000841,-0.590918602202
ACH-000843,-0.22351501435600002
ACH-000846,-0.391851922116
ACH-000847,-0.638386830731
ACH-000848,-0.35039748649499997
ACH-000849,-0.494723768017
ACH-000851,-0.59116537464
ACH-000855,-0.656848756851
ACH-000856,-0.289686330089
ACH-000858,-0.357255623347
ACH-000859,-0.39282151399099996
ACH-000861,-0.465383448422
ACH-000862,-0.23543980856199997
ACH-000865,-0.39644124302699996
ACH-000866,-0.20669995338599997
ACH-000867,-0.43322556811000007
ACH-000869,-0.296174030231
ACH-000872,-0.634524797581
ACH-000873,-0.211728717216
ACH-000876,-0.21215313305599998
ACH-000878,-0.344712024831
ACH-000880,-0.41787575776
ACH-000881,-0.5157636994210001
ACH-000882,-0.491533162336
ACH-000884,-0.632189041165
ACH-000885,-0.522930405449
ACH-000887,-0.499357754833
ACH-000888,-0.308669566026
ACH-000889,-0.313278381254
ACH-000890,-0.537235486213
ACH-000896,-0.43805008369
ACH-000898,-0.6561886629510001
ACH-000900,-0.17339367035199998
ACH-000901,-0.450003412407
ACH-000905,-0.5606682950330001
ACH-000906,-0.45701512788000004
ACH-000907,-0.507949633179
ACH-000910,-0.215499155326
ACH-000911,-0.39452389357900003
ACH-000912,-0.622112767641
ACH-000913,-0.333598906563
ACH-000915,-0.5730832477100001
ACH-000916,-0.603112302112
ACH-000917,-0.334512100575
ACH-000921,-0.635960763311
ACH-000924,-0.24471663409000002
ACH-000926,-0.42686322105999996
ACH-000928,-0.5967825647280001
ACH-000929,-0.8063285977820001
ACH-000932,-0.41075142086499994
ACH-000935,-0.733882570096
ACH-000936,-0.489425720585
ACH-000937,-0.32661027526
ACH-000938,-0.40336884847800003
ACH-000939,-0.583657058872
ACH-000941,-0.144929859587
ACH-000943,-0.47805099830700004
ACH-000946,-0.372220115852
ACH-000947,-0.302960204122
ACH-000948,-0.6583619127920001
ACH-000950,-0.485406907459
ACH-000953,-0.928408776264
ACH-000957,-0.166427224418
ACH-000958,-0.344838799578
ACH-000960,-0.402560192544
ACH-000963,-0.263928472495
ACH-000968,-0.92419889862
ACH-000969,-0.42419474187399997
ACH-000973,-0.306570120462
ACH-000974,-0.306158931354
ACH-000975,-0.508089539465
ACH-000976,-0.585996178928
ACH-000978,-0.187739227912
ACH-000980,-0.279110319463
ACH-000984,-0.0186037717882
ACH-000986,-0.414840660076
ACH-000988,-0.506515093724
ACH-000993,-0.36221971391400004
ACH-000994,-0.42273660744999997
ACH-000996,-0.267944023817
ACH-001001,-0.238780591228
ACH-001020,-0.36993783102
ACH-001028,-0.242727608847
ACH-001031,-0.249771574005
ACH-001038,-0.24784196483100002
ACH-001048,-0.577224481907
ACH-001050,-0.637941967411
ACH-001053,-0.600372495317
ACH-001054,-0.45272739543000007
ACH-001061,-0.370538481753
ACH-001067,-0.551623657776
ACH-001075,-0.193679877463
ACH-001096,-0.25768355616
ACH-001128,-0.307412676994
ACH-001134,-0.775293174824
ACH-001151,-0.502694479616
ACH-001163,-0.430499326813
ACH-001164,-0.326333809309
ACH-001173,-0.343666045559
ACH-001183,-0.47694576807800004
ACH-001184,-0.264058747964
ACH-001190,-0.43043512595600003
ACH-001192,-0.15252012328700001
ACH-001193,-0.287487694962
ACH-001196,-0.324836428842
ACH-001197,-0.349180900611
ACH-001205,-0.161217515079
ACH-001211,-0.507525550616
ACH-001212,-0.46398439428099997
ACH-001228,-0.0849640690856
ACH-001232,-0.544173132481
ACH-001239,-0.349559712216
ACH-001274,-0.30393620079399997
ACH-001275,-0.260721853774
ACH-001277,-0.355531626986
ACH-001278,-0.5402185057710001
ACH-001280,-0.762162415592
ACH-001283,-0.204236867388
ACH-001289,-0.37198284465000003
ACH-001295,-0.274764173846
ACH-001300,-0.151640014993
ACH-001301,-0.303537090851
ACH-001302,-0.398889858993
ACH-001303,-0.530412292268
ACH-001306,-0.49136514212800003
ACH-001318,-0.406076580285
ACH-001322,-0.441342862183
ACH-001328,-0.513980124459
ACH-001332,-0.249615307936
ACH-001333,-0.25586496551300003
ACH-001336,-0.459647923158
ACH-001340,-0.33940961281099996
ACH-001346,-0.460970866824
ACH-001353,-0.40826974745800004
ACH-001354,-0.405296473793
ACH-001367,-0.17620566779599997
ACH-001368,-0.29624274546100005
ACH-001374,-0.386338495684
ACH-001375,-0.417116159538
ACH-001377,-0.236177945119
ACH-001380,-0.70817867057
ACH-001391,-0.5415557107769999
ACH-001407,-0.342454766726
ACH-001408,-0.279396288247
ACH-001413,-0.593702315409
ACH-001430,-0.32307056667
ACH-001431,-0.443988649854
ACH-001450,-0.373027265778
ACH-001496,-0.7216591826440001
ACH-001500,-0.54661761902
ACH-001521,-0.703285184077
ACH-001523,-0.326758067632
ACH-001532,-0.798754890474
ACH-001536,-0.467226279243
ACH-001550,-0.415273767753
ACH-001552,-0.18342967414
ACH-001554,-0.39257165221699997
ACH-001645,-0.366827618819
ACH-001654,-0.334160730002
ACH-001715,-0.629060121167
ACH-001735,-0.289575570042
ACH-001736,-0.550783643297
ACH-001737,-0.7010252756309999
ACH-001740,-0.39281329496399997
ACH-001745,-0.284682531106
ACH-001750,-0.26329794504299997
ACH-001765,-0.23694050093199998
ACH-001956,-0.415069605531
ACH-001957,-0.49002457986000003
