,TANGO2 (128989)
ACH-000004,-0.283059340878
ACH-000007,-0.197678561771
ACH-000009,-0.19392576707800002
ACH-000011,-0.0272905832726
ACH-000012,-0.256744133754
ACH-000013,-0.18149854545299998
ACH-000014,-0.263376271207
ACH-000015,-0.26218936943599996
ACH-000017,-0.108443659125
ACH-000018,-0.327817105491
ACH-000019,-0.12251133069299999
ACH-000021,-0.10142573785700001
ACH-000022,-0.173119116446
ACH-000025,-0.264773666596
ACH-000028,-0.20025333619000002
ACH-000030,-0.0895286603905
ACH-000035,-0.0765088438956
ACH-000036,0.047691310365
ACH-000037,-0.246100541158
ACH-000039,-0.164940431614
ACH-000040,0.007216107361710001
ACH-000041,-0.22310228638799998
ACH-000042,-0.162227082028
ACH-000045,-0.0368103673389
ACH-000047,-0.137293924178
ACH-000052,-0.1753555232
ACH-000053,-0.196203838079
ACH-000054,-0.04686105050980001
ACH-000055,-0.158118517408
ACH-000060,-0.229037469912
ACH-000067,-0.140412193846
ACH-000070,-0.331629521709
ACH-000075,-0.21354487529
ACH-000078,-0.253478475675
ACH-000082,-0.104871852003
ACH-000085,-0.076789285123
ACH-000086,0.0367192349468
ACH-000087,-0.016097575686600002
ACH-000092,-0.241706353185
ACH-000095,-0.036238939454900004
ACH-000097,-0.193596521116
ACH-000098,-0.243705392418
ACH-000099,-0.228523564793
ACH-000108,-0.20928476983600003
ACH-000113,-0.135232370443
ACH-000115,-0.0884087526667
ACH-000116,-0.166182941
ACH-000118,-0.059668570323299995
ACH-000120,-0.0895867770874
ACH-000123,-0.19102851774799998
ACH-000127,0.026693826036000002
ACH-000128,0.0286791693315
ACH-000132,-0.169979242872
ACH-000133,-0.309407775809
ACH-000137,-0.334887117954
ACH-000138,-0.0864170432663
ACH-000142,-0.0858392907182
ACH-000143,0.010042726972200001
ACH-000146,-0.0669460272623
ACH-000148,-0.06297649423190001
ACH-000150,-0.0477943104426
ACH-000152,-0.154535177681
ACH-000153,-0.033813758631599994
ACH-000159,-0.050486301426300007
